year,pgisced97,regtyp,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,No answer / don't know,Married,0.74648,54,54,0.62936,0.86360
1984,Primary Level,No answer / don't know,Married,0.59144,782,971,0.56050,0.62237
1984,Primary Level,No answer / don't know,"Married, living apart",0.03616,36,971,0.02441,0.04791
1984,Primary Level,No answer / don't know,Single,0.24786,118,971,0.22069,0.27504
1984,Primary Level,No answer / don't know,Widowed,0.07025,35,971,0.05416,0.08633
1984,Lower Secondary Level,No answer / don't know,Married,0.52116,2027,3447,0.50448,0.53784
1984,Lower Secondary Level,No answer / don't know,"Married, living apart",0.01342,57,3447,0.00958,0.01727
1984,Lower Secondary Level,No answer / don't know,Single,0.23254,856,3447,0.21844,0.24665
1984,Lower Secondary Level,No answer / don't know,Divorced,0.03796,109,3447,0.03158,0.04434
1984,Lower Secondary Level,No answer / don't know,Widowed,0.19492,398,3447,0.18169,0.20814
1984,Upper Secondary Level,No answer / don't know,Married,0.64198,3858,5706,0.62954,0.65442
1984,Upper Secondary Level,No answer / don't know,"Married, living apart",0.01385,94,5706,0.01081,0.01688
1984,Upper Secondary Level,No answer / don't know,Single,0.20413,1196,5706,0.19367,0.21459
1984,Upper Secondary Level,No answer / don't know,Divorced,0.04853,234,5706,0.04295,0.05410
1984,Upper Secondary Level,No answer / don't know,Widowed,0.09152,324,5706,0.08404,0.09900
1984,Post-secondary Non-tertiary Level,No answer / don't know,Married,0.51916,194,285,0.46105,0.57727
1984,Post-secondary Non-tertiary Level,No answer / don't know,Single,0.37724,91,285,0.32087,0.43362
1984,First Stage of Tertiary Education,No answer / don't know,Married,0.69367,482,622,0.65742,0.72993
1984,First Stage of Tertiary Education,No answer / don't know,Single,0.16306,100,622,0.13401,0.19212
1984,First Stage of Tertiary Education,No answer / don't know,Widowed,0.08265,40,622,0.06099,0.10431
1984,Second Stage of Tertiary Education,No answer / don't know,Married,0.68551,568,719,0.65154,0.71947
1984,Second Stage of Tertiary Education,No answer / don't know,Single,0.19548,151,719,0.16648,0.22449
1985,No answer / don't know,Urban regions,Married,0.36013,53,92,0.26150,0.45876
1985,No answer / don't know,Urban regions,Single,0.52761,39,92,0.42503,0.63018
1985,Primary Level,Urban regions,Married,0.61307,587,659,0.57585,0.65028
1985,Primary Level,Urban regions,Single,0.23165,72,659,0.19941,0.26388
1985,Primary Level,Rural regions,Married,0.37270,73,73,0.26102,0.48439
1985,Lower Secondary Level,Urban regions,Married,0.49512,1335,2290,0.47464,0.51560
1985,Lower Secondary Level,Urban regions,Single,0.24574,616,2290,0.22810,0.26337
1985,Lower Secondary Level,Urban regions,Divorced,0.04787,87,2290,0.03913,0.05662
1985,Lower Secondary Level,Urban regions,Widowed,0.20013,252,2290,0.18374,0.21653
1985,Lower Secondary Level,Rural regions,Married,0.52755,435,714,0.49090,0.56419
1985,Lower Secondary Level,Rural regions,Single,0.24860,181,714,0.21688,0.28033
1985,Lower Secondary Level,Rural regions,Widowed,0.18493,98,714,0.15643,0.21343
1985,Upper Secondary Level,Urban regions,Married,0.61757,2681,4041,0.60258,0.63255
1985,Upper Secondary Level,Urban regions,"Married, living apart",0.01631,65,4041,0.01241,0.02022
1985,Upper Secondary Level,Urban regions,Single,0.21377,890,4041,0.20113,0.22641
1985,Upper Secondary Level,Urban regions,Divorced,0.05426,173,4041,0.04728,0.06125
1985,Upper Secondary Level,Urban regions,Widowed,0.09808,232,4041,0.08891,0.10726
1985,Upper Secondary Level,Rural regions,Married,0.67714,803,1119,0.64974,0.70455
1985,Upper Secondary Level,Rural regions,Single,0.19206,225,1119,0.16897,0.21515
1985,Upper Secondary Level,Rural regions,Divorced,0.04116,38,1119,0.02951,0.05280
1985,Upper Secondary Level,Rural regions,Widowed,0.07454,53,1119,0.05914,0.08993
1985,Post-secondary Non-tertiary Level,Urban regions,Married,0.49855,139,210,0.43076,0.56634
1985,Post-secondary Non-tertiary Level,Urban regions,Single,0.37387,71,210,0.30827,0.43946
1985,First Stage of Tertiary Education,Urban regions,Married,0.67536,354,431,0.63110,0.71962
1985,First Stage of Tertiary Education,Urban regions,Single,0.18706,77,431,0.15021,0.22392
1985,First Stage of Tertiary Education,Rural regions,Married,0.69864,102,102,0.60915,0.78813
1985,Second Stage of Tertiary Education,Urban regions,Married,0.66412,449,579,0.62562,0.70263
1985,Second Stage of Tertiary Education,Urban regions,Single,0.22107,130,579,0.18724,0.25490
1985,Second Stage of Tertiary Education,Rural regions,Married,0.74331,96,96,0.65547,0.83115
1986,No answer / don't know,Urban regions,Married,0.40175,53,85,0.29691,0.50660
1986,No answer / don't know,Urban regions,Single,0.49105,32,85,0.38414,0.59796
1986,Primary Level,Urban regions,Married,0.59846,525,607,0.55943,0.63749
1986,Primary Level,Urban regions,Single,0.23167,82,607,0.19808,0.26526
1986,Primary Level,Rural regions,Married,0.38865,73,73,0.27605,0.50124
1986,Lower Secondary Level,Urban regions,Married,0.49899,1259,2204,0.47811,0.51987
1986,Lower Secondary Level,Urban regions,"Married, living apart",0.01551,42,2204,0.01035,0.02067
1986,Lower Secondary Level,Urban regions,Single,0.24257,605,2204,0.22467,0.26047
1986,Lower Secondary Level,Urban regions,Divorced,0.04375,75,2204,0.03521,0.05229
1986,Lower Secondary Level,Urban regions,Widowed,0.19918,223,2204,0.18250,0.21586
1986,Lower Secondary Level,Rural regions,Married,0.52943,399,676,0.49177,0.56708
1986,Lower Secondary Level,Rural regions,Single,0.26282,189,676,0.22961,0.29603
1986,Lower Secondary Level,Rural regions,Widowed,0.17452,88,676,0.14589,0.20316
1986,Upper Secondary Level,Urban regions,Married,0.60784,2547,3903,0.59252,0.62316
1986,Upper Secondary Level,Urban regions,"Married, living apart",0.02201,91,3903,0.01741,0.02661
1986,Upper Secondary Level,Urban regions,Single,0.21860,881,3903,0.20563,0.23157
1986,Upper Secondary Level,Urban regions,Divorced,0.05306,169,3903,0.04603,0.06009
1986,Upper Secondary Level,Urban regions,Widowed,0.09849,215,3903,0.08914,0.10784
1986,Upper Secondary Level,Rural regions,Married,0.64386,743,1070,0.61516,0.67257
1986,Upper Secondary Level,Rural regions,Single,0.20764,231,1070,0.18333,0.23196
1986,Upper Secondary Level,Rural regions,Divorced,0.05199,42,1070,0.03868,0.06530
1986,Upper Secondary Level,Rural regions,Widowed,0.08099,54,1070,0.06463,0.09734
1986,Post-secondary Non-tertiary Level,Urban regions,Married,0.51787,136,206,0.44947,0.58627
1986,Post-secondary Non-tertiary Level,Urban regions,Single,0.36420,70,206,0.29833,0.43007
1986,First Stage of Tertiary Education,Urban regions,Married,0.68015,333,406,0.63473,0.72558
1986,First Stage of Tertiary Education,Urban regions,Single,0.17914,73,406,0.14179,0.21648
1986,First Stage of Tertiary Education,Rural regions,Married,0.72906,97,97,0.64015,0.81797
1986,Second Stage of Tertiary Education,Urban regions,Married,0.65863,443,565,0.61949,0.69776
1986,Second Stage of Tertiary Education,Urban regions,Single,0.22046,122,565,0.18624,0.25467
1986,Second Stage of Tertiary Education,Rural regions,Married,0.73515,98,98,0.64734,0.82297
1987,No answer / don't know,Urban regions,Married,0.38663,53,95,0.28818,0.48507
1987,No answer / don't know,Urban regions,Single,0.51173,42,95,0.41067,0.61278
1987,Pre-primary Level,Urban regions,Single,0.99856,164,164,0.99274,1.00438
1987,Primary Level,Urban regions,Married,0.63686,509,578,0.59762,0.67610
1987,Primary Level,Urban regions,Single,0.18325,69,578,0.15168,0.21481
1987,Primary Level,Rural regions,Married,0.48636,74,74,0.37170,0.60102
1987,Lower Secondary Level,Urban regions,Married,0.49857,1209,2165,0.47751,0.51964
1987,Lower Secondary Level,Urban regions,"Married, living apart",0.01923,52,2165,0.01344,0.02501
1987,Lower Secondary Level,Urban regions,Single,0.22672,599,2165,0.20908,0.24436
1987,Lower Secondary Level,Urban regions,Divorced,0.04886,78,2165,0.03977,0.05794
1987,Lower Secondary Level,Urban regions,Widowed,0.20662,227,2165,0.18956,0.22368
1987,Lower Secondary Level,Rural regions,Married,0.55847,391,648,0.52020,0.59673
1987,Lower Secondary Level,Rural regions,Single,0.22615,172,648,0.19392,0.25839
1987,Lower Secondary Level,Rural regions,Widowed,0.18084,85,648,0.15118,0.21049
1987,Upper Secondary Level,Urban regions,Married,0.60744,2532,3863,0.59204,0.62284
1987,Upper Secondary Level,Urban regions,"Married, living apart",0.01576,71,3863,0.01183,0.01969
1987,Upper Secondary Level,Urban regions,Single,0.21916,860,3863,0.20611,0.23221
1987,Upper Secondary Level,Urban regions,Divorced,0.05939,183,3863,0.05193,0.06684
1987,Upper Secondary Level,Urban regions,Widowed,0.09825,217,3863,0.08887,0.10764
1987,Upper Secondary Level,Rural regions,Married,0.63740,739,1087,0.60880,0.66599
1987,Upper Secondary Level,Rural regions,Single,0.22007,250,1087,0.19543,0.24471
1987,Upper Secondary Level,Rural regions,Divorced,0.05108,42,1087,0.03799,0.06417
1987,Upper Secondary Level,Rural regions,Widowed,0.07849,56,1087,0.06250,0.09449
1987,Post-secondary Non-tertiary Level,Urban regions,Married,0.51627,143,214,0.44915,0.58338
1987,Post-secondary Non-tertiary Level,Urban regions,Single,0.38940,71,214,0.32392,0.45489
1987,First Stage of Tertiary Education,Urban regions,Married,0.68317,327,396,0.63729,0.72905
1987,First Stage of Tertiary Education,Urban regions,Single,0.17323,69,396,0.13590,0.21055
1987,First Stage of Tertiary Education,Rural regions,Married,0.72057,90,90,0.62734,0.81380
1987,Second Stage of Tertiary Education,Urban regions,Married,0.63361,426,584,0.59450,0.67272
1987,Second Stage of Tertiary Education,Urban regions,Single,0.23021,126,584,0.19604,0.26438
1987,Second Stage of Tertiary Education,Urban regions,Divorced,0.06457,32,584,0.04462,0.08452
1987,Second Stage of Tertiary Education,Rural regions,Married,0.72357,98,98,0.63456,0.81257
1988,No answer / don't know,Urban regions,Married,0.39824,62,115,0.30837,0.48810
1988,No answer / don't know,Urban regions,Single,0.53243,53,115,0.44084,0.62402
1988,Primary Level,Urban regions,Married,0.63849,471,529,0.59751,0.67947
1988,Primary Level,Urban regions,Single,0.18617,58,529,0.15297,0.21937
1988,Primary Level,Rural regions,Married,0.50353,69,69,0.38469,0.62237
1988,Lower Secondary Level,Urban regions,Married,0.50413,1178,2106,0.48277,0.52549
1988,Lower Secondary Level,Urban regions,"Married, living apart",0.02164,53,2106,0.01542,0.02785
1988,Lower Secondary Level,Urban regions,Single,0.22692,594,2106,0.20903,0.24481
1988,Lower Secondary Level,Urban regions,Divorced,0.04865,75,2106,0.03946,0.05784
1988,Lower Secondary Level,Urban regions,Widowed,0.19866,206,2106,0.18162,0.21571
1988,Lower Secondary Level,Rural regions,Married,0.54530,352,587,0.50498,0.58561
1988,Lower Secondary Level,Rural regions,Single,0.22781,156,587,0.19385,0.26176
1988,Lower Secondary Level,Rural regions,Widowed,0.18460,79,587,0.15319,0.21602
