year,bula_h,sex,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,male,No,0.96359,240,240,0.93984,0.98734
2009,Schleswig-Holstein,female,No,0.94845,249,249,0.92093,0.97597
2009,Hamburg,male,No,0.96499,119,119,0.93183,0.99816
2009,Hamburg,female,No,0.94037,133,133,0.89997,0.98077
2009,Lower Saxony,male,Yes,0.03123,33,789,0.01908,0.04337
2009,Lower Saxony,male,No,0.96877,756,789,0.95663,0.98092
2009,Lower Saxony,female,Yes,0.05166,37,844,0.03672,0.06660
2009,Lower Saxony,female,No,0.94834,807,844,0.93340,0.96328
2009,Bremen,male,No,0.87495,52,52,0.78416,0.96573
2009,Bremen,female,No,0.98202,62,62,0.94867,1.01537
2009,North Rhine-Westphalia,male,Yes,0.02888,53,1736,0.02100,0.03676
2009,North Rhine-Westphalia,male,No,0.97112,1683,1736,0.96324,0.97900
2009,North Rhine-Westphalia,female,Yes,0.04741,78,1892,0.03783,0.05699
2009,North Rhine-Westphalia,female,No,0.95259,1814,1892,0.94301,0.96217
2009,Hesse,male,No,0.98049,571,571,0.96913,0.99184
2009,Hesse,female,No,0.95954,604,604,0.94381,0.97527
2009,"Rhineland-Palatinate, Saarland",male,No,0.96748,443,443,0.95095,0.98402
2009,"Rhineland-Palatinate, Saarland",female,No,0.96604,545,545,0.95081,0.98126
2009,Baden-Wuerttemberg,male,No,0.97935,979,979,0.97043,0.98826
2009,Baden-Wuerttemberg,female,Yes,0.04831,47,1100,0.03563,0.06099
2009,Baden-Wuerttemberg,female,No,0.95169,1053,1100,0.93901,0.96437
2009,Bavaria,male,Yes,0.03232,45,1235,0.02245,0.04218
2009,Bavaria,male,No,0.96768,1190,1235,0.95782,0.97755
2009,Bavaria,female,Yes,0.04092,52,1374,0.03045,0.05140
2009,Bavaria,female,No,0.95908,1322,1374,0.94860,0.96955
2009,Berlin,male,No,0.95519,302,302,0.93182,0.97857
2009,Berlin,female,No,0.94743,346,346,0.92388,0.97098
2009,Brandenburg,male,No,0.97685,372,372,0.96155,0.99215
2009,Brandenburg,female,No,0.96129,393,393,0.94219,0.98038
2009,Mecklenburg-Western Pomerania,male,No,0.96767,216,216,0.94402,0.99131
2009,Mecklenburg-Western Pomerania,female,No,0.94357,235,235,0.91400,0.97313
2009,Saxony,male,No,0.96941,653,653,0.95619,0.98263
2009,Saxony,female,No,0.95777,667,667,0.94249,0.97304
2009,Saxony-Anhalt,male,No,0.95551,352,352,0.93394,0.97708
2009,Saxony-Anhalt,female,No,0.96022,388,388,0.94074,0.97969
2009,Thuringa,male,No,0.96931,376,376,0.95185,0.98676
2009,Thuringa,female,No,0.96987,418,418,0.95347,0.98628
2011,Schleswig-Holstein,male,No,0.96997,295,295,0.95046,0.98948
2011,Schleswig-Holstein,female,No,0.91499,322,322,0.88448,0.94550
2011,Hamburg,male,No,0.93370,141,141,0.89249,0.97491
2011,Hamburg,female,No,0.92199,147,147,0.87848,0.96549
2011,Lower Saxony,male,Yes,0.04268,41,899,0.02946,0.05590
2011,Lower Saxony,male,No,0.95732,858,899,0.94410,0.97054
2011,Lower Saxony,female,Yes,0.05365,52,1009,0.03974,0.06757
2011,Lower Saxony,female,No,0.94635,957,1009,0.93243,0.96026
2011,Bremen,male,No,0.97193,59,59,0.92942,1.01444
2011,Bremen,female,No,0.95079,62,62,0.89650,1.00507
2011,North Rhine-Westphalia,male,Yes,0.04093,83,1967,0.03217,0.04969
2011,North Rhine-Westphalia,male,No,0.95907,1884,1967,0.95031,0.96783
