year,age_gr,migback,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,No,0.99764,2286,2286,0.99565,0.99963
2009,30-45 y.,No migration background,Yes,0.01616,51,3876,0.01219,0.02013
2009,30-45 y.,No migration background,No,0.98384,3825,3876,0.97987,0.98781
2009,30-45 y.,Direct migration background,No,0.99489,528,528,0.98880,1.00098
2009,30-45 y.,Indirect migration background,No,0.98933,265,265,0.97694,1.00173
2009,46-65 y.,No migration background,Yes,0.04224,239,5660,0.03700,0.04748
2009,46-65 y.,No migration background,No,0.95776,5421,5660,0.95252,0.96300
2009,46-65 y.,Direct migration background,No,0.98127,606,606,0.97046,0.99207
2009,46-65 y.,Indirect migration background,No,0.99428,45,45,0.97199,1.01656
2009,66 and older,No migration background,Yes,0.09182,333,3821,0.08266,0.10098
2009,66 and older,No migration background,No,0.90818,3488,3821,0.89902,0.91734
2009,66 and older,Direct migration background,No,0.92968,308,308,0.90108,0.95828
2011,17-29 y.,No migration background,No,0.99625,2380,2380,0.99380,0.99871
2011,17-29 y.,Direct migration background,No,0.99915,214,214,0.99522,1.00307
2011,17-29 y.,Indirect migration background,No,0.99660,388,388,0.99080,1.00240
2011,30-45 y.,No migration background,Yes,0.01660,63,3955,0.01262,0.02058
2011,30-45 y.,No migration background,No,0.98340,3892,3955,0.97942,0.98738
2011,30-45 y.,Direct migration background,No,0.98977,583,583,0.98160,0.99795
2011,30-45 y.,Indirect migration background,No,0.98553,307,307,0.97215,0.99891
2011,46-65 y.,No migration background,Yes,0.05044,342,6892,0.04527,0.05560
2011,46-65 y.,No migration background,No,0.94956,6550,6892,0.94440,0.95473
2011,46-65 y.,Direct migration background,Yes,0.04317,33,793,0.02901,0.05732
2011,46-65 y.,Direct migration background,No,0.95683,760,793,0.94268,0.97099
2011,46-65 y.,Indirect migration background,No,0.93547,84,84,0.88261,0.98833
2011,66 and older,No migration background,Yes,0.09661,440,4696,0.08816,0.10506
2011,66 and older,No migration background,No,0.90339,4256,4696,0.89494,0.91184
2011,66 and older,Direct migration background,Yes,0.07291,35,420,0.04802,0.09781
2011,66 and older,Direct migration background,No,0.92709,385,420,0.90219,0.95198
2013,17-29 y.,No migration background,No,0.99775,2038,2038,0.99569,0.99981
2013,30-45 y.,No migration background,Yes,0.02133,51,3303,0.01640,0.02626
2013,30-45 y.,No migration background,No,0.97867,3252,3303,0.97374,0.98360
2013,30-45 y.,Direct migration background,No,0.99847,490,490,0.99500,1.00193
2013,30-45 y.,Indirect migration background,No,0.98512,274,274,0.97076,0.99948
2013,46-65 y.,No migration background,Yes,0.05791,369,6522,0.05224,0.06358
2013,46-65 y.,No migration background,No,0.94209,6153,6522,0.93642,0.94776
2013,46-65 y.,Direct migration background,Yes,0.05644,32,694,0.03925,0.07362
2013,46-65 y.,Direct migration background,No,0.94356,662,694,0.92638,0.96075
2013,46-65 y.,Indirect migration background,No,0.95209,99,99,0.90980,0.99437
2013,66 and older,No migration background,Yes,0.12229,532,4550,0.11277,0.13181
2013,66 and older,No migration background,No,0.87771,4018,4550,0.86819,0.88723
2013,66 and older,Direct migration background,Yes,0.10885,40,384,0.07766,0.14004
2013,66 and older,Direct migration background,No,0.89115,344,384,0.85996,0.92234
2015,17-29 y.,No migration background,No,0.99452,2540,2540,0.99165,0.99739
2015,17-29 y.,Direct migration background,No,0.99568,589,589,0.99037,1.00098
2015,17-29 y.,Indirect migration background,No,0.99794,776,776,0.99475,1.00113
2015,30-45 y.,No migration background,Yes,0.01932,75,4770,0.01542,0.02323
2015,30-45 y.,No migration background,No,0.98068,4695,4770,0.97677,0.98458
2015,30-45 y.,Direct migration background,No,0.99205,1982,1982,0.98814,0.99596
2015,30-45 y.,Indirect migration background,No,0.98565,584,584,0.97599,0.99530
2015,46-65 y.,No migration background,Yes,0.05961,373,7257,0.05416,0.06506
2015,46-65 y.,No migration background,No,0.94039,6884,7257,0.93494,0.94584
2015,46-65 y.,Direct migration background,Yes,0.04182,54,1449,0.03151,0.05213
2015,46-65 y.,Direct migration background,No,0.95818,1395,1449,0.94787,0.96849
2015,46-65 y.,Indirect migration background,No,0.93550,160,160,0.89732,0.97368
2015,66 and older,No migration background,Yes,0.12784,566,4446,0.11802,0.13765
2015,66 and older,No migration background,No,0.87216,3880,4446,0.86235,0.88198
2015,66 and older,Direct migration background,Yes,0.08093,43,434,0.05524,0.10662
2015,66 and older,Direct migration background,No,0.91907,391,434,0.89338,0.94476
2017,17-29 y.,No migration background,No,0.99413,2909,2909,0.99135,0.99691
2017,17-29 y.,Direct migration background,No,0.99604,621,621,0.99110,1.00099
2017,17-29 y.,Indirect migration background,No,0.99893,810,810,0.99668,1.00118
2017,30-45 y.,No migration background,Yes,0.01670,85,4558,0.01298,0.02042
2017,30-45 y.,No migration background,No,0.98330,4473,4558,0.97958,0.98702
2017,30-45 y.,Direct migration background,No,0.99483,2104,2104,0.99177,0.99790
2017,30-45 y.,Indirect migration background,No,0.99061,572,572,0.98271,0.99852
2017,46-65 y.,No migration background,Yes,0.05843,440,8130,0.05333,0.06353
2017,46-65 y.,No migration background,No,0.94157,7690,8130,0.93647,0.94667
2017,46-65 y.,Direct migration background,Yes,0.04047,59,1626,0.03089,0.05005
2017,46-65 y.,Direct migration background,No,0.95953,1567,1626,0.94995,0.96911
2017,46-65 y.,Indirect migration background,No,0.94287,203,203,0.91087,0.97488
2017,66 and older,No migration background,Yes,0.13357,596,4499,0.12363,0.14351
2017,66 and older,No migration background,No,0.86643,3903,4499,0.85649,0.87637
2017,66 and older,Direct migration background,Yes,0.10189,46,445,0.07375,0.13003
2017,66 and older,Direct migration background,No,0.89811,399,445,0.86997,0.92625
2019,17-29 y.,No migration background,No,0.99349,2682,2682,0.99045,0.99654
2019,17-29 y.,Direct migration background,No,0.99616,421,421,0.99025,1.00208
2019,17-29 y.,Indirect migration background,No,0.99514,725,725,0.99008,1.00021
2019,30-45 y.,No migration background,Yes,0.02016,91,4133,0.01588,0.02445
2019,30-45 y.,No migration background,No,0.97984,4042,4133,0.97555,0.98412
2019,30-45 y.,Direct migration background,No,0.98672,1598,1598,0.98110,0.99233
2019,30-45 y.,Indirect migration background,No,0.99261,532,532,0.98532,0.99989
2019,46-65 y.,No migration background,Yes,0.06404,497,8597,0.05887,0.06922
2019,46-65 y.,No migration background,No,0.93596,8100,8597,0.93078,0.94113
2019,46-65 y.,Direct migration background,Yes,0.04016,67,1543,0.03036,0.04996
