year,migback,regtyp,ple0015,proportion,n,lower_confidence,upper_confidence
2009,No migration background,Urban regions,2.0,0.5175380175380175,18254,0.5102889903980619,0.5247870446779732
2009,No migration background,Rural regions,2.0,0.3162393162393162,18254,0.3094934606162839,0.32298517186234854
2009,Direct migration background,Urban regions,2.0,0.07242757242757243,18254,0.06866744183939247,0.0761877030157524
2009,Indirect migration background,Urban regions,2.0,0.032412032412032415,18254,0.02984296553354894,0.03498109929051589
2009,No migration background,Urban regions,1.0,0.023754023754023756,18254,0.021544873424926902,0.02596317408312061
2009,Direct migration background,Rural regions,2.0,0.01726051726051726,18254,0.015371120554655712,0.019149913966378808
2009,No migration background,Rural regions,1.0,0.011211011211011212,18254,0.009683616605516043,0.012738405816506381
2009,Indirect migration background,Rural regions,2.0,0.006493506493506494,18254,0.005328302289613916,0.007658710697399072
2009,Direct migration background,Urban regions,1.0,0.0019425019425019425,18254,0.0013037451079896583,0.0025812587770142267
2009,Direct migration background,Rural regions,1.0,0.000444000444000444,18254,0.0001383870981297004,0.0007496137898711877
2009,Indirect migration background,Urban regions,1.0,0.0002775002775002775,18254,3.587159139646856e-05,0.0005191289636040865
2011,No migration background,Urban regions,2.0,0.5114485418173054,28898,0.5056851478539582,0.5172119357806525
2011,No migration background,Rural regions,2.0,0.3121234032296939,28898,0.30678095144025536,0.31746585501913244
2011,Direct migration background,Urban regions,2.0,0.07148710532658471,28898,0.06851660226994895,0.07445760838322048
2011,Indirect migration background,Urban regions,2.0,0.030850807423475537,28898,0.028857148942530112,0.032844465904420965
2011,No migration background,Urban regions,1.0,0.02656061701614847,28898,0.02470667684766431,0.02841455718463263
2011,Direct migration background,Rural regions,2.0,0.02207760906242468,28898,0.02038346478777288,0.023771753337076484
2011,No migration background,Rural regions,1.0,0.01465413352615088,28898,0.013268665205990175,0.016039601846311584
2011,Indirect migration background,Rural regions,2.0,0.006652205350686912,28898,0.005714954879187688,0.007589455822186136
2011,Direct migration background,Urban regions,1.0,0.0030850807423475537,28898,0.0024456632792041522,0.003724498205490955
2011,Indirect migration background,Urban regions,1.0,0.0005784526391901663,28898,0.0003012288880589694,0.0008556763903213632
2011,Direct migration background,Rural regions,1.0,0.00048204386599180526,28898,0.00022896215688072855,0.000735125575102882
2013,No migration background,Urban regions,2.0,0.5062016325665217,31177,0.5006518559147516,0.5117514092182919
2013,No migration background,Rural regions,2.0,0.31405703381744937,31177,0.30890489951132666,0.3192091681235721
2013,Direct migration background,Urban regions,2.0,0.06641577440898971,31177,0.06365169011760755,0.06917985870037188
2013,No migration background,Urban regions,1.0,0.032916357468461784,31177,0.030935848498545155,0.034896866438378416
2013,Indirect migration background,Urban regions,2.0,0.029418000636064878,31177,0.027542308305515108,0.03129369296661465
2013,Direct migration background,Rural regions,2.0,0.021414184246793172,31177,0.01980728319270688,0.023021085300879464
2013,No migration background,Rural regions,1.0,0.018021838227499205,31177,0.016545148111020307,0.019498528343978104
2013,Indirect migration background,Rural regions,2.0,0.0072617406975511506,31177,0.006319250898905075,0.008204230496197227
2013,Direct migration background,Urban regions,1.0,0.003180324393088095,31177,0.002555320214599085,0.0038053285715771053
2013,Direct migration background,Rural regions,1.0,0.0006890702851690872,31177,0.0003977833609726824,0.000980357209365492
2013,Indirect migration background,Urban regions,1.0,0.000424043252411746,31177,0.00019550869047895556,0.0006525778143445365
2015,No migration background,Urban regions,2.0,0.4373402555910543,27342,0.4314603062910267,0.44322020489108194
2015,No migration background,Rural regions,2.0,0.28298722044728436,27342,0.2776478778053374,0.2883265630892313
2015,Direct migration background,Urban regions,2.0,0.12787539936102235,27342,0.12391696268384651,0.13183383603819818
2015,Indirect migration background,Urban regions,2.0,0.049880191693290735,27342,0.04729974925931581,0.05246063412726566
2015,Direct migration background,Rural regions,2.0,0.043889776357827474,27342,0.04146162029205306,0.04631793242360189
2015,No migration background,Urban regions,1.0,0.026517571884984027,27342,0.024613111831644885,0.02842203193832317
2015,No migration background,Rural regions,1.0,0.014456869009584665,27342,0.01304200117812091,0.015871736841048423
2015,Indirect migration background,Rural regions,2.0,0.011661341853035143,27342,0.010388811685797975,0.01293387202027231
2015,Direct migration background,Urban regions,1.0,0.0033945686900958465,27342,0.0027051312609602906,0.004084006119231402
2015,Direct migration background,Rural regions,1.0,0.00115814696485623,27342,0.0007549928151521508,0.0015613011145603091
2015,Indirect migration background,Urban regions,1.0,0.0007987220447284345,27342,0.0004638605142453829,0.0011335835752114862
2015,Indirect migration background,Rural regions,1.0,3.9936102236421726e-05,27342,-3.496963752410615e-05,0.0001148418419969496
2017,No migration background,Urban regions,2.0,0.4355342950770274,31140,0.4300271473464694,0.4410414428075854
2017,No migration background,Rural regions,2.0,0.2808392029831632,31140,0.275847616089884,0.28583078987644245
2017,Direct migration background,Urban regions,2.0,0.12859241402689367,31140,0.12487436501811901,0.13231046303566832
2017,Indirect migration background,Urban regions,2.0,0.050058382613281105,31140,0.04763632967422889,0.05248043555233332
2017,Direct migration background,Rural regions,2.0,0.0458774341783118,31140,0.043553635976306806,0.04820123238031679
2017,No migration background,Urban regions,1.0,0.027458661343176767,31140,0.025643603445856786,0.029273719240496748
2017,No migration background,Rural regions,1.0,0.015443142867904628,31140,0.014073570414054421,0.016812715321754833
2017,Indirect migration background,Rural regions,2.0,0.0107725338054164,31140,0.009625955333737394,0.011919112277095405
2017,Direct migration background,Urban regions,1.0,0.0034652905947493316,31140,0.0028125917980027105,0.004117989391495953
2017,Direct migration background,Rural regions,1.0,0.0011299860635052169,31140,0.0007568323235203841,0.0015031398034900496
2017,Indirect migration background,Urban regions,1.0,0.0007533240423368111,31140,0.0004485878495233758,0.0010580602351502465
2017,Indirect migration background,Rural regions,1.0,7.533240423368112e-05,31140,-2.1066328015033935e-05,0.00017173113648239619
2019,No migration background,Urban regions,2.0,0.4541734535775297,29565,0.4484979378735504,0.459848969281509
