year,pgisced97,sex,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,female,No,0.99814,153,153,0.99129,1.00499
2009,Primary Level,male,No,0.98630,66,66,0.95804,1.01456
2009,Primary Level,female,No,0.99445,97,97,0.97958,1.00931
2009,Lower Secondary Level,male,No,0.98592,548,548,0.97604,0.99579
2009,Lower Secondary Level,female,Yes,0.03913,43,1232,0.02830,0.04996
2009,Lower Secondary Level,female,No,0.96087,1189,1232,0.95004,0.97170
2009,Upper Secondary Level,male,Yes,0.03083,144,4275,0.02565,0.03601
2009,Upper Secondary Level,male,No,0.96917,4131,4275,0.96399,0.97435
2009,Upper Secondary Level,female,Yes,0.05352,221,4788,0.04714,0.05990
2009,Upper Secondary Level,female,No,0.94648,4567,4788,0.94010,0.95286
2009,Post-secondary Non-tertiary Level,male,No,0.98868,381,381,0.97805,0.99932
2009,Post-secondary Non-tertiary Level,female,No,0.96026,586,586,0.94443,0.97609
2009,First Stage of Tertiary Education,male,Yes,0.05335,40,783,0.03759,0.06910
2009,First Stage of Tertiary Education,male,No,0.94665,743,783,0.93090,0.96241
2009,First Stage of Tertiary Education,female,No,0.96446,529,529,0.94867,0.98025
2009,Second Stage of Tertiary Education,male,Yes,0.03695,94,2186,0.02904,0.04486
2009,Second Stage of Tertiary Education,male,No,0.96305,2092,2186,0.95514,0.97096
2009,Second Stage of Tertiary Education,female,Yes,0.03978,78,1849,0.03087,0.04869
2009,Second Stage of Tertiary Education,female,No,0.96022,1771,1849,0.95131,0.96913
2011,No answer / don't know,male,No,0.99655,158,158,0.98737,1.00572
2011,No answer / don't know,female,No,0.99609,154,154,0.98620,1.00598
2011,Pre-primary Level,male,No,0.99247,161,161,0.97908,1.00587
2011,Pre-primary Level,female,No,0.99140,150,150,0.97658,1.00623
2011,Primary Level,male,No,0.99409,86,86,0.97780,1.01038
2011,Primary Level,female,No,0.91710,132,132,0.86988,0.96432
2011,Lower Secondary Level,male,No,0.96919,649,649,0.95589,0.98250
2011,Lower Secondary Level,female,Yes,0.04967,72,1500,0.03867,0.06067
2011,Lower Secondary Level,female,No,0.95033,1428,1500,0.93933,0.96133
2011,Upper Secondary Level,male,Yes,0.04088,200,4901,0.03533,0.04642
2011,Upper Secondary Level,male,No,0.95912,4701,4901,0.95358,0.96467
2011,Upper Secondary Level,female,Yes,0.05870,286,5589,0.05254,0.06486
2011,Upper Secondary Level,female,No,0.94130,5303,5589,0.93514,0.94746
2011,Post-secondary Non-tertiary Level,male,No,0.98473,439,439,0.97324,0.99621
2011,Post-secondary Non-tertiary Level,female,Yes,0.05103,32,751,0.03528,0.06678
2011,Post-secondary Non-tertiary Level,female,No,0.94897,719,751,0.93322,0.96472
2011,First Stage of Tertiary Education,male,Yes,0.04522,47,897,0.03161,0.05882
2011,First Stage of Tertiary Education,male,No,0.95478,850,897,0.94118,0.96839
2011,First Stage of Tertiary Education,female,No,0.95737,524,524,0.94006,0.97469
2011,Second Stage of Tertiary Education,male,Yes,0.04480,123,2468,0.03664,0.05297
2011,Second Stage of Tertiary Education,male,No,0.95520,2345,2468,0.94703,0.96336
2011,Second Stage of Tertiary Education,female,Yes,0.05322,115,2120,0.04366,0.06278
2011,Second Stage of Tertiary Education,female,No,0.94678,2005,2120,0.93722,0.95634
2013,No answer / don't know,male,No,0.99214,139,139,0.97741,1.00687
2013,No answer / don't know,female,No,0.99576,129,129,0.98450,1.00702
2013,Pre-primary Level,male,No,0.98878,121,121,0.96993,1.00763
2013,Primary Level,male,No,0.97731,80,80,0.94448,1.01015
2013,Primary Level,female,No,0.94040,104,104,0.89468,0.98612
2013,Lower Secondary Level,male,No,0.96567,559,559,0.95057,0.98078
2013,Lower Secondary Level,female,Yes,0.07362,74,1269,0.05924,0.08799
2013,Lower Secondary Level,female,No,0.92638,1195,1269,0.91201,0.94076
2013,Upper Secondary Level,male,Yes,0.05721,231,4318,0.05028,0.06414
2013,Upper Secondary Level,male,No,0.94279,4087,4318,0.93586,0.94972
2013,Upper Secondary Level,female,Yes,0.07144,301,5089,0.06436,0.07852
2013,Upper Secondary Level,female,No,0.92856,4788,5089,0.92148,0.93564
2013,Post-secondary Non-tertiary Level,male,No,0.97045,402,402,0.95388,0.98703
2013,Post-secondary Non-tertiary Level,female,Yes,0.05494,33,681,0.03782,0.07207
2013,Post-secondary Non-tertiary Level,female,No,0.94506,648,681,0.92793,0.96218
2013,First Stage of Tertiary Education,male,Yes,0.05905,51,820,0.04291,0.07519
2013,First Stage of Tertiary Education,male,No,0.94095,769,820,0.92481,0.95709
2013,First Stage of Tertiary Education,female,No,0.93367,475,475,0.91127,0.95608
2013,Second Stage of Tertiary Education,male,Yes,0.06291,148,2353,0.05310,0.07273
2013,Second Stage of Tertiary Education,male,No,0.93709,2205,2353,0.92727,0.94690
2013,Second Stage of Tertiary Education,female,Yes,0.05842,128,2113,0.04842,0.06842
2013,Second Stage of Tertiary Education,female,No,0.94158,1985,2113,0.93158,0.95158
2015,No answer / don't know,male,No,0.99380,309,309,0.98504,1.00257
2015,No answer / don't know,female,No,0.95969,295,295,0.93721,0.98217
2015,Primary Level,male,No,0.97674,155,155,0.95293,1.00055
2015,Primary Level,female,No,0.94255,240,240,0.91305,0.97205
2015,Lower Secondary Level,male,No,0.97537,995,995,0.96573,0.98500
2015,Lower Secondary Level,female,Yes,0.05767,72,1655,0.04644,0.06891
2015,Lower Secondary Level,female,No,0.94233,1583,1655,0.93109,0.95356
2015,Upper Secondary Level,male,Yes,0.05490,224,5211,0.04872,0.06109
2015,Upper Secondary Level,male,No,0.94510,4987,5211,0.93891,0.95128
2015,Upper Secondary Level,female,Yes,0.07112,361,6438,0.06484,0.07740
2015,Upper Secondary Level,female,No,0.92888,6077,6438,0.92260,0.93516
2015,Post-secondary Non-tertiary Level,male,No,0.97696,699,699,0.96582,0.98809
2015,Post-secondary Non-tertiary Level,female,Yes,0.05231,48,1241,0.03992,0.06470
2015,Post-secondary Non-tertiary Level,female,No,0.94769,1193,1241,0.93530,0.96008
2015,First Stage of Tertiary Education,male,Yes,0.06502,56,941,0.04926,0.08078
2015,First Stage of Tertiary Education,male,No,0.93498,885,941,0.91922,0.95074
2015,First Stage of Tertiary Education,female,Yes,0.06522,34,579,0.04509,0.08535
2015,First Stage of Tertiary Education,female,No,0.93478,545,579,0.91465,0.95491
2015,Second Stage of Tertiary Education,male,Yes,0.05663,158,2949,0.04828,0.06497
2015,Second Stage of Tertiary Education,male,No,0.94337,2791,2949,0.93503,0.95172
2015,Second Stage of Tertiary Education,female,Yes,0.05718,149,2924,0.04876,0.06559
2015,Second Stage of Tertiary Education,female,No,0.94282,2775,2924,0.93441,0.95124
2017,No answer / don't know,male,No,0.98986,322,322,0.97890,1.00082
2017,No answer / don't know,female,No,0.94877,279,279,0.92286,0.97469
2017,Pre-primary Level,male,No,0.99637,192,192,0.98783,1.00490
2017,Primary Level,male,No,0.98260,183,183,0.96360,1.00160
2017,Primary Level,female,No,0.94961,256,256,0.92276,0.97646
2017,Lower Secondary Level,male,No,0.97272,1034,1034,0.96279,0.98266
2017,Lower Secondary Level,female,Yes,0.04852,66,1686,0.03826,0.05877
2017,Lower Secondary Level,female,No,0.95148,1620,1686,0.94123,0.96174
2017,Upper Secondary Level,male,Yes,0.05289,240,5482,0.04696,0.05881
2017,Upper Secondary Level,male,No,0.94711,5242,5482,0.94119,0.95304
2017,Upper Secondary Level,female,Yes,0.07002,384,6591,0.06386,0.07618
2017,Upper Secondary Level,female,No,0.92998,6207,6591,0.92382,0.93614
2017,Post-secondary Non-tertiary Level,male,No,0.97956,800,800,0.96975,0.98937
2017,Post-secondary Non-tertiary Level,female,Yes,0.05899,61,1393,0.04661,0.07136
2017,Post-secondary Non-tertiary Level,female,No,0.94101,1332,1393,0.92864,0.95339
2017,First Stage of Tertiary Education,male,Yes,0.04814,60,940,0.03445,0.06183
2017,First Stage of Tertiary Education,male,No,0.95186,880,940,0.93817,0.96555
2017,First Stage of Tertiary Education,female,Yes,0.08672,41,587,0.06394,0.10951
2017,First Stage of Tertiary Education,female,No,0.91328,546,587,0.89049,0.93606
2017,Second Stage of Tertiary Education,male,Yes,0.06132,193,3254,0.05307,0.06956
2017,Second Stage of Tertiary Education,male,No,0.93868,3061,3254,0.93044,0.94693
2017,Second Stage of Tertiary Education,female,Yes,0.05989,167,3261,0.05175,0.06804
2017,Second Stage of Tertiary Education,female,No,0.94011,3094,3261,0.93196,0.94825
2019,No answer / don't know,male,No,0.98868,289,289,0.97647,1.00090
2019,No answer / don't know,female,No,0.95001,273,273,0.92412,0.97591
2019,Primary Level,male,No,0.99181,169,169,0.97818,1.00544
2019,Primary Level,female,No,0.95879,210,210,0.93184,0.98574
2019,Lower Secondary Level,male,No,0.97644,966,966,0.96687,0.98601
2019,Lower Secondary Level,female,Yes,0.06152,66,1428,0.04905,0.07399
2019,Lower Secondary Level,female,No,0.93848,1362,1428,0.92601,0.95095
2019,Upper Secondary Level,male,Yes,0.05387,258,5072,0.04766,0.06009
2019,Upper Secondary Level,male,No,0.94613,4814,5072,0.93991,0.95234
2019,Upper Secondary Level,female,Yes,0.07917,384,6075,0.07238,0.08596
2019,Upper Secondary Level,female,No,0.92083,5691,6075,0.91404,0.92762
2019,Post-secondary Non-tertiary Level,male,No,0.97358,810,810,0.96253,0.98463
2019,Post-secondary Non-tertiary Level,female,Yes,0.04534,57,1343,0.03421,0.05648
2019,Post-secondary Non-tertiary Level,female,No,0.95466,1286,1343,0.94352,0.96579
2019,First Stage of Tertiary Education,male,Yes,0.05733,74,1077,0.04344,0.07122
2019,First Stage of Tertiary Education,male,No,0.94267,1003,1077,0.92878,0.95656
2019,First Stage of Tertiary Education,female,Yes,0.09170,38,580,0.06819,0.11521
2019,First Stage of Tertiary Education,female,No,0.90830,542,580,0.88479,0.93181
2019,Second Stage of Tertiary Education,male,Yes,0.05970,225,3670,0.05204,0.06737
2019,Second Stage of Tertiary Education,male,No,0.94030,3445,3670,0.93263,0.94796
2019,Second Stage of Tertiary Education,female,Yes,0.06316,205,3352,0.05492,0.07140
2019,Second Stage of Tertiary Education,female,No,0.93684,3147,3352,0.92860,0.94508
2021,No answer / don't know,male,No,0.96290,412,412,0.94463,0.98117
2021,No answer / don't know,female,No,0.98121,352,352,0.96701,0.99542
2021,Primary Level,male,No,0.98404,496,496,0.97299,0.99508
2021,Primary Level,female,No,0.93893,415,415,0.91587,0.96200
2021,Lower Secondary Level,male,No,0.97426,764,764,0.96302,0.98550
2021,Lower Secondary Level,female,Yes,0.08148,49,956,0.06413,0.09884
2021,Lower Secondary Level,female,No,0.91852,907,956,0.90116,0.93587
2021,Upper Secondary Level,male,Yes,0.06767,176,3337,0.05914,0.07619
2021,Upper Secondary Level,male,No,0.93233,3161,3337,0.92381,0.94086
2021,Upper Secondary Level,female,Yes,0.10066,293,3959,0.09128,0.11003
2021,Upper Secondary Level,female,No,0.89934,3666,3959,0.88997,0.90872
2021,Post-secondary Non-tertiary Level,male,No,0.99023,605,605,0.98238,0.99807
2021,Post-secondary Non-tertiary Level,female,Yes,0.05152,53,974,0.03763,0.06541
2021,Post-secondary Non-tertiary Level,female,No,0.94848,921,974,0.93459,0.96237
2021,First Stage of Tertiary Education,male,Yes,0.05770,49,603,0.03908,0.07633
2021,First Stage of Tertiary Education,male,No,0.94230,554,603,0.92367,0.96092
2021,First Stage of Tertiary Education,female,Yes,0.11469,37,389,0.08298,0.14640
2021,First Stage of Tertiary Education,female,No,0.88531,352,389,0.85360,0.91702
2021,Second Stage of Tertiary Education,male,Yes,0.06134,166,2928,0.05265,0.07003
2021,Second Stage of Tertiary Education,male,No,0.93866,2762,2928,0.92997,0.94735
2021,Second Stage of Tertiary Education,female,Yes,0.05827,154,2705,0.04944,0.06710
2021,Second Stage of Tertiary Education,female,No,0.94173,2551,2705,0.93290,0.95056
