year,quintil_oecd,regtyp,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,Yes,0.03903,70,1799,0.03008,0.04798
2009,1st Quintile,Urban regions,No,0.96097,1729,1799,0.95202,0.96992
2009,1st Quintile,Rural regions,No,0.97784,1044,1044,0.96891,0.98677
2009,2nd Quintile,Urban regions,Yes,0.04077,81,1898,0.03187,0.04967
2009,2nd Quintile,Urban regions,No,0.95923,1817,1898,0.95033,0.96813
2009,2nd Quintile,Rural regions,Yes,0.04347,51,1264,0.03223,0.05472
2009,2nd Quintile,Rural regions,No,0.95653,1213,1264,0.94528,0.96777
2009,3rd Quintile,Urban regions,Yes,0.04252,73,2024,0.03373,0.05132
2009,3rd Quintile,Urban regions,No,0.95748,1951,2024,0.94868,0.96627
2009,3rd Quintile,Rural regions,Yes,0.03417,49,1383,0.02459,0.04375
2009,3rd Quintile,Rural regions,No,0.96583,1334,1383,0.95625,0.97541
2009,4th Quintile,Urban regions,Yes,0.03859,93,2454,0.03097,0.04621
2009,4th Quintile,Urban regions,No,0.96141,2361,2454,0.95379,0.96903
2009,4th Quintile,Rural regions,Yes,0.03675,44,1316,0.02658,0.04692
2009,4th Quintile,Rural regions,No,0.96325,1272,1316,0.95308,0.97342
2009,5th Quintile,Urban regions,Yes,0.03970,152,3542,0.03327,0.04613
2009,5th Quintile,Urban regions,No,0.96030,3390,3542,0.95387,0.96673
2009,5th Quintile,Rural regions,Yes,0.02869,40,1264,0.01948,0.03789
2009,5th Quintile,Rural regions,No,0.97131,1224,1264,0.96211,0.98052
2011,1st Quintile,Urban regions,Yes,0.03989,61,1512,0.03002,0.04976
2011,1st Quintile,Urban regions,No,0.96011,1451,1512,0.95024,0.96998
2011,1st Quintile,Rural regions,Yes,0.04461,31,981,0.03169,0.05754
2011,1st Quintile,Rural regions,No,0.95539,950,981,0.94246,0.96831
2011,2nd Quintile,Urban regions,Yes,0.04531,74,1629,0.03520,0.05541
2011,2nd Quintile,Urban regions,No,0.95469,1555,1629,0.94459,0.96480
2011,2nd Quintile,Rural regions,Yes,0.03107,42,1098,0.02080,0.04134
2011,2nd Quintile,Rural regions,No,0.96893,1056,1098,0.95866,0.97920
2011,3rd Quintile,Urban regions,Yes,0.05965,93,1865,0.04890,0.07041
2011,3rd Quintile,Urban regions,No,0.94035,1772,1865,0.92959,0.95110
2011,3rd Quintile,Rural regions,Yes,0.05793,62,1199,0.04470,0.07115
2011,3rd Quintile,Rural regions,No,0.94207,1137,1199,0.92885,0.95530
2011,4th Quintile,Urban regions,Yes,0.04127,92,2226,0.03301,0.04954
2011,4th Quintile,Urban regions,No,0.95873,2134,2226,0.95046,0.96699
2011,4th Quintile,Rural regions,Yes,0.03334,36,1063,0.02255,0.04414
2011,4th Quintile,Rural regions,No,0.96666,1027,1063,0.95586,0.97745
2011,5th Quintile,Urban regions,Yes,0.04831,151,3037,0.04068,0.05593
2011,5th Quintile,Urban regions,No,0.95169,2886,3037,0.94407,0.95932
2011,5th Quintile,Rural regions,Yes,0.05493,42,1052,0.04115,0.06870
2011,5th Quintile,Rural regions,No,0.94507,1010,1052,0.93130,0.95885
2013,1st Quintile,Urban regions,Yes,0.06054,90,1829,0.04961,0.07147
2013,1st Quintile,Urban regions,No,0.93946,1739,1829,0.92853,0.95039
2013,1st Quintile,Rural regions,Yes,0.05919,66,1271,0.04621,0.07217
2013,1st Quintile,Rural regions,No,0.94081,1205,1271,0.92783,0.95379
2013,2nd Quintile,Urban regions,Yes,0.06667,111,2041,0.05585,0.07750
2013,2nd Quintile,Urban regions,No,0.93333,1930,2041,0.92250,0.94415
2013,2nd Quintile,Rural regions,Yes,0.04833,75,1400,0.03710,0.05957
2013,2nd Quintile,Rural regions,No,0.95167,1325,1400,0.94043,0.96290
2013,3rd Quintile,Urban regions,Yes,0.06875,128,2133,0.05801,0.07949
2013,3rd Quintile,Urban regions,No,0.93125,2005,2133,0.92051,0.94199
2013,3rd Quintile,Rural regions,Yes,0.05113,71,1471,0.03987,0.06239
2013,3rd Quintile,Rural regions,No,0.94887,1400,1471,0.93761,0.96013
2013,4th Quintile,Urban regions,Yes,0.06446,150,2478,0.05479,0.07413
2013,4th Quintile,Urban regions,No,0.93554,2328,2478,0.92587,0.94521
2013,4th Quintile,Rural regions,Yes,0.05537,73,1439,0.04355,0.06719
2013,4th Quintile,Rural regions,No,0.94463,1366,1439,0.93281,0.95645
2013,5th Quintile,Urban regions,Yes,0.05595,211,3589,0.04843,0.06347
2013,5th Quintile,Urban regions,No,0.94405,3378,3589,0.93653,0.95157
2013,5th Quintile,Rural regions,Yes,0.06738,67,1211,0.05325,0.08150
2013,5th Quintile,Rural regions,No,0.93262,1144,1211,0.91850,0.94675
2015,1st Quintile,Urban regions,Yes,0.06759,129,3200,0.05889,0.07629
2015,1st Quintile,Urban regions,No,0.93241,3071,3200,0.92371,0.94111
2015,1st Quintile,Rural regions,Yes,0.04552,71,1882,0.03610,0.05494
2015,1st Quintile,Rural regions,No,0.95448,1811,1882,0.94506,0.96390
2015,2nd Quintile,Urban regions,Yes,0.05100,141,3147,0.04331,0.05869
2015,2nd Quintile,Urban regions,No,0.94900,3006,3147,0.94131,0.95669
2015,2nd Quintile,Rural regions,Yes,0.05593,94,2102,0.04611,0.06576
2015,2nd Quintile,Rural regions,No,0.94407,2008,2102,0.93424,0.95389
2015,3rd Quintile,Urban regions,Yes,0.06243,130,2995,0.05376,0.07109
2015,3rd Quintile,Urban regions,No,0.93757,2865,2995,0.92891,0.94624
2015,3rd Quintile,Rural regions,Yes,0.05773,89,1847,0.04709,0.06837
2015,3rd Quintile,Rural regions,No,0.94227,1758,1847,0.93163,0.95291
2015,4th Quintile,Urban regions,Yes,0.05747,161,3060,0.04922,0.06572
2015,4th Quintile,Urban regions,No,0.94253,2899,3060,0.93428,0.95078
2015,4th Quintile,Rural regions,Yes,0.05009,77,1695,0.03970,0.06047
2015,4th Quintile,Rural regions,No,0.94991,1618,1695,0.93953,0.96030
2015,5th Quintile,Urban regions,Yes,0.05549,208,3795,0.04821,0.06278
2015,5th Quintile,Urban regions,No,0.94451,3587,3795,0.93722,0.95179
2015,5th Quintile,Rural regions,Yes,0.05133,61,1313,0.03939,0.06327
2015,5th Quintile,Rural regions,No,0.94867,1252,1313,0.93673,0.96061
2017,1st Quintile,Urban regions,Yes,0.05398,114,2964,0.04585,0.06212
2017,1st Quintile,Urban regions,No,0.94602,2850,2964,0.93788,0.95415
2017,1st Quintile,Rural regions,Yes,0.05219,68,1753,0.04178,0.06261
2017,1st Quintile,Rural regions,No,0.94781,1685,1753,0.93739,0.95822
2017,2nd Quintile,Urban regions,Yes,0.05461,124,2915,0.04636,0.06286
2017,2nd Quintile,Urban regions,No,0.94539,2791,2915,0.93714,0.95364
2017,2nd Quintile,Rural regions,Yes,0.07175,100,1878,0.06007,0.08342
