year,migback,sampreg,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Yes,0.04348,468,11224,0.03971,0.04726
2009,No migration background,West,No,0.95652,10756,11224,0.95274,0.96029
2009,No migration background,East,Yes,0.03788,162,4426,0.03226,0.04351
2009,No migration background,East,No,0.96212,4264,4426,0.95649,0.96774
2009,Direct migration background,West,Yes,0.02052,37,1584,0.01354,0.02751
2009,Direct migration background,West,No,0.97948,1547,1584,0.97249,0.98646
2009,Direct migration background,East,No,0.94424,69,69,0.88970,0.99878
2009,Indirect migration background,West,No,0.99554,664,664,0.99048,1.00061
2011,No migration background,West,Yes,0.05102,653,13165,0.04726,0.05478
2011,No migration background,West,No,0.94898,12512,13165,0.94522,0.95274
2011,No migration background,East,Yes,0.04431,202,4768,0.03847,0.05015
2011,No migration background,East,No,0.95569,4566,4768,0.94985,0.96153
2011,Direct migration background,West,Yes,0.03523,67,1921,0.02698,0.04347
2011,Direct migration background,West,No,0.96477,1854,1921,0.95653,0.97302
2011,Direct migration background,East,No,0.95023,88,88,0.90453,0.99593
2011,Indirect migration background,West,No,0.98616,742,742,0.97775,0.99457
2013,No migration background,West,Yes,0.06183,709,12098,0.05754,0.06612
2013,No migration background,West,No,0.93817,11389,12098,0.93388,0.94246
2013,No migration background,East,Yes,0.06505,251,4323,0.05770,0.07240
2013,No migration background,East,No,0.93495,4072,4323,0.92760,0.94230
2013,Direct migration background,West,Yes,0.05039,66,1655,0.03985,0.06093
2013,Direct migration background,West,No,0.94961,1589,1655,0.93907,0.96015
2013,Direct migration background,East,No,0.89654,83,83,0.83062,0.96246
2013,Indirect migration background,West,No,0.98579,653,653,0.97671,0.99488
2015,No migration background,West,Yes,0.06283,761,14178,0.05884,0.06683
2015,No migration background,West,No,0.93717,13417,14178,0.93317,0.94116
2015,No migration background,East,Yes,0.06389,263,4845,0.05701,0.07078
2015,No migration background,East,No,0.93611,4582,4845,0.92922,0.94299
2015,Direct migration background,West,Yes,0.03079,104,4157,0.02554,0.03605
2015,Direct migration background,West,No,0.96921,4053,4157,0.96395,0.97446
2015,Direct migration background,East,No,0.93685,304,304,0.90946,0.96424
2015,Indirect migration background,West,No,0.98629,1431,1431,0.98026,0.99232
2017,No migration background,West,Yes,0.06303,862,15004,0.05914,0.06692
2017,No migration background,West,No,0.93697,14142,15004,0.93308,0.94086
2017,No migration background,East,Yes,0.06291,274,5107,0.05625,0.06957
2017,No migration background,East,No,0.93709,4833,5107,0.93043,0.94375
2017,Direct migration background,West,Yes,0.03325,116,4432,0.02797,0.03853
2017,Direct migration background,West,No,0.96675,4316,4432,0.96147,0.97203
2017,Direct migration background,East,No,0.96011,375,375,0.94028,0.97995
2017,Indirect migration background,West,No,0.98793,1501,1501,0.98240,0.99346
2019,No migration background,Does not apply,No,0.91172,61,61,0.83993,0.98350
2019,No migration background,West,Yes,0.06740,911,14941,0.06338,0.07142
2019,No migration background,West,No,0.93260,14030,14941,0.92858,0.93662
2019,No migration background,East,Yes,0.06182,304,5115,0.05522,0.06842
2019,No migration background,East,No,0.93818,4811,5115,0.93158,0.94478
2019,Direct migration background,West,Yes,0.04103,131,3714,0.03465,0.04741
2019,Direct migration background,West,No,0.95897,3583,3714,0.95259,0.96535
2019,Direct migration background,East,No,0.98782,308,308,0.97555,1.00009
2019,Indirect migration background,West,No,0.98529,1427,1427,0.97904,0.99154
2019,Indirect migration background,East,No,0.99189,115,115,0.97543,1.00835
2021,No migration background,West,Yes,0.07631,679,9825,0.07106,0.08156
2021,No migration background,West,No,0.92369,9146,9825,0.91844,0.92894
2021,No migration background,East,Yes,0.06920,221,3229,0.06045,0.07796
2021,No migration background,East,No,0.93080,3008,3229,0.92204,0.93955
2021,Direct migration background,West,Yes,0.05046,123,4648,0.04417,0.05676
2021,Direct migration background,West,No,0.94954,4525,4648,0.94324,0.95583
2021,Direct migration background,East,No,0.99484,530,530,0.98874,1.00095
2021,Indirect migration background,West,No,0.97065,826,826,0.95913,0.98217
2021,Indirect migration background,East,No,0.99694,81,81,0.98484,1.00904
