year,migback,sex,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,Yes,0.03352,273,7498,0.02944,0.03759
2009,No migration background,male,No,0.96648,7225,7498,0.96241,0.97056
2009,No migration background,female,Yes,0.05061,357,8152,0.04585,0.05537
2009,No migration background,female,No,0.94939,7795,8152,0.94463,0.95415
2009,Direct migration background,male,No,0.97775,739,739,0.96710,0.98839
2009,Direct migration background,female,No,0.97893,877,877,0.96942,0.98844
2009,Indirect migration background,female,No,0.99147,364,364,0.98201,1.00093
2011,No migration background,male,Yes,0.04132,366,8519,0.03709,0.04555
2011,No migration background,male,No,0.95868,8153,8519,0.95445,0.96291
2011,No migration background,female,Yes,0.05758,489,9414,0.05287,0.06228
2011,No migration background,female,No,0.94242,8925,9414,0.93772,0.94713
2011,Direct migration background,male,Yes,0.02951,32,892,0.01839,0.04062
2011,Direct migration background,male,No,0.97049,860,892,0.95938,0.98161
2011,Direct migration background,female,Yes,0.04090,42,1124,0.02932,0.05248
2011,Direct migration background,female,No,0.95910,1082,1124,0.94752,0.97068
2011,Indirect migration background,male,No,0.99428,376,376,0.98664,1.00191
2011,Indirect migration background,female,No,0.97787,408,408,0.96358,0.99216
2013,No migration background,male,Yes,0.05597,442,7745,0.05085,0.06109
2013,No migration background,male,No,0.94403,7303,7745,0.93891,0.94915
2013,No migration background,female,Yes,0.06876,518,8676,0.06343,0.07408
2013,No migration background,female,No,0.93124,8158,8676,0.92592,0.93657
2013,Direct migration background,male,No,0.95211,723,723,0.93654,0.96769
2013,Direct migration background,female,Yes,0.05624,45,994,0.04191,0.07057
2013,Direct migration background,female,No,0.94376,949,994,0.92943,0.95809
2013,Indirect migration background,male,No,0.99164,336,336,0.98190,1.00139
2013,Indirect migration background,female,No,0.98081,355,355,0.96651,0.99510
2015,No migration background,male,Yes,0.05471,432,8737,0.04994,0.05948
2015,No migration background,male,No,0.94529,8305,8737,0.94052,0.95006
2015,No migration background,female,Yes,0.07095,592,10286,0.06598,0.07591
2015,No migration background,female,No,0.92905,9694,10286,0.92409,0.93402
2015,Direct migration background,male,Yes,0.03222,46,2001,0.02448,0.03996
2015,Direct migration background,male,No,0.96778,1955,2001,0.96004,0.97552
2015,Direct migration background,female,Yes,0.03232,70,2472,0.02535,0.03930
2015,Direct migration background,female,No,0.96768,2402,2472,0.96070,0.97465
2015,Indirect migration background,male,No,0.99058,716,716,0.98350,0.99766
2015,Indirect migration background,female,No,0.98256,807,807,0.97353,0.99160
2017,No migration background,male,Yes,0.05351,493,9364,0.04896,0.05807
2017,No migration background,male,No,0.94649,8871,9364,0.94193,0.95104
2017,No migration background,female,Yes,0.07218,643,10747,0.06729,0.07707
2017,No migration background,female,No,0.92782,10104,10747,0.92293,0.93271
2017,Direct migration background,male,Yes,0.03385,49,2133,0.02617,0.04153
2017,Direct migration background,male,No,0.96615,2084,2133,0.95847,0.97383
2017,Direct migration background,female,Yes,0.03336,76,2683,0.02656,0.04016
2017,Direct migration background,female,No,0.96664,2607,2683,0.95984,0.97344
2017,Indirect migration background,male,No,0.99349,759,759,0.98776,0.99921
2017,Indirect migration background,female,No,0.98287,841,841,0.97409,0.99164
2019,No migration background,male,Yes,0.05501,552,9729,0.05048,0.05954
2019,No migration background,male,No,0.94499,9177,9729,0.94046,0.94952
2019,No migration background,female,Yes,0.07718,669,10388,0.07204,0.08231
2019,No migration background,female,No,0.92282,9719,10388,0.91769,0.92796
2019,Direct migration background,male,Yes,0.03130,54,1805,0.02327,0.03934
2019,Direct migration background,male,No,0.96870,1751,1805,0.96066,0.97673
2019,Direct migration background,female,Yes,0.04713,82,2225,0.03832,0.05594
2019,Direct migration background,female,No,0.95287,2143,2225,0.94406,0.96168
2019,Indirect migration background,male,No,0.98637,736,736,0.97799,0.99475
2019,Indirect migration background,female,No,0.98484,812,812,0.97643,0.99325
2021,No migration background,male,Yes,0.06030,381,6165,0.05436,0.06624
2021,No migration background,male,No,0.93970,5784,6165,0.93376,0.94564
2021,No migration background,female,Yes,0.08908,519,6882,0.08234,0.09581
2021,No migration background,female,No,0.91092,6363,6882,0.90419,0.91766
2021,Direct migration background,male,Yes,0.03668,49,2685,0.02957,0.04379
2021,Direct migration background,male,No,0.96332,2636,2685,0.95621,0.97043
2021,Direct migration background,female,Yes,0.05802,80,2499,0.04886,0.06719
2021,Direct migration background,female,No,0.94198,2419,2499,0.93281,0.95114
2021,Indirect migration background,male,No,0.96871,432,432,0.95228,0.98515
2021,Indirect migration background,female,No,0.97566,475,475,0.96178,0.98953
