year,age_gr,regtyp,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,No,0.99741,1874,1874,0.99511,0.99971
2009,30-45 y.,Urban regions,Yes,0.01481,41,3084,0.01054,0.01907
2009,30-45 y.,Urban regions,No,0.98519,3043,3084,0.98093,0.98946
2009,30-45 y.,Rural regions,No,0.98707,1575,1575,0.98149,0.99265
2009,46-65 y.,Urban regions,Yes,0.03980,163,4050,0.03378,0.04582
2009,46-65 y.,Urban regions,No,0.96020,3887,4050,0.95418,0.96622
2009,46-65 y.,Rural regions,Yes,0.03607,90,2275,0.02840,0.04373
2009,46-65 y.,Rural regions,No,0.96393,2185,2275,0.95627,0.97160
2009,66 and older,Urban regions,Yes,0.09691,258,2704,0.08576,0.10806
2009,66 and older,Urban regions,No,0.90309,2446,2704,0.89194,0.91424
2009,66 and older,Rural regions,Yes,0.07463,103,1459,0.06114,0.08812
2009,66 and older,Rural regions,No,0.92537,1356,1459,0.91188,0.93886
2011,17-29 y.,Urban regions,No,0.99635,2004,2004,0.99371,0.99899
2011,17-29 y.,Rural regions,No,0.99707,978,978,0.99368,1.00046
2011,30-45 y.,Urban regions,Yes,0.01541,53,3197,0.01114,0.01968
2011,30-45 y.,Urban regions,No,0.98459,3144,3197,0.98032,0.98886
2011,30-45 y.,Rural regions,No,0.98417,1638,1638,0.97812,0.99021
2011,46-65 y.,Urban regions,Yes,0.05251,247,4871,0.04625,0.05878
2011,46-65 y.,Urban regions,No,0.94749,4624,4871,0.94122,0.95375
2011,46-65 y.,Rural regions,Yes,0.04414,133,2903,0.03667,0.05161
2011,46-65 y.,Rural regions,No,0.95586,2770,2903,0.94839,0.96333
2011,66 and older,Urban regions,Yes,0.09574,319,3312,0.08572,0.10577
2011,66 and older,Urban regions,No,0.90426,2993,3312,0.89423,0.91428
2011,66 and older,Rural regions,Yes,0.09088,156,1809,0.07763,0.10412
2011,66 and older,Rural regions,No,0.90912,1653,1809,0.89588,0.92237
2013,17-29 y.,Urban regions,No,0.99803,1714,1714,0.99593,1.00013
2013,17-29 y.,Rural regions,No,0.99818,814,814,0.99525,1.00111
2013,30-45 y.,Urban regions,Yes,0.01865,38,2673,0.01352,0.02378
2013,30-45 y.,Urban regions,No,0.98135,2635,2673,0.97622,0.98648
2013,30-45 y.,Rural regions,No,0.98025,1381,1381,0.97291,0.98759
2013,46-65 y.,Urban regions,Yes,0.06245,262,4500,0.05538,0.06952
2013,46-65 y.,Urban regions,No,0.93755,4238,4500,0.93048,0.94462
2013,46-65 y.,Rural regions,Yes,0.04969,143,2819,0.04166,0.05771
2013,46-65 y.,Rural regions,No,0.95031,2676,2819,0.94229,0.95834
2013,66 and older,Urban regions,Yes,0.12452,384,3181,0.11305,0.13600
2013,66 and older,Urban regions,No,0.87548,2797,3181,0.86400,0.88695
2013,66 and older,Rural regions,Yes,0.11392,188,1757,0.09906,0.12878
2013,66 and older,Rural regions,No,0.88608,1569,1757,0.87122,0.90094
2015,17-29 y.,Urban regions,No,0.99455,2631,2631,0.99174,0.99737
2015,17-29 y.,Rural regions,No,0.99688,1274,1274,0.99381,0.99994
2015,30-45 y.,Urban regions,Yes,0.01692,55,4825,0.01328,0.02056
2015,30-45 y.,Urban regions,No,0.98308,4770,4825,0.97944,0.98672
2015,30-45 y.,Rural regions,Yes,0.01639,40,2531,0.01144,0.02134
2015,30-45 y.,Rural regions,No,0.98361,2491,2531,0.97866,0.98856
2015,46-65 y.,Urban regions,Yes,0.06001,289,5642,0.05381,0.06621
2015,46-65 y.,Urban regions,No,0.93999,5353,5642,0.93379,0.94619
2015,46-65 y.,Rural regions,Yes,0.05205,149,3235,0.04439,0.05970
2015,46-65 y.,Rural regions,No,0.94795,3086,3235,0.94030,0.95561
2015,66 and older,Urban regions,Yes,0.13023,412,3089,0.11836,0.14210
2015,66 and older,Urban regions,No,0.86977,2677,3089,0.85790,0.88164
2015,66 and older,Rural regions,Yes,0.11047,198,1795,0.09597,0.12498
2015,66 and older,Rural regions,No,0.88953,1597,1795,0.87502,0.90403
2017,17-29 y.,Urban regions,No,0.99394,2930,2930,0.99113,0.99675
2017,17-29 y.,Rural regions,No,0.99835,1410,1410,0.99623,1.00047
2017,30-45 y.,Urban regions,Yes,0.01296,63,4842,0.00977,0.01615
2017,30-45 y.,Urban regions,No,0.98704,4779,4842,0.98385,0.99023
2017,30-45 y.,Rural regions,Yes,0.01505,45,2415,0.01019,0.01991
2017,30-45 y.,Rural regions,No,0.98495,2370,2415,0.98009,0.98981
2017,46-65 y.,Urban regions,Yes,0.06024,345,6286,0.05436,0.06612
2017,46-65 y.,Urban regions,No,0.93976,5941,6286,0.93388,0.94564
2017,46-65 y.,Rural regions,Yes,0.04655,168,3687,0.03975,0.05335
2017,46-65 y.,Rural regions,No,0.95345,3519,3687,0.94665,0.96025
2017,66 and older,Urban regions,Yes,0.13039,418,3107,0.11855,0.14223
2017,66 and older,Urban regions,No,0.86961,2689,3107,0.85777,0.88145
2017,66 and older,Rural regions,Yes,0.12989,225,1853,0.11458,0.14520
2017,66 and older,Rural regions,No,0.87011,1628,1853,0.85480,0.88542
2019,17-29 y.,No answer / don't know,No,0.99191,118,118,0.97568,1.00814
2019,17-29 y.,Urban regions,No,0.99321,2560,2560,0.99003,0.99639
2019,17-29 y.,Rural regions,No,0.99679,1150,1150,0.99351,1.00006
2019,30-45 y.,No answer / don't know,No,0.94973,149,149,0.91452,0.98493
2019,30-45 y.,Urban regions,Yes,0.01635,66,4064,0.01245,0.02026
2019,30-45 y.,Urban regions,No,0.98365,3998,4064,0.97974,0.98755
2019,30-45 y.,Rural regions,Yes,0.01792,43,2068,0.01220,0.02364
2019,30-45 y.,Rural regions,No,0.98208,2025,2068,0.97636,0.98780
2019,46-65 y.,No answer / don't know,No,0.90801,182,182,0.86591,0.95012
2019,46-65 y.,Urban regions,Yes,0.06546,380,6536,0.05946,0.07145
2019,46-65 y.,Urban regions,No,0.93454,6156,6536,0.92855,0.94054
2019,46-65 y.,Rural regions,Yes,0.04904,185,3686,0.04207,0.05602
2019,46-65 y.,Rural regions,No,0.95096,3501,3686,0.94398,0.95793
2019,66 and older,No answer / don't know,No,0.85056,69,69,0.76582,0.93530
2019,66 and older,Urban regions,Yes,0.13193,428,3223,0.12025,0.14362
2019,66 and older,Urban regions,No,0.86807,2795,3223,0.85638,0.87975
2019,66 and older,Rural regions,Yes,0.12925,230,1871,0.11404,0.14445
2019,66 and older,Rural regions,No,0.87075,1641,1871,0.85555,0.88596
2021,17-29 y.,Urban regions,No,0.99031,2309,2309,0.98631,0.99431
2021,17-29 y.,Rural regions,No,0.99203,852,852,0.98605,0.99800
2021,30-45 y.,Urban regions,Yes,0.01759,52,3671,0.01334,0.02184
2021,30-45 y.,Urban regions,No,0.98241,3619,3671,0.97816,0.98666
2021,30-45 y.,Rural regions,Yes,0.01987,35,1534,0.01288,0.02685
2021,30-45 y.,Rural regions,No,0.98013,1499,1534,0.97315,0.98712
2021,46-65 y.,Urban regions,Yes,0.06376,290,4774,0.05683,0.07069
2021,46-65 y.,Urban regions,No,0.93624,4484,4774,0.92931,0.94317
2021,46-65 y.,Rural regions,Yes,0.06045,131,2440,0.05099,0.06990
2021,46-65 y.,Rural regions,No,0.93955,2309,2440,0.93010,0.94901
2021,66 and older,Urban regions,Yes,0.16925,339,2244,0.15373,0.18477
2021,66 and older,Urban regions,No,0.83075,1905,2244,0.81523,0.84627
2021,66 and older,Rural regions,Yes,0.14892,182,1320,0.12971,0.16813
2021,66 and older,Rural regions,No,0.85108,1138,1320,0.83187,0.87029
