year,age_gr,quintil_oecd,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,No,0.99885,708,708,0.99635,1.00135
2009,17-29 y.,3rd Quintile,No,0.99436,558,558,0.98813,1.00058
2009,17-29 y.,4th Quintile,No,0.99965,587,587,0.99813,1.00116
2009,17-29 y.,5th Quintile,No,0.99849,504,504,0.99510,1.00188
2009,30-45 y.,1st Quintile,No,0.98675,656,656,0.97800,0.99551
2009,30-45 y.,2nd Quintile,No,0.98850,842,842,0.98129,0.99571
2009,30-45 y.,3rd Quintile,No,0.98159,932,932,0.97296,0.99023
2009,30-45 y.,4th Quintile,No,0.99033,1041,1041,0.98439,0.99628
2009,30-45 y.,5th Quintile,No,0.98187,1145,1145,0.97413,0.98960
2009,46-65 y.,1st Quintile,Yes,0.04519,39,778,0.03058,0.05979
2009,46-65 y.,1st Quintile,No,0.95481,739,778,0.94021,0.96942
2009,46-65 y.,2nd Quintile,Yes,0.04681,33,775,0.03193,0.06170
2009,46-65 y.,2nd Quintile,No,0.95319,742,775,0.93830,0.96807
2009,46-65 y.,3rd Quintile,Yes,0.04648,49,1073,0.03387,0.05908
2009,46-65 y.,3rd Quintile,No,0.95352,1024,1073,0.94092,0.96613
2009,46-65 y.,4th Quintile,Yes,0.03410,52,1405,0.02461,0.04359
2009,46-65 y.,4th Quintile,No,0.96590,1353,1405,0.95641,0.97539
2009,46-65 y.,5th Quintile,Yes,0.02875,80,2293,0.02191,0.03560
2009,46-65 y.,5th Quintile,No,0.97125,2213,2293,0.96440,0.97809
2009,66 and older,1st Quintile,Yes,0.07001,45,715,0.05130,0.08873
2009,66 and older,1st Quintile,No,0.92999,670,715,0.91127,0.94870
2009,66 and older,2nd Quintile,Yes,0.08432,91,1048,0.06749,0.10115
2009,66 and older,2nd Quintile,No,0.91568,957,1048,0.89885,0.93251
2009,66 and older,3rd Quintile,Yes,0.07820,62,833,0.05995,0.09644
2009,66 and older,3rd Quintile,No,0.92180,771,833,0.90356,0.94005
2009,66 and older,4th Quintile,Yes,0.11539,73,725,0.09212,0.13866
2009,66 and older,4th Quintile,No,0.88461,652,725,0.86134,0.90788
2009,66 and older,5th Quintile,Yes,0.11240,90,842,0.09105,0.13375
2009,66 and older,5th Quintile,No,0.88760,752,842,0.86625,0.90895
2011,17-29 y.,1st Quintile,No,0.99755,523,523,0.99331,1.00179
