year,regtyp,sampreg,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Yes,0.03984,403,10186,0.03604,0.04364
2009,Urban regions,West,No,0.96016,9783,10186,0.95636,0.96396
2009,Urban regions,East,Yes,0.04208,66,1533,0.03203,0.05214
2009,Urban regions,East,No,0.95792,1467,1533,0.94786,0.96797
2009,Rural regions,West,Yes,0.03173,107,3291,0.02574,0.03772
2009,Rural regions,West,No,0.96827,3184,3291,0.96228,0.97426
2009,Rural regions,East,Yes,0.03564,102,3008,0.02902,0.04227
2009,Rural regions,East,No,0.96436,2906,3008,0.95773,0.97098
2011,Urban regions,West,Yes,0.04834,555,11730,0.04446,0.05222
2011,Urban regions,West,No,0.95166,11175,11730,0.94778,0.95554
2011,Urban regions,East,Yes,0.03836,72,1662,0.02912,0.04760
2011,Urban regions,East,No,0.96164,1590,1662,0.95240,0.97088
2011,Rural regions,West,Yes,0.04286,177,4110,0.03667,0.04905
2011,Rural regions,West,No,0.95714,3933,4110,0.95095,0.96333
2011,Rural regions,East,Yes,0.04716,137,3243,0.03987,0.05446
2011,Rural regions,East,No,0.95284,3106,3243,0.94554,0.96013
2013,Urban regions,West,Yes,0.06255,598,10563,0.05793,0.06717
2013,Urban regions,West,No,0.93745,9965,10563,0.93283,0.94207
2013,Urban regions,East,Yes,0.06406,92,1511,0.05171,0.07641
2013,Urban regions,East,No,0.93594,1419,1511,0.92359,0.94829
2013,Rural regions,West,Yes,0.04929,185,3851,0.04245,0.05613
2013,Rural regions,West,No,0.95071,3666,3851,0.94387,0.95755
2013,Rural regions,East,Yes,0.06591,167,2941,0.05694,0.07488
2013,Rural regions,East,No,0.93409,2774,2941,0.92512,0.94306
2015,Urban regions,West,Yes,0.05837,667,14361,0.05454,0.06221
2015,Urban regions,West,No,0.94163,13694,14361,0.93779,0.94546
2015,Urban regions,East,Yes,0.05994,102,1839,0.04909,0.07079
2015,Urban regions,East,No,0.94006,1737,1839,0.92921,0.95091
2015,Rural regions,West,Yes,0.04542,219,5426,0.03988,0.05097
2015,Rural regions,West,No,0.95458,5207,5426,0.94903,0.96012
2015,Rural regions,East,Yes,0.06503,173,3414,0.05676,0.07330
2015,Rural regions,East,No,0.93497,3241,3414,0.92670,0.94324
2017,Urban regions,West,Yes,0.05697,738,15231,0.05329,0.06065
2017,Urban regions,West,No,0.94303,14493,15231,0.93935,0.94671
2017,Urban regions,East,Yes,0.05126,103,1949,0.04146,0.06105
2017,Urban regions,East,No,0.94874,1846,1949,0.93895,0.95854
2017,Rural regions,West,Yes,0.04772,262,5728,0.04220,0.05324
2017,Rural regions,West,No,0.95228,5466,5728,0.94676,0.95780
2017,Rural regions,East,Yes,0.06656,180,3641,0.05847,0.07466
2017,Rural regions,East,No,0.93344,3461,3641,0.92534,0.94153
2019,No answer / don't know,Does not apply,No,0.92292,70,70,0.85999,0.98586
2019,No answer / don't know,West,No,0.93478,381,381,0.90995,0.95960
2019,No answer / don't know,East,No,0.94619,67,67,0.89176,1.00063
2019,Urban regions,West,Yes,0.06058,775,14493,0.05669,0.06446
2019,Urban regions,West,No,0.93942,13718,14493,0.93554,0.94331
2019,Urban regions,East,Yes,0.05376,107,1898,0.04361,0.06391
2019,Urban regions,East,No,0.94624,1791,1898,0.93609,0.95639
2019,Rural regions,West,Yes,0.05445,266,5207,0.04829,0.06061
2019,Rural regions,West,No,0.94555,4941,5207,0.93939,0.95171
2019,Rural regions,East,Yes,0.06175,198,3574,0.05386,0.06964
2019,Rural regions,East,No,0.93825,3376,3574,0.93036,0.94614
2021,Urban regions,West,Yes,0.06752,607,11514,0.06293,0.07210
2021,Urban regions,West,No,0.93248,10907,11514,0.92790,0.93707
2021,Urban regions,East,Yes,0.07771,88,1498,0.06415,0.09127
2021,Urban regions,East,No,0.92229,1410,1498,0.90873,0.93585
2021,Rural regions,West,Yes,0.07325,213,3802,0.06497,0.08153
2021,Rural regions,West,No,0.92675,3589,3802,0.91847,0.93503
2021,Rural regions,East,Yes,0.05709,140,2349,0.04770,0.06647
2021,Rural regions,East,No,0.94291,2209,2349,0.93353,0.95230
