year,quintil_oecd,sampreg,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,Yes,0.03533,71,1941,0.02711,0.04354
2009,1st Quintile,West,No,0.96467,1870,1941,0.95646,0.97289
2009,1st Quintile,East,No,0.97272,903,903,0.96209,0.98335
2009,2nd Quintile,West,Yes,0.03661,76,2094,0.02857,0.04466
2009,2nd Quintile,West,No,0.96339,2018,2094,0.95534,0.97143
2009,2nd Quintile,East,Yes,0.05821,56,1068,0.04416,0.07226
2009,2nd Quintile,East,No,0.94179,1012,1068,0.92774,0.95584
2009,3rd Quintile,West,Yes,0.04181,86,2332,0.03368,0.04993
2009,3rd Quintile,West,No,0.95819,2246,2332,0.95007,0.96632
2009,3rd Quintile,East,Yes,0.03135,36,1075,0.02093,0.04177
2009,3rd Quintile,East,No,0.96865,1039,1075,0.95823,0.97907
2009,4th Quintile,West,Yes,0.03707,103,2967,0.03027,0.04386
2009,4th Quintile,West,No,0.96293,2864,2967,0.95614,0.96973
2009,4th Quintile,East,Yes,0.04294,34,803,0.02891,0.05697
2009,4th Quintile,East,No,0.95706,769,803,0.94303,0.97109
2009,5th Quintile,West,Yes,0.03833,174,4138,0.03248,0.04418
2009,5th Quintile,West,No,0.96167,3964,4138,0.95582,0.96752
2009,5th Quintile,East,No,0.97630,650,650,0.96459,0.98800
2011,1st Quintile,West,Yes,0.04369,60,1645,0.03381,0.05357
2011,1st Quintile,West,No,0.95631,1585,1645,0.94643,0.96619
2011,1st Quintile,East,Yes,0.03587,32,848,0.02335,0.04840
2011,1st Quintile,East,No,0.96413,816,848,0.95160,0.97665
2011,2nd Quintile,West,Yes,0.03868,67,1735,0.02960,0.04775
2011,2nd Quintile,West,No,0.96132,1668,1735,0.95225,0.97040
2011,2nd Quintile,East,Yes,0.04522,49,992,0.03228,0.05815
2011,2nd Quintile,East,No,0.95478,943,992,0.94185,0.96772
2011,3rd Quintile,West,Yes,0.05931,116,2214,0.04947,0.06915
2011,3rd Quintile,West,No,0.94069,2098,2214,0.93085,0.95053
2011,3rd Quintile,East,Yes,0.05789,39,850,0.04218,0.07360
2011,3rd Quintile,East,No,0.94211,811,850,0.92640,0.95782
2011,4th Quintile,West,Yes,0.03935,107,2590,0.03186,0.04683
2011,4th Quintile,West,No,0.96065,2483,2590,0.95317,0.96814
2011,4th Quintile,East,No,0.96364,678,678,0.94954,0.97774
2011,5th Quintile,West,Yes,0.05071,177,3576,0.04352,0.05790
2011,5th Quintile,West,No,0.94929,3399,3576,0.94210,0.95648
2011,5th Quintile,East,No,0.95915,497,497,0.94173,0.97657
2013,1st Quintile,West,Yes,0.05839,98,2079,0.04831,0.06847
2013,1st Quintile,West,No,0.94161,1981,2079,0.93153,0.95169
2013,1st Quintile,East,Yes,0.06389,58,1021,0.04888,0.07889
2013,1st Quintile,East,No,0.93611,963,1021,0.92111,0.95112
2013,2nd Quintile,West,Yes,0.05802,112,2324,0.04851,0.06753
2013,2nd Quintile,West,No,0.94198,2212,2324,0.93247,0.95149
2013,2nd Quintile,East,Yes,0.06562,74,1117,0.05110,0.08015
2013,2nd Quintile,East,No,0.93438,1043,1117,0.91985,0.94890
2013,3rd Quintile,West,Yes,0.06173,153,2667,0.05260,0.07087
2013,3rd Quintile,West,No,0.93827,2514,2667,0.92913,0.94740
2013,3rd Quintile,East,Yes,0.06279,46,937,0.04725,0.07833
2013,3rd Quintile,East,No,0.93721,891,937,0.92167,0.95275
2013,4th Quintile,West,Yes,0.06111,175,3135,0.05273,0.06950
2013,4th Quintile,West,No,0.93889,2960,3135,0.93050,0.94727
2013,4th Quintile,East,Yes,0.06199,48,782,0.04508,0.07890
2013,4th Quintile,East,No,0.93801,734,782,0.92110,0.95492
2013,5th Quintile,West,Yes,0.05649,245,4205,0.04951,0.06347
2013,5th Quintile,West,No,0.94351,3960,4205,0.93653,0.95049
2013,5th Quintile,East,Yes,0.07771,33,595,0.05618,0.09924
2013,5th Quintile,East,No,0.92229,562,595,0.90076,0.94382
2015,1st Quintile,West,Yes,0.05666,141,3784,0.04929,0.06403
2015,1st Quintile,West,No,0.94334,3643,3784,0.93597,0.95071
2015,1st Quintile,East,Yes,0.07088,59,1298,0.05691,0.08484
2015,1st Quintile,East,No,0.92912,1239,1298,0.91516,0.94309
2015,2nd Quintile,West,Yes,0.04889,143,3767,0.04200,0.05577
2015,2nd Quintile,West,No,0.95111,3624,3767,0.94423,0.95800
2015,2nd Quintile,East,Yes,0.06458,92,1482,0.05206,0.07710
2015,2nd Quintile,East,No,0.93542,1390,1482,0.92290,0.94794
2015,3rd Quintile,West,Yes,0.05918,168,3795,0.05167,0.06669
2015,3rd Quintile,West,No,0.94082,3627,3795,0.93331,0.94833
2015,3rd Quintile,East,Yes,0.06731,51,1047,0.05213,0.08250
2015,3rd Quintile,East,No,0.93269,996,1047,0.91750,0.94787
2015,4th Quintile,West,Yes,0.05632,195,3936,0.04911,0.06352
2015,4th Quintile,West,No,0.94368,3741,3936,0.93648,0.95089
2015,4th Quintile,East,Yes,0.04735,43,819,0.03280,0.06191
2015,4th Quintile,East,No,0.95265,776,819,0.93809,0.96720
2015,5th Quintile,West,Yes,0.05412,239,4502,0.04751,0.06073
2015,5th Quintile,West,No,0.94588,4263,4502,0.93927,0.95249
2015,5th Quintile,East,No,0.94113,576,576,0.92189,0.96037
2017,1st Quintile,West,Yes,0.04768,127,3502,0.04062,0.05474
2017,1st Quintile,West,No,0.95232,3375,3502,0.94526,0.95938
2017,1st Quintile,East,Yes,0.07162,55,1215,0.05712,0.08613
2017,1st Quintile,East,No,0.92838,1160,1215,0.91387,0.94288
2017,2nd Quintile,West,Yes,0.05717,151,3523,0.04950,0.06484
2017,2nd Quintile,West,No,0.94283,3372,3523,0.93516,0.95050
2017,2nd Quintile,East,Yes,0.07150,73,1270,0.05733,0.08568
2017,2nd Quintile,East,No,0.92850,1197,1270,0.91432,0.94267
2017,3rd Quintile,West,Yes,0.06229,162,3415,0.05419,0.07040
2017,3rd Quintile,West,No,0.93771,3253,3415,0.92960,0.94581
2017,3rd Quintile,East,Yes,0.08139,66,999,0.06443,0.09835
2017,3rd Quintile,East,No,0.91861,933,999,0.90165,0.93557
2017,4th Quintile,West,Yes,0.05880,194,3650,0.05117,0.06643
2017,4th Quintile,West,No,0.94120,3456,3650,0.93357,0.94883
2017,4th Quintile,East,Yes,0.05027,36,708,0.03416,0.06637
2017,4th Quintile,East,No,0.94973,672,708,0.93363,0.96584
2017,5th Quintile,West,Yes,0.05531,228,3985,0.04821,0.06240
2017,5th Quintile,West,No,0.94469,3757,3985,0.93760,0.95179
2017,5th Quintile,East,No,0.95978,542,542,0.94322,0.97633
2019,1st Quintile,West,Yes,0.04263,118,3242,0.03568,0.04959
2019,1st Quintile,West,No,0.95737,3124,3242,0.95041,0.96432
2019,1st Quintile,East,Yes,0.05916,52,1203,0.04582,0.07249
