year,bula_h,migback,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No migration background,No,0.94915,435,435,0.92848,0.96982
2009,Hamburg,No migration background,No,0.94947,231,231,0.92116,0.97777
2009,Lower Saxony,No migration background,Yes,0.04540,66,1457,0.03471,0.05610
2009,Lower Saxony,No migration background,No,0.95460,1391,1457,0.94390,0.96529
2009,Lower Saxony,Direct migration background,No,0.98147,128,128,0.95801,1.00492
2009,Bremen,No migration background,No,0.92203,107,107,0.87098,0.97307
2009,North Rhine-Westphalia,No migration background,Yes,0.04400,120,2989,0.03664,0.05135
2009,North Rhine-Westphalia,No migration background,No,0.95600,2869,2989,0.94865,0.96336
2009,North Rhine-Westphalia,Direct migration background,No,0.97901,436,436,0.96554,0.99248
2009,North Rhine-Westphalia,Indirect migration background,No,0.99537,192,192,0.98573,1.00500
2009,Hesse,No migration background,Yes,0.03402,37,997,0.02276,0.04528
2009,Hesse,No migration background,No,0.96598,960,997,0.95472,0.97724
2009,Hesse,Direct migration background,No,0.97739,155,155,0.95391,1.00087
2009,Hesse,Indirect migration background,No,0.99403,60,60,0.97438,1.01369
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.04111,33,833,0.02762,0.05460
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.95889,800,833,0.94540,0.97238
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.99120,130,130,0.97508,1.00732
2009,Baden-Wuerttemberg,No migration background,Yes,0.03870,66,1604,0.02926,0.04815
2009,Baden-Wuerttemberg,No migration background,No,0.96130,1538,1604,0.95185,0.97074
2009,Baden-Wuerttemberg,Direct migration background,No,0.96581,340,340,0.94646,0.98515
2009,Bavaria,No migration background,Yes,0.04258,88,2226,0.03419,0.05097
2009,Bavaria,No migration background,No,0.95742,2138,2226,0.94903,0.96581
2009,Bavaria,Direct migration background,No,0.98390,254,254,0.96838,0.99941
2009,Bavaria,Indirect migration background,No,0.98784,120,120,0.96815,1.00753
2009,Berlin,No migration background,Yes,0.05600,34,611,0.03776,0.07425
2009,Berlin,No migration background,No,0.94400,577,611,0.92575,0.96224
