year,migback,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,No answer / don't know,No,0.99866,238,238,0.99400,1.00332
2009,No migration background,Primary Level,No,0.99233,64,64,0.97078,1.01387
2009,No migration background,Lower Secondary Level,Yes,0.03514,38,1282,0.02505,0.04522
2009,No migration background,Lower Secondary Level,No,0.96486,1244,1282,0.95478,0.97495
2009,No migration background,Upper Secondary Level,Yes,0.04692,351,8160,0.04233,0.05151
2009,No migration background,Upper Secondary Level,No,0.95308,7809,8160,0.94849,0.95767
2009,No migration background,Post-secondary Non-tertiary Level,No,0.96565,764,764,0.95273,0.97858
2009,No migration background,First Stage of Tertiary Education,Yes,0.04262,50,1206,0.03122,0.05403
2009,No migration background,First Stage of Tertiary Education,No,0.95738,1156,1206,0.94597,0.96878
2009,No migration background,Second Stage of Tertiary Education,Yes,0.04200,163,3656,0.03550,0.04851
2009,No migration background,Second Stage of Tertiary Education,No,0.95800,3493,3656,0.95149,0.96450
2009,Direct migration background,Primary Level,No,0.98859,90,90,0.96652,1.01066
2009,Direct migration background,Lower Secondary Level,No,0.97094,350,350,0.95332,0.98857
2009,Direct migration background,Upper Secondary Level,No,0.98341,603,603,0.97320,0.99361
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.99582,167,167,0.98601,1.00563
2009,Direct migration background,First Stage of Tertiary Education,No,0.90822,86,86,0.84684,0.96960
2009,Direct migration background,Second Stage of Tertiary Education,No,0.98203,284,284,0.96655,0.99751
2009,Indirect migration background,Lower Secondary Level,No,0.99804,143,143,0.99077,1.00531
2009,Indirect migration background,Upper Secondary Level,No,0.99483,286,286,0.98651,1.00316
2009,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98163,36,36,0.93714,1.02612
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.99351,86,86,0.97643,1.01058
2011,No migration background,No answer / don't know,No,0.99410,208,208,0.98366,1.00453
2011,No migration background,Pre-primary Level,No,0.98917,241,241,0.97607,1.00226
2011,No migration background,Primary Level,No,0.94023,109,109,0.89552,0.98494
2011,No migration background,Lower Secondary Level,Yes,0.04402,69,1614,0.03401,0.05403
2011,No migration background,Lower Secondary Level,No,0.95598,1545,1614,0.94597,0.96599
2011,No migration background,Upper Secondary Level,Yes,0.05409,456,9378,0.04951,0.05866
2011,No migration background,Upper Secondary Level,No,0.94591,8922,9378,0.94134,0.95049
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.03806,35,945,0.02586,0.05027
2011,No migration background,Post-secondary Non-tertiary Level,No,0.96194,910,945,0.94973,0.97414
2011,No migration background,First Stage of Tertiary Education,Yes,0.04213,64,1316,0.03128,0.05299
2011,No migration background,First Stage of Tertiary Education,No,0.95787,1252,1316,0.94701,0.96872
2011,No migration background,Second Stage of Tertiary Education,Yes,0.05062,219,4110,0.04391,0.05732
2011,No migration background,Second Stage of Tertiary Education,No,0.94938,3891,4110,0.94268,0.95609
2011,Direct migration background,Primary Level,No,0.95486,96,96,0.91311,0.99661
2011,Direct migration background,Lower Secondary Level,No,0.95176,401,401,0.93076,0.97276
2011,Direct migration background,Upper Secondary Level,No,0.97650,748,748,0.96563,0.98736
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.96977,203,203,0.94616,0.99338
2011,Direct migration background,First Stage of Tertiary Education,No,0.92203,86,86,0.86503,0.97903
2011,Direct migration background,Second Stage of Tertiary Education,No,0.95711,353,353,0.93594,0.97827
2011,Indirect migration background,Lower Secondary Level,No,0.98836,131,131,0.96992,1.00680
2011,Indirect migration background,Upper Secondary Level,No,0.98002,334,334,0.96499,0.99505
2011,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99589,45,45,0.97700,1.01479
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.99190,106,106,0.97475,1.00905
2013,No migration background,No answer / don't know,No,0.99199,196,196,0.97948,1.00450
