"ple0015","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","271","","",""
"Ja","2009","Hauptschule","direkter Migrationshintergrund","23","","",""
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Ja","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","149","","",""
"Ja","2009","Realschule","direkter Migrationshintergrund","5","0.0193977382962431","-0.00328658937697414","0.0420820659694603"
"Ja","2009","Realschule","indirekter Migrationshintergrund","1","","",""
"Ja","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","41","0.0273423564536364","0.0193616032405767","0.0353231096666961"
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","5","0.0167604805682467","0.00211141309365826","0.0314095480428351"
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Ja","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","163","","",""
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","8","0.0179521343536331","0.00272279590652897","0.0331814728007371"
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ja","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","313","0.993514470222716","0.984664040111192","1.00236490033424"
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","110","","",""
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","56","1","1","1"
"Nein","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Hauptschule","kein Migrationshintergrund","4951","0.944976143941649","0.938791487338451","0.951160800544847"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","755","0.972804593147804","0.961375312975245","0.984233873320363"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","210","","",""
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","4351","0.963452269278825","0.957969661924029","0.96893487663362"
"Nein","2009","Realschule","direkter Migrationshintergrund","137","","",""
"Nein","2009","Realschule","indirekter Migrationshintergrund","169","","",""
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1563","","",""
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","290","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","104","","",""
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3493","0.95804975917395","0.951551361875386","0.964548156472513"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","284","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","86","0.993461654846193","0.976526158062814","1.01039715162957"
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
