"ple0015","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","4","","",""
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja","2009","Hauptschule","Westdeutschland","229","0.0464853668053076","0.0407021649002618","0.0522685687103534"
"Ja","2009","Hauptschule","Ostdeutschland","67","0.0649893470757328","0.0505590706297735","0.0794196235216921"
"Ja","2009","Realschule","Westdeutschland","117","0.0380944505755527","0.0314032523710101","0.0447856487800953"
"Ja","2009","Realschule","Ostdeutschland","38","0.0257092066902281","0.0181140155967495","0.0333043977837068"
"Ja","2009","(Fach-)Abitur","Westdeutschland","43","0.0269052716848518","0.0191144531710603","0.0346960901986433"
"Ja","2009","(Fach-)Abitur","Ostdeutschland","4","","",""
"Ja","2009","AkademikerIn","Westdeutschland","116","0.0358635703646854","0.0290101969352959","0.042716943794075"
"Ja","2009","AkademikerIn","Ostdeutschland","56","0.0459402040975689","0.0341294204619012","0.0577509877332366"
"Nein","2009","(noch) kein Abschluss","Westdeutschland","408","0.990714726538899","0.981453443829151","0.999976009248646"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","71","0.984816608944254","0.956571457100725","1.01306176078778"
"Nein","2009","Hauptschule","Westdeutschland","4862","0.953514633194692","0.947731431289646","0.959297835099738"
"Nein","2009","Hauptschule","Ostdeutschland","1054","0.935010652924267","0.920580376478308","0.949440929370227"
"Nein","2009","Realschule","Westdeutschland","3027","0.961905549424447","0.955214351219905","0.96859674762899"
"Nein","2009","Realschule","Ostdeutschland","1630","0.974290793309772","0.966695602216293","0.981885984403251"
"Nein","2009","(Fach-)Abitur","Westdeutschland","1614","0.973094728315148","0.965303909801357","0.98088554682894"
"Nein","2009","(Fach-)Abitur","Ostdeutschland","343","0.995031804702964","0.987634028914673","1.00242958049125"
"Nein","2009","AkademikerIn","Westdeutschland","2712","0.964136429635315","0.957283056205925","0.970989803064704"
"Nein","2009","AkademikerIn","Ostdeutschland","1151","0.954059795902431","0.942249012266763","0.965870579538099"
"Ja","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","","","",""
"Ja","2010","Hauptschule","Ostdeutschland","","","",""
"Ja","2010","Realschule","Westdeutschland","","","",""
"Ja","2010","Realschule","Ostdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2010","AkademikerIn","Westdeutschland","","","",""
"Ja","2010","AkademikerIn","Ostdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2010","Hauptschule","Westdeutschland","","","",""
"Nein","2010","Hauptschule","Ostdeutschland","","","",""
"Nein","2010","Realschule","Westdeutschland","","","",""
"Nein","2010","Realschule","Ostdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2010","AkademikerIn","Westdeutschland","","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","14","","",""
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja","2011","Hauptschule","Westdeutschland","328","0.0562390645956728","0.0503827795891889","0.0620953496021568"
"Ja","2011","Hauptschule","Ostdeutschland","69","0.0535733904596556","0.0408596715647329","0.0662871093545783"
"Ja","2011","Realschule","Westdeutschland","157","0.048459519670537","0.0415036503636181","0.055415388977456"
"Ja","2011","Realschule","Ostdeutschland","56","0.0360301575885201","0.0275469903157642","0.0445133248612761"
"Ja","2011","(Fach-)Abitur","Westdeutschland","69","0.0315504713851203","0.0239558293897206","0.03914511338052"
"Ja","2011","(Fach-)Abitur","Ostdeutschland","5","","",""
"Ja","2011","AkademikerIn","Westdeutschland","163","0.0445815597409765","0.0375400536374918","0.0516230658444611"
"Ja","2011","AkademikerIn","Ostdeutschland","75","0.063108490960711","0.0498290831354854","0.0763878987859367"
"Nein","2011","(noch) kein Abschluss","Westdeutschland","481","0.96370492484537","0.947229319485722","0.980180530205017"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","63","0.945037248230331","0.890053439461696","1.00002105699897"
"Nein","2011","Hauptschule","Westdeutschland","5617","0.943760935404327","0.937904650397843","0.949617220410811"
"Nein","2011","Hauptschule","Ostdeutschland","1136","0.946426609540344","0.933712890645422","0.959140328435267"
"Nein","2011","Realschule","Westdeutschland","3504","0.951540480329463","0.944584611022544","0.958496349636382"
"Nein","2011","Realschule","Ostdeutschland","1798","0.96396984241148","0.955486675138724","0.972453009684236"
"Nein","2011","(Fach-)Abitur","Westdeutschland","1966","0.96844952861488","0.96085488661948","0.976044170610279"
"Nein","2011","(Fach-)Abitur","Ostdeutschland","401","0.989303450287731","0.979297192367037","0.999309708208425"
"Nein","2011","AkademikerIn","Westdeutschland","3137","0.955418440259024","0.948376934155539","0.962459946362508"
"Nein","2011","AkademikerIn","Ostdeutschland","1213","0.936891509039289","0.923612101214063","0.950170916864515"
"Ja","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2012","Hauptschule","Westdeutschland","","","",""
"Ja","2012","Hauptschule","Ostdeutschland","","","",""
"Ja","2012","Realschule","Westdeutschland","","","",""
"Ja","2012","Realschule","Ostdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2012","AkademikerIn","Westdeutschland","","","",""
"Ja","2012","AkademikerIn","Ostdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Westdeutschland","","","",""
