year,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,No,0.99916,327,327,0.99601,1.00231
2009,Primary Level,No,0.99064,163,163,0.97581,1.00547
2009,Lower Secondary Level,Yes,0.03117,51,1788,0.02312,0.03923
2009,Lower Secondary Level,No,0.96883,1737,1788,0.96077,0.97688
2009,Upper Secondary Level,Yes,0.04243,365,9063,0.03828,0.04658
2009,Upper Secondary Level,No,0.95757,8698,9063,0.95342,0.96172
2009,Post-secondary Non-tertiary Level,No,0.97211,967,967,0.96172,0.98249
2009,First Stage of Tertiary Education,Yes,0.04605,59,1331,0.03478,0.05731
2009,First Stage of Tertiary Education,No,0.95395,1272,1331,0.94269,0.96522
2009,Second Stage of Tertiary Education,Yes,0.03820,172,4035,0.03228,0.04411
2009,Second Stage of Tertiary Education,No,0.96180,3863,4035,0.95589,0.96772
2011,No answer / don't know,No,0.99635,312,312,0.98964,1.00305
2011,Pre-primary Level,No,0.99194,311,311,0.98198,1.00189
2011,Primary Level,No,0.94935,218,218,0.92017,0.97852
2011,Lower Secondary Level,Yes,0.04331,89,2166,0.03473,0.05188
2011,Lower Secondary Level,No,0.95669,2077,2166,0.94812,0.96527
2011,Upper Secondary Level,Yes,0.05002,486,10490,0.04584,0.05419
2011,Upper Secondary Level,No,0.94998,10004,10490,0.94581,0.95416
2011,Post-secondary Non-tertiary Level,Yes,0.03550,42,1200,0.02503,0.04598
2011,Post-secondary Non-tertiary Level,No,0.96450,1158,1200,0.95402,0.97497
2011,First Stage of Tertiary Education,Yes,0.04425,71,1445,0.03365,0.05486
2011,First Stage of Tertiary Education,No,0.95575,1374,1445,0.94514,0.96635
2011,Second Stage of Tertiary Education,Yes,0.04858,238,4588,0.04236,0.05481
2011,Second Stage of Tertiary Education,No,0.95142,4350,4588,0.94519,0.95764
2013,No answer / don't know,No,0.99376,268,268,0.98432,1.00321
2013,Pre-primary Level,No,0.99453,259,259,0.98552,1.00353
2013,Primary Level,No,0.95608,184,184,0.92638,0.98577
2013,Lower Secondary Level,Yes,0.06062,97,1851,0.04975,0.07150
2013,Lower Secondary Level,No,0.93938,1754,1851,0.92850,0.95025
2013,Upper Secondary Level,Yes,0.06462,532,9407,0.05965,0.06959
2013,Upper Secondary Level,No,0.93538,8875,9407,0.93041,0.94035
2013,Post-secondary Non-tertiary Level,Yes,0.04374,46,1096,0.03163,0.05586
2013,Post-secondary Non-tertiary Level,No,0.95626,1050,1096,0.94414,0.96837
2013,First Stage of Tertiary Education,Yes,0.06166,79,1323,0.04870,0.07463
2013,First Stage of Tertiary Education,No,0.93834,1244,1323,0.92537,0.95130
2013,Second Stage of Tertiary Education,Yes,0.06089,276,4466,0.05387,0.06790
2013,Second Stage of Tertiary Education,No,0.93911,4190,4466,0.93210,0.94613
2015,No answer / don't know,No,0.97881,604,604,0.96732,0.99031
2015,Primary Level,No,0.95631,395,395,0.93613,0.97650
2015,Lower Secondary Level,Yes,0.04484,95,2673,0.03699,0.05269
2015,Lower Secondary Level,No,0.95516,2578,2673,0.94731,0.96301
2015,Upper Secondary Level,Yes,0.06342,585,11649,0.05900,0.06785
2015,Upper Secondary Level,No,0.93658,11064,11649,0.93215,0.94100
2015,Post-secondary Non-tertiary Level,Yes,0.03951,60,1952,0.03086,0.04815
2015,Post-secondary Non-tertiary Level,No,0.96049,1892,1952,0.95185,0.96914
2015,First Stage of Tertiary Education,Yes,0.06509,90,1520,0.05268,0.07749
2015,First Stage of Tertiary Education,No,0.93491,1430,1520,0.92251,0.94732
2015,Second Stage of Tertiary Education,Yes,0.05689,307,5873,0.05096,0.06281
2015,Second Stage of Tertiary Education,No,0.94311,5566,5873,0.93719,0.94904
2017,No answer / don't know,No,0.97186,601,601,0.95862,0.98509
2017,Pre-primary Level,No,0.99829,410,410,0.99428,1.00230
2017,Primary Level,No,0.96413,439,439,0.94672,0.98155
2017,Lower Secondary Level,Yes,0.04031,91,2745,0.03295,0.04767
2017,Lower Secondary Level,No,0.95969,2654,2745,0.95233,0.96705
2017,Upper Secondary Level,Yes,0.06175,624,12073,0.05746,0.06605
2017,Upper Secondary Level,No,0.93825,11449,12073,0.93395,0.94254
2017,Post-secondary Non-tertiary Level,Yes,0.04209,79,2211,0.03372,0.05047
2017,Post-secondary Non-tertiary Level,No,0.95791,2132,2211,0.94953,0.96628
2017,First Stage of Tertiary Education,Yes,0.06173,101,1527,0.04966,0.07381
2017,First Stage of Tertiary Education,No,0.93827,1426,1527,0.92619,0.95034
2017,Second Stage of Tertiary Education,Yes,0.06065,360,6515,0.05485,0.06644
2017,Second Stage of Tertiary Education,No,0.93935,6155,6515,0.93356,0.94515
2019,No answer / don't know,No,0.97059,563,563,0.95663,0.98456
2019,Primary Level,No,0.97232,379,379,0.95578,0.98886
2019,Lower Secondary Level,Yes,0.04565,95,2424,0.03734,0.05397
2019,Lower Secondary Level,No,0.95435,2329,2424,0.94603,0.96266
2019,Upper Secondary Level,Yes,0.06717,642,11150,0.06252,0.07181
2019,Upper Secondary Level,No,0.93283,10508,11150,0.92819,0.93748
2019,Post-secondary Non-tertiary Level,Yes,0.03742,78,2174,0.02944,0.04540
2019,Post-secondary Non-tertiary Level,No,0.96258,2096,2174,0.95460,0.97056
2019,First Stage of Tertiary Education,Yes,0.06944,112,1657,0.05720,0.08168
2019,First Stage of Tertiary Education,No,0.93056,1545,1657,0.91832,0.94280
2019,Second Stage of Tertiary Education,Yes,0.06131,430,7023,0.05570,0.06692
2019,Second Stage of Tertiary Education,No,0.93869,6593,7023,0.93308,0.94430
2021,No answer / don't know,No,0.97023,765,765,0.95818,0.98228
2021,Primary Level,No,0.96379,911,911,0.95165,0.97592
2021,Lower Secondary Level,Yes,0.05817,72,1744,0.04718,0.06916
2021,Lower Secondary Level,No,0.94183,1672,1744,0.93084,0.95282
2021,Upper Secondary Level,Yes,0.08512,469,7298,0.07872,0.09152
2021,Upper Secondary Level,No,0.91488,6829,7298,0.90848,0.92128
2021,Post-secondary Non-tertiary Level,Yes,0.03471,62,1589,0.02570,0.04371
2021,Post-secondary Non-tertiary Level,No,0.96529,1527,1589,0.95629,0.97430
2021,First Stage of Tertiary Education,Yes,0.07777,86,992,0.06109,0.09444
2021,First Stage of Tertiary Education,No,0.92223,906,992,0.90556,0.93891
2021,Second Stage of Tertiary Education,Yes,0.05987,320,5635,0.05367,0.06606
2021,Second Stage of Tertiary Education,No,0.94013,5315,5635,0.93394,0.94633
