year,age_gr,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No,0.99824,2848,2848,0.99671,0.99978
2009,30-45 y.,Yes,0.01423,57,4675,0.01084,0.01763
2009,30-45 y.,No,0.98577,4618,4675,0.98237,0.98916
2009,46-65 y.,Yes,0.03854,253,6325,0.03380,0.04329
2009,46-65 y.,No,0.96146,6072,6325,0.95671,0.96620
2009,66 and older,Yes,0.08968,361,4163,0.08100,0.09836
2009,66 and older,No,0.91032,3802,4163,0.90164,0.91900
2011,17-29 y.,No,0.99657,2982,2982,0.99448,0.99867
2011,30-45 y.,Yes,0.01554,74,4856,0.01206,0.01901
2011,30-45 y.,No,0.98446,4782,4856,0.98099,0.98794
2011,46-65 y.,Yes,0.04957,380,7774,0.04474,0.05439
2011,46-65 y.,No,0.95043,7394,7774,0.94561,0.95526
2011,66 and older,Yes,0.09417,475,5121,0.08617,0.10217
2011,66 and older,No,0.90583,4646,5121,0.89783,0.91383
2013,17-29 y.,No,0.99808,2528,2528,0.99637,0.99979
2013,30-45 y.,Yes,0.01898,57,4073,0.01479,0.02317
2013,30-45 y.,No,0.98102,4016,4073,0.97683,0.98521
2013,46-65 y.,Yes,0.05765,405,7319,0.05231,0.06299
2013,46-65 y.,No,0.94235,6914,7319,0.93701,0.94769
2013,66 and older,Yes,0.12110,572,4938,0.11199,0.13020
2013,66 and older,No,0.87890,4366,4938,0.86980,0.88801
2015,17-29 y.,No,0.99524,3905,3905,0.99308,0.99740
2015,30-45 y.,Yes,0.01676,95,7356,0.01383,0.01970
2015,30-45 y.,No,0.98324,7261,7356,0.98030,0.98617
2015,46-65 y.,Yes,0.05722,438,8877,0.05239,0.06205
2015,46-65 y.,No,0.94278,8439,8877,0.93795,0.94761
2015,66 and older,Yes,0.12379,610,4884,0.11455,0.13302
2015,66 and older,No,0.87621,4274,4884,0.86698,0.88545
2017,17-29 y.,No,0.99519,4340,4340,0.99313,0.99725
2017,30-45 y.,Yes,0.01356,108,7257,0.01090,0.01622
2017,30-45 y.,No,0.98644,7149,7257,0.98378,0.98910
2017,46-65 y.,Yes,0.05559,513,9973,0.05109,0.06009
2017,46-65 y.,No,0.94441,9460,9973,0.93991,0.94891
2017,66 and older,Yes,0.13023,643,4960,0.12086,0.13960
2017,66 and older,No,0.86977,4317,4960,0.86040,0.87914
2019,17-29 y.,No,0.99407,3828,3828,0.99163,0.99650
2019,30-45 y.,Yes,0.01748,116,6288,0.01424,0.02072
2019,30-45 y.,No,0.98252,6172,6288,0.97928,0.98576
2019,46-65 y.,Yes,0.06023,581,10420,0.05567,0.06480
2019,46-65 y.,No,0.93977,9839,10420,0.93520,0.94433
2019,66 and older,Yes,0.13124,670,5175,0.12204,0.14044
2019,66 and older,No,0.86876,4505,5175,0.85956,0.87796
2021,17-29 y.,No,0.99079,3161,3161,0.98746,0.99412
2021,30-45 y.,Yes,0.01825,87,5205,0.01461,0.02189
2021,30-45 y.,No,0.98175,5118,5205,0.97811,0.98539
2021,46-65 y.,Yes,0.06259,421,7215,0.05700,0.06818
2021,46-65 y.,No,0.93741,6794,7215,0.93182,0.94300
2021,66 and older,Yes,0.16234,521,3564,0.15023,0.17444
2021,66 and older,No,0.83766,3043,3564,0.82556,0.84977
