year,regtyp,ple0015,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Yes,0.027050464399630932,468,18018,0.02701201598684181,0.027088912812420055
2009,Urban regions,No,0.6476852961592324,11214,18018,0.6475720839411809,0.6477985083772839
2009,Rural regions,Yes,0.010794043344760942,210,18018,0.010769553764806788,0.010818532924715095
2009,Rural regions,No,0.3144701960963758,6126,18018,0.314360156544774,0.31458023564797755
2011,Urban regions,Yes,0.032001779915701425,627,20745,0.03195755761166479,0.03204600221973806
2011,Urban regions,No,0.641740424193598,12733,20745,0.6416199495578631,0.641860898829333
2011,Rural regions,Yes,0.014414326110737896,314,20745,0.01438437855496452,0.014444273666511272
2011,Rural regions,No,0.31184346977996275,7071,20745,0.3117270762165469,0.3119598633433786
2013,Urban regions,Yes,0.04133274314120819,689,18866,0.04128092273517681,0.041384563547239565
2013,Urban regions,No,0.6190411435373713,11358,18866,0.618914722734451,0.6191675643402915
2013,Rural regions,Yes,0.018802527041127188,353,18866,0.01876716754471179,0.018837886537542585
2013,Rural regions,No,0.3208235862802932,6466,18866,0.3207020672788734,0.32094510528171305
2015,Urban regions,Yes,0.03954496075792988,769,25040,0.0394981125901734,0.03959180892568637
2015,Urban regions,No,0.6354059955301316,15402,25040,0.6352902940455404,0.6355216970147227
2015,Rural regions,Yes,0.01698965188213872,392,25040,0.016958586278206927,0.017020717486070515
2015,Rural regions,No,0.30805939182979986,8477,25040,0.30794840788626665,0.30817037577333306
2017,Urban regions,Yes,0.038637965719383105,841,26549,0.038592214248324846,0.038683717190441363
2017,Urban regions,No,0.6461007417198227,16306,26549,0.6459872290342632,0.6462142544053822
2017,Rural regions,Yes,0.01715146368860856,442,26549,0.017120642573720948,0.017182284803496175
2017,Rural regions,No,0.29810982887218573,8960,26549,0.29800124203573614,0.29821841570863533
2019,Urban regions,Yes,0.04127264733719052,882,25171,0.041224986939006274,0.04132030773537477
2019,Urban regions,No,0.645051877149003,15483,25171,0.6449372312015728,0.6451665230964333
2019,Rural regions,Yes,0.017607887059040084,464,25171,0.017576375129293203,0.017639398988786966
2019,Rural regions,No,0.29606758845476644,8342,25171,0.2959582079663557,0.2961769689431772
2021,Urban regions,Yes,0.046687904978878786,695,19163,0.046637980299886944,0.04673782965787063
2021,Urban regions,No,0.6335987916090181,12301,19163,0.6334847715779014,0.6337128116401348
2021,Rural regions,Yes,0.021564292340831563,353,19163,0.021529918402882466,0.02159866627878066
2021,Rural regions,No,0.29814901107127145,5814,19163,0.29804075938229724,0.29825726276024567
