year,age_gr,regtyp,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Very important,0.11296,215,1394,0.09633,0.12958
1990,17-29 y.,Urban regions,Important,0.22655,406,1394,0.20457,0.24854
1990,17-29 y.,Urban regions,Less important,0.35962,608,1394,0.33442,0.38482
1990,17-29 y.,Urban regions,Unimportant,0.10325,165,1394,0.08727,0.11923
1990,17-29 y.,Rural regions,Very important,0.09338,85,471,0.06707,0.11968
1990,17-29 y.,Rural regions,Important,0.16084,143,471,0.12763,0.19406
1990,17-29 y.,Rural regions,Less important,0.23918,199,471,0.20061,0.27774
1990,17-29 y.,Rural regions,Unimportant,0.06176,44,471,0.04000,0.08352
1990,30-45 y.,Urban regions,Very important,0.14198,301,1608,0.12491,0.15904
1990,30-45 y.,Urban regions,Important,0.27276,551,1608,0.25098,0.29453
1990,30-45 y.,Urban regions,Less important,0.30004,573,1608,0.27763,0.32245
1990,30-45 y.,Urban regions,Unimportant,0.10413,183,1608,0.08920,0.11906
1990,30-45 y.,Rural regions,Very important,0.10675,96,447,0.07809,0.13541
1990,30-45 y.,Rural regions,Important,0.21061,173,447,0.17277,0.24845
1990,30-45 y.,Rural regions,Less important,0.18026,140,447,0.14458,0.21594
1990,30-45 y.,Rural regions,Unimportant,0.05071,38,447,0.03035,0.07107
1990,46-65 y.,Urban regions,Very important,0.20441,444,1648,0.18493,0.22389
1990,46-65 y.,Urban regions,Important,0.28248,581,1648,0.26074,0.30423
1990,46-65 y.,Urban regions,Less important,0.20474,375,1648,0.18525,0.22423
1990,46-65 y.,Urban regions,Unimportant,0.13885,248,1648,0.12215,0.15555
1990,46-65 y.,Rural regions,Very important,0.16853,162,513,0.13611,0.20096
1990,46-65 y.,Rural regions,Important,0.21915,205,513,0.18332,0.25498
1990,46-65 y.,Rural regions,Less important,0.12347,102,513,0.09497,0.15196
1990,46-65 y.,Rural regions,Unimportant,0.06233,44,513,0.04139,0.08327
1990,66 and older,Urban regions,Very important,0.16291,165,753,0.13652,0.18930
1990,66 and older,Urban regions,Important,0.19069,175,753,0.16262,0.21877
1990,66 and older,Urban regions,Less important,0.20474,164,753,0.17590,0.23358
1990,66 and older,Urban regions,Unimportant,0.33695,249,753,0.30317,0.37074
1990,66 and older,Rural regions,Very important,0.20324,92,253,0.15356,0.25293
1990,66 and older,Rural regions,Important,0.13753,60,253,0.09501,0.18006
1990,66 and older,Rural regions,Less important,0.09314,35,253,0.05725,0.12902
1990,66 and older,Rural regions,Unimportant,0.19842,66,253,0.14918,0.24766
1992,17-29 y.,Urban regions,Very important,0.12982,247,1584,0.11326,0.14638
1992,17-29 y.,Urban regions,Important,0.23106,440,1584,0.21029,0.25182
1992,17-29 y.,Urban regions,Less important,0.40096,697,1584,0.37681,0.42510
1992,17-29 y.,Urban regions,Unimportant,0.11190,200,1584,0.09637,0.12743
1992,17-29 y.,Rural regions,Very important,0.20288,222,1072,0.17879,0.22696
1992,17-29 y.,Rural regions,Important,0.27764,312,1072,0.25082,0.30446
1992,17-29 y.,Rural regions,Less important,0.40159,451,1072,0.37223,0.43095
1992,17-29 y.,Rural regions,Unimportant,0.07683,87,1072,0.06088,0.09278
1992,30-45 y.,Urban regions,Very important,0.18089,436,2149,0.16461,0.19716
1992,30-45 y.,Urban regions,Important,0.27136,620,2149,0.25256,0.29017
1992,30-45 y.,Urban regions,Less important,0.34736,833,2149,0.32722,0.36749
1992,30-45 y.,Urban regions,Unimportant,0.11632,260,2149,0.10277,0.12988
1992,30-45 y.,Rural regions,Very important,0.26908,436,1399,0.24583,0.29233
1992,30-45 y.,Rural regions,Important,0.32814,446,1399,0.30353,0.35275
1992,30-45 y.,Rural regions,Less important,0.28649,407,1399,0.26279,0.31019
1992,30-45 y.,Rural regions,Unimportant,0.08468,110,1399,0.07008,0.09927
1992,46-65 y.,Urban regions,Very important,0.20776,456,1954,0.18976,0.22575
1992,46-65 y.,Urban regions,Important,0.28665,607,1954,0.26659,0.30670
1992,46-65 y.,Urban regions,Less important,0.22241,493,1954,0.20397,0.24086
1992,46-65 y.,Urban regions,Unimportant,0.17838,398,1954,0.16140,0.19536
1992,46-65 y.,Rural regions,Very important,0.28434,373,1253,0.25935,0.30932
1992,46-65 y.,Rural regions,Important,0.31670,404,1253,0.29093,0.34247
1992,46-65 y.,Rural regions,Less important,0.20247,273,1253,0.18021,0.22473
1992,46-65 y.,Rural regions,Unimportant,0.15475,203,1253,0.13472,0.17478
1992,66 and older,Urban regions,Very important,0.18768,191,868,0.16169,0.21368
1992,66 and older,Urban regions,Important,0.24148,225,868,0.21299,0.26997
1992,66 and older,Urban regions,Less important,0.15389,135,868,0.12987,0.17791
1992,66 and older,Urban regions,Unimportant,0.37039,317,868,0.33824,0.40253
1992,66 and older,Rural regions,Very important,0.21096,114,498,0.17509,0.24683
1992,66 and older,Rural regions,Important,0.27798,150,498,0.23859,0.31737
1992,66 and older,Rural regions,Less important,0.14463,72,498,0.11371,0.17556
1992,66 and older,Rural regions,Unimportant,0.33174,162,498,0.29034,0.37313
1995,17-29 y.,Urban regions,Very important,0.15400,291,1585,0.13623,0.17178
1995,17-29 y.,Urban regions,Important,0.26977,502,1585,0.24791,0.29162
1995,17-29 y.,Urban regions,Less important,0.36361,639,1585,0.33992,0.38730
1995,17-29 y.,Urban regions,Unimportant,0.08876,153,1585,0.07475,0.10276
1995,17-29 y.,Rural regions,Very important,0.17652,191,1015,0.15305,0.19999
1995,17-29 y.,Rural regions,Important,0.33384,372,1015,0.30482,0.36287
1995,17-29 y.,Rural regions,Less important,0.39469,404,1015,0.36461,0.42478
1995,17-29 y.,Rural regions,Unimportant,0.04504,48,1015,0.03228,0.05781
1995,30-45 y.,Urban regions,Very important,0.19705,509,2386,0.18108,0.21301
1995,30-45 y.,Urban regions,Important,0.30041,784,2386,0.28201,0.31881
