year,regtyp,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,West,Yes,0.76485,5223,6762,0.75474,0.77496
2001,Urban regions,West,No,0.22232,1539,6762,0.21240,0.23223
2001,Urban regions,East,Yes,0.74378,702,949,0.71599,0.77157
2001,Urban regions,East,No,0.24759,247,949,0.22012,0.27507
2001,Rural regions,West,Yes,0.78515,1590,1988,0.76709,0.80321
2001,Rural regions,West,No,0.20371,398,1988,0.18600,0.22142
2001,Rural regions,East,Yes,0.76486,1411,1874,0.74565,0.78407
2001,Rural regions,East,No,0.22742,463,1874,0.20844,0.24640
2003,Urban regions,West,Yes,0.70704,5128,6972,0.69635,0.71772
2003,Urban regions,West,No,0.28453,1844,6972,0.27394,0.29512
2003,Urban regions,East,Yes,0.67890,663,952,0.64922,0.70857
2003,Urban regions,East,No,0.31521,289,952,0.28568,0.34474
2003,Rural regions,West,Yes,0.72165,1465,1957,0.70179,0.74151
2003,Rural regions,West,No,0.26694,492,1957,0.24734,0.28655
2003,Rural regions,East,Yes,0.69702,1305,1833,0.67598,0.71807
2003,Rural regions,East,No,0.29416,528,1833,0.27330,0.31503
2005,Urban regions,West,Yes,0.69223,4729,6560,0.68106,0.70340
2005,Urban regions,West,No,0.29795,1831,6560,0.28688,0.30902
2005,Urban regions,East,Yes,0.64562,644,937,0.61497,0.67626
2005,Urban regions,East,No,0.34945,293,937,0.31890,0.37999
2005,Rural regions,West,Yes,0.70046,1362,1883,0.67976,0.72115
2005,Rural regions,West,No,0.29145,521,1883,0.27092,0.31198
2005,Rural regions,East,Yes,0.65453,1178,1740,0.63218,0.67688
2005,Rural regions,East,No,0.33427,562,1740,0.31209,0.35644
2007,Urban regions,West,Yes,0.67481,4724,6618,0.66352,0.68609
2007,Urban regions,West,No,0.31459,1894,6618,0.30340,0.32578
2007,Urban regions,East,Yes,0.64423,636,940,0.61361,0.67485
2007,Urban regions,East,No,0.35379,304,940,0.32321,0.38437
2007,Rural regions,West,Yes,0.65715,1415,2011,0.63640,0.67790
2007,Rural regions,West,No,0.32855,596,2011,0.30802,0.34908
2007,Rural regions,East,Yes,0.63567,1190,1804,0.61346,0.65789
2007,Rural regions,East,No,0.35736,614,1804,0.33524,0.37948
2011,Urban regions,West,Yes,0.67336,5041,6803,0.66221,0.68450
2011,Urban regions,West,No,0.24273,1762,6803,0.23254,0.25292
2011,Urban regions,East,Yes,0.62869,716,1020,0.59903,0.65836
2011,Urban regions,East,No,0.29209,304,1020,0.26417,0.32001
2011,Rural regions,West,Yes,0.66755,1746,2326,0.64840,0.68670
2011,Rural regions,West,No,0.23820,580,2326,0.22088,0.25551
2011,Rural regions,East,Yes,0.61946,1269,1858,0.59738,0.64154
2011,Rural regions,East,No,0.30351,589,1858,0.28259,0.32442
2013,Urban regions,West,Yes,0.67704,5651,8281,0.66697,0.68711
2013,Urban regions,West,No,0.25803,2630,8281,0.24860,0.26745
2013,Urban regions,East,Yes,0.62636,713,1035,0.59687,0.65584
2013,Urban regions,East,No,0.30254,322,1035,0.27454,0.33054
2013,Rural regions,West,Yes,0.65763,1910,2707,0.63976,0.67551
2013,Rural regions,West,No,0.26248,797,2707,0.24590,0.27906
2013,Rural regions,East,Yes,0.63822,1270,1839,0.61625,0.66019
2013,Rural regions,East,No,0.29202,569,1839,0.27123,0.31280
2015,Urban regions,West,Yes,0.72316,6203,9133,0.71399,0.73234
2015,Urban regions,West,No,0.27093,2930,9133,0.26182,0.28005
2015,Urban regions,East,Yes,0.68321,806,1198,0.65685,0.70956
2015,Urban regions,East,No,0.31079,392,1198,0.28457,0.33700
2015,Rural regions,West,Yes,0.72282,2241,3272,0.70748,0.73816
2015,Rural regions,West,No,0.26404,1031,3272,0.24894,0.27915
2015,Rural regions,East,Yes,0.65848,1347,2061,0.63800,0.67896
2015,Rural regions,East,No,0.33057,714,2061,0.31026,0.35089
2016,Urban regions,West,Yes,0.75167,6060,9511,0.74299,0.76035
2016,Urban regions,West,No,0.24217,3451,9511,0.23356,0.25078
2016,Urban regions,East,Yes,0.70448,800,1253,0.67920,0.72975
2016,Urban regions,East,No,0.28721,453,1253,0.26215,0.31227
2016,Rural regions,West,Yes,0.75865,2204,3344,0.74414,0.77315
2016,Rural regions,West,No,0.23188,1140,3344,0.21757,0.24619
2016,Rural regions,East,Yes,0.72960,1411,2184,0.71097,0.74824
2016,Rural regions,East,No,0.26307,773,2184,0.24460,0.28154
2017,Urban regions,West,Yes,0.76621,6912,10580,0.75815,0.77428
2017,Urban regions,West,No,0.23044,3668,10580,0.22241,0.23846
2017,Urban regions,East,Yes,0.70962,914,1394,0.68578,0.73346
2017,Urban regions,East,No,0.27952,480,1394,0.25595,0.30308
2017,Rural regions,West,Yes,0.78029,2543,3830,0.76718,0.79341
2017,Rural regions,West,No,0.20877,1287,3830,0.19590,0.22164
2017,Rural regions,East,Yes,0.72154,1574,2373,0.70350,0.73958
2017,Rural regions,East,No,0.26648,799,2373,0.24869,0.28427
2018,Urban regions,West,Yes,0.76508,6738,10475,0.75696,0.77320
2018,Urban regions,West,No,0.23037,3737,10475,0.22230,0.23843
2018,Urban regions,East,Yes,0.70415,923,1416,0.68037,0.72793
2018,Urban regions,East,No,0.29209,493,1416,0.26840,0.31579
2018,Rural regions,West,Yes,0.77146,2364,3561,0.75766,0.78525
2018,Rural regions,West,No,0.21830,1197,3561,0.20473,0.23187
2018,Rural regions,East,Yes,0.72282,1549,2350,0.70472,0.74092
2018,Rural regions,East,No,0.27096,801,2350,0.25299,0.28894
2019,Urban regions,West,Yes,0.79660,7295,9016,0.78829,0.80491
2019,Urban regions,West,No,0.19058,1721,9016,0.18247,0.19869
2019,Urban regions,East,Yes,0.73329,1004,1270,0.70896,0.75763
2019,Urban regions,East,No,0.25605,266,1270,0.23204,0.28006
2019,Rural regions,West,Yes,0.80509,2503,3093,0.79113,0.81905
2019,Rural regions,West,No,0.18244,590,3093,0.16883,0.19606
2019,Rural regions,East,Yes,0.74998,1733,2246,0.73207,0.76789
2019,Rural regions,East,No,0.23827,513,2246,0.22064,0.25589
2021,Urban regions,West,Yes,0.82114,5566,7534,0.81249,0.82979
2021,Urban regions,West,No,0.17135,1968,7534,0.16284,0.17986
2021,Urban regions,East,Yes,0.82378,769,1028,0.80048,0.84709
2021,Urban regions,East,No,0.17167,259,1028,0.14861,0.19474
2021,Rural regions,West,Yes,0.83001,1834,2368,0.81488,0.84514
2021,Rural regions,West,No,0.16041,534,2368,0.14563,0.17520
2021,Rural regions,East,Yes,0.80029,1211,1547,0.78036,0.82022
2021,Rural regions,East,No,0.18826,336,1547,0.16877,0.20774
