year,hhtyp,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,West,Yes,0.74745,1642,2193,0.72926,0.76564
2001,Single-person household,West,No,0.23903,551,2193,0.22118,0.25689
2001,Single-person household,East,Yes,0.76045,517,702,0.72885,0.79205
2001,Single-person household,East,No,0.23292,185,702,0.20163,0.26422
2001,Couple without children,West,Yes,0.86169,2293,2640,0.84851,0.87486
2001,Couple without children,West,No,0.12661,347,2640,0.11392,0.13929
2001,Couple without children,East,Yes,0.85751,785,922,0.83493,0.88008
2001,Couple without children,East,No,0.13778,137,922,0.11552,0.16003
2001,Single parent,West,Yes,0.53338,288,510,0.49004,0.57672
2001,Single parent,West,No,0.45628,222,510,0.41300,0.49955
2001,Single parent,East,Yes,0.48818,95,191,0.41711,0.55926
2001,Single parent,East,No,0.50704,96,191,0.43595,0.57813
2001,Couple with children,West,Yes,0.74888,2421,3180,0.73381,0.76396
2001,Couple with children,West,No,0.24016,759,3180,0.22531,0.25501
2001,Couple with children,East,Yes,0.70857,678,955,0.67974,0.73741
2001,Couple with children,East,No,0.27618,277,955,0.24780,0.30455
2001,Multi-generational household,West,Yes,0.77994,97,134,0.70953,0.85035
2001,Multi-generational household,West,No,0.22006,37,134,0.14965,0.29047
2001,Other Combinations,West,Yes,0.75152,72,72,0.65101,0.85204
2003,Single-person household,West,Yes,0.70305,1548,2185,0.68389,0.72222
2003,Single-person household,West,No,0.28507,637,2185,0.26614,0.30401
2003,Single-person household,East,Yes,0.66230,458,704,0.62734,0.69726
2003,Single-person household,East,No,0.33425,246,704,0.29938,0.36912
2003,Couple without children,West,Yes,0.81471,2366,2840,0.80042,0.82900
2003,Couple without children,West,No,0.17884,474,2840,0.16474,0.19293
2003,Couple without children,East,Yes,0.80673,778,959,0.78173,0.83174
2003,Couple without children,East,No,0.18845,181,959,0.16368,0.21321
2003,Single parent,West,Yes,0.44159,247,521,0.39890,0.48427
2003,Single parent,West,No,0.55320,274,521,0.51047,0.59594
2003,Single parent,East,Yes,0.46005,80,173,0.38556,0.53453
2003,Single parent,East,No,0.53478,93,173,0.46024,0.60932
2003,Couple with children,West,Yes,0.67479,2302,3202,0.65856,0.69102
2003,Couple with children,West,No,0.31702,900,3202,0.30090,0.33314
2003,Couple with children,East,Yes,0.64714,612,897,0.61585,0.67843
2003,Couple with children,East,No,0.33304,285,897,0.30218,0.36390
2003,Multi-generational household,West,Yes,0.49586,65,65,0.37337,0.61836
2003,Other Combinations,West,Yes,0.70981,65,65,0.59861,0.82100
2005,Single-person household,West,Yes,0.69742,1518,2172,0.67810,0.71674
2005,Single-person household,West,No,0.29331,654,2172,0.27416,0.31246
2005,Single-person household,East,Yes,0.63287,440,711,0.59741,0.66832
2005,Single-person household,East,No,0.35983,271,711,0.32453,0.39514
2005,Couple without children,West,Yes,0.80956,2282,2761,0.79491,0.82421
2005,Couple without children,West,No,0.18372,479,2761,0.16928,0.19817
2005,Couple without children,East,Yes,0.76919,719,910,0.74179,0.79658
2005,Couple without children,East,No,0.22512,191,910,0.19796,0.25227
2005,Single parent,West,Yes,0.39812,224,504,0.35534,0.44090
2005,Single parent,West,No,0.58759,280,504,0.54457,0.63061
2005,Single parent,East,Yes,0.37688,82,186,0.30705,0.44671
2005,Single parent,East,No,0.62312,104,186,0.55329,0.69295
2005,Couple with children,West,Yes,0.63281,1958,2848,0.61510,0.65052
2005,Couple with children,West,No,0.35572,890,2848,0.33813,0.37331
2005,Couple with children,East,Yes,0.61006,548,824,0.57674,0.64338
2005,Couple with children,East,No,0.37078,276,824,0.33778,0.40378
2005,Multi-generational household,West,Yes,0.58202,49,80,0.47326,0.69079
2005,Multi-generational household,West,No,0.40242,31,80,0.29429,0.51056
2005,Other Combinations,West,Yes,0.77542,60,60,0.66894,0.88191
2007,Single-person household,West,Yes,0.66203,1579,2323,0.64279,0.68127
2007,Single-person household,West,No,0.32349,744,2323,0.30446,0.34252
2007,Single-person household,East,Yes,0.62358,467,760,0.58911,0.65805
2007,Single-person household,East,No,0.37361,293,760,0.33919,0.40802
2007,Couple without children,West,Yes,0.77816,2338,2867,0.76295,0.79338
2007,Couple without children,West,No,0.21034,529,2867,0.19542,0.22526
2007,Couple without children,East,Yes,0.74153,764,983,0.71414,0.76891
2007,Couple without children,East,No,0.25256,219,983,0.22539,0.27974
2007,Single parent,West,Yes,0.39389,224,525,0.35206,0.43573
2007,Single parent,West,No,0.60484,301,525,0.56298,0.64670
2007,Single parent,East,Yes,0.34226,70,185,0.27370,0.41082
2007,Single parent,East,No,0.65774,115,185,0.58918,0.72630
2007,Couple with children,West,Yes,0.62549,1895,2773,0.60748,0.64351
2007,Couple with children,West,No,0.36490,878,2773,0.34698,0.38282
2007,Couple with children,East,Yes,0.60146,498,777,0.56701,0.63590
2007,Couple with children,East,No,0.38776,279,777,0.35347,0.42204
2007,Multi-generational household,West,Yes,0.65081,50,50,0.51733,0.78429
2007,Other Combinations,West,Yes,0.71808,53,53,0.59579,0.84038
2011,Single-person household,West,Yes,0.67929,1819,2602,0.66136,0.69723
2011,Single-person household,West,No,0.30926,783,2602,0.29150,0.32703
2011,Single-person household,East,Yes,0.59409,539,884,0.56170,0.62648
2011,Single-person household,East,No,0.39964,345,884,0.36733,0.43195
2011,Couple without children,West,Yes,0.82161,2747,3256,0.80846,0.83476
2011,Couple without children,West,No,0.16818,509,3256,0.15533,0.18103
2011,Couple without children,East,Yes,0.77618,871,1083,0.75135,0.80102
2011,Couple without children,East,No,0.21504,212,1083,0.19056,0.23952
2011,Single parent,West,Yes,0.24149,263,582,0.20669,0.27629
2011,Single parent,West,No,0.27486,319,582,0.23856,0.31117
2011,Single parent,East,Yes,0.23695,83,197,0.17742,0.29648
2011,Single parent,East,No,0.29241,114,197,0.22873,0.35610
2011,Couple with children,West,Yes,0.58234,1869,2554,0.56321,0.60147
2011,Couple with children,West,No,0.20723,685,2554,0.19151,0.22295
2011,Couple with children,East,Yes,0.57074,472,673,0.53332,0.60817
2011,Couple with children,East,No,0.20782,201,673,0.17714,0.23850
2011,Multi-generational household,West,Yes,0.48827,35,35,0.32024,0.65629
2011,Other Combinations,West,Yes,0.64225,54,54,0.51320,0.77130
2013,Single-person household,West,Yes,0.65827,1850,2825,0.64078,0.67576
2013,Single-person household,West,No,0.32477,975,2825,0.30750,0.34205
2013,Single-person household,East,Yes,0.61870,558,874,0.58648,0.65092
2013,Single-person household,East,No,0.37134,316,874,0.33929,0.40340
2013,Couple without children,West,Yes,0.82923,2885,3470,0.81671,0.84175
2013,Couple without children,West,No,0.16140,585,3470,0.14915,0.17364
2013,Couple without children,East,Yes,0.76983,870,1096,0.74490,0.79477
2013,Couple without children,East,No,0.21640,226,1096,0.19201,0.24079
2013,Single parent,West,Yes,0.29475,331,780,0.26273,0.32677
2013,Single parent,West,No,0.33745,449,780,0.30424,0.37065
2013,Single parent,East,Yes,0.25418,86,200,0.19368,0.31467
2013,Single parent,East,No,0.33532,114,200,0.26973,0.40092
2013,Couple with children,West,Yes,0.59827,2291,3514,0.58206,0.61448
2013,Couple with children,West,No,0.23764,1223,3514,0.22356,0.25171
2013,Couple with children,East,Yes,0.54114,433,647,0.50272,0.57957
2013,Couple with children,East,No,0.24816,214,647,0.21485,0.28147
2013,Multi-generational household,West,Yes,0.51662,47,90,0.41280,0.62044
2013,Multi-generational household,West,No,0.39261,43,90,0.29116,0.49407
2013,Other Combinations,West,Yes,0.55155,157,309,0.49601,0.60710
2013,Other Combinations,West,No,0.42356,152,309,0.36837,0.47874
2015,Single-person household,West,Yes,0.68006,1814,2737,0.66258,0.69753
2015,Single-person household,West,No,0.30992,923,2737,0.29259,0.32725
2015,Single-person household,East,Yes,0.60956,535,868,0.57708,0.64203
2015,Single-person household,East,No,0.38522,333,868,0.35282,0.41761
2015,Couple without children,West,Yes,0.83441,2707,3294,0.82171,0.84711
2015,Couple without children,West,No,0.15992,587,3294,0.14740,0.17244
2015,Couple without children,East,Yes,0.79027,860,1059,0.76574,0.81480
2015,Couple without children,East,No,0.19665,199,1059,0.17270,0.22060
2015,Single parent,West,Yes,0.44815,559,1335,0.42146,0.47483
2015,Single parent,West,No,0.54322,776,1335,0.51649,0.56995
2015,Single parent,East,Yes,0.40535,142,360,0.35456,0.45613
2015,Single parent,East,No,0.58688,218,360,0.53595,0.63782
2015,Couple with children,West,Yes,0.73827,3180,4714,0.72572,0.75082
2015,Couple with children,West,No,0.25593,1534,4714,0.24347,0.26839
2015,Couple with children,East,Yes,0.68700,585,911,0.65687,0.71713
2015,Couple with children,East,No,0.29950,326,911,0.26974,0.32926
2015,Multi-generational household,West,Yes,0.50233,55,113,0.40973,0.59493
2015,Multi-generational household,West,No,0.48992,58,113,0.39734,0.58251
2015,Other Combinations,West,Yes,0.67629,129,212,0.61316,0.73943
2015,Other Combinations,West,No,0.31367,83,212,0.25107,0.37628
2016,Single-person household,West,Yes,0.70618,1799,2843,0.68944,0.72293
2016,Single-person household,West,No,0.28298,1044,2843,0.26642,0.29954
2016,Single-person household,East,Yes,0.67378,573,932,0.64367,0.70390
2016,Single-person household,East,No,0.32204,359,932,0.29202,0.35205
2016,Couple without children,West,Yes,0.86482,2638,3115,0.85282,0.87683
2016,Couple without children,West,No,0.12934,477,3115,0.11755,0.14113
2016,Couple without children,East,Yes,0.83288,855,1016,0.80993,0.85584
2016,Couple without children,East,No,0.15678,161,1016,0.13441,0.17915
2016,Single parent,West,Yes,0.49334,582,1313,0.46629,0.52040
2016,Single parent,West,No,0.50196,731,1313,0.47491,0.52902
2016,Single parent,East,Yes,0.47742,151,381,0.42720,0.52764
2016,Single parent,East,No,0.52100,230,381,0.47078,0.57123
2016,Couple with children,West,Yes,0.76826,3081,5145,0.75672,0.77979
2016,Couple with children,West,No,0.23079,2064,5145,0.21928,0.24231
2016,Couple with children,East,Yes,0.73560,603,1023,0.70856,0.76264
2016,Couple with children,East,No,0.25014,420,1023,0.22358,0.27669
2016,Multi-generational household,West,Yes,0.66926,47,114,0.58251,0.75601
2016,Multi-generational household,West,No,0.33074,67,114,0.24399,0.41749
2016,Other Combinations,West,Yes,0.60510,117,325,0.55187,0.65833
