year,age_gr,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,At least once per week,0.08729,322,2699,0.07664,0.09794
1990,17-29 y.,At least once per month,0.11093,363,2699,0.09908,0.12278
1990,17-29 y.,Seldom,0.27560,852,2699,0.25874,0.29246
1990,17-29 y.,Never,0.31217,1162,2699,0.29468,0.32965
1990,30-45 y.,At least once per week,0.06603,215,2774,0.05678,0.07527
1990,30-45 y.,At least once per month,0.07793,269,2774,0.06795,0.08790
1990,30-45 y.,Seldom,0.25346,789,2774,0.23727,0.26966
1990,30-45 y.,Never,0.40030,1501,2774,0.38206,0.41853
1990,46-65 y.,At least once per week,0.03853,134,2893,0.03151,0.04554
1990,46-65 y.,At least once per month,0.06031,207,2893,0.05164,0.06899
1990,46-65 y.,Seldom,0.19123,615,2893,0.17690,0.20557
1990,46-65 y.,Never,0.50643,1937,2893,0.48821,0.52466
1990,66 and older,Seldom,0.06631,93,992,0.05082,0.08180
1990,66 and older,Never,0.72061,899,992,0.69268,0.74855
1995,17-29 y.,At least once per week,0.08834,289,3307,0.07867,0.09802
1995,17-29 y.,At least once per month,0.12701,416,3307,0.11566,0.13836
1995,17-29 y.,Seldom,0.34183,1113,3307,0.32566,0.35800
1995,17-29 y.,Never,0.42708,1489,3307,0.41022,0.44395
1995,30-45 y.,At least once per week,0.04919,204,4412,0.04281,0.05557
1995,30-45 y.,At least once per month,0.08190,345,4412,0.07381,0.09000
1995,30-45 y.,Seldom,0.33322,1352,4412,0.31931,0.34713
1995,30-45 y.,Never,0.52834,2511,4412,0.51361,0.54308
1995,46-65 y.,At least once per week,0.04506,154,3935,0.03858,0.05154
1995,46-65 y.,At least once per month,0.05651,223,3935,0.04929,0.06372
1995,46-65 y.,Seldom,0.25327,952,3935,0.23968,0.26686
1995,46-65 y.,Never,0.63739,2606,3935,0.62237,0.65241
1995,66 and older,At least once per month,0.02709,41,1480,0.01882,0.03537
1995,66 and older,Seldom,0.09292,141,1480,0.07813,0.10772
1995,66 and older,Never,0.84957,1298,1480,0.83135,0.86779
1998,17-29 y.,At least once per week,0.09041,272,3130,0.08036,0.10046
1998,17-29 y.,At least once per month,0.12906,396,3130,0.11731,0.14081
1998,17-29 y.,Seldom,0.37112,1155,3130,0.35419,0.38804
1998,17-29 y.,Never,0.39471,1307,3130,0.37758,0.41183
1998,30-45 y.,At least once per week,0.06345,273,4796,0.05655,0.07035
1998,30-45 y.,At least once per month,0.08851,412,4796,0.08047,0.09655
1998,30-45 y.,Seldom,0.35953,1683,4796,0.34595,0.37311
1998,30-45 y.,Never,0.48147,2428,4796,0.46732,0.49561
1998,46-65 y.,At least once per week,0.03588,147,4343,0.03035,0.04142
1998,46-65 y.,At least once per month,0.06486,258,4343,0.05753,0.07219
1998,46-65 y.,Seldom,0.28547,1189,4343,0.27204,0.29890
1998,46-65 y.,Never,0.60118,2749,4343,0.58661,0.61574
1998,66 and older,At least once per month,0.02726,53,1787,0.01971,0.03482
1998,66 and older,Seldom,0.11718,225,1787,0.10227,0.13210
1998,66 and older,Never,0.81338,1509,1787,0.79531,0.83144
2003,17-29 y.,At least once per week,0.08449,341,3957,0.07582,0.09315
2003,17-29 y.,At least once per month,0.13158,549,3957,0.12104,0.14211
2003,17-29 y.,Seldom,0.33469,1390,3957,0.31998,0.34939
2003,17-29 y.,Never,0.43527,1677,3957,0.41982,0.45072
2003,30-45 y.,At least once per week,0.05781,413,6880,0.05230,0.06333
2003,30-45 y.,At least once per month,0.09090,618,6880,0.08411,0.09770
2003,30-45 y.,Seldom,0.34526,2358,6880,0.33402,0.35650
2003,30-45 y.,Never,0.49788,3491,6880,0.48606,0.50970
2003,46-65 y.,At least once per week,0.03686,284,7501,0.03259,0.04112
2003,46-65 y.,At least once per month,0.06521,491,7501,0.05962,0.07079
2003,46-65 y.,Seldom,0.28324,2232,7501,0.27304,0.29344
2003,46-65 y.,Never,0.60203,4494,7501,0.59096,0.61311
2003,66 and older,At least once per week,0.01650,63,3613,0.01235,0.02066
2003,66 and older,At least once per month,0.02570,115,3613,0.02054,0.03086
2003,66 and older,Seldom,0.14475,539,3613,0.13328,0.15622
2003,66 and older,Never,0.80182,2896,3613,0.78881,0.81482
2008,17-29 y.,At least once per week,0.09657,303,3107,0.08618,0.10695
2008,17-29 y.,At least once per month,0.12015,391,3107,0.10872,0.13159
2008,17-29 y.,Seldom,0.31571,1089,3107,0.29936,0.33206
2008,17-29 y.,Never,0.38270,1324,3107,0.36561,0.39979
2008,30-45 y.,At least once per week,0.05032,284,5149,0.04435,0.05629
2008,30-45 y.,At least once per month,0.10676,535,5149,0.09832,0.11519
2008,30-45 y.,Seldom,0.35942,1820,5149,0.34631,0.37253
2008,30-45 y.,Never,0.47907,2510,5149,0.46543,0.49272
2008,46-65 y.,At least once per week,0.03691,243,6666,0.03238,0.04144
2008,46-65 y.,At least once per month,0.07053,503,6666,0.06438,0.07668
2008,46-65 y.,Seldom,0.29128,2035,6666,0.28038,0.30219
2008,46-65 y.,Never,0.59479,3885,6666,0.58301,0.60658
2008,66 and older,At least once per week,0.02195,88,4261,0.01755,0.02635
2008,66 and older,At least once per month,0.03944,175,4261,0.03359,0.04528
2008,66 and older,Seldom,0.16719,795,4261,0.15598,0.17839
2008,66 and older,Never,0.76172,3203,4261,0.74892,0.77451
2013,17-29 y.,At least once per week,0.09791,382,3535,0.08811,0.10771
2013,17-29 y.,At least once per month,0.11762,495,3535,0.10700,0.12824
2013,17-29 y.,Seldom,0.25195,1147,3535,0.23764,0.26627
2013,17-29 y.,Never,0.27778,1511,3535,0.26301,0.29254
2013,30-45 y.,At least once per week,0.05378,607,7968,0.04883,0.05873
2013,30-45 y.,At least once per month,0.09513,861,7968,0.08869,0.10158
2013,30-45 y.,Seldom,0.29489,2543,7968,0.28488,0.30491
2013,30-45 y.,Never,0.38569,3957,7968,0.37500,0.39638
2013,46-65 y.,At least once per week,0.04778,497,8944,0.04336,0.05220
2013,46-65 y.,At least once per month,0.08061,805,8944,0.07497,0.08625
2013,46-65 y.,Seldom,0.30811,2864,8944,0.29854,0.31768
2013,46-65 y.,Never,0.50221,4778,8944,0.49184,0.51257
2013,66 and older,At least once per week,0.02432,127,4887,0.02000,0.02864
2013,66 and older,At least once per month,0.04845,272,4887,0.04243,0.05447
2013,66 and older,Seldom,0.19396,1077,4887,0.18287,0.20504
2013,66 and older,Never,0.70788,3411,4887,0.69513,0.72063
2017,17-29 y.,At least once per week,0.00152,99,1422,-0.00050,0.00355
2017,17-29 y.,At least once per month,0.00138,98,1422,-0.00055,0.00331
2017,17-29 y.,Seldom,0.00293,225,1422,0.00012,0.00574
2017,17-29 y.,Never,0.01277,1000,1422,0.00693,0.01861
2017,30-45 y.,At least once per week,0.00061,108,1852,-0.00051,0.00173
2017,30-45 y.,At least once per month,0.00050,90,1852,-0.00052,0.00151
2017,30-45 y.,Seldom,0.00176,304,1852,-0.00015,0.00367
2017,30-45 y.,Never,0.00748,1350,1852,0.00355,0.01140
2017,46-65 y.,Seldom,0.00031,83,552,-0.00116,0.00179
2017,46-65 y.,Never,0.00180,469,552,-0.00174,0.00533
2017,66 and older,Never,0.00030,32,32,-0.00576,0.00636
2018,17-29 y.,At least once per week,0.00188,101,1028,-0.00077,0.00453
2018,17-29 y.,At least once per month,0.00221,100,1028,-0.00066,0.00508
2018,17-29 y.,Seldom,0.00424,223,1028,0.00027,0.00822
2018,17-29 y.,Never,0.01042,604,1028,0.00421,0.01663
2018,30-45 y.,At least once per week,0.00065,113,1550,-0.00062,0.00192
2018,30-45 y.,At least once per month,0.00077,128,1550,-0.00061,0.00216
2018,30-45 y.,Seldom,0.00198,285,1550,-0.00023,0.00420
2018,30-45 y.,Never,0.00723,1024,1550,0.00301,0.01144
2018,46-65 y.,At least once per week,0.00013,37,535,-0.00083,0.00109
