year,age_gr,quintil_oecd,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.08461,50,574,0.06182,0.10739
1990,17-29 y.,1st Quintile,At least once per month,0.10991,58,574,0.08430,0.13552
1990,17-29 y.,1st Quintile,Seldom,0.30352,150,574,0.26587,0.34116
1990,17-29 y.,1st Quintile,Never,0.49731,316,574,0.45637,0.53824
1990,17-29 y.,2nd Quintile,At least once per week,0.12231,75,562,0.09520,0.14942
1990,17-29 y.,2nd Quintile,At least once per month,0.13083,70,562,0.10293,0.15874
1990,17-29 y.,2nd Quintile,Seldom,0.32986,165,562,0.29095,0.36877
1990,17-29 y.,2nd Quintile,Never,0.40209,252,562,0.36152,0.44266
1990,17-29 y.,3rd Quintile,At least once per week,0.10913,65,550,0.08305,0.13521
1990,17-29 y.,3rd Quintile,At least once per month,0.14885,83,550,0.11907,0.17862
1990,17-29 y.,3rd Quintile,Seldom,0.36888,176,550,0.32852,0.40924
1990,17-29 y.,3rd Quintile,Never,0.36449,226,550,0.32423,0.40475
1990,17-29 y.,4th Quintile,At least once per week,0.11494,78,608,0.08957,0.14031
1990,17-29 y.,4th Quintile,At least once per month,0.16220,91,608,0.13287,0.19152
1990,17-29 y.,4th Quintile,Seldom,0.34086,210,608,0.30315,0.37857
1990,17-29 y.,4th Quintile,Never,0.38200,229,608,0.34335,0.42066
1990,17-29 y.,5th Quintile,At least once per week,0.11929,54,403,0.08761,0.15098
1990,17-29 y.,5th Quintile,At least once per month,0.14131,61,403,0.10726,0.17536
1990,17-29 y.,5th Quintile,Seldom,0.40233,151,403,0.35439,0.45026
1990,17-29 y.,5th Quintile,Never,0.32769,137,403,0.28181,0.37357
1990,30-45 y.,1st Quintile,At least once per week,0.06674,32,481,0.04441,0.08907
1990,30-45 y.,1st Quintile,Seldom,0.27508,107,481,0.23513,0.31503
1990,30-45 y.,1st Quintile,Never,0.60363,342,481,0.55987,0.64739
1990,30-45 y.,2nd Quintile,At least once per week,0.08764,49,616,0.06530,0.10999
1990,30-45 y.,2nd Quintile,At least once per month,0.10316,67,616,0.07912,0.12720
1990,30-45 y.,2nd Quintile,Seldom,0.29893,166,616,0.26275,0.33511
1990,30-45 y.,2nd Quintile,Never,0.50829,334,616,0.46877,0.54780
1990,30-45 y.,3rd Quintile,At least once per week,0.09679,56,577,0.07265,0.12094
1990,30-45 y.,3rd Quintile,At least once per month,0.12311,70,577,0.09627,0.14994
1990,30-45 y.,3rd Quintile,Seldom,0.31151,163,577,0.27369,0.34933
1990,30-45 y.,3rd Quintile,Never,0.46071,288,577,0.42000,0.50142
1990,30-45 y.,4th Quintile,At least once per week,0.09509,38,481,0.06885,0.12134
1990,30-45 y.,4th Quintile,At least once per month,0.08747,41,481,0.06219,0.11274
1990,30-45 y.,4th Quintile,Seldom,0.32594,145,481,0.28401,0.36787
1990,30-45 y.,4th Quintile,Never,0.49124,257,481,0.44651,0.53596
1990,30-45 y.,5th Quintile,At least once per week,0.06592,40,588,0.04585,0.08600
1990,30-45 y.,5th Quintile,At least once per month,0.10946,61,588,0.08421,0.13472
1990,30-45 y.,5th Quintile,Seldom,0.35231,208,588,0.31366,0.39095
1990,30-45 y.,5th Quintile,Never,0.46712,279,588,0.42676,0.50749
1990,46-65 y.,1st Quintile,Seldom,0.15422,66,466,0.12139,0.18705
1990,46-65 y.,1st Quintile,Never,0.76095,400,466,0.72219,0.79972
1990,46-65 y.,2nd Quintile,At least once per month,0.08372,39,452,0.05816,0.10928
1990,46-65 y.,2nd Quintile,Seldom,0.20431,86,452,0.16710,0.24153
1990,46-65 y.,2nd Quintile,Never,0.65179,327,452,0.60782,0.69576
1990,46-65 y.,3rd Quintile,At least once per month,0.07318,42,550,0.05140,0.09497
1990,46-65 y.,3rd Quintile,Seldom,0.21122,110,550,0.17707,0.24536
1990,46-65 y.,3rd Quintile,Never,0.66899,398,550,0.62962,0.70835
1990,46-65 y.,4th Quintile,At least once per week,0.04954,36,670,0.03310,0.06599
1990,46-65 y.,4th Quintile,At least once per month,0.07978,49,670,0.05925,0.10031
1990,46-65 y.,4th Quintile,Seldom,0.27664,166,670,0.24275,0.31054
1990,46-65 y.,4th Quintile,Never,0.58986,419,670,0.55259,0.62714
1990,46-65 y.,5th Quintile,At least once per month,0.09014,57,637,0.06789,0.11240
1990,46-65 y.,5th Quintile,Seldom,0.29378,187,637,0.25838,0.32918
1990,46-65 y.,5th Quintile,Never,0.55256,393,637,0.51392,0.59120
1990,66 and older,1st Quintile,Never,0.92595,258,258,0.89394,0.95796
1990,66 and older,2nd Quintile,Never,0.88645,199,199,0.84226,0.93064
