year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,3151,11.89672,11.53343,12.26002,3.33300,9.25000,18.41700,0.0,41.04300,9.25,8.75000,9.91907
1985,Urban regions,female,1966,8.33113,7.94745,8.71482,2.00000,5.50000,12.25000,0.0,27.62500,5.5,5.08300,5.66700
1985,Rural regions,male,803,12.75561,11.99471,13.51651,3.58300,10.50000,19.50000,0.0,43.37550,10.5,8.83300,11.16700
1985,Rural regions,female,510,8.69382,7.94852,9.43912,2.00000,5.50000,12.75000,0.0,28.87500,5.5,5.08093,6.16700
1986,Urban regions,male,2997,11.85609,11.48559,12.22660,2.75000,9.25000,18.16700,0.0,41.29250,9.25,8.66490,9.91907
1986,Urban regions,female,1819,8.59556,8.19607,8.99504,2.08300,5.91700,12.83300,0.0,28.95800,5.917,5.50000,6.33300
1986,Rural regions,male,774,12.44229,11.68935,13.19523,3.16700,9.83300,18.73309,0.0,42.08221,9.833,8.49792,11.17532
1986,Rural regions,female,490,8.56768,7.79639,9.33897,1.90141,5.66700,12.64819,0.0,28.76837,5.667,4.91282,6.50000
1987,Urban regions,male,2977,11.82973,11.45708,12.20238,2.75000,8.91700,18.16700,0.0,41.29250,8.917,8.50000,9.83300
1987,Urban regions,female,1834,8.53245,8.13425,8.93066,1.83300,5.91700,12.89901,0.0,29.49803,5.917,5.50000,6.50000
1987,Rural regions,male,775,12.48050,11.72089,13.24010,2.90098,9.50000,19.11657,0.0,43.43994,9.5,8.58300,10.91700
1987,Rural regions,female,514,8.66207,7.88841,9.43574,1.58300,5.87160,13.25000,0.0,30.75050,5.833,5.08300,6.66907
1988,Urban regions,male,2871,11.90851,11.52356,12.29347,2.58300,9.06342,18.58300,0.0,42.58300,9.083,8.50000,9.75208
1988,Urban regions,female,1834,8.34028,7.94881,8.73175,1.66700,5.66700,12.68448,0.0,29.21069,5.667,4.99792,6.17115
1988,Rural regions,male,719,12.76746,11.98308,13.55184,3.19294,10.08300,19.83300,0.0,42.417,10.083,8.99792,11.42115
1988,Rural regions,female,488,8.82835,8.01292,9.64378,1.66700,6.10733,12.68182,0.0,29.20404,6.083,4.74792,7.00000
1989,Urban regions,male,2792,11.87321,11.48501,12.26140,2.91700,9.08300,18.83300,0.0,42.70700,9.083,8.41700,9.75000
