"plb0219","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","1 Einkommensschwächstes Quintil","männlich","432","0.624172056129763","0.588646107789969","0.659698004469557"
"Nein, nie","2005","1 Einkommensschwächstes Quintil","weiblich","506","0.67102400998403","0.637487833275301","0.704560186692759"
"Nein, nie","2005","2","männlich","690","0.622971495587489","0.594370476005722","0.651572515169257"
"Nein, nie","2005","2","weiblich","662","0.665825250339296","0.636292628837969","0.695357871840623"
"Nein, nie","2005","3","männlich","646","0.570081338808423","0.540970640573265","0.599192037043581"
"Nein, nie","2005","3","weiblich","697","0.709417599034724","0.680918481256031","0.737916716813417"
"Nein, nie","2005","4","männlich","788","0.564206060021307","0.538072626819768","0.590339493222846"
"Nein, nie","2005","4","weiblich","855","0.731830509617791","0.706326039097195","0.757334980138387"
"Nein, nie","2005","5 Einkommensstärkstes Quintil","männlich","722","0.467434729409073","0.441972349712812","0.492897109105334"
"Nein, nie","2005","5 Einkommensstärkstes Quintil","weiblich","804","0.626564610919172","0.599684654035739","0.653444567802606"
"Ja, jede Woche","2005","1 Einkommensschwächstes Quintil","männlich","50","0.0632068933988617","0.0453583388452765","0.0810554479524468"
"Ja, jede Woche","2005","1 Einkommensschwächstes Quintil","weiblich","49","0.0650790949572189","0.0474726932770226","0.0826854966374152"
"Ja, jede Woche","2005","2","männlich","71","0.0651376681203699","0.0505746875875965","0.0797006486531433"
"Ja, jede Woche","2005","2","weiblich","41","0.0416680153656028","0.0291569454073241","0.0541790853238815"
"Ja, jede Woche","2005","3","männlich","66","0.0598587306907474","0.0459094641796016","0.0738079972018931"
"Ja, jede Woche","2005","3","weiblich","36","0.0358011697461054","0.024139044756679","0.0474632947355318"
"Ja, jede Woche","2005","4","männlich","76","0.0482177466309561","0.0369273484734856","0.0595081447884265"
"Ja, jede Woche","2005","4","weiblich","49","0.0496946397481427","0.0371836192451356","0.0622056602511498"
"Ja, jede Woche","2005","5 Einkommensstärkstes Quintil","männlich","125","0.0870493075026176","0.0726626997666065","0.101435915238629"
"Ja, jede Woche","2005","5 Einkommensstärkstes Quintil","weiblich","78","0.0730833121450349","0.0586200132241119","0.0875466110659579"
"Ja, alle 2 Wochen","2005","1 Einkommensschwächstes Quintil","männlich","45","0.052136853766852","0.0358309748153169","0.0684427327183872"
"Ja, alle 2 Wochen","2005","1 Einkommensschwächstes Quintil","weiblich","93","0.128337825890685","0.104464448849475","0.152211202931895"
"Ja, alle 2 Wochen","2005","2","männlich","72","0.0640183882220433","0.0495724297832912","0.0784643466607954"
"Ja, alle 2 Wochen","2005","2","weiblich","122","0.133769508348304","0.112457206812936","0.155081809883672"
"Ja, alle 2 Wochen","2005","3","männlich","93","0.0904306691452041","0.0735664266701013","0.107294911620307"
"Ja, alle 2 Wochen","2005","3","weiblich","96","0.107045764608907","0.087639357927449","0.126452171290366"
"Ja, alle 2 Wochen","2005","4","männlich","97","0.0845947004287605","0.069928578523091","0.09926082233443"
"Ja, alle 2 Wochen","2005","4","weiblich","87","0.0863877580268643","0.070213907330165","0.102561608723564"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","männlich","120","0.0812212424629655","0.0672802925127305","0.0951621924132004"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","weiblich","89","0.0902033505007796","0.0742841445258647","0.106122556475694"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","männlich","38","0.0640068365192236","0.0460533621919517","0.0819603108464954"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","weiblich","33","0.0421092053205403","0.0277738341974492","0.0564445764436313"
"Ja, alle 3-4 Wochen","2005","2","männlich","63","0.0682198000234063","0.0533408496722576","0.083098750374555"
"Ja, alle 3-4 Wochen","2005","2","weiblich","38","0.0455343377124768","0.0324821076634187","0.0585865677615349"
"Ja, alle 3-4 Wochen","2005","3","männlich","58","0.0503283664040124","0.0374730073385175","0.0631837254695074"
"Ja, alle 3-4 Wochen","2005","3","weiblich","48","0.0527369173662356","0.0387075379905376","0.0667662967419337"
"Ja, alle 3-4 Wochen","2005","4","männlich","80","0.0534204572462442","0.041569065370729","0.0652718491217595"
"Ja, alle 3-4 Wochen","2005","4","weiblich","45","0.0388180268492138","0.0276974860031724","0.0499385676952552"
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","männlich","111","0.0882099706125605","0.0737369780492001","0.102682963175921"
"Ja, alle 3-4 Wochen","2005","5 Einkommensstärkstes Quintil","weiblich","56","0.0442937266681285","0.0328604363894037","0.0557270169468533"
"Seltener","2005","1 Einkommensschwächstes Quintil","männlich","149","0.1964773601853","0.167333015052255","0.225621705318346"
"Seltener","2005","1 Einkommensschwächstes Quintil","weiblich","73","0.0934498638475255","0.0726745464114999","0.114225181283551"
"Seltener","2005","2","männlich","207","0.179652648046691","0.156997023618972","0.202308272474411"
"Seltener","2005","2","weiblich","117","0.11320288823432","0.0933658905828043","0.133039885885836"
"Seltener","2005","3","männlich","248","0.229300894951613","0.204581583823497","0.254020206079728"
"Seltener","2005","3","weiblich","98","0.0949985492440274","0.0765938422664998","0.113403256221555"
"Seltener","2005","4","männlich","342","0.249561035672732","0.22675325235787","0.272368818987593"
"Seltener","2005","4","weiblich","123","0.0932690657579885","0.0765267934012432","0.110011338114734"
"Seltener","2005","5 Einkommensstärkstes Quintil","männlich","397","0.276084750012784","0.253269924438537","0.29889957558703"
"Seltener","2005","5 Einkommensstärkstes Quintil","weiblich","217","0.165854999766885","0.145185833426095","0.186524166107674"
"Nein, nie","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein, nie","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein, nie","2006","2","männlich","","","",""
"Nein, nie","2006","2","weiblich","","","",""
"Nein, nie","2006","3","männlich","","","",""
"Nein, nie","2006","3","weiblich","","","",""
"Nein, nie","2006","4","männlich","","","",""
"Nein, nie","2006","4","weiblich","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, jede Woche","2006","2","männlich","","","",""
"Ja, jede Woche","2006","2","weiblich","","","",""
"Ja, jede Woche","2006","3","männlich","","","",""
"Ja, jede Woche","2006","3","weiblich","","","",""
"Ja, jede Woche","2006","4","männlich","","","",""
"Ja, jede Woche","2006","4","weiblich","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, alle 2 Wochen","2006","2","männlich","","","",""
"Ja, alle 2 Wochen","2006","2","weiblich","","","",""
"Ja, alle 2 Wochen","2006","3","männlich","","","",""
"Ja, alle 2 Wochen","2006","3","weiblich","","","",""
"Ja, alle 2 Wochen","2006","4","männlich","","","",""
"Ja, alle 2 Wochen","2006","4","weiblich","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","2","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","2","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","3","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","3","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","4","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","4","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Seltener","2006","2","männlich","","","",""
"Seltener","2006","2","weiblich","","","",""
"Seltener","2006","3","männlich","","","",""
"Seltener","2006","3","weiblich","","","",""
"Seltener","2006","4","männlich","","","",""
"Seltener","2006","4","weiblich","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nein, nie","2007","1 Einkommensschwächstes Quintil","männlich","442","0.676447273103832","0.641102103798021","0.711792442409642"
"Nein, nie","2007","1 Einkommensschwächstes Quintil","weiblich","459","0.664536580784113","0.628944221726862","0.700128939841364"
"Nein, nie","2007","2","männlich","669","0.59874866919571","0.57001720804915","0.627480130342269"
"Nein, nie","2007","2","weiblich","700","0.683130567852155","0.654881360667414","0.711379775036896"
"Nein, nie","2007","3","männlich","642","0.588644048819395","0.559760807517769","0.617527290121021"
"Nein, nie","2007","3","weiblich","691","0.679419101922401","0.650889925756731","0.70794827808807"
"Nein, nie","2007","4","männlich","817","0.553031406006029","0.527316539566771","0.578746272445288"
"Nein, nie","2007","4","weiblich","875","0.668524839849309","0.642418190216812","0.694631489481806"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","männlich","717","0.468309656777001","0.442998375499359","0.493620938054642"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","weiblich","756","0.599274887779297","0.572065085305563","0.626484690253032"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","männlich","53","0.0760835862906397","0.0560525975011534","0.0961145750801261"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","weiblich","39","0.0486759572034677","0.032454262270594","0.0648976521363413"
"Ja, jede Woche","2007","2","männlich","78","0.0723370749972508","0.0571524957980648","0.0875216541964368"
"Ja, jede Woche","2007","2","weiblich","56","0.0626620914599448","0.0479469390249168","0.0773772438949729"
"Ja, jede Woche","2007","3","männlich","73","0.0521033583688512","0.0390589613610918","0.0651477553766107"
"Ja, jede Woche","2007","3","weiblich","45","0.0338458761820642","0.0227916684837558","0.0449000838803727"
"Ja, jede Woche","2007","4","männlich","71","0.0432114823434963","0.0326948078802962","0.0537281568066963"
"Ja, jede Woche","2007","4","weiblich","51","0.0530933317276615","0.0406584846457266","0.0655281788095965"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","männlich","151","0.0977407946494375","0.0826774372388023","0.112804152060073"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","weiblich","108","0.0920592637568615","0.0760064351274811","0.108112092386242"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","männlich","40","0.0605304669205927","0.0425140293487625","0.0785469044924228"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","weiblich","71","0.103699781338002","0.0807176440555395","0.126681918620465"
"Ja, alle 2 Wochen","2007","2","männlich","102","0.0842114278742811","0.0679330803943648","0.100489775354197"
"Ja, alle 2 Wochen","2007","2","weiblich","101","0.0962952579819722","0.0783838402517332","0.114206675712211"
"Ja, alle 2 Wochen","2007","3","männlich","88","0.0956681484783212","0.07840347951587","0.112932817440772"
"Ja, alle 2 Wochen","2007","3","weiblich","123","0.130483940514971","0.109893346804033","0.151074534225909"
"Ja, alle 2 Wochen","2007","4","männlich","112","0.0761636101199188","0.0624439875426484","0.0898832326971892"
"Ja, alle 2 Wochen","2007","4","weiblich","101","0.100240154285065","0.0835849087750114","0.116895399795119"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","männlich","119","0.0890878149544177","0.0746378898357652","0.10353774007307"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","weiblich","83","0.0618984497120692","0.0485185184383878","0.0752783809857506"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","männlich","35","0.0507237627797376","0.0341453635016997","0.0673021620577756"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","weiblich","26","","",""
"Ja, alle 3-4 Wochen","2007","2","männlich","56","0.0663814304876956","0.0517887446305305","0.0809741163448607"
"Ja, alle 3-4 Wochen","2007","2","weiblich","50","0.0352241261300144","0.0240310988408789","0.0464171534191498"
"Ja, alle 3-4 Wochen","2007","3","männlich","74","0.0649684571437274","0.0505015709531186","0.0794353433343362"
"Ja, alle 3-4 Wochen","2007","3","weiblich","46","0.0456592747538677","0.0328987725536805","0.058419776954055"
"Ja, alle 3-4 Wochen","2007","4","männlich","86","0.0615137528282051","0.0490866200367732","0.073940885619637"
"Ja, alle 3-4 Wochen","2007","4","weiblich","45","0.0326443657059902","0.0227891968030872","0.0424995346088933"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","männlich","108","0.0726584593200021","0.0594916320945792","0.085825286545425"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","weiblich","67","0.0548207608482742","0.0421815870395036","0.0674599346570448"
"Seltener","2007","1 Einkommensschwächstes Quintil","männlich","103","0.136214910905198","0.110299641039569","0.162130180770828"
"Seltener","2007","1 Einkommensschwächstes Quintil","weiblich","81","0.135824629112762","0.10999816511396","0.161651093111564"
"Seltener","2007","2","männlich","213","0.178321397445063","0.1558836163084","0.200759178581726"
"Seltener","2007","2","weiblich","135","0.122687956575914","0.102767823117399","0.142608090034428"
"Seltener","2007","3","männlich","238","0.198615987189705","0.17519861837038","0.222033356009031"
"Seltener","2007","3","weiblich","123","0.110591806626696","0.0914199764653121","0.12976363678808"
"Seltener","2007","4","männlich","350","0.266079748702351","0.24322369658528","0.288935800819421"
"Seltener","2007","4","weiblich","177","0.145497308431974","0.125942612419381","0.165052004444567"
"Seltener","2007","5 Einkommensstärkstes Quintil","männlich","398","0.272203274299142","0.249626083233021","0.294780465365263"
"Seltener","2007","5 Einkommensstärkstes Quintil","weiblich","232","0.191946637903498","0.170079127318985","0.213814148488011"
"Nein, nie","2008","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nein, nie","2008","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nein, nie","2008","2","männlich","","","",""
"Nein, nie","2008","2","weiblich","","","",""
"Nein, nie","2008","3","männlich","","","",""
"Nein, nie","2008","3","weiblich","","","",""
"Nein, nie","2008","4","männlich","","","",""
"Nein, nie","2008","4","weiblich","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, jede Woche","2008","2","männlich","","","",""
"Ja, jede Woche","2008","2","weiblich","","","",""
"Ja, jede Woche","2008","3","männlich","","","",""
"Ja, jede Woche","2008","3","weiblich","","","",""
"Ja, jede Woche","2008","4","männlich","","","",""
"Ja, jede Woche","2008","4","weiblich","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, alle 2 Wochen","2008","2","männlich","","","",""
"Ja, alle 2 Wochen","2008","2","weiblich","","","",""
"Ja, alle 2 Wochen","2008","3","männlich","","","",""
"Ja, alle 2 Wochen","2008","3","weiblich","","","",""
"Ja, alle 2 Wochen","2008","4","männlich","","","",""
"Ja, alle 2 Wochen","2008","4","weiblich","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","2","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","2","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","3","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","3","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","4","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","4","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","männlich","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Seltener","2008","2","männlich","","","",""
"Seltener","2008","2","weiblich","","","",""
"Seltener","2008","3","männlich","","","",""
"Seltener","2008","3","weiblich","","","",""
"Seltener","2008","4","männlich","","","",""
"Seltener","2008","4","weiblich","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","männlich","","","",""
