"plb0219","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","Schleswig-Holstein","maennlich","80","0.467161203433228","0.392381913073336","0.541940493793121"
"Nein, nie","2005","Schleswig-Holstein","weiblich","113","0.670333181442336","0.599035922638263","0.74163044024641"
"Nein, nie","2005","Hamburg","maennlich","51","0.573953754780412","0.468828890059297","0.679078619501527"
"Nein, nie","2005","Hamburg","weiblich","53","0.740528619828147","0.637841794868282","0.843215444788011"
"Nein, nie","2005","Niedersachsen","maennlich","255","0.5115535358927","0.467826477453589","0.555280594331811"
"Nein, nie","2005","Niedersachsen","weiblich","295","0.669597858814038","0.625748281533942","0.713447436094135"
"Nein, nie","2005","Bremen","maennlich","13","","",""
"Nein, nie","2005","Bremen","weiblich","21","","",""
"Nein, nie","2005","Nordrhein-Westfalen","maennlich","749","0.597934683886217","0.570925813766576","0.624943554005859"
"Nein, nie","2005","Nordrhein-Westfalen","weiblich","743","0.708171482049548","0.680830197526","0.735512766573097"
"Nein, nie","2005","Hessen","maennlich","229","0.532251470076353","0.485036024190551","0.579466915962155"
"Nein, nie","2005","Hessen","weiblich","249","0.694775657285498","0.647661986885131","0.741889327685864"
"Nein, nie","2005","Rheinland-Pfalz,Saarland","maennlich","201","0.607948093144954","0.555274110460245","0.660622075829664"
"Nein, nie","2005","Rheinland-Pfalz,Saarland","weiblich","209","0.664769606869947","0.612471834177167","0.717067379562727"
"Nein, nie","2005","Baden-Wuerttemberg","maennlich","516","0.677601480987525","0.64467378806035","0.710529173914699"
"Nein, nie","2005","Baden-Wuerttemberg","weiblich","431","0.675114683566606","0.63735675424404","0.712872612889172"
"Nein, nie","2005","Bayern","maennlich","502","0.594268668511459","0.560963200314108","0.62757413670881"
"Nein, nie","2005","Bayern","weiblich","570","0.697350470989392","0.665713045739373","0.728987896239411"
"Nein, nie","2005","Saarland","maennlich","","","",""
"Nein, nie","2005","Saarland","weiblich","","","",""
"Nein, nie","2005","Berlin","maennlich","97","0.441923955670689","0.374915852269094","0.508932059072285"
"Nein, nie","2005","Berlin","weiblich","110","0.654412932702588","0.583954375746517","0.724871489658659"
"Nein, nie","2005","Brandenburg","maennlich","108","0.492282309853376","0.424825604504881","0.559739015201872"
"Nein, nie","2005","Brandenburg","weiblich","135","0.652967661831803","0.587159331494461","0.718775992169146"
"Nein, nie","2005","Mecklenburg-Vorpommern","maennlich","60","0.543553951322987","0.454803318098231","0.632304584547743"
"Nein, nie","2005","Mecklenburg-Vorpommern","weiblich","82","0.678672461055917","0.59580724576784","0.761537676343993"
"Nein, nie","2005","Sachsen","maennlich","192","0.490612355495504","0.440349201532625","0.540875509458382"
"Nein, nie","2005","Sachsen","weiblich","245","0.674277052351861","0.625457945696863","0.723096159006858"
"Nein, nie","2005","Sachsen-Anhalt","maennlich","113","0.496124678446655","0.429905621273861","0.562343735619449"
"Nein, nie","2005","Sachsen-Anhalt","weiblich","132","0.63748419525366","0.571837530746898","0.703130859760421"
"Nein, nie","2005","Thueringen","maennlich","112","0.551794394773625","0.485778710654868","0.617810078892382"
"Nein, nie","2005","Thueringen","weiblich","136","0.702215110422907","0.637533043371825","0.766897177473989"
"Ja, jede Woche","2005","Schleswig-Holstein","maennlich","8","","",""
"Ja, jede Woche","2005","Schleswig-Holstein","weiblich","7","","",""
"Ja, jede Woche","2005","Hamburg","maennlich","4","","",""
"Ja, jede Woche","2005","Hamburg","weiblich","5","","",""
"Ja, jede Woche","2005","Niedersachsen","maennlich","52","0.104434405126124","0.077681759825121","0.131187050427127"
"Ja, jede Woche","2005","Niedersachsen","weiblich","25","","",""
"Ja, jede Woche","2005","Bremen","maennlich","3","","",""
"Ja, jede Woche","2005","Bremen","weiblich","3","","",""
"Ja, jede Woche","2005","Nordrhein-Westfalen","maennlich","73","0.0553562310652997","0.0427597706267637","0.0679526915038357"
"Ja, jede Woche","2005","Nordrhein-Westfalen","weiblich","42","0.0367466257327207","0.0254313579778737","0.0480618934875677"
"Ja, jede Woche","2005","Hessen","maennlich","38","0.100677563768013","0.0722038897973413","0.129151237738685"
"Ja, jede Woche","2005","Hessen","weiblich","19","","",""
"Ja, jede Woche","2005","Rheinland-Pfalz,Saarland","maennlich","21","","",""
"Ja, jede Woche","2005","Rheinland-Pfalz,Saarland","weiblich","17","","",""
"Ja, jede Woche","2005","Baden-Wuerttemberg","maennlich","42","0.0401004035383752","0.0262785945551195","0.0539222125216309"
"Ja, jede Woche","2005","Baden-Wuerttemberg","weiblich","28","","",""
"Ja, jede Woche","2005","Bayern","maennlich","56","0.0637389716566486","0.0471696071252035","0.0803083361880938"
"Ja, jede Woche","2005","Bayern","weiblich","42","0.0640801815821007","0.0472151650869147","0.0809451980772866"
"Ja, jede Woche","2005","Saarland","maennlich","","","",""
"Ja, jede Woche","2005","Saarland","weiblich","","","",""
"Ja, jede Woche","2005","Berlin","maennlich","16","","",""
"Ja, jede Woche","2005","Berlin","weiblich","12","","",""
"Ja, jede Woche","2005","Brandenburg","maennlich","13","","",""
"Ja, jede Woche","2005","Brandenburg","weiblich","10","","",""
"Ja, jede Woche","2005","Mecklenburg-Vorpommern","maennlich","8","","",""
"Ja, jede Woche","2005","Mecklenburg-Vorpommern","weiblich","4","","",""
"Ja, jede Woche","2005","Sachsen","maennlich","21","","",""
"Ja, jede Woche","2005","Sachsen","weiblich","17","","",""
"Ja, jede Woche","2005","Sachsen-Anhalt","maennlich","13","","",""
"Ja, jede Woche","2005","Sachsen-Anhalt","weiblich","11","","",""
"Ja, jede Woche","2005","Thueringen","maennlich","20","","",""
"Ja, jede Woche","2005","Thueringen","weiblich","11","","",""
"Ja, alle 2 Wochen","2005","Schleswig-Holstein","maennlich","13","","",""
"Ja, alle 2 Wochen","2005","Schleswig-Holstein","weiblich","12","","",""
"Ja, alle 2 Wochen","2005","Hamburg","maennlich","6","","",""
"Ja, alle 2 Wochen","2005","Hamburg","weiblich","1","","",""
"Ja, alle 2 Wochen","2005","Niedersachsen","maennlich","32","0.0454499701049824","0.027229382393473","0.0636705578164918"
"Ja, alle 2 Wochen","2005","Niedersachsen","weiblich","48","0.124130449960821","0.0933910181816488","0.154869881739994"
"Ja, alle 2 Wochen","2005","Bremen","maennlich","4","","",""
"Ja, alle 2 Wochen","2005","Bremen","weiblich","6","","",""
"Ja, alle 2 Wochen","2005","Nordrhein-Westfalen","maennlich","100","0.079619012183787","0.0647074394850505","0.0945305848825235"
"Ja, alle 2 Wochen","2005","Nordrhein-Westfalen","weiblich","101","0.0980625157220482","0.0801760075144288","0.115949023929668"
"Ja, alle 2 Wochen","2005","Hessen","maennlich","28","","",""
"Ja, alle 2 Wochen","2005","Hessen","weiblich","32","0.0763458626064609","0.049177560236872","0.10351416497605"
"Ja, alle 2 Wochen","2005","Rheinland-Pfalz,Saarland","maennlich","22","","",""
"Ja, alle 2 Wochen","2005","Rheinland-Pfalz,Saarland","weiblich","29","","",""
"Ja, alle 2 Wochen","2005","Baden-Wuerttemberg","maennlich","41","0.0719542250078859","0.0537492343838558","0.0901592156319161"
"Ja, alle 2 Wochen","2005","Baden-Wuerttemberg","weiblich","49","0.127964785570356","0.101032910038231","0.154896661102481"
"Ja, alle 2 Wochen","2005","Bayern","maennlich","48","0.0636098123545019","0.0470561025485021","0.0801635221605017"
"Ja, alle 2 Wochen","2005","Bayern","weiblich","64","0.0805291417120771","0.0617899393379469","0.0992683440862073"
"Ja, alle 2 Wochen","2005","Saarland","maennlich","","","",""
"Ja, alle 2 Wochen","2005","Saarland","weiblich","","","",""
"Ja, alle 2 Wochen","2005","Berlin","maennlich","21","","",""
"Ja, alle 2 Wochen","2005","Berlin","weiblich","22","","",""
"Ja, alle 2 Wochen","2005","Brandenburg","maennlich","22","","",""
"Ja, alle 2 Wochen","2005","Brandenburg","weiblich","24","","",""
"Ja, alle 2 Wochen","2005","Mecklenburg-Vorpommern","maennlich","10","","",""
"Ja, alle 2 Wochen","2005","Mecklenburg-Vorpommern","weiblich","16","","",""
"Ja, alle 2 Wochen","2005","Sachsen","maennlich","36","0.111980687071584","0.0802748617833759","0.143686512359792"
"Ja, alle 2 Wochen","2005","Sachsen","weiblich","26","","",""
"Ja, alle 2 Wochen","2005","Sachsen-Anhalt","maennlich","27","","",""
"Ja, alle 2 Wochen","2005","Sachsen-Anhalt","weiblich","31","0.191996388921608","0.138210585288672","0.245782192554545"
"Ja, alle 2 Wochen","2005","Thueringen","maennlich","17","","",""
"Ja, alle 2 Wochen","2005","Thueringen","weiblich","26","","",""
"Ja, alle 3-4 Wochen","2005","Schleswig-Holstein","maennlich","14","","",""
"Ja, alle 3-4 Wochen","2005","Schleswig-Holstein","weiblich","3","","",""
"Ja, alle 3-4 Wochen","2005","Hamburg","maennlich","5","","",""
"Ja, alle 3-4 Wochen","2005","Hamburg","weiblich","2","","",""
"Ja, alle 3-4 Wochen","2005","Niedersachsen","maennlich","29","","",""
"Ja, alle 3-4 Wochen","2005","Niedersachsen","weiblich","22","","",""
"Ja, alle 3-4 Wochen","2005","Bremen","maennlich","3","","",""
"Ja, alle 3-4 Wochen","2005","Bremen","weiblich","2","","",""
"Ja, alle 3-4 Wochen","2005","Nordrhein-Westfalen","maennlich","81","0.0713522585317889","0.0571727687542923","0.0855317483092855"
"Ja, alle 3-4 Wochen","2005","Nordrhein-Westfalen","weiblich","47","0.051985272150059","0.0386336652967194","0.0653368790033986"
"Ja, alle 3-4 Wochen","2005","Hessen","maennlich","26","","",""
"Ja, alle 3-4 Wochen","2005","Hessen","weiblich","18","","",""
"Ja, alle 3-4 Wochen","2005","Rheinland-Pfalz,Saarland","maennlich","14","","",""
"Ja, alle 3-4 Wochen","2005","Rheinland-Pfalz,Saarland","weiblich","21","","",""
"Ja, alle 3-4 Wochen","2005","Baden-Wuerttemberg","maennlich","42","0.0501500887801499","0.0347741742223897","0.0655260033379102"
"Ja, alle 3-4 Wochen","2005","Baden-Wuerttemberg","weiblich","20","","",""
"Ja, alle 3-4 Wochen","2005","Bayern","maennlich","49","0.0626712046569792","0.0462318466205509","0.0791105626934074"
"Ja, alle 3-4 Wochen","2005","Bayern","weiblich","32","0.0428660674511403","0.0289168848413735","0.056815250060907"
"Ja, alle 3-4 Wochen","2005","Saarland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2005","Saarland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2005","Berlin","maennlich","15","","",""
"Ja, alle 3-4 Wochen","2005","Berlin","weiblich","7","","",""
"Ja, alle 3-4 Wochen","2005","Brandenburg","maennlich","20","","",""
"Ja, alle 3-4 Wochen","2005","Brandenburg","weiblich","7","","",""
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","maennlich","12","","",""
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","weiblich","7","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen","maennlich","18","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen","weiblich","18","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","maennlich","9","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","weiblich","10","","",""
"Ja, alle 3-4 Wochen","2005","Thueringen","maennlich","13","","",""
"Ja, alle 3-4 Wochen","2005","Thueringen","weiblich","4","","",""
"Seltener","2005","Schleswig-Holstein","maennlich","56","0.325628757671538","0.255392569606915","0.395864945736161"
"Seltener","2005","Schleswig-Holstein","weiblich","32","0.175835197589756","0.118098785249611","0.233571609929901"
"Seltener","2005","Hamburg","maennlich","19","","",""
"Seltener","2005","Hamburg","weiblich","9","","",""
"Seltener","2005","Niedersachsen","maennlich","134","0.279310384397735","0.240062711992373","0.318558056803097"
"Seltener","2005","Niedersachsen","weiblich","52","0.122056515942356","0.0915388917361465","0.152574140148565"
"Seltener","2005","Bremen","maennlich","11","","",""
"Seltener","2005","Bremen","weiblich","8","","",""
"Seltener","2005","Nordrhein-Westfalen","maennlich","263","0.195737814332907","0.173881977973054","0.21759365069276"
"Seltener","2005","Nordrhein-Westfalen","weiblich","129","0.105034104345624","0.0865943876697524","0.123473821021495"
"Seltener","2005","Hessen","maennlich","108","0.227314045837471","0.187655746204641","0.266972345470302"
"Seltener","2005","Hessen","weiblich","49","0.127310386892784","0.0932086200036988","0.16141215378187"
"Seltener","2005","Rheinland-Pfalz,Saarland","maennlich","72","0.206054738815012","0.162415445919555","0.249694031710469"
"Seltener","2005","Rheinland-Pfalz,Saarland","weiblich","37","0.0983147253740175","0.0653300134017227","0.131299437346312"
"Seltener","2005","Baden-Wuerttemberg","maennlich","133","0.160193801686064","0.134353950834473","0.186033652537655"
"Seltener","2005","Baden-Wuerttemberg","weiblich","63","0.107485387632109","0.0825143418050063","0.132456433459211"
"Seltener","2005","Bayern","maennlich","180","0.215711342820411","0.187812941876429","0.243609743764394"
"Seltener","2005","Bayern","weiblich","102","0.11517413826529","0.0931898722131892","0.137158404317391"
"Seltener","2005","Saarland","maennlich","","","",""
"Seltener","2005","Saarland","weiblich","","","",""
"Seltener","2005","Berlin","maennlich","62","0.328355559283842","0.264990658037582","0.391720460530102"
"Seltener","2005","Berlin","weiblich","24","","",""
"Seltener","2005","Brandenburg","maennlich","48","0.21953986712314","0.163687842136426","0.275391892109854"
"Seltener","2005","Brandenburg","weiblich","25","","",""
"Seltener","2005","Mecklenburg-Vorpommern","maennlich","31","0.221234356107086","0.147276368903435","0.295192343310736"
"Seltener","2005","Mecklenburg-Vorpommern","weiblich","13","","",""
"Seltener","2005","Sachsen","maennlich","113","0.297134193112839","0.251185959902259","0.343082426323419"
"Seltener","2005","Sachsen","weiblich","48","0.113557320753404","0.0805067200335593","0.146607921473249"
"Seltener","2005","Sachsen-Anhalt","maennlich","57","0.291241441687289","0.231068425973445","0.351414457401133"
"Seltener","2005","Sachsen-Anhalt","weiblich","22","","",""
"Seltener","2005","Thueringen","maennlich","56","0.225741777503838","0.170244877127045","0.281238677880632"
"Seltener","2005","Thueringen","weiblich","15","","",""
"Nein, nie","2006","Schleswig-Holstein","maennlich","","","",""
"Nein, nie","2006","Schleswig-Holstein","weiblich","","","",""
"Nein, nie","2006","Hamburg","maennlich","","","",""
"Nein, nie","2006","Hamburg","weiblich","","","",""
"Nein, nie","2006","Niedersachsen","maennlich","","","",""
"Nein, nie","2006","Niedersachsen","weiblich","","","",""
"Nein, nie","2006","Bremen","maennlich","","","",""
"Nein, nie","2006","Bremen","weiblich","","","",""
"Nein, nie","2006","Nordrhein-Westfalen","maennlich","","","",""
