"hlf0001_h","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Hauptmieter","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Schleswig-Holstein","2","51","0.396505019587128","0.298652130997612","0.494357908176644"
"Hauptmieter","1995","Schleswig-Holstein","3","31","0.343553701341227","0.243764078177493","0.443343324504961"
"Hauptmieter","1995","Schleswig-Holstein","4","22","","",""
"Hauptmieter","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Hamburg","2","37","0.857618811415978","0.751937814341245","0.963299808490711"
"Hauptmieter","1995","Hamburg","3","23","","",""
"Hauptmieter","1995","Hamburg","4","20","","",""
"Hauptmieter","1995","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Niedersachsen","2","193","0.412486853690619","0.362925593984195","0.462048113397043"
"Hauptmieter","1995","Niedersachsen","3","100","0.424655409869518","0.361725622330718","0.487585197408318"
"Hauptmieter","1995","Niedersachsen","4","69","0.356834195729506","0.287986988943955","0.425681402515056"
"Hauptmieter","1995","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Bremen","2","16","","",""
"Hauptmieter","1995","Bremen","3","8","","",""
"Hauptmieter","1995","Bremen","4","7","","",""
"Hauptmieter","1995","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Nordrhein-Westfalen","2","563","0.523802426139413","0.490953668405339","0.556651183873486"
"Hauptmieter","1995","Nordrhein-Westfalen","3","314","0.486918624652489","0.446655399831788","0.52718184947319"
"Hauptmieter","1995","Nordrhein-Westfalen","4","150","0.375524127856029","0.327888752432872","0.423159503279185"
"Hauptmieter","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Hessen","2","223","0.504152388071048","0.451162858334941","0.557141917807154"
"Hauptmieter","1995","Hessen","3","131","0.48410693632892","0.419800477399987","0.548413395257853"
"Hauptmieter","1995","Hessen","4","83","0.562074926241335","0.481598501314771","0.642551351167899"
"Hauptmieter","1995","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Rheinland-Pfalz,Saarland","2","122","0.364198500939288","0.30763249122502","0.420764510653556"
"Hauptmieter","1995","Rheinland-Pfalz,Saarland","3","68","0.372054035427031","0.299180660129541","0.44492741072452"
"Hauptmieter","1995","Rheinland-Pfalz,Saarland","4","46","0.395987991832052","0.308847661803893","0.48312832186021"
"Hauptmieter","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Baden-Wuerttemberg","2","379","0.394425420393362","0.357391362694499","0.431459478092224"
"Hauptmieter","1995","Baden-Wuerttemberg","3","205","0.36110341521285","0.314946953721384","0.407259876704317"
"Hauptmieter","1995","Baden-Wuerttemberg","4","123","0.351975698154459","0.297290943649518","0.4066604526594"
"Hauptmieter","1995","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Bayern","2","322","0.462636787892705","0.423166353922918","0.502107221862493"
"Hauptmieter","1995","Bayern","3","229","0.419298433045816","0.375016454195497","0.463580411896136"
"Hauptmieter","1995","Bayern","4","119","0.470450375426008","0.409308557093028","0.531592193758988"
"Hauptmieter","1995","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Saarland","2","","","",""
"Hauptmieter","1995","Saarland","3","","","",""
"Hauptmieter","1995","Saarland","4","","","",""
"Hauptmieter","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Berlin","2","197","0.909808334117477","0.871065034659704","0.94855163357525"
"Hauptmieter","1995","Berlin","3","110","0.829505878346593","0.764356909667511","0.894654847025675"
"Hauptmieter","1995","Berlin","4","74","0.720410415225928","0.62919733902045","0.811623491431407"
"Hauptmieter","1995","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Brandenburg","2","113","0.504072549741435","0.43859692068626","0.569548178796609"
"Hauptmieter","1995","Brandenburg","3","51","0.443543350956234","0.346171865447021","0.540914836465447"
"Hauptmieter","1995","Brandenburg","4","42","0.750041368325133","0.638609151032212","0.861473585618054"
"Hauptmieter","1995","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Mecklenburg-Vorpommern","2","90","0.589119168913157","0.508197759899415","0.6700405779269"
"Hauptmieter","1995","Mecklenburg-Vorpommern","3","61","0.608464634174412","0.513742565623492","0.703186702725331"
"Hauptmieter","1995","Mecklenburg-Vorpommern","4","20","","",""
"Hauptmieter","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Sachsen","2","285","0.658445645864881","0.613412408418619","0.703478883311142"
"Hauptmieter","1995","Sachsen","3","143","0.667424859561366","0.605449695550449","0.729400023572284"
"Hauptmieter","1995","Sachsen","4","40","0.679720626553722","0.556411149506503","0.803030103600941"
"Hauptmieter","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Sachsen-Anhalt","2","186","0.557346472604052","0.504627675218117","0.610065269989987"
"Hauptmieter","1995","Sachsen-Anhalt","3","71","0.592359102282908","0.502935841083921","0.681782363481896"
"Hauptmieter","1995","Sachsen-Anhalt","4","21","","",""
"Hauptmieter","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Hauptmieter","1995","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Hauptmieter","1995","Thueringen","2","120","0.527545073406582","0.467662226762842","0.587427920050321"
"Hauptmieter","1995","Thueringen","3","50","0.523182561741782","0.422213839732734","0.62415128375083"
"Hauptmieter","1995","Thueringen","4","11","","",""
"Hauptmieter","1995","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Schleswig-Holstein","2","2","","",""
"Untermieter","1995","Schleswig-Holstein","3","","","",""
"Untermieter","1995","Schleswig-Holstein","4","1","","",""
"Untermieter","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Hamburg","2","","","",""
"Untermieter","1995","Hamburg","3","","","",""
"Untermieter","1995","Hamburg","4","","","",""
"Untermieter","1995","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Niedersachsen","2","9","","",""
"Untermieter","1995","Niedersachsen","3","","","",""
"Untermieter","1995","Niedersachsen","4","6","","",""
"Untermieter","1995","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Bremen","2","","","",""
"Untermieter","1995","Bremen","3","","","",""
"Untermieter","1995","Bremen","4","","","",""
"Untermieter","1995","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Nordrhein-Westfalen","2","10","","",""
"Untermieter","1995","Nordrhein-Westfalen","3","7","","",""
"Untermieter","1995","Nordrhein-Westfalen","4","13","","",""
"Untermieter","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Hessen","2","16","","",""
"Untermieter","1995","Hessen","3","3","","",""
"Untermieter","1995","Hessen","4","3","","",""
"Untermieter","1995","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Rheinland-Pfalz,Saarland","2","1","","",""
"Untermieter","1995","Rheinland-Pfalz,Saarland","3","4","","",""
"Untermieter","1995","Rheinland-Pfalz,Saarland","4","","","",""
"Untermieter","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Baden-Wuerttemberg","2","11","","",""
"Untermieter","1995","Baden-Wuerttemberg","3","5","","",""
"Untermieter","1995","Baden-Wuerttemberg","4","4","","",""
"Untermieter","1995","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Bayern","2","20","","",""
"Untermieter","1995","Bayern","3","20","","",""
"Untermieter","1995","Bayern","4","1","","",""
"Untermieter","1995","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Saarland","2","","","",""
"Untermieter","1995","Saarland","3","","","",""
"Untermieter","1995","Saarland","4","","","",""
"Untermieter","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Berlin","2","1","","",""
"Untermieter","1995","Berlin","3","3","","",""
"Untermieter","1995","Berlin","4","3","","",""
"Untermieter","1995","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Brandenburg","2","11","","",""
"Untermieter","1995","Brandenburg","3","3","","",""
"Untermieter","1995","Brandenburg","4","3","","",""
"Untermieter","1995","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Mecklenburg-Vorpommern","2","1","","",""
"Untermieter","1995","Mecklenburg-Vorpommern","3","","","",""
"Untermieter","1995","Mecklenburg-Vorpommern","4","6","","",""
"Untermieter","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Sachsen","2","3","","",""
"Untermieter","1995","Sachsen","3","2","","",""
"Untermieter","1995","Sachsen","4","","","",""
"Untermieter","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Untermieter","1995","Sachsen-Anhalt","2","13","","",""
"Untermieter","1995","Sachsen-Anhalt","3","4","","",""
"Untermieter","1995","Sachsen-Anhalt","4","","","",""
"Untermieter","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Untermieter","1995","Thueringen","1 Einkommensschwächstes Quintil","","","",""
