year,pgisced97,sex,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,male,No,0.87423,159,159,0.82253,0.92593
2009,No answer / don't know,female,No,0.88778,136,136,0.83453,0.94102
2009,Pre-primary Level,male,No,0.87148,150,150,0.81774,0.92522
2009,Pre-primary Level,female,No,0.82981,123,123,0.76312,0.89649
2009,Primary Level,male,No,0.72620,53,53,0.60500,0.84740
2009,Primary Level,female,No,0.86200,81,81,0.78642,0.93758
2009,Lower Secondary Level,male,Yes,0.18850,101,556,0.15597,0.22104
2009,Lower Secondary Level,male,No,0.81150,455,556,0.77896,0.84403
2009,Lower Secondary Level,female,Yes,0.21375,261,1232,0.19085,0.23665
2009,Lower Secondary Level,female,No,0.78625,971,1232,0.76335,0.80915
2009,Upper Secondary Level,male,Yes,0.17678,737,4275,0.16534,0.18822
2009,Upper Secondary Level,male,No,0.82322,3538,4275,0.81178,0.83466
2009,Upper Secondary Level,female,Yes,0.22809,1035,4788,0.21620,0.23997
2009,Upper Secondary Level,female,No,0.77191,3753,4788,0.76003,0.78380
2009,Post-secondary Non-tertiary Level,male,Yes,0.16568,65,388,0.12864,0.20272
2009,Post-secondary Non-tertiary Level,male,No,0.83432,323,388,0.79728,0.87136
2009,Post-secondary Non-tertiary Level,female,Yes,0.25338,118,607,0.21875,0.28801
2009,Post-secondary Non-tertiary Level,female,No,0.74662,489,607,0.71199,0.78125
2009,First Stage of Tertiary Education,male,Yes,0.20212,156,783,0.17398,0.23027
2009,First Stage of Tertiary Education,male,No,0.79788,627,783,0.76973,0.82602
2009,First Stage of Tertiary Education,female,Yes,0.23337,130,548,0.19793,0.26882
2009,First Stage of Tertiary Education,female,No,0.76663,418,548,0.73118,0.80207
2009,Second Stage of Tertiary Education,male,Yes,0.19784,408,2186,0.18113,0.21454
2009,Second Stage of Tertiary Education,male,No,0.80216,1778,2186,0.78546,0.81887
2009,Second Stage of Tertiary Education,female,Yes,0.20675,377,1849,0.18828,0.22521
2009,Second Stage of Tertiary Education,female,No,0.79325,1472,1849,0.77479,0.81172
2011,No answer / don't know,male,No,0.88254,146,146,0.83014,0.93495
