year,migback,sex,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,Yes,0.18930,1340,7498,0.18043,0.19817
2009,No migration background,male,No,0.81070,6158,7498,0.80183,0.81957
2009,No migration background,female,Yes,0.22850,1753,8152,0.21938,0.23761
2009,No migration background,female,No,0.77150,6399,8152,0.76239,0.78062
2009,Direct migration background,male,Yes,0.17014,143,760,0.14340,0.19687
2009,Direct migration background,male,No,0.82986,617,760,0.80313,0.85660
2009,Direct migration background,female,Yes,0.18701,162,899,0.16150,0.21251
2009,Direct migration background,female,No,0.81299,737,899,0.78749,0.83850
2009,Indirect migration background,male,Yes,0.11150,32,340,0.07800,0.14501
2009,Indirect migration background,male,No,0.88850,308,340,0.85499,0.92200
2009,Indirect migration background,female,Yes,0.17003,62,369,0.13165,0.20841
2009,Indirect migration background,female,No,0.82997,307,369,0.79159,0.86835
2011,No migration background,male,Yes,0.13908,1133,8519,0.13173,0.14642
2011,No migration background,male,No,0.86092,7386,8519,0.85358,0.86827
2011,No migration background,female,Yes,0.16215,1430,9414,0.15470,0.16960
2011,No migration background,female,No,0.83785,7984,9414,0.83040,0.84530
2011,Direct migration background,male,Yes,0.08687,90,892,0.06837,0.10536
2011,Direct migration background,male,No,0.91313,802,892,0.89464,0.93163
2011,Direct migration background,female,Yes,0.14383,146,1124,0.12331,0.16436
2011,Direct migration background,female,No,0.85617,978,1124,0.83564,0.87669
2011,Indirect migration background,male,Yes,0.09061,39,378,0.06163,0.11959
2011,Indirect migration background,male,No,0.90939,339,378,0.88041,0.93837
2011,Indirect migration background,female,Yes,0.13508,53,418,0.10228,0.16789
2011,Indirect migration background,female,No,0.86492,365,418,0.83211,0.89772
2013,No migration background,male,Yes,0.13522,1054,7745,0.12760,0.14283
2013,No migration background,male,No,0.86478,6691,7745,0.85717,0.87240
2013,No migration background,female,Yes,0.15825,1350,8676,0.15056,0.16593
2013,No migration background,female,No,0.84175,7326,8676,0.83407,0.84944
2013,Direct migration background,male,Yes,0.12244,88,752,0.09900,0.14589
2013,Direct migration background,male,No,0.87756,664,752,0.85411,0.90100
2013,Direct migration background,female,Yes,0.17044,150,994,0.14705,0.19383
2013,Direct migration background,female,No,0.82956,844,994,0.80617,0.85295
2013,Indirect migration background,male,Yes,0.08454,39,337,0.05479,0.11428
2013,Indirect migration background,male,No,0.91546,298,337,0.88572,0.94521
2013,Indirect migration background,female,Yes,0.13779,48,362,0.10224,0.17335
2013,Indirect migration background,female,No,0.86221,314,362,0.82665,0.89776
2015,No migration background,male,Yes,0.13275,1142,8737,0.12564,0.13987
2015,No migration background,male,No,0.86725,7595,8737,0.86013,0.87436
2015,No migration background,female,Yes,0.17452,1641,10286,0.16718,0.18186
2015,No migration background,female,No,0.82548,8645,10286,0.81814,0.83282
2015,Direct migration background,male,Yes,0.10198,183,2001,0.08872,0.11524
2015,Direct migration background,male,No,0.89802,1818,2001,0.88476,0.91128
2015,Direct migration background,female,Yes,0.16092,328,2472,0.14643,0.17541
2015,Direct migration background,female,No,0.83908,2144,2472,0.82459,0.85357
2015,Indirect migration background,male,Yes,0.08126,83,721,0.06130,0.10122
2015,Indirect migration background,male,No,0.91874,638,721,0.89878,0.93870
2015,Indirect migration background,female,Yes,0.15661,120,823,0.13176,0.18145
2015,Indirect migration background,female,No,0.84339,703,823,0.81855,0.86824
2017,No migration background,male,Yes,0.14326,1245,9364,0.13616,0.15036
2017,No migration background,male,No,0.85674,8119,9364,0.84964,0.86384
2017,No migration background,female,Yes,0.17834,1839,10747,0.17110,0.18558
2017,No migration background,female,No,0.82166,8908,10747,0.81442,0.82890
2017,Direct migration background,male,Yes,0.11498,222,2133,0.10144,0.12852
2017,Direct migration background,male,No,0.88502,1911,2133,0.87148,0.89856
2017,Direct migration background,female,Yes,0.15023,374,2683,0.13671,0.16376
2017,Direct migration background,female,No,0.84977,2309,2683,0.83624,0.86329
2017,Indirect migration background,male,Yes,0.12483,106,764,0.10138,0.14828
2017,Indirect migration background,male,No,0.87517,658,764,0.85172,0.89862
2017,Indirect migration background,female,Yes,0.17029,136,858,0.14513,0.19546
2017,Indirect migration background,female,No,0.82971,722,858,0.80454,0.85487
2019,No migration background,male,Yes,0.15055,1412,9729,0.14344,0.15766
2019,No migration background,male,No,0.84945,8317,9729,0.84234,0.85656
2019,No migration background,female,Yes,0.14871,1511,10388,0.14187,0.15556
2019,No migration background,female,No,0.85129,8877,10388,0.84444,0.85813
2019,Direct migration background,male,Yes,0.13367,189,1805,0.11796,0.14937
2019,Direct migration background,male,No,0.86633,1616,1805,0.85063,0.88204
2019,Direct migration background,female,Yes,0.12711,242,2225,0.11326,0.14095
2019,Direct migration background,female,No,0.87289,1983,2225,0.85905,0.88674
2019,Indirect migration background,male,Yes,0.15149,94,745,0.12573,0.17726
2019,Indirect migration background,male,No,0.84851,651,745,0.82274,0.87427
2019,Indirect migration background,female,Yes,0.13214,99,828,0.10906,0.15522
2019,Indirect migration background,female,No,0.86786,729,828,0.84478,0.89094
2021,No migration background,male,Yes,0.13080,802,6181,0.12239,0.13921
2021,No migration background,male,No,0.86920,5379,6181,0.86079,0.87761
2021,No migration background,female,Yes,0.16116,1049,6899,0.15248,0.16984
2021,No migration background,female,No,0.83884,5850,6899,0.83016,0.84752
2021,Direct migration background,male,Yes,0.13074,253,2688,0.11799,0.14348
2021,Direct migration background,male,No,0.86926,2435,2688,0.85652,0.88201
2021,Direct migration background,female,Yes,0.10869,277,2500,0.09648,0.12089
2021,Direct migration background,female,No,0.89131,2223,2500,0.87911,0.90352
