year,migback,sampreg,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Yes,0.21357,2278,11224,0.20599,0.22115
2009,No migration background,West,No,0.78643,8946,11224,0.77885,0.79401
2009,No migration background,East,Yes,0.19431,815,4426,0.18265,0.20596
2009,No migration background,East,No,0.80569,3611,4426,0.79404,0.81735
2009,Direct migration background,West,Yes,0.17871,291,1584,0.15983,0.19758
2009,Direct migration background,West,No,0.82129,1293,1584,0.80242,0.84017
2009,Direct migration background,East,No,0.80892,61,61,0.70944,0.90840
2009,Indirect migration background,West,Yes,0.14064,88,669,0.11427,0.16700
2009,Indirect migration background,West,No,0.85936,581,669,0.83300,0.88573
2009,Indirect migration background,East,No,0.84836,34,34,0.72599,0.97074
2011,No migration background,West,Yes,0.15288,1934,13165,0.14674,0.15903
2011,No migration background,West,No,0.84712,11231,13165,0.84097,0.85326
2011,No migration background,East,Yes,0.14318,629,4768,0.13324,0.15313
2011,No migration background,East,No,0.85682,4139,4768,0.84687,0.86676
2011,Direct migration background,West,Yes,0.11659,227,1921,0.10224,0.13095
2011,Direct migration background,West,No,0.88341,1694,1921,0.86905,0.89776
2011,Direct migration background,East,No,0.84808,86,86,0.77177,0.92439
2011,Indirect migration background,West,Yes,0.11021,88,754,0.08784,0.13257
2011,Indirect migration background,West,No,0.88979,666,754,0.86743,0.91216
2011,Indirect migration background,East,No,0.85279,38,38,0.73863,0.96696
2013,No migration background,West,Yes,0.15111,1831,12098,0.14473,0.15749
2013,No migration background,West,No,0.84889,10267,12098,0.84251,0.85527
2013,No migration background,East,Yes,0.13172,573,4323,0.12164,0.14180
2013,No migration background,East,No,0.86828,3750,4323,0.85820,0.87836
2013,Direct migration background,West,Yes,0.14509,227,1655,0.12811,0.16206
2013,Direct migration background,West,No,0.85491,1428,1655,0.83794,0.87189
2013,Direct migration background,East,No,0.77419,80,80,0.68199,0.86639
2013,Indirect migration background,West,Yes,0.11262,83,661,0.08850,0.13673
2013,Indirect migration background,West,No,0.88738,578,661,0.86327,0.91150
2013,Indirect migration background,East,No,0.94200,34,34,0.86225,1.02175
2015,No migration background,West,Yes,0.15679,2086,14178,0.15081,0.16278
2015,No migration background,West,No,0.84321,12092,14178,0.83722,0.84919
2015,No migration background,East,Yes,0.14448,697,4845,0.13458,0.15438
2015,No migration background,East,No,0.85552,4148,4845,0.84562,0.86542
2015,Direct migration background,West,Yes,0.12931,470,4157,0.11911,0.13951
2015,Direct migration background,West,No,0.87069,3687,4157,0.86049,0.88089
2015,Direct migration background,East,Yes,0.20107,41,316,0.15681,0.24533
2015,Direct migration background,East,No,0.79893,275,316,0.75467,0.84319
2015,Indirect migration background,West,Yes,0.11897,195,1452,0.10231,0.13563
2015,Indirect migration background,West,No,0.88103,1257,1452,0.86437,0.89769
2015,Indirect migration background,East,No,0.94118,84,84,0.89057,0.99180
2017,No migration background,West,Yes,0.16316,2348,15004,0.15724,0.16907
2017,No migration background,West,No,0.83684,12656,15004,0.83093,0.84276
2017,No migration background,East,Yes,0.15308,736,5107,0.14320,0.16295
2017,No migration background,East,No,0.84692,4371,5107,0.83705,0.85680
2017,Direct migration background,West,Yes,0.13364,542,4432,0.12362,0.14366
2017,Direct migration background,West,No,0.86636,3890,4432,0.85634,0.87638
2017,Direct migration background,East,Yes,0.13510,54,384,0.10087,0.16934
2017,Direct migration background,East,No,0.86490,330,384,0.83066,0.89913
2017,Indirect migration background,West,Yes,0.14710,229,1523,0.12931,0.16490
2017,Indirect migration background,West,No,0.85290,1294,1523,0.83510,0.87069
2017,Indirect migration background,East,No,0.87147,86,86,0.80032,0.94262
2019,No migration background,Does not apply,No,0.74908,44,44,0.61949,0.87866
2019,No migration background,West,Yes,0.15152,2171,14941,0.14577,0.15727
2019,No migration background,West,No,0.84848,12770,14941,0.84273,0.85423
2019,No migration background,East,Yes,0.14211,733,5115,0.13254,0.15168
2019,No migration background,East,No,0.85789,4382,5115,0.84832,0.86746
2019,Direct migration background,West,Yes,0.13006,396,3714,0.11924,0.14088
2019,Direct migration background,West,No,0.86994,3318,3714,0.85912,0.88076
2019,Direct migration background,East,Yes,0.13243,34,313,0.09482,0.17005
2019,Direct migration background,East,No,0.86757,279,313,0.82995,0.90518
2019,Indirect migration background,West,Yes,0.14315,174,1449,0.12511,0.16119
2019,Indirect migration background,West,No,0.85685,1275,1449,0.83881,0.87489
2019,Indirect migration background,East,No,0.90332,103,103,0.84597,0.96067
2021,No migration background,West,Yes,0.14688,1389,9846,0.13989,0.15388
2021,No migration background,West,No,0.85312,8457,9846,0.84612,0.86011
2021,No migration background,East,Yes,0.14412,465,3241,0.13203,0.15621
2021,No migration background,East,No,0.85588,2776,3241,0.84379,0.86797
2021,Direct migration background,West,Yes,0.12105,482,4652,0.11167,0.13042
2021,Direct migration background,West,No,0.87895,4170,4652,0.86958,0.88833
2021,Direct migration background,East,Yes,0.09654,48,536,0.07152,0.12157
2021,Direct migration background,East,No,0.90346,488,536,0.87843,0.92848
2021,Indirect migration background,West,Yes,0.12976,106,845,0.10709,0.15243
2021,Indirect migration background,West,No,0.87024,739,845,0.84757,0.89291
2021,Indirect migration background,East,No,0.92362,70,70,0.86095,0.98629
