year,bula_h,sex,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,male,Yes,0.20742,49,248,0.15685,0.25798
2009,Schleswig-Holstein,male,No,0.79258,199,248,0.74202,0.84315
2009,Schleswig-Holstein,female,Yes,0.21803,55,262,0.16794,0.26812
2009,Schleswig-Holstein,female,No,0.78197,207,262,0.73188,0.83206
2009,Hamburg,male,Yes,0.27863,31,126,0.20003,0.35722
2009,Hamburg,male,No,0.72137,95,126,0.64278,0.79997
2009,Hamburg,female,Yes,0.25877,33,141,0.18622,0.33132
2009,Hamburg,female,No,0.74123,108,141,0.66868,0.81378
2009,Lower Saxony,male,Yes,0.18194,126,789,0.15500,0.20887
2009,Lower Saxony,male,No,0.81806,663,789,0.79113,0.84500
2009,Lower Saxony,female,Yes,0.23744,182,844,0.20872,0.26617
2009,Lower Saxony,female,No,0.76256,662,844,0.73383,0.79128
2009,Bremen,male,No,0.85816,49,49,0.75946,0.95686
2009,Bremen,female,No,0.74453,52,52,0.62484,0.86423
2009,North Rhine-Westphalia,male,Yes,0.17554,309,1736,0.15764,0.19344
2009,North Rhine-Westphalia,male,No,0.82446,1427,1736,0.80656,0.84236
2009,North Rhine-Westphalia,female,Yes,0.20747,392,1892,0.18919,0.22574
2009,North Rhine-Westphalia,female,No,0.79253,1500,1892,0.77426,0.81081
2009,Hesse,male,Yes,0.17750,115,583,0.14646,0.20854
2009,Hesse,male,No,0.82250,468,583,0.79146,0.85354
2009,Hesse,female,Yes,0.25818,161,634,0.22408,0.29227
2009,Hesse,female,No,0.74182,473,634,0.70773,0.77592
2009,"Rhineland-Palatinate, Saarland",male,Yes,0.22413,105,463,0.18610,0.26215
2009,"Rhineland-Palatinate, Saarland",male,No,0.77587,358,463,0.73785,0.81390
2009,"Rhineland-Palatinate, Saarland",female,Yes,0.18787,119,561,0.15552,0.22022
2009,"Rhineland-Palatinate, Saarland",female,No,0.81213,442,561,0.77978,0.84448
2009,Baden-Wuerttemberg,male,Yes,0.16008,150,1007,0.13742,0.18274
2009,Baden-Wuerttemberg,male,No,0.83992,857,1007,0.81726,0.86258
2009,Baden-Wuerttemberg,female,Yes,0.20505,194,1100,0.18118,0.22892
2009,Baden-Wuerttemberg,female,No,0.79495,906,1100,0.77108,0.81882
2009,Bavaria,male,Yes,0.19308,230,1235,0.17106,0.21510
2009,Bavaria,male,No,0.80692,1005,1235,0.78490,0.82894
2009,Bavaria,female,Yes,0.22672,299,1374,0.20457,0.24887
2009,Bavaria,female,No,0.77328,1075,1374,0.75113,0.79543
2009,Berlin,male,Yes,0.22515,63,317,0.17910,0.27121
2009,Berlin,male,No,0.77485,254,317,0.72879,0.82090
2009,Berlin,female,Yes,0.27939,93,366,0.23336,0.32543
2009,Berlin,female,No,0.72061,273,366,0.67457,0.76664
2009,Brandenburg,male,Yes,0.16204,58,381,0.12499,0.19909
2009,Brandenburg,male,No,0.83796,323,381,0.80091,0.87501
2009,Brandenburg,female,Yes,0.23764,97,408,0.19629,0.27900
2009,Brandenburg,female,No,0.76236,311,408,0.72100,0.80371
2009,Mecklenburg-Western Pomerania,male,Yes,0.17022,34,222,0.12067,0.21977
2009,Mecklenburg-Western Pomerania,male,No,0.82978,188,222,0.78023,0.87933
2009,Mecklenburg-Western Pomerania,female,Yes,0.15641,34,248,0.11111,0.20171
2009,Mecklenburg-Western Pomerania,female,No,0.84359,214,248,0.79829,0.88889
2009,Saxony,male,Yes,0.16814,121,675,0.13991,0.19638
2009,Saxony,male,No,0.83186,554,675,0.80362,0.86009
2009,Saxony,female,Yes,0.21316,144,694,0.18267,0.24365
2009,Saxony,female,No,0.78684,550,694,0.75635,0.81733
2009,Saxony-Anhalt,male,Yes,0.16978,59,367,0.13131,0.20824
2009,Saxony-Anhalt,male,No,0.83022,308,367,0.79176,0.86869
2009,Saxony-Anhalt,female,Yes,0.23369,86,402,0.19227,0.27510
2009,Saxony-Anhalt,female,No,0.76631,316,402,0.72490,0.80773
2009,Thuringa,male,Yes,0.17602,58,393,0.13832,0.21372
2009,Thuringa,male,No,0.82398,335,393,0.78628,0.86168
2009,Thuringa,female,Yes,0.17769,76,430,0.14152,0.21387
2009,Thuringa,female,No,0.82231,354,430,0.78613,0.85848
2011,Schleswig-Holstein,male,Yes,0.15028,44,306,0.11018,0.19039
2011,Schleswig-Holstein,male,No,0.84972,262,306,0.80961,0.88982
2011,Schleswig-Holstein,female,Yes,0.12823,48,345,0.09290,0.16357
2011,Schleswig-Holstein,female,No,0.87177,297,345,0.83643,0.90710
2011,Hamburg,male,No,0.86932,131,131,0.81138,0.92726
2011,Hamburg,female,No,0.83902,136,136,0.77703,0.90102
2011,Lower Saxony,male,Yes,0.11057,102,899,0.09006,0.13108
2011,Lower Saxony,male,No,0.88943,797,899,0.86892,0.90994
2011,Lower Saxony,female,Yes,0.13917,151,1009,0.11781,0.16054
2011,Lower Saxony,female,No,0.86083,858,1009,0.83946,0.88219
2011,Bremen,male,No,0.81066,51,51,0.70207,0.91926
2011,Bremen,female,No,0.75046,54,54,0.63395,0.86696
2011,North Rhine-Westphalia,male,Yes,0.12881,240,1967,0.11400,0.14361
2011,North Rhine-Westphalia,male,No,0.87119,1727,1967,0.85639,0.88600
2011,North Rhine-Westphalia,female,Yes,0.15396,318,2164,0.13875,0.16917
2011,North Rhine-Westphalia,female,No,0.84604,1846,2164,0.83083,0.86125
2011,Hesse,male,Yes,0.14566,106,656,0.11865,0.17268
