year,age_gr,migback,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.11662,261,2293,0.10348,0.12976
2009,17-29 y.,No migration background,No,0.88338,2032,2293,0.87024,0.89652
2009,17-29 y.,Direct migration background,No,0.92002,156,156,0.87732,0.96273
2009,17-29 y.,Indirect migration background,Yes,0.11055,38,388,0.07931,0.14179
2009,17-29 y.,Indirect migration background,No,0.88945,350,388,0.85821,0.92069
2009,30-45 y.,No migration background,Yes,0.16586,583,3876,0.15415,0.17757
2009,30-45 y.,No migration background,No,0.83414,3293,3876,0.82243,0.84585
2009,30-45 y.,Direct migration background,Yes,0.15732,76,530,0.12629,0.18835
2009,30-45 y.,Direct migration background,No,0.84268,454,530,0.81165,0.87371
2009,30-45 y.,Indirect migration background,Yes,0.14926,40,269,0.10660,0.19193
2009,30-45 y.,Indirect migration background,No,0.85074,229,269,0.80807,0.89340
2009,46-65 y.,No migration background,Yes,0.22365,1236,5660,0.21279,0.23450
2009,46-65 y.,No migration background,No,0.77635,4424,5660,0.76550,0.78721
2009,46-65 y.,Direct migration background,Yes,0.19874,130,619,0.16728,0.23021
2009,46-65 y.,Direct migration background,No,0.80126,489,619,0.76979,0.83272
2009,46-65 y.,Indirect migration background,No,0.63251,31,31,0.45998,0.80503
2009,66 and older,No migration background,Yes,0.28910,1013,3821,0.27472,0.30348
2009,66 and older,No migration background,No,0.71090,2808,3821,0.69652,0.72528
2009,66 and older,Direct migration background,Yes,0.24414,81,336,0.19813,0.29014
2009,66 and older,Direct migration background,No,0.75586,255,336,0.70986,0.80187
2011,17-29 y.,No migration background,Yes,0.10436,257,2390,0.09210,0.11662
2011,17-29 y.,No migration background,No,0.89564,2133,2390,0.88338,0.90790
2011,17-29 y.,Direct migration background,No,0.89686,195,195,0.85406,0.93966
2011,17-29 y.,Indirect migration background,Yes,0.07198,33,389,0.04627,0.09770
2011,17-29 y.,Indirect migration background,No,0.92802,356,389,0.90230,0.95373
2011,30-45 y.,No migration background,Yes,0.14096,536,3955,0.13012,0.15181
2011,30-45 y.,No migration background,No,0.85904,3419,3955,0.84819,0.86988
2011,30-45 y.,Direct migration background,Yes,0.10470,63,588,0.07993,0.12946
2011,30-45 y.,Direct migration background,No,0.89530,525,588,0.87054,0.92007
2011,30-45 y.,Indirect migration background,Yes,0.14083,36,313,0.10223,0.17943
