year,age_gr,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.11228,317,2855,0.10069,0.12386
2009,17-29 y.,No,0.88772,2538,2855,0.87614,0.89931
2009,30-45 y.,Yes,0.16352,699,4675,0.15292,0.17413
2009,30-45 y.,No,0.83648,3976,4675,0.82587,0.84708
2009,46-65 y.,Yes,0.22147,1381,6325,0.21124,0.23171
2009,46-65 y.,No,0.77853,4944,6325,0.76829,0.78876
2009,66 and older,Yes,0.28470,1095,4163,0.27099,0.29841
2009,66 and older,No,0.71530,3068,4163,0.70159,0.72901
2011,17-29 y.,Yes,0.09995,310,2994,0.08920,0.11069
2011,17-29 y.,No,0.90005,2684,2994,0.88931,0.91080
2011,30-45 y.,Yes,0.13568,635,4856,0.12605,0.14531
2011,30-45 y.,No,0.86432,4221,4856,0.85469,0.87395
2011,46-65 y.,Yes,0.16014,1158,7774,0.15199,0.16830
2011,46-65 y.,No,0.83986,6616,7774,0.83170,0.84801
2011,66 and older,Yes,0.16029,788,5121,0.15024,0.17034
2011,66 and older,No,0.83971,4333,5121,0.82966,0.84976
2013,17-29 y.,Yes,0.11096,295,2536,0.09873,0.12319
2013,17-29 y.,No,0.88904,2241,2536,0.87681,0.90127
2013,30-45 y.,Yes,0.14018,551,4073,0.12951,0.15084
2013,30-45 y.,No,0.85982,3522,4073,0.84916,0.87049
2013,46-65 y.,Yes,0.15942,1133,7319,0.15103,0.16780
2013,46-65 y.,No,0.84058,6186,7319,0.83220,0.84897
2013,66 and older,Yes,0.14973,750,4938,0.13977,0.15968
2013,66 and older,No,0.85027,4188,4938,0.84032,0.86023
2015,17-29 y.,Yes,0.11301,436,3923,0.10310,0.12292
2015,17-29 y.,No,0.88699,3487,3923,0.87708,0.89690
2015,30-45 y.,Yes,0.13824,939,7356,0.13035,0.14612
2015,30-45 y.,No,0.86176,6417,7356,0.85388,0.86965
2015,46-65 y.,Yes,0.15931,1319,8877,0.15170,0.16693
2015,46-65 y.,No,0.84069,7558,8877,0.83307,0.84830
2015,66 and older,Yes,0.16811,803,4884,0.15762,0.17860
2015,66 and older,No,0.83189,4081,4884,0.82140,0.84238
2017,17-29 y.,Yes,0.12800,521,4359,0.11808,0.13792
2017,17-29 y.,No,0.87200,3838,4359,0.86208,0.88192
2017,30-45 y.,Yes,0.14836,999,7257,0.14018,0.15654
2017,30-45 y.,No,0.85164,6258,7257,0.84346,0.85982
2017,46-65 y.,Yes,0.16800,1583,9973,0.16066,0.17534
2017,46-65 y.,No,0.83200,8390,9973,0.82466,0.83934
2017,66 and older,Yes,0.16468,819,4960,0.15436,0.17500
2017,66 and older,No,0.83532,4141,4960,0.82500,0.84564
2019,17-29 y.,Yes,0.13413,459,3843,0.12335,0.14491
2019,17-29 y.,No,0.86587,3384,3843,0.85509,0.87665
2019,30-45 y.,Yes,0.13139,796,6288,0.12304,0.13975
2019,30-45 y.,No,0.86861,5492,6288,0.86025,0.87696
2019,46-65 y.,Yes,0.14123,1462,10420,0.13454,0.14792
2019,46-65 y.,No,0.85877,8958,10420,0.85208,0.86546
2019,66 and older,Yes,0.17585,834,5175,0.16548,0.18623
2019,66 and older,No,0.82415,4341,5175,0.81377,0.83452
2021,17-29 y.,Yes,0.10746,334,3184,0.09670,0.11822
2021,17-29 y.,No,0.89254,2850,3184,0.88178,0.90330
2021,30-45 y.,Yes,0.12614,584,5215,0.11712,0.13515
2021,30-45 y.,No,0.87386,4631,5215,0.86485,0.88288
2021,46-65 y.,Yes,0.14255,997,7230,0.13449,0.15061
2021,46-65 y.,No,0.85745,6233,7230,0.84939,0.86551
2021,66 and older,Yes,0.17486,587,3573,0.16240,0.18732
2021,66 and older,No,0.82514,2986,3573,0.81268,0.83760
