year,bula_h,pgisced97,ple0023,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Lower Secondary Level,No,0.0032608825880706366,44,16667,0.0032467930515005265,0.0032749721246407466
2009,Schleswig-Holstein,Upper Secondary Level,Yes,0.005315724242926642,66,16667,0.005297753657536906,0.005333694828316379
2009,Schleswig-Holstein,Upper Secondary Level,No,0.016130235597938702,211,16667,0.016099102127150135,0.01616136906872727
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.001874154067860839,34,16667,0.0018634651516640777,0.0018848429840576002
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.00387032402744238,66,16667,0.003854978918406335,0.003885669136478425
2009,Hamburg,Upper Secondary Level,No,0.007396236592828337,92,16667,0.007375061187473677,0.007417411998182998
2009,Hamburg,Second Stage of Tertiary Education,No,0.0034514791081880825,57,16667,0.0034369850424973043,0.0034659731738788608
2009,Lower Saxony,Lower Secondary Level,Yes,0.0031360996675162383,38,16667,0.003122281474995768,0.0031499178600367084
2009,Lower Saxony,Lower Secondary Level,No,0.009742979916127274,149,16667,0.009718704971664186,0.00976725486059036
2009,Lower Saxony,Upper Secondary Level,Yes,0.011153437091782462,163,16667,0.011127482918993306,0.011179391264571618
2009,Lower Saxony,Upper Secondary Level,No,0.045163998697115446,703,16667,0.04511267724190927,0.045215320152321624
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.004250940258862708,78,16667,0.004234861377540914,0.004267019140184502
2009,Lower Saxony,First Stage of Tertiary Education,No,0.005298509488788157,93,16667,0.005280567870242174,0.0053164511073341405
2009,Lower Saxony,Second Stage of Tertiary Education,Yes,0.003950409988439635,65,16667,0.003934907552611763,0.003965912424267507
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.012957531782959828,241,16667,0.012929582708078794,0.012985480857840863
2009,Bremen,Upper Secondary Level,No,0.003781327578569662,49,16667,0.003766159245156187,0.003796495911983137
2009,North Rhine-Westphalia,Pre-primary Level,No,0.003828659924816494,65,16667,0.003813397315270007,0.003843922534362981
2009,North Rhine-Westphalia,Primary Level,No,0.0038997338045445437,45,16667,0.0038843307311058626,0.003915136877983225
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.005530623842482592,82,16667,0.00551229558640194,0.005548952098563243
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.02458755747575104,329,16667,0.024549284677501188,0.02462583027400089
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.022968102656662888,348,16667,0.02293108104611388,0.023005124267211897
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.09571873905763431,1405,16667,0.09564602998149263,0.09579144813377599
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.004158026820253391,50,16667,0.0041421238871108875,0.004173929753395894
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.013655890177155974,222,16667,0.013627207967114367,0.013684572387197582
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.0028488466520305853,52,16667,0.0028356746008148764,0.002862018703246294
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.013633816587796473,202,16667,0.013605157247630012,0.013662475927962934
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.007384570046297846,143,16667,0.007363411223835923,0.007405728868759768
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.031290364782342955,598,16667,0.03124733783854995,0.03133339172613596
2009,Hesse,Lower Secondary Level,Yes,0.0026895195927815496,31,16667,0.002676720154101411,0.002702319031461688
2009,Hesse,Lower Secondary Level,No,0.007111802913260171,89,16667,0.007091035691199028,0.0071325701353213145
2009,Hesse,Upper Secondary Level,Yes,0.00931044278300336,134,16667,0.009286707613545017,0.009334177952461704
2009,Hesse,Upper Secondary Level,No,0.032219437322066544,439,16667,0.03217579721575678,0.03226307742837631
2009,Hesse,Post-secondary Non-tertiary Level,No,0.004460301508072655,73,16667,0.004443833169905095,0.004476769846240215
2009,Hesse,First Stage of Tertiary Education,No,0.004011737897844448,52,16667,0.003996116073071832,0.004027359722617064
2009,Hesse,Second Stage of Tertiary Education,Yes,0.003274329642295254,64,16667,0.003260211180009651,0.0032884481045808572
2009,Hesse,Second Stage of Tertiary Education,No,0.014685247320612799,254,16667,0.014655519265216048,0.01471497537600955
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.0027589272772569474,38,16667,0.00274596418590586,0.0027718903686080347
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.008367343359466758,121,16667,0.008344831696289717,0.008389855022643798
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.006882590569293469,119,16667,0.006862158392322784,0.006903022746264155
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.026836227083788435,399,16667,0.026796288554131412,0.026876165613445458
