year,migback,quintil_oecd,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.21058,433,2175,0.19344,0.22772
2009,No migration background,1st Quintile,No,0.78942,1742,2175,0.77228,0.80656
2009,No migration background,2nd Quintile,Yes,0.21897,511,2634,0.20318,0.23477
2009,No migration background,2nd Quintile,No,0.78103,2123,2634,0.76523,0.79682
2009,No migration background,3rd Quintile,Yes,0.21171,608,2998,0.19708,0.22634
2009,No migration background,3rd Quintile,No,0.78829,2390,2998,0.77366,0.80292
2009,No migration background,4th Quintile,Yes,0.20677,673,3377,0.19311,0.22043
2009,No migration background,4th Quintile,No,0.79323,2704,3377,0.77957,0.80689
2009,No migration background,5th Quintile,Yes,0.20193,868,4462,0.19015,0.21371
2009,No migration background,5th Quintile,No,0.79807,3594,4462,0.78629,0.80985
2009,Direct migration background,1st Quintile,Yes,0.18123,94,516,0.14796,0.21450
2009,Direct migration background,1st Quintile,No,0.81877,422,516,0.78550,0.85204
2009,Direct migration background,2nd Quintile,Yes,0.13474,65,379,0.10032,0.16917
2009,Direct migration background,2nd Quintile,No,0.86526,314,379,0.83083,0.89968
2009,Direct migration background,3rd Quintile,Yes,0.23379,58,285,0.18457,0.28302
2009,Direct migration background,3rd Quintile,No,0.76621,227,285,0.71698,0.81543
2009,Direct migration background,4th Quintile,Yes,0.21932,51,262,0.16912,0.26952
2009,Direct migration background,4th Quintile,No,0.78068,211,262,0.73048,0.83088
2009,Direct migration background,5th Quintile,Yes,0.14824,37,216,0.10074,0.19573
2009,Direct migration background,5th Quintile,No,0.85176,179,216,0.80427,0.89926
2009,Indirect migration background,1st Quintile,No,0.84327,153,153,0.78547,0.90107
2009,Indirect migration background,2nd Quintile,No,0.81530,128,128,0.74781,0.88279
2009,Indirect migration background,3rd Quintile,No,0.90776,113,113,0.85417,0.96135
2009,Indirect migration background,4th Quintile,No,0.90723,111,111,0.85302,0.96145
2009,Indirect migration background,5th Quintile,No,0.84495,110,110,0.77700,0.91290
2011,No migration background,1st Quintile,Yes,0.17026,307,1941,0.15353,0.18699
2011,No migration background,1st Quintile,No,0.82974,1634,1941,0.81301,0.84647
2011,No migration background,2nd Quintile,Yes,0.15152,328,2298,0.13686,0.16618
2011,No migration background,2nd Quintile,No,0.84848,1970,2298,0.83382,0.86314
2011,No migration background,3rd Quintile,Yes,0.15364,394,2716,0.14008,0.16721
2011,No migration background,3rd Quintile,No,0.84636,2322,2716,0.83279,0.85992
2011,No migration background,4th Quintile,Yes,0.15055,418,2997,0.13774,0.16335
2011,No migration background,4th Quintile,No,0.84945,2579,2997,0.83665,0.86226
2011,No migration background,5th Quintile,Yes,0.16326,579,3765,0.15145,0.17507
2011,No migration background,5th Quintile,No,0.83674,3186,3765,0.82493,0.84855
2011,Direct migration background,1st Quintile,Yes,0.12442,57,395,0.09183,0.15701
2011,Direct migration background,1st Quintile,No,0.87558,338,395,0.84299,0.90817
2011,Direct migration background,2nd Quintile,Yes,0.11681,37,316,0.08134,0.15228
2011,Direct migration background,2nd Quintile,No,0.88319,279,316,0.84772,0.91866
2011,Direct migration background,3rd Quintile,No,0.87663,205,205,0.83150,0.92176
2011,Direct migration background,4th Quintile,No,0.85826,157,157,0.80352,0.91299
2011,Direct migration background,5th Quintile,No,0.86970,169,169,0.81880,0.92061
2011,Indirect migration background,1st Quintile,No,0.83484,135,135,0.77197,0.89771
2011,Indirect migration background,2nd Quintile,No,0.88295,102,102,0.82025,0.94565
2011,Indirect migration background,3rd Quintile,No,0.94073,109,109,0.89619,0.98526
2011,Indirect migration background,4th Quintile,No,0.91569,94,94,0.85922,0.97216
2011,Indirect migration background,5th Quintile,No,0.88251,116,116,0.82366,0.94137
2013,No migration background,1st Quintile,Yes,0.15534,386,2441,0.14096,0.16971
2013,No migration background,1st Quintile,No,0.84466,2055,2441,0.83029,0.85904
2013,No migration background,2nd Quintile,Yes,0.15204,415,2882,0.13893,0.16516
2013,No migration background,2nd Quintile,No,0.84796,2467,2882,0.83484,0.86107
2013,No migration background,3rd Quintile,Yes,0.14199,448,3158,0.12982,0.15417
2013,No migration background,3rd Quintile,No,0.85801,2710,3158,0.84583,0.87018
2013,No migration background,4th Quintile,Yes,0.15409,526,3555,0.14222,0.16596
2013,No migration background,4th Quintile,No,0.84591,3029,3555,0.83404,0.85778
2013,No migration background,5th Quintile,Yes,0.13551,629,4382,0.12538,0.14565
2013,No migration background,5th Quintile,No,0.86449,3753,4382,0.85435,0.87462
2013,Direct migration background,1st Quintile,Yes,0.15375,72,514,0.12253,0.18496
2013,Direct migration background,1st Quintile,No,0.84625,442,514,0.81504,0.87747
2013,Direct migration background,2nd Quintile,Yes,0.15086,58,416,0.11642,0.18529
2013,Direct migration background,2nd Quintile,No,0.84914,358,416,0.81471,0.88358
2013,Direct migration background,3rd Quintile,Yes,0.14854,45,319,0.10945,0.18763
2013,Direct migration background,3rd Quintile,No,0.85146,274,319,0.81237,0.89055
2013,Direct migration background,4th Quintile,Yes,0.15696,37,241,0.11094,0.20299
2013,Direct migration background,4th Quintile,No,0.84304,204,241,0.79701,0.88906
2013,Direct migration background,5th Quintile,No,0.87566,230,230,0.83292,0.91840
2013,Indirect migration background,1st Quintile,No,0.89274,123,123,0.83783,0.94765
2013,Indirect migration background,2nd Quintile,No,0.86265,125,125,0.80206,0.92324
2013,Indirect migration background,3rd Quintile,No,0.89170,116,116,0.83490,0.94850
2013,Indirect migration background,4th Quintile,No,0.89669,106,106,0.83847,0.95490
2013,Indirect migration background,5th Quintile,No,0.89731,141,141,0.84703,0.94759
2015,No migration background,1st Quintile,Yes,0.17651,493,3030,0.16293,0.19009
2015,No migration background,1st Quintile,No,0.82349,2537,3030,0.80991,0.83707
