year,pgisced97,sampreg,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,West,No,0.87710,217,217,0.83332,0.92089
2009,No answer / don't know,East,No,0.89711,78,78,0.82924,0.96497
2009,Pre-primary Level,West,Yes,0.15730,34,258,0.11278,0.20181
2009,Pre-primary Level,West,No,0.84270,224,258,0.79819,0.88722
2009,Pre-primary Level,East,No,0.89796,49,49,0.81233,0.98360
2009,Primary Level,West,Yes,0.21922,31,150,0.15279,0.28565
2009,Primary Level,West,No,0.78078,119,150,0.71435,0.84721
2009,Lower Secondary Level,West,Yes,0.20602,302,1525,0.18571,0.22632
2009,Lower Secondary Level,West,No,0.79398,1223,1525,0.77368,0.81429
2009,Lower Secondary Level,East,Yes,0.20341,60,263,0.15466,0.25215
2009,Lower Secondary Level,East,No,0.79659,203,263,0.74785,0.84534
2009,Upper Secondary Level,West,Yes,0.20674,1350,6669,0.19702,0.21646
2009,Upper Secondary Level,West,No,0.79326,5319,6669,0.78354,0.80298
2009,Upper Secondary Level,East,Yes,0.18798,422,2394,0.17233,0.20364
2009,Upper Secondary Level,East,No,0.81202,1972,2394,0.79636,0.82767
2009,Post-secondary Non-tertiary Level,West,Yes,0.22380,162,844,0.19566,0.25194
2009,Post-secondary Non-tertiary Level,West,No,0.77620,682,844,0.74806,0.80434
2009,Post-secondary Non-tertiary Level,East,No,0.83669,130,130,0.77290,0.90048
2009,First Stage of Tertiary Education,West,Yes,0.21283,200,959,0.18691,0.23875
2009,First Stage of Tertiary Education,West,No,0.78717,759,959,0.76125,0.81309
2009,First Stage of Tertiary Education,East,Yes,0.22230,86,372,0.17999,0.26461
2009,First Stage of Tertiary Education,East,No,0.77770,286,372,0.73539,0.82001
2009,Second Stage of Tertiary Education,West,Yes,0.19748,551,2828,0.18281,0.21216
2009,Second Stage of Tertiary Education,West,No,0.80252,2277,2828,0.78784,0.81719
2009,Second Stage of Tertiary Education,East,Yes,0.21635,234,1207,0.19311,0.23959
2009,Second Stage of Tertiary Education,East,No,0.78365,973,1207,0.76041,0.80689
2011,No answer / don't know,West,No,0.84920,234,234,0.80325,0.89515
2011,No answer / don't know,East,No,0.84575,45,45,0.73902,0.95247
2011,Pre-primary Level,West,No,0.93899,256,256,0.90961,0.96837
2011,Primary Level,West,Yes,0.15499,35,201,0.10483,0.20514
2011,Primary Level,West,No,0.84501,166,201,0.79486,0.89517
2011,Lower Secondary Level,West,Yes,0.14362,266,1869,0.12772,0.15953
2011,Lower Secondary Level,West,No,0.85638,1603,1869,0.84047,0.87228
2011,Lower Secondary Level,East,Yes,0.10833,32,297,0.07292,0.14373
2011,Lower Secondary Level,East,No,0.89167,265,297,0.85627,0.92708
2011,Upper Secondary Level,West,Yes,0.14362,1105,7862,0.13587,0.15138
2011,Upper Secondary Level,West,No,0.85638,6757,7862,0.84862,0.86413
2011,Upper Secondary Level,East,Yes,0.14053,336,2628,0.12724,0.15382
2011,Upper Secondary Level,East,No,0.85947,2292,2628,0.84618,0.87276
2011,Post-secondary Non-tertiary Level,West,Yes,0.15157,154,1023,0.12958,0.17355
2011,Post-secondary Non-tertiary Level,West,No,0.84843,869,1023,0.82645,0.87042
2011,Post-secondary Non-tertiary Level,East,No,0.82196,152,152,0.76095,0.88298
2011,First Stage of Tertiary Education,West,Yes,0.15907,154,1044,0.13687,0.18127
2011,First Stage of Tertiary Education,West,No,0.84093,890,1044,0.81873,0.86313
2011,First Stage of Tertiary Education,East,Yes,0.15029,58,401,0.11527,0.18532
2011,First Stage of Tertiary Education,East,No,0.84971,343,401,0.81468,0.88473
2011,Second Stage of Tertiary Education,West,Yes,0.15011,484,3300,0.13792,0.16230
2011,Second Stage of Tertiary Education,West,No,0.84989,2816,3300,0.83770,0.86208
2011,Second Stage of Tertiary Education,East,Yes,0.15745,182,1288,0.13755,0.17735
2011,Second Stage of Tertiary Education,East,No,0.84255,1106,1288,0.82265,0.86245
2013,No answer / don't know,West,No,0.85640,210,210,0.80886,0.90395
2013,No answer / don't know,East,No,0.89290,33,33,0.78575,1.00005
2013,Pre-primary Level,West,No,0.92226,209,209,0.88586,0.95865
2013,Primary Level,West,No,0.79544,132,132,0.72637,0.86452
2013,Lower Secondary Level,West,Yes,0.14251,238,1605,0.12540,0.15961
2013,Lower Secondary Level,West,No,0.85749,1367,1605,0.84039,0.87460
2013,Lower Secondary Level,East,Yes,0.10667,33,246,0.06801,0.14532
2013,Lower Secondary Level,East,No,0.89333,213,246,0.85468,0.93199
2013,Upper Secondary Level,West,Yes,0.14872,1042,7051,0.14042,0.15703
2013,Upper Secondary Level,West,No,0.85128,6009,7051,0.84297,0.85958
2013,Upper Secondary Level,East,Yes,0.13247,300,2356,0.11878,0.14616
2013,Upper Secondary Level,East,No,0.86753,2056,2356,0.85384,0.88122
2013,Post-secondary Non-tertiary Level,West,Yes,0.17826,152,926,0.15360,0.20293
2013,Post-secondary Non-tertiary Level,West,No,0.82174,774,926,0.79707,0.84640
2013,Post-secondary Non-tertiary Level,East,No,0.87074,154,154,0.81758,0.92390
2013,First Stage of Tertiary Education,West,Yes,0.14977,151,951,0.12707,0.17246
2013,First Stage of Tertiary Education,West,No,0.85023,800,951,0.82754,0.87293
2013,First Stage of Tertiary Education,East,Yes,0.13615,50,372,0.10125,0.17105
2013,First Stage of Tertiary Education,East,No,0.86385,322,372,0.82895,0.89875
