year,quintil_oecd,regtyp,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,Yes,0.20094,354,1799,0.18241,0.21946
2009,1st Quintile,Urban regions,No,0.79906,1445,1799,0.78054,0.81759
2009,1st Quintile,Rural regions,Yes,0.19890,197,1069,0.17496,0.22284
2009,1st Quintile,Rural regions,No,0.80110,872,1069,0.77716,0.82504
2009,2nd Quintile,Urban regions,Yes,0.20852,370,1898,0.19024,0.22680
2009,2nd Quintile,Urban regions,No,0.79148,1528,1898,0.77320,0.80976
2009,2nd Quintile,Rural regions,Yes,0.19316,227,1264,0.17138,0.21493
2009,2nd Quintile,Rural regions,No,0.80684,1037,1264,0.78507,0.82862
2009,3rd Quintile,Urban regions,Yes,0.21983,434,2024,0.20178,0.23787
2009,3rd Quintile,Urban regions,No,0.78017,1590,2024,0.76213,0.79822
2009,3rd Quintile,Rural regions,Yes,0.18887,243,1383,0.16823,0.20950
2009,3rd Quintile,Rural regions,No,0.81113,1140,1383,0.79050,0.83177
2009,4th Quintile,Urban regions,Yes,0.21413,496,2454,0.19790,0.23037
2009,4th Quintile,Urban regions,No,0.78587,1958,2454,0.76963,0.80210
2009,4th Quintile,Rural regions,Yes,0.18128,248,1316,0.16046,0.20210
2009,4th Quintile,Rural regions,No,0.81872,1068,1316,0.79790,0.83954
2009,5th Quintile,Urban regions,Yes,0.19626,689,3542,0.18318,0.20934
2009,5th Quintile,Urban regions,No,0.80374,2853,3542,0.79066,0.81682
2009,5th Quintile,Rural regions,Yes,0.19962,234,1264,0.17757,0.22166
2009,5th Quintile,Rural regions,No,0.80038,1030,1264,0.77834,0.82243
2011,1st Quintile,Urban regions,Yes,0.16742,251,1512,0.14859,0.18624
2011,1st Quintile,Urban regions,No,0.83258,1261,1512,0.81376,0.85141
2011,1st Quintile,Rural regions,Yes,0.14989,135,981,0.12754,0.17224
2011,1st Quintile,Rural regions,No,0.85011,846,981,0.82776,0.87246
2011,2nd Quintile,Urban regions,Yes,0.15375,238,1629,0.13623,0.17127
2011,2nd Quintile,Urban regions,No,0.84625,1391,1629,0.82873,0.86377
2011,2nd Quintile,Rural regions,Yes,0.12722,138,1098,0.10750,0.14694
2011,2nd Quintile,Rural regions,No,0.87278,960,1098,0.85306,0.89250
2011,3rd Quintile,Urban regions,Yes,0.14518,261,1865,0.12918,0.16117
2011,3rd Quintile,Urban regions,No,0.85482,1604,1865,0.83883,0.87082
2011,3rd Quintile,Rural regions,Yes,0.15016,167,1199,0.12993,0.17039
2011,3rd Quintile,Rural regions,No,0.84984,1032,1199,0.82961,0.87007
2011,4th Quintile,Urban regions,Yes,0.15011,321,2226,0.13527,0.16495
2011,4th Quintile,Urban regions,No,0.84989,1905,2226,0.83505,0.86473
2011,4th Quintile,Rural regions,Yes,0.14202,138,1063,0.12102,0.16301
2011,4th Quintile,Rural regions,No,0.85798,925,1063,0.83699,0.87898
2011,5th Quintile,Urban regions,Yes,0.16479,475,3037,0.15160,0.17799
2011,5th Quintile,Urban regions,No,0.83521,2562,3037,0.82201,0.84840
2011,5th Quintile,Rural regions,Yes,0.14211,143,1052,0.12100,0.16322
2011,5th Quintile,Rural regions,No,0.85789,909,1052,0.83678,0.87900
2013,1st Quintile,Urban regions,Yes,0.16786,308,1829,0.15073,0.18499
2013,1st Quintile,Urban regions,No,0.83214,1521,1829,0.81501,0.84927
2013,1st Quintile,Rural regions,Yes,0.13148,172,1271,0.11290,0.15007
2013,1st Quintile,Rural regions,No,0.86852,1099,1271,0.84993,0.88710
2013,2nd Quintile,Urban regions,Yes,0.15882,311,2041,0.14296,0.17468
2013,2nd Quintile,Urban regions,No,0.84118,1730,2041,0.82532,0.85704
2013,2nd Quintile,Rural regions,Yes,0.13916,180,1400,0.12102,0.15730
2013,2nd Quintile,Rural regions,No,0.86084,1220,1400,0.84270,0.87898
2013,3rd Quintile,Urban regions,Yes,0.15348,321,2133,0.13818,0.16879
2013,3rd Quintile,Urban regions,No,0.84652,1812,2133,0.83121,0.86182
2013,3rd Quintile,Rural regions,Yes,0.12229,183,1471,0.10555,0.13904
2013,3rd Quintile,Rural regions,No,0.87771,1288,1471,0.86096,0.89445
2013,4th Quintile,Urban regions,Yes,0.14908,367,2478,0.13506,0.16311
2013,4th Quintile,Urban regions,No,0.85092,2111,2478,0.83689,0.86494
2013,4th Quintile,Rural regions,Yes,0.16044,211,1439,0.14147,0.17941
2013,4th Quintile,Rural regions,No,0.83956,1228,1439,0.82059,0.85853
2013,5th Quintile,Urban regions,Yes,0.13540,503,3589,0.12420,0.14659
2013,5th Quintile,Urban regions,No,0.86460,3086,3589,0.85341,0.87580
2013,5th Quintile,Rural regions,Yes,0.12879,173,1211,0.10992,0.14766
2013,5th Quintile,Rural regions,No,0.87121,1038,1211,0.85234,0.89008
2015,1st Quintile,Urban regions,Yes,0.17105,482,3200,0.15800,0.18410
2015,1st Quintile,Urban regions,No,0.82895,2718,3200,0.81590,0.84200
2015,1st Quintile,Rural regions,Yes,0.16180,277,1882,0.14516,0.17845
2015,1st Quintile,Rural regions,No,0.83820,1605,1882,0.82155,0.85484
2015,2nd Quintile,Urban regions,Yes,0.15526,443,3147,0.14261,0.16792
2015,2nd Quintile,Urban regions,No,0.84474,2704,3147,0.83208,0.85739
2015,2nd Quintile,Rural regions,Yes,0.14900,280,2102,0.13378,0.16423
2015,2nd Quintile,Rural regions,No,0.85100,1822,2102,0.83577,0.86622
2015,3rd Quintile,Urban regions,Yes,0.13760,396,2995,0.12526,0.14993
2015,3rd Quintile,Urban regions,No,0.86240,2599,2995,0.85007,0.87474
2015,3rd Quintile,Rural regions,Yes,0.15160,245,1847,0.13524,0.16796
2015,3rd Quintile,Rural regions,No,0.84840,1602,1847,0.83204,0.86476
2015,4th Quintile,Urban regions,Yes,0.15228,475,3060,0.13954,0.16501
2015,4th Quintile,Urban regions,No,0.84772,2585,3060,0.83499,0.86046
2015,4th Quintile,Rural regions,Yes,0.15368,211,1695,0.13650,0.17085
2015,4th Quintile,Rural regions,No,0.84632,1484,1695,0.82915,0.86350
2015,5th Quintile,Urban regions,Yes,0.13266,506,3795,0.12187,0.14346
2015,5th Quintile,Urban regions,No,0.86734,3289,3795,0.85654,0.87813
2015,5th Quintile,Rural regions,Yes,0.13902,182,1313,0.12030,0.15774
2015,5th Quintile,Rural regions,No,0.86098,1131,1313,0.84226,0.87970
2017,1st Quintile,Urban regions,Yes,0.17626,482,2964,0.16254,0.18998
2017,1st Quintile,Urban regions,No,0.82374,2482,2964,0.81002,0.83746
2017,1st Quintile,Rural regions,Yes,0.18466,263,1753,0.16649,0.20283
2017,1st Quintile,Rural regions,No,0.81534,1490,1753,0.79717,0.83351
2017,2nd Quintile,Urban regions,Yes,0.15390,406,2915,0.14080,0.16700
2017,2nd Quintile,Urban regions,No,0.84610,2509,2915,0.83300,0.85920
2017,2nd Quintile,Rural regions,Yes,0.14198,230,1878,0.12619,0.15777
2017,2nd Quintile,Rural regions,No,0.85802,1648,1878,0.84223,0.87381
2017,3rd Quintile,Urban regions,Yes,0.14820,409,2684,0.13476,0.16165
2017,3rd Quintile,Urban regions,No,0.85180,2275,2684,0.83835,0.86524
2017,3rd Quintile,Rural regions,Yes,0.14310,250,1730,0.12659,0.15960
2017,3rd Quintile,Rural regions,No,0.85690,1480,1730,0.84040,0.87341
2017,4th Quintile,Urban regions,Yes,0.15114,421,2835,0.13796,0.16433
2017,4th Quintile,Urban regions,No,0.84886,2414,2835,0.83567,0.86204
2017,4th Quintile,Rural regions,Yes,0.13141,187,1523,0.11444,0.14838
2017,4th Quintile,Rural regions,No,0.86859,1336,1523,0.85162,0.88556
2017,5th Quintile,Urban regions,Yes,0.15179,492,3425,0.13978,0.16381
2017,5th Quintile,Urban regions,No,0.84821,2933,3425,0.83619,0.86022
2017,5th Quintile,Rural regions,Yes,0.15926,169,1129,0.13791,0.18061
2017,5th Quintile,Rural regions,No,0.84074,960,1129,0.81939,0.86209
2019,1st Quintile,Urban regions,Yes,0.17031,416,2786,0.15635,0.18427
2019,1st Quintile,Urban regions,No,0.82969,2370,2786,0.81573,0.84365
2019,1st Quintile,Rural regions,Yes,0.16376,254,1659,0.14595,0.18157
2019,1st Quintile,Rural regions,No,0.83624,1405,1659,0.81843,0.85405
2019,2nd Quintile,Urban regions,Yes,0.13289,375,2867,0.12047,0.14532
2019,2nd Quintile,Urban regions,No,0.86711,2492,2867,0.85468,0.87953
2019,2nd Quintile,Rural regions,Yes,0.15954,258,1902,0.14308,0.17600
2019,2nd Quintile,Rural regions,No,0.84046,1644,1902,0.82400,0.85692
2019,3rd Quintile,Urban regions,Yes,0.13567,369,2749,0.12287,0.14848
2019,3rd Quintile,Urban regions,No,0.86433,2380,2749,0.85152,0.87713
2019,3rd Quintile,Rural regions,Yes,0.14284,212,1673,0.12606,0.15961
2019,3rd Quintile,Rural regions,No,0.85716,1461,1673,0.84039,0.87394
2019,4th Quintile,Urban regions,Yes,0.14943,380,2769,0.13615,0.16271
2019,4th Quintile,Urban regions,No,0.85057,2389,2769,0.83729,0.86385
2019,4th Quintile,Rural regions,Yes,0.14571,213,1504,0.12788,0.16355
2019,4th Quintile,Rural regions,No,0.85429,1291,1504,0.83645,0.87212
2019,5th Quintile,Urban regions,Yes,0.13657,483,3512,0.12522,0.14793
2019,5th Quintile,Urban regions,No,0.86343,3029,3512,0.85207,0.87478
2019,5th Quintile,Rural regions,Yes,0.10719,144,1306,0.09041,0.12398
2019,5th Quintile,Rural regions,No,0.89281,1162,1306,0.87602,0.90959
2021,1st Quintile,Urban regions,Yes,0.17644,411,3333,0.16350,0.18939
2021,1st Quintile,Urban regions,No,0.82356,2922,3333,0.81061,0.83650
2021,1st Quintile,Rural regions,Yes,0.14561,210,1448,0.12744,0.16379
2021,1st Quintile,Rural regions,No,0.85439,1238,1448,0.83621,0.87256
2021,2nd Quintile,Urban regions,Yes,0.15076,322,2179,0.13573,0.16578
2021,2nd Quintile,Urban regions,No,0.84924,1857,2179,0.83422,0.86427
2021,2nd Quintile,Rural regions,Yes,0.10983,170,1352,0.09316,0.12651
2021,2nd Quintile,Rural regions,No,0.89017,1182,1352,0.87349,0.90684
2021,3rd Quintile,Urban regions,Yes,0.14991,291,2000,0.13426,0.16556
2021,3rd Quintile,Urban regions,No,0.85009,1709,2000,0.83444,0.86574
2021,3rd Quintile,Rural regions,Yes,0.14629,155,1129,0.12566,0.16691
2021,3rd Quintile,Rural regions,No,0.85371,974,1129,0.83309,0.87434
2021,4th Quintile,Urban regions,Yes,0.11770,276,2111,0.10395,0.13145
2021,4th Quintile,Urban regions,No,0.88230,1835,2111,0.86855,0.89605
2021,4th Quintile,Rural regions,Yes,0.13207,121,1078,0.11185,0.15230
2021,4th Quintile,Rural regions,No,0.86793,957,1078,0.84770,0.88815
