year,quintil_oecd,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Urban regions,Agree completely,0.10069,77,975,0.08179,0.11959
1992,1st Quintile,Urban regions,Agree,0.21493,208,975,0.18913,0.24073
1992,1st Quintile,Urban regions,Disagree,0.31259,325,975,0.28348,0.34170
1992,1st Quintile,Urban regions,Disagree completely,0.37179,365,975,0.34144,0.40214
1992,1st Quintile,Rural regions,Agree completely,0.10858,132,1244,0.09128,0.12587
1992,1st Quintile,Rural regions,Agree,0.29502,368,1244,0.26966,0.32037
1992,1st Quintile,Rural regions,Disagree,0.30701,392,1244,0.28137,0.33265
1992,1st Quintile,Rural regions,Disagree completely,0.28939,352,1244,0.26418,0.31460
1992,2nd Quintile,Urban regions,Agree completely,0.05488,66,1134,0.04162,0.06815
1992,2nd Quintile,Urban regions,Agree,0.14033,157,1134,0.12011,0.16056
1992,2nd Quintile,Urban regions,Disagree,0.32466,383,1134,0.29739,0.35192
1992,2nd Quintile,Urban regions,Disagree completely,0.48012,528,1134,0.45103,0.50921
1992,2nd Quintile,Rural regions,Agree completely,0.05637,62,1110,0.04279,0.06994
1992,2nd Quintile,Rural regions,Agree,0.18548,212,1110,0.16260,0.20835
1992,2nd Quintile,Rural regions,Disagree,0.37912,436,1110,0.35056,0.40767
1992,2nd Quintile,Rural regions,Disagree completely,0.37904,400,1110,0.35048,0.40759
1992,3rd Quintile,Urban regions,Agree completely,0.03748,47,1260,0.02698,0.04797
1992,3rd Quintile,Urban regions,Agree,0.11317,139,1260,0.09567,0.13067
1992,3rd Quintile,Urban regions,Disagree,0.32335,417,1260,0.29751,0.34918
1992,3rd Quintile,Urban regions,Disagree completely,0.52601,657,1260,0.49843,0.55359
1992,3rd Quintile,Rural regions,Agree completely,0.04139,32,827,0.02781,0.05498
1992,3rd Quintile,Rural regions,Agree,0.17226,137,827,0.14651,0.19801
1992,3rd Quintile,Rural regions,Disagree,0.31833,297,827,0.28656,0.35010
1992,3rd Quintile,Rural regions,Disagree completely,0.46802,361,827,0.43399,0.50205
1992,4th Quintile,Urban regions,Agree completely,0.04894,56,1452,0.03784,0.06004
1992,4th Quintile,Urban regions,Agree,0.09394,133,1452,0.07893,0.10895
1992,4th Quintile,Urban regions,Disagree,0.26119,399,1452,0.23858,0.28379
1992,4th Quintile,Urban regions,Disagree completely,0.59593,864,1452,0.57068,0.62118
1992,4th Quintile,Rural regions,Agree,0.13960,82,605,0.11196,0.16724
1992,4th Quintile,Rural regions,Disagree,0.33183,210,605,0.29427,0.36938
1992,4th Quintile,Rural regions,Disagree completely,0.48680,313,605,0.44694,0.52666
1992,5th Quintile,Urban regions,Agree completely,0.03231,55,1768,0.02406,0.04055
1992,5th Quintile,Urban regions,Agree,0.06156,105,1768,0.05035,0.07277
1992,5th Quintile,Urban regions,Disagree,0.25964,457,1768,0.23920,0.28008
1992,5th Quintile,Urban regions,Disagree completely,0.64649,1151,1768,0.62420,0.66878
1992,5th Quintile,Rural regions,Agree,0.08734,38,395,0.05946,0.11522
1992,5th Quintile,Rural regions,Disagree,0.33138,140,395,0.28490,0.37786
1992,5th Quintile,Rural regions,Disagree completely,0.52813,217,395,0.47884,0.57742
1993,1st Quintile,Urban regions,Agree completely,0.10509,138,1410,0.08908,0.12110
1993,1st Quintile,Urban regions,Agree,0.22701,316,1410,0.20514,0.24888
1993,1st Quintile,Urban regions,Disagree,0.31885,474,1410,0.29452,0.34319
1993,1st Quintile,Urban regions,Disagree completely,0.34905,482,1410,0.32416,0.37393
1993,1st Quintile,Rural regions,Agree completely,0.12575,136,1146,0.10655,0.14496
1993,1st Quintile,Rural regions,Agree,0.27230,294,1146,0.24651,0.29808
1993,1st Quintile,Rural regions,Disagree,0.36823,432,1146,0.34030,0.39617
1993,1st Quintile,Rural regions,Disagree completely,0.23371,284,1146,0.20920,0.25823
1993,2nd Quintile,Urban regions,Agree completely,0.08420,128,1645,0.07078,0.09763
1993,2nd Quintile,Urban regions,Agree,0.16341,271,1645,0.14554,0.18128
1993,2nd Quintile,Urban regions,Disagree,0.34473,565,1645,0.32175,0.36770
1993,2nd Quintile,Urban regions,Disagree completely,0.40766,681,1645,0.38390,0.43141
1993,2nd Quintile,Rural regions,Agree completely,0.07422,91,1159,0.05912,0.08932
1993,2nd Quintile,Rural regions,Agree,0.21782,241,1159,0.19404,0.24159
1993,2nd Quintile,Rural regions,Disagree,0.36955,463,1159,0.34175,0.39735
1993,2nd Quintile,Rural regions,Disagree completely,0.33841,364,1159,0.31116,0.36567
1993,3rd Quintile,Urban regions,Agree completely,0.07567,114,1694,0.06307,0.08827
1993,3rd Quintile,Urban regions,Agree,0.14004,251,1694,0.12351,0.15657
1993,3rd Quintile,Urban regions,Disagree,0.32829,554,1694,0.30592,0.35066
1993,3rd Quintile,Urban regions,Disagree completely,0.45600,775,1694,0.43227,0.47972
1993,3rd Quintile,Rural regions,Agree completely,0.05805,51,967,0.04331,0.07280
