year,plh0191,sampreg,proportion,n,lower_confidence,upper_confidence
1990,Agree completely,East,1.0,18165,1.0,1.0
1990,Agree,East,1.0,18165,1.0,1.0
1990,Disagree,East,1.0,18165,1.0,1.0
1990,Disagree completely,East,1.0,18165,1.0,1.0
1991,Agree completely,East,0.9941690962099126,17756,0.9930491902123876,0.9952890022074375
1991,Agree completely,West,0.0058309037900874635,17756,0.004710997792562437,0.00695080978761249
1991,Agree,East,0.9989327641408752,17756,0.9984524981470442,0.9994130301347062
1991,Agree,West,0.0010672358591248667,17756,0.0005869698652938113,0.001547501852955922
1991,Disagree,East,0.9938574938574939,17756,0.9927082336724653,0.9950067540425225
1991,Disagree,West,0.006142506142506142,17756,0.004993245957477498,0.0072917663275347865
1991,Disagree completely,East,0.979469632164243,17756,0.9773838096244686,0.9815554547040174
1991,Disagree completely,West,0.020530367835757058,17756,0.018444545295982596,0.02261619037553152
1992,Agree completely,West,0.5035087719298246,17350,0.4960688968719327,0.5109486469877165
1992,Agree completely,East,0.4964912280701754,17350,0.48905135301228353,0.5039311031280673
1992,Agree,East,0.5552747946936197,17350,0.5478803394601349,0.5626692499271045
1992,Agree,West,0.44472520530638027,17350,0.4373307500728955,0.452119660539865
1992,Disagree,West,0.5671598491441834,17350,0.559787212324763,0.5745324859636037
1992,Disagree,East,0.4328401508558167,17350,0.4254675140363963,0.440212787675237
1992,Disagree completely,West,0.7622539560015438,17350,0.7559194489363594,0.7685884630667281
1992,Disagree completely,East,0.2377460439984562,17350,0.2314115369332718,0.2440805510636406
1993,Agree completely,West,0.6576381365113759,16993,0.6505037402327722,0.6647725327899796
1993,Agree completely,East,0.3423618634886241,16993,0.3352274672100204,0.34949625976722776
1993,Agree,West,0.6262959472196041,16993,0.6190219229251831,0.6335699715140252
1993,Agree,East,0.37370405278039587,16993,0.36643002848597483,0.3809780770748169
1993,Disagree,West,0.6570786516853933,16993,0.6499414662161529,0.6642158371546336
