"plh0191","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","maennlich","1","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","weiblich","1","","",""
"Stimmt ganz u.gar","1990","Hauptschule","maennlich","72","0.118525972579397","0.0948997021938665","0.142152242964927"
"Stimmt ganz u.gar","1990","Hauptschule","weiblich","130","","",""
"Stimmt ganz u.gar","1990","Realschule","maennlich","44","0.0530617132080683","0.0377566207557161","0.0683668056604204"
"Stimmt ganz u.gar","1990","Realschule","weiblich","45","0.0672284308188979","0.0491615138967671","0.0852953477410287"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","maennlich","1","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","weiblich","4","0.06705206970215","0.00376612571545461","0.130338013688845"
"Stimmt ganz u.gar","1990","AkademikerIn","maennlich","23","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","weiblich","27","","",""
"Stimmt eher","1990","(noch) kein Abschluss","maennlich","6","0.299495685095835","0.116246031462783","0.482745338728888"
"Stimmt eher","1990","(noch) kein Abschluss","weiblich","6","0.354037735028959","0.14445213305579","0.563623337002128"
"Stimmt eher","1990","Hauptschule","maennlich","167","","",""
"Stimmt eher","1990","Hauptschule","weiblich","207","","",""
"Stimmt eher","1990","Realschule","maennlich","140","","",""
"Stimmt eher","1990","Realschule","weiblich","167","","",""
"Stimmt eher","1990","(Fach-)Abitur","maennlich","14","","",""
"Stimmt eher","1990","(Fach-)Abitur","weiblich","10","","",""
"Stimmt eher","1990","AkademikerIn","maennlich","71","0.164435640521179","0.130301661223756","0.198569619818602"
"Stimmt eher","1990","AkademikerIn","weiblich","107","","",""
"Stimmt eher nicht","1990","(noch) kein Abschluss","maennlich","12","","",""
"Stimmt eher nicht","1990","(noch) kein Abschluss","weiblich","7","0.377331273566283","0.164897765586614","0.589764781545952"
"Stimmt eher nicht","1990","Hauptschule","maennlich","234","","",""
"Stimmt eher nicht","1990","Hauptschule","weiblich","312","0.328115479821176","0.29806804861766","0.358162911024691"
"Stimmt eher nicht","1990","Realschule","maennlich","299","","",""
"Stimmt eher nicht","1990","Realschule","weiblich","272","","",""
"Stimmt eher nicht","1990","(Fach-)Abitur","maennlich","30","0.428743791567407","0.311972002446142","0.545515580688672"
"Stimmt eher nicht","1990","(Fach-)Abitur","weiblich","23","","",""
"Stimmt eher nicht","1990","AkademikerIn","maennlich","181","","",""
"Stimmt eher nicht","1990","AkademikerIn","weiblich","212","","",""
"Stimmt ganz u.gar nicht","1990","(noch) kein Abschluss","maennlich","5","0.19990224602541","0.039901196044229","0.35990329600659"
"Stimmt ganz u.gar nicht","1990","(noch) kein Abschluss","weiblich","6","0.231385670251337","0.0465628634008314","0.416208477101843"
"Stimmt ganz u.gar nicht","1990","Hauptschule","maennlich","246","","",""
"Stimmt ganz u.gar nicht","1990","Hauptschule","weiblich","289","","",""
"Stimmt ganz u.gar nicht","1990","Realschule","maennlich","341","0.410774467333944","0.377183153952098","0.444365780715789"
"Stimmt ganz u.gar nicht","1990","Realschule","weiblich","254","","",""
"Stimmt ganz u.gar nicht","1990","(Fach-)Abitur","maennlich","24","","",""
"Stimmt ganz u.gar nicht","1990","(Fach-)Abitur","weiblich","23","","",""
"Stimmt ganz u.gar nicht","1990","AkademikerIn","maennlich","178","","",""
"Stimmt ganz u.gar nicht","1990","AkademikerIn","weiblich","191","","",""
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","maennlich","1","","",""
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","weiblich","","","",""
"Stimmt ganz u.gar","1991","Hauptschule","maennlich","86","0.140326470554997","0.113645957599923","0.167006983510071"
"Stimmt ganz u.gar","1991","Hauptschule","weiblich","132","","",""
"Stimmt ganz u.gar","1991","Realschule","maennlich","36","0.0458877590586761","0.0313060641330011","0.0604694539843511"
"Stimmt ganz u.gar","1991","Realschule","weiblich","38","0.0499101779539662","0.0338813463819837","0.0659390095259487"
"Stimmt ganz u.gar","1991","(Fach-)Abitur","maennlich","3","","",""
"Stimmt ganz u.gar","1991","(Fach-)Abitur","weiblich","3","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","maennlich","15","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","weiblich","28","","",""
"Stimmt eher","1991","(noch) kein Abschluss","maennlich","10","","",""
"Stimmt eher","1991","(noch) kein Abschluss","weiblich","9","0.386417560809552","0.206060161828708","0.566774959790395"
"Stimmt eher","1991","Hauptschule","maennlich","174","","",""
"Stimmt eher","1991","Hauptschule","weiblich","233","","",""
"Stimmt eher","1991","Realschule","maennlich","153","","",""
"Stimmt eher","1991","Realschule","weiblich","172","","",""
"Stimmt eher","1991","(Fach-)Abitur","maennlich","7","0.0768185929901989","0.0125715976029745","0.141065588377423"
"Stimmt eher","1991","(Fach-)Abitur","weiblich","11","","",""
"Stimmt eher","1991","AkademikerIn","maennlich","79","0.194338692305386","0.157324206352923","0.231353178257849"
