year,migback,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,No answer / don't know,Disagree,0.34532,42,91,0.24708,0.44355
1992,No migration background,No answer / don't know,Disagree completely,0.42596,49,91,0.32380,0.52813
1992,No migration background,Urban regions,Agree completely,0.04912,273,6131,0.04371,0.05453
1992,No migration background,Urban regions,Agree,0.11387,698,6131,0.10592,0.12182
1992,No migration background,Urban regions,Disagree,0.29253,1851,6131,0.28114,0.30392
1992,No migration background,Urban regions,Disagree completely,0.54448,3309,6131,0.53202,0.55695
1992,No migration background,Rural regions,Agree completely,0.06188,249,4037,0.05444,0.06931
1992,No migration background,Rural regions,Agree,0.19131,794,4037,0.17918,0.20345
1992,No migration background,Rural regions,Disagree,0.33416,1418,4037,0.31961,0.34871
1992,No migration background,Rural regions,Disagree completely,0.41265,1576,4037,0.39746,0.42784
1992,Direct migration background,Urban regions,Agree,0.11179,40,372,0.07973,0.14386
1992,Direct migration background,Urban regions,Disagree,0.26035,113,372,0.21570,0.30500
1992,Direct migration background,Urban regions,Disagree completely,0.55747,219,372,0.50692,0.60801
1992,Direct migration background,Rural regions,Agree,0.22392,41,152,0.15743,0.29041
1992,Direct migration background,Rural regions,Disagree,0.30350,52,152,0.23017,0.37683
1992,Direct migration background,Rural regions,Disagree completely,0.34564,59,152,0.26978,0.42149
1992,Indirect migration background,Urban regions,Disagree completely,0.66488,37,37,0.51068,0.81908
1993,No migration background,Urban regions,Agree completely,0.07160,385,6098,0.06512,0.07807
1993,No migration background,Urban regions,Agree,0.13708,821,6098,0.12844,0.14571
1993,No migration background,Urban regions,Disagree,0.32623,2041,6098,0.31446,0.33800
1993,No migration background,Urban regions,Disagree completely,0.46510,2851,6098,0.45258,0.47762
1993,No migration background,Rural regions,Agree completely,0.08289,315,3987,0.07433,0.09145
1993,No migration background,Rural regions,Agree,0.19132,750,3987,0.17911,0.20353
1993,No migration background,Rural regions,Disagree,0.38039,1561,3987,0.36531,0.39546
1993,No migration background,Rural regions,Disagree completely,0.34540,1361,3987,0.33064,0.36016
1993,Direct migration background,Urban regions,Agree completely,0.08754,173,2031,0.07525,0.09984
1993,Direct migration background,Urban regions,Agree,0.20235,429,2031,0.18487,0.21983
1993,Direct migration background,Urban regions,Disagree,0.28224,604,2031,0.26266,0.30182
1993,Direct migration background,Urban regions,Disagree completely,0.42787,825,2031,0.40634,0.44939
1993,Direct migration background,Rural regions,Agree completely,0.07491,33,406,0.04927,0.10055
1993,Direct migration background,Rural regions,Agree,0.23024,86,406,0.18923,0.27124
1993,Direct migration background,Rural regions,Disagree,0.39024,157,406,0.34273,0.43775
1993,Direct migration background,Rural regions,Disagree completely,0.30461,130,406,0.25979,0.34944
1993,Indirect migration background,Urban regions,Agree,0.15971,52,366,0.12213,0.19730
1993,Indirect migration background,Urban regions,Disagree,0.32692,133,366,0.27879,0.37504
1993,Indirect migration background,Urban regions,Disagree completely,0.43261,181,366,0.38178,0.48344
1993,Indirect migration background,Rural regions,Disagree completely,0.47040,35,35,0.30263,0.63817
1995,No migration background,Urban regions,Agree completely,0.05503,273,5954,0.04924,0.06083
1995,No migration background,Urban regions,Agree,0.11567,665,5954,0.10754,0.12379
1995,No migration background,Urban regions,Disagree,0.32300,1943,5954,0.31112,0.33488
1995,No migration background,Urban regions,Disagree completely,0.50630,3073,5954,0.49360,0.51900
1995,No migration background,Rural regions,Agree completely,0.06717,230,3976,0.05939,0.07495
1995,No migration background,Rural regions,Agree,0.15309,613,3976,0.14190,0.16428
1995,No migration background,Rural regions,Disagree,0.38726,1600,3976,0.37212,0.40241
1995,No migration background,Rural regions,Disagree completely,0.39248,1533,3976,0.37730,0.40766
1995,Direct migration background,Urban regions,Agree completely,0.06848,149,2281,0.05811,0.07885
1995,Direct migration background,Urban regions,Agree,0.17795,430,2281,0.16225,0.19365
1995,Direct migration background,Urban regions,Disagree,0.30688,746,2281,0.28795,0.32582
1995,Direct migration background,Urban regions,Disagree completely,0.44669,956,2281,0.42628,0.46710
1995,Direct migration background,Rural regions,Agree,0.17423,74,437,0.13862,0.20983
1995,Direct migration background,Rural regions,Disagree,0.35145,163,437,0.30664,0.39627
1995,Direct migration background,Rural regions,Disagree completely,0.39375,200,437,0.34789,0.43962
1995,Indirect migration background,Urban regions,Agree,0.08741,40,403,0.05980,0.11502
1995,Indirect migration background,Urban regions,Disagree,0.36782,142,403,0.32069,0.41496
1995,Indirect migration background,Urban regions,Disagree completely,0.50760,221,403,0.45873,0.55647
1995,Indirect migration background,Rural regions,Disagree completely,0.54222,40,40,0.38585,0.69858
1996,No migration background,Urban regions,Agree completely,0.04115,232,5915,0.03609,0.04621
1996,No migration background,Urban regions,Agree,0.11828,655,5915,0.11005,0.12651
1996,No migration background,Urban regions,Disagree,0.36805,2212,5915,0.35576,0.38034
1996,No migration background,Urban regions,Disagree completely,0.47252,2816,5915,0.45980,0.48525
1996,No migration background,Rural regions,Agree completely,0.04975,189,3945,0.04296,0.05654
1996,No migration background,Rural regions,Agree,0.15918,628,3945,0.14777,0.17060
1996,No migration background,Rural regions,Disagree,0.41508,1691,3945,0.39970,0.43046
1996,No migration background,Rural regions,Disagree completely,0.37599,1437,3945,0.36087,0.39110
1996,Direct migration background,Urban regions,Agree completely,0.07089,131,2116,0.05995,0.08183
1996,Direct migration background,Urban regions,Agree,0.17925,374,2116,0.16291,0.19560
1996,Direct migration background,Urban regions,Disagree,0.35352,772,2116,0.33315,0.37390
1996,Direct migration background,Urban regions,Disagree completely,0.39634,839,2116,0.37549,0.41718
1996,Direct migration background,Rural regions,Agree,0.20519,91,437,0.16728,0.24310
1996,Direct migration background,Rural regions,Disagree,0.39296,182,437,0.34711,0.43880
1996,Direct migration background,Rural regions,Disagree completely,0.34016,164,437,0.29569,0.38463
1996,Indirect migration background,Urban regions,Agree,0.10405,45,433,0.07526,0.13284
1996,Indirect migration background,Urban regions,Disagree,0.38503,162,433,0.33915,0.43092
1996,Indirect migration background,Urban regions,Disagree completely,0.49047,226,433,0.44333,0.53761
1996,Indirect migration background,Rural regions,Disagree,0.48510,41,76,0.37199,0.59821
1996,Indirect migration background,Rural regions,Disagree completely,0.32129,35,76,0.21560,0.42697
1997,No migration background,Urban regions,Agree completely,0.05592,283,5814,0.05001,0.06183
1997,No migration background,Urban regions,Agree,0.12471,689,5814,0.11622,0.13321
1997,No migration background,Urban regions,Disagree,0.34119,2040,5814,0.32901,0.35338
1997,No migration background,Urban regions,Disagree completely,0.47817,2802,5814,0.46533,0.49101
1997,No migration background,Rural regions,Agree completely,0.06138,197,3912,0.05386,0.06890
1997,No migration background,Rural regions,Agree,0.15249,598,3912,0.14122,0.16375
1997,No migration background,Rural regions,Disagree,0.39254,1617,3912,0.37723,0.40784
1997,No migration background,Rural regions,Disagree completely,0.39360,1500,3912,0.37828,0.40891
1997,Direct migration background,Urban regions,Agree completely,0.06914,115,2024,0.05808,0.08019
1997,Direct migration background,Urban regions,Agree,0.20110,418,2024,0.18363,0.21856
1997,Direct migration background,Urban regions,Disagree,0.35755,776,2024,0.33667,0.37844
1997,Direct migration background,Urban regions,Disagree completely,0.37222,715,2024,0.35115,0.39328
1997,Direct migration background,Rural regions,Agree,0.18667,66,410,0.14891,0.22443
1997,Direct migration background,Rural regions,Disagree,0.41019,166,410,0.36252,0.45786
1997,Direct migration background,Rural regions,Disagree completely,0.34909,178,410,0.30289,0.39529
1997,Indirect migration background,Urban regions,Agree,0.11196,67,457,0.08302,0.14090
1997,Indirect migration background,Urban regions,Disagree,0.38757,176,457,0.34285,0.43228
1997,Indirect migration background,Urban regions,Disagree completely,0.45673,214,457,0.41101,0.50246
1997,Indirect migration background,Rural regions,Disagree,0.33823,34,71,0.22740,0.44906
1997,Indirect migration background,Rural regions,Disagree completely,0.51706,37,71,0.40000,0.63413
2008,No migration background,Urban regions,Agree completely,0.04506,422,10422,0.04107,0.04904
2008,No migration background,Urban regions,Agree,0.12793,1227,10422,0.12152,0.13434
2008,No migration background,Urban regions,Disagree,0.35802,3671,10422,0.34882,0.36723
2008,No migration background,Urban regions,Disagree completely,0.46899,5102,10422,0.45941,0.47857
2008,No migration background,Rural regions,Agree completely,0.04754,277,6116,0.04221,0.05288
2008,No migration background,Rural regions,Agree,0.15924,926,6116,0.15007,0.16841
2008,No migration background,Rural regions,Disagree,0.41605,2559,6116,0.40370,0.42841
2008,No migration background,Rural regions,Disagree completely,0.37716,2354,6116,0.36501,0.38931
2008,Direct migration background,Urban regions,Agree completely,0.06707,105,1542,0.05458,0.07956
2008,Direct migration background,Urban regions,Agree,0.21328,307,1542,0.19283,0.23373
2008,Direct migration background,Urban regions,Disagree,0.36908,538,1542,0.34499,0.39317
2008,Direct migration background,Urban regions,Disagree completely,0.35057,592,1542,0.32674,0.37439
2008,Direct migration background,Rural regions,Agree,0.17270,67,329,0.13180,0.21361
2008,Direct migration background,Rural regions,Disagree,0.41286,143,329,0.35958,0.46615
2008,Direct migration background,Rural regions,Disagree completely,0.38475,119,329,0.33209,0.43740
2008,Indirect migration background,Urban regions,Agree,0.13741,73,625,0.11039,0.16442
2008,Indirect migration background,Urban regions,Disagree,0.33030,219,625,0.29340,0.36720
2008,Indirect migration background,Urban regions,Disagree completely,0.47743,333,625,0.43824,0.51662
2008,Indirect migration background,Rural regions,Disagree,0.40380,41,89,0.30129,0.50632
2008,Indirect migration background,Rural regions,Disagree completely,0.35751,48,89,0.25737,0.45764
2013,No migration background,Urban regions,Agree completely,0.04196,401,10127,0.03805,0.04586
2013,No migration background,Urban regions,Agree,0.08627,836,10127,0.08080,0.09174
2013,No migration background,Urban regions,Disagree,0.31936,3150,10127,0.31028,0.32844
2013,No migration background,Urban regions,Disagree completely,0.55241,5740,10127,0.54272,0.56209
2013,No migration background,Rural regions,Agree completely,0.05505,286,6194,0.04937,0.06073
2013,No migration background,Rural regions,Agree,0.11457,649,6194,0.10664,0.12250
2013,No migration background,Rural regions,Disagree,0.35165,2168,6194,0.33976,0.36355
2013,No migration background,Rural regions,Disagree completely,0.47872,3091,6194,0.46628,0.49117
2013,Direct migration background,Urban regions,Agree completely,0.07269,77,1305,0.05860,0.08678
2013,Direct migration background,Urban regions,Agree,0.14261,172,1305,0.12363,0.16159
2013,Direct migration background,Urban regions,Disagree,0.30913,419,1305,0.28405,0.33422
2013,Direct migration background,Urban regions,Disagree completely,0.47556,637,1305,0.44846,0.50267
2013,Direct migration background,Rural regions,Agree,0.14990,65,386,0.11424,0.18556
2013,Direct migration background,Rural regions,Disagree,0.35070,137,386,0.30303,0.39837
2013,Direct migration background,Rural regions,Disagree completely,0.42109,184,386,0.37177,0.47041
2013,Indirect migration background,Urban regions,Disagree,0.28643,179,517,0.24742,0.32544
2013,Indirect migration background,Urban regions,Disagree completely,0.61546,338,517,0.57348,0.65744
