year,regtyp,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Urban regions,male,Agree completely,0.03849,117,3106,0.03172,0.04526
1992,Urban regions,male,Agree,0.09506,295,3106,0.08475,0.10538
1992,Urban regions,male,Disagree,0.28468,916,3106,0.26881,0.30055
1992,Urban regions,male,Disagree completely,0.58177,1778,3106,0.56442,0.59912
1992,Urban regions,female,Agree completely,0.06096,184,3484,0.05302,0.06891
1992,Urban regions,female,Agree,0.12950,448,3484,0.11835,0.14065
1992,Urban regions,female,Disagree,0.29528,1065,3484,0.28013,0.31043
1992,Urban regions,female,Disagree completely,0.51425,1787,3484,0.49765,0.53085
1992,Rural regions,male,Agree completely,0.05856,115,2038,0.04836,0.06875
1992,Rural regions,male,Agree,0.18347,374,2038,0.16666,0.20027
1992,Rural regions,male,Disagree,0.34541,734,2038,0.32476,0.36606
1992,Rural regions,male,Disagree completely,0.41257,815,2038,0.39119,0.43395
1992,Rural regions,female,Agree completely,0.07101,155,2187,0.06025,0.08178
1992,Rural regions,female,Agree,0.20148,463,2187,0.18466,0.21829
1992,Rural regions,female,Disagree,0.32007,741,2187,0.30051,0.33962
1992,Rural regions,female,Disagree completely,0.40744,828,2187,0.38684,0.42804
1993,Urban regions,male,Agree completely,0.06435,249,4151,0.05688,0.07181
1993,Urban regions,male,Agree,0.13023,579,4151,0.11999,0.14047
1993,Urban regions,male,Disagree,0.31923,1334,4151,0.30504,0.33341
1993,Urban regions,male,Disagree completely,0.48620,1989,4151,0.47099,0.50141
1993,Urban regions,female,Agree completely,0.08290,332,4367,0.07472,0.09108
1993,Urban regions,female,Agree,0.16149,723,4367,0.15058,0.17241
1993,Urban regions,female,Disagree,0.32125,1444,4367,0.30740,0.33510
1993,Urban regions,female,Disagree completely,0.43436,1868,4367,0.41965,0.44906
1993,Rural regions,male,Agree completely,0.07365,146,2159,0.06263,0.08467
1993,Rural regions,male,Agree,0.18670,382,2159,0.17026,0.20314
1993,Rural regions,male,Disagree,0.38290,848,2159,0.36239,0.40341
1993,Rural regions,male,Disagree completely,0.35675,783,2159,0.33653,0.37696
1993,Rural regions,female,Agree completely,0.09015,205,2309,0.07847,0.10184
1993,Rural regions,female,Agree,0.19901,463,2309,0.18273,0.21530
1993,Rural regions,female,Disagree,0.37920,898,2309,0.35941,0.39900
1993,Rural regions,female,Disagree completely,0.33163,743,2309,0.31242,0.35084
1995,Urban regions,male,Agree completely,0.04609,176,4164,0.03972,0.05246
1995,Urban regions,male,Agree,0.10874,488,4164,0.09929,0.11820
1995,Urban regions,male,Disagree,0.32336,1387,4164,0.30915,0.33757
1995,Urban regions,male,Disagree completely,0.52180,2113,4164,0.50663,0.53698
1995,Urban regions,female,Agree completely,0.06674,263,4491,0.05944,0.07404
1995,Urban regions,female,Agree,0.14057,647,4491,0.13040,0.15074
1995,Urban regions,female,Disagree,0.31939,1444,4491,0.30575,0.33303
1995,Urban regions,female,Disagree completely,0.47330,2137,4491,0.45870,0.48790
1995,Rural regions,male,Agree completely,0.05740,108,2193,0.04767,0.06714
1995,Rural regions,male,Agree,0.14414,312,2193,0.12944,0.15885
1995,Rural regions,male,Disagree,0.38790,884,2193,0.36750,0.40830
1995,Rural regions,male,Disagree completely,0.41055,889,2193,0.38995,0.43114
1995,Rural regions,female,Agree completely,0.07802,152,2325,0.06711,0.08892
1995,Rural regions,female,Agree,0.16553,384,2325,0.15042,0.18064
1995,Rural regions,female,Disagree,0.37824,905,2325,0.35853,0.39796
1995,Rural regions,female,Disagree completely,0.37821,884,2325,0.35850,0.39793
1996,Urban regions,male,Agree completely,0.03668,153,4067,0.03091,0.04246
1996,Urban regions,male,Agree,0.11414,470,4067,0.10437,0.12392
1996,Urban regions,male,Disagree,0.37203,1525,4067,0.35717,0.38689
1996,Urban regions,male,Disagree completely,0.47714,1919,4067,0.46179,0.49250
1996,Urban regions,female,Agree completely,0.05360,226,4413,0.04695,0.06025
1996,Urban regions,female,Agree,0.14049,604,4413,0.13024,0.15075
1996,Urban regions,female,Disagree,0.36063,1621,4413,0.34646,0.37480
1996,Urban regions,female,Disagree completely,0.44528,1962,4413,0.43061,0.45994
1996,Rural regions,male,Agree completely,0.04011,88,2184,0.03188,0.04834
1996,Rural regions,male,Agree,0.15151,330,2184,0.13647,0.16655
1996,Rural regions,male,Disagree,0.43114,959,2184,0.41037,0.45192
1996,Rural regions,male,Disagree completely,0.37724,807,2184,0.35691,0.39757
1996,Rural regions,female,Agree completely,0.06254,123,2305,0.05265,0.07242
1996,Rural regions,female,Agree,0.17230,398,2305,0.15688,0.18772
1996,Rural regions,female,Disagree,0.39756,955,2305,0.37758,0.41754
1996,Rural regions,female,Disagree completely,0.36760,829,2305,0.34791,0.38729
1997,Urban regions,male,Agree completely,0.04344,159,4019,0.03714,0.04974
1997,Urban regions,male,Agree,0.13182,542,4019,0.12136,0.14228
1997,Urban regions,male,Disagree,0.34932,1453,4019,0.33458,0.36406
1997,Urban regions,male,Disagree completely,0.47542,1865,4019,0.45998,0.49086
1997,Urban regions,female,Agree completely,0.07099,257,4294,0.06331,0.07867
1997,Urban regions,female,Agree,0.14157,632,4294,0.13114,0.15200
1997,Urban regions,female,Disagree,0.34130,1539,4294,0.32711,0.35548
