year,quintil_oecd,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,male,Agree completely,0.08932,76,935,0.07103,0.10761
1992,1st Quintile,male,Agree,0.24529,224,935,0.21769,0.27288
1992,1st Quintile,male,Disagree,0.32213,309,935,0.29217,0.35210
1992,1st Quintile,male,Disagree completely,0.34326,326,935,0.31281,0.37371
1992,1st Quintile,female,Agree completely,0.11290,136,1333,0.09591,0.12990
1992,1st Quintile,female,Agree,0.26008,364,1333,0.23652,0.28364
1992,1st Quintile,female,Disagree,0.30573,430,1333,0.28099,0.33047
1992,1st Quintile,female,Disagree completely,0.32129,403,1333,0.29621,0.34636
1992,2nd Quintile,male,Agree completely,0.04963,55,1062,0.03657,0.06270
1992,2nd Quintile,male,Agree,0.14390,164,1062,0.12278,0.16502
1992,2nd Quintile,male,Disagree,0.35650,393,1062,0.32768,0.38532
1992,2nd Quintile,male,Disagree completely,0.44997,450,1062,0.42003,0.47990
1992,2nd Quintile,female,Agree completely,0.06093,74,1213,0.04746,0.07439
1992,2nd Quintile,female,Agree,0.16989,211,1213,0.14875,0.19103
1992,2nd Quintile,female,Disagree,0.33568,434,1213,0.30910,0.36227
1992,2nd Quintile,female,Disagree completely,0.43350,494,1213,0.40560,0.46140
1992,3rd Quintile,male,Agree,0.12341,128,985,0.10286,0.14396
1992,3rd Quintile,male,Disagree,0.32835,352,985,0.29900,0.35769
1992,3rd Quintile,male,Disagree completely,0.52211,505,985,0.49090,0.55332
1992,3rd Quintile,female,Agree completely,0.04961,49,1086,0.03669,0.06253
1992,3rd Quintile,female,Agree,0.14246,150,1086,0.12166,0.16325
1992,3rd Quintile,female,Disagree,0.31524,366,1086,0.28759,0.34289
1992,3rd Quintile,female,Disagree completely,0.49269,521,1086,0.46294,0.52244
1992,4th Quintile,male,Agree completely,0.04215,36,1047,0.02997,0.05433
1992,4th Quintile,male,Agree,0.11163,101,1047,0.09254,0.13071
1992,4th Quintile,male,Disagree,0.28731,315,1047,0.25989,0.31474
1992,4th Quintile,male,Disagree completely,0.55891,595,1047,0.52882,0.58900
1992,4th Quintile,female,Agree completely,0.05238,46,1047,0.03887,0.06588
1992,4th Quintile,female,Agree,0.10066,115,1047,0.08243,0.11890
1992,4th Quintile,female,Disagree,0.27308,297,1047,0.24608,0.30009
1992,4th Quintile,female,Disagree completely,0.57388,589,1047,0.54391,0.60384
1992,5th Quintile,male,Agree completely,0.03183,36,1140,0.02164,0.04203
1992,5th Quintile,male,Agree,0.05086,59,1140,0.03810,0.06362
1992,5th Quintile,male,Disagree,0.25730,300,1140,0.23191,0.28269
1992,5th Quintile,male,Disagree completely,0.66001,745,1140,0.63249,0.68752
1992,5th Quintile,female,Agree completely,0.04078,38,1054,0.02883,0.05273
1992,5th Quintile,female,Agree,0.08342,84,1054,0.06672,0.10013
1992,5th Quintile,female,Disagree,0.29084,302,1054,0.26341,0.31827
1992,5th Quintile,female,Disagree completely,0.58496,630,1054,0.55520,0.61472
1993,1st Quintile,male,Agree completely,0.09741,103,1101,0.07989,0.11494
1993,1st Quintile,male,Agree,0.23558,245,1101,0.21051,0.26066
1993,1st Quintile,male,Disagree,0.35908,413,1101,0.33073,0.38743
1993,1st Quintile,male,Disagree completely,0.30792,340,1101,0.28064,0.33520
1993,1st Quintile,female,Agree completely,0.12541,171,1455,0.10838,0.14243
1993,1st Quintile,female,Agree,0.25381,365,1455,0.23145,0.27618
1993,1st Quintile,female,Disagree,0.32654,493,1455,0.30244,0.35065
