year,pgisced97,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,Urban regions,Agree,0.21296,37,129,0.14204,0.28389
1990,Lower Secondary Level,Urban regions,Disagree,0.38627,57,129,0.30192,0.47061
1990,Lower Secondary Level,Urban regions,Disagree completely,0.21448,35,129,0.14337,0.28559
1990,Lower Secondary Level,Rural regions,Agree completely,0.14358,43,353,0.10695,0.18021
1990,Lower Secondary Level,Rural regions,Agree,0.23883,84,353,0.19429,0.28337
1990,Lower Secondary Level,Rural regions,Disagree,0.34628,122,353,0.29657,0.39598
1990,Lower Secondary Level,Rural regions,Disagree completely,0.27131,104,353,0.22486,0.31776
1990,Upper Secondary Level,Urban regions,Agree completely,0.11664,80,784,0.09416,0.13913
1990,Upper Secondary Level,Urban regions,Agree,0.20804,163,784,0.17961,0.23648
1990,Upper Secondary Level,Urban regions,Disagree,0.32471,259,784,0.29191,0.35751
1990,Upper Secondary Level,Urban regions,Disagree completely,0.35060,282,784,0.31718,0.38403
1990,Upper Secondary Level,Rural regions,Agree completely,0.08033,126,1671,0.06730,0.09337
1990,Upper Secondary Level,Rural regions,Agree,0.20967,351,1671,0.19014,0.22919
1990,Upper Secondary Level,Rural regions,Disagree,0.35253,595,1671,0.32962,0.37545
1990,Upper Secondary Level,Rural regions,Disagree completely,0.35747,599,1671,0.33448,0.38045
1990,First Stage of Tertiary Education,Urban regions,Disagree completely,0.44759,35,35,0.28045,0.61473
1990,First Stage of Tertiary Education,Rural regions,Disagree,0.31547,57,127,0.23433,0.39662
1990,First Stage of Tertiary Education,Rural regions,Disagree completely,0.39325,70,127,0.30796,0.47855
1990,Second Stage of Tertiary Education,Urban regions,Agree,0.19157,70,367,0.15125,0.23188
1990,Second Stage of Tertiary Education,Urban regions,Disagree,0.38264,153,367,0.33284,0.43243
1990,Second Stage of Tertiary Education,Urban regions,Disagree completely,0.36273,144,367,0.31347,0.41199
1990,Second Stage of Tertiary Education,Rural regions,Agree,0.17552,103,556,0.14387,0.20717
1990,Second Stage of Tertiary Education,Rural regions,Disagree,0.40633,234,556,0.36546,0.44719
1990,Second Stage of Tertiary Education,Rural regions,Disagree completely,0.38076,219,556,0.34037,0.42116
1991,Lower Secondary Level,Urban regions,Disagree,0.34978,45,45,0.20886,0.49069
1991,Lower Secondary Level,Rural regions,Agree completely,0.17183,54,321,0.13050,0.21317
1991,Lower Secondary Level,Rural regions,Agree,0.27368,85,321,0.22483,0.32253
1991,Lower Secondary Level,Rural regions,Disagree,0.34871,114,321,0.29649,0.40092
1991,Lower Secondary Level,Rural regions,Disagree completely,0.20578,68,321,0.16149,0.25008
1991,Upper Secondary Level,Urban regions,Agree completely,0.10052,68,724,0.07860,0.12244
1991,Upper Secondary Level,Urban regions,Agree,0.24095,160,724,0.20977,0.27212
1991,Upper Secondary Level,Urban regions,Disagree,0.33339,263,724,0.29903,0.36776
1991,Upper Secondary Level,Urban regions,Disagree completely,0.32514,233,724,0.29099,0.35928
1991,Upper Secondary Level,Rural regions,Agree completely,0.09048,131,1579,0.07633,0.10464
1991,Upper Secondary Level,Rural regions,Agree,0.25199,399,1579,0.23057,0.27341
1991,Upper Secondary Level,Rural regions,Disagree,0.40362,636,1579,0.37941,0.42783
1991,Upper Secondary Level,Rural regions,Disagree completely,0.25390,413,1579,0.23243,0.27538
1991,First Stage of Tertiary Education,Rural regions,Agree,0.23088,38,152,0.16367,0.29810
1991,First Stage of Tertiary Education,Rural regions,Disagree,0.43001,74,152,0.35104,0.50897
1991,First Stage of Tertiary Education,Rural regions,Disagree completely,0.26323,40,152,0.19299,0.33348
1991,Second Stage of Tertiary Education,Urban regions,Agree,0.18876,62,361,0.14834,0.22918
1991,Second Stage of Tertiary Education,Urban regions,Disagree,0.41819,164,361,0.36724,0.46914
1991,Second Stage of Tertiary Education,Urban regions,Disagree completely,0.36310,135,361,0.31342,0.41278
1991,Second Stage of Tertiary Education,Rural regions,Agree completely,0.05735,31,559,0.03805,0.07664
1991,Second Stage of Tertiary Education,Rural regions,Agree,0.21725,112,559,0.18304,0.25147
1991,Second Stage of Tertiary Education,Rural regions,Disagree,0.42780,238,559,0.38675,0.46885
1991,Second Stage of Tertiary Education,Rural regions,Disagree completely,0.29760,178,559,0.25966,0.33553
1992,No answer / don't know,Urban regions,Disagree completely,0.64636,49,49,0.51111,0.78162
1992,Pre-primary Level,Urban regions,Disagree completely,0.67294,56,56,0.54896,0.79693
1992,Lower Secondary Level,Urban regions,Agree completely,0.07650,80,1194,0.06142,0.09158
1992,Lower Secondary Level,Urban regions,Agree,0.15575,171,1194,0.13517,0.17633
1992,Lower Secondary Level,Urban regions,Disagree,0.30538,383,1194,0.27925,0.33152
1992,Lower Secondary Level,Urban regions,Disagree completely,0.46237,560,1194,0.43407,0.49066
1992,Lower Secondary Level,Rural regions,Agree completely,0.07467,60,723,0.05549,0.09384
1992,Lower Secondary Level,Rural regions,Agree,0.22745,171,723,0.19687,0.25803
1992,Lower Secondary Level,Rural regions,Disagree,0.33154,242,723,0.29720,0.36588
1992,Lower Secondary Level,Rural regions,Disagree completely,0.36634,250,723,0.33120,0.40149
1992,Upper Secondary Level,Urban regions,Agree completely,0.05044,169,3552,0.04325,0.05764
1992,Upper Secondary Level,Urban regions,Agree,0.11605,419,3552,0.10551,0.12658
1992,Upper Secondary Level,Urban regions,Disagree,0.29135,1058,3552,0.27640,0.30629
1992,Upper Secondary Level,Urban regions,Disagree completely,0.54216,1906,3552,0.52577,0.55855
1992,Upper Secondary Level,Rural regions,Agree completely,0.07132,164,2391,0.06100,0.08164
1992,Upper Secondary Level,Rural regions,Agree,0.19957,502,2391,0.18354,0.21559
