year,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Agree completely,0.09037,351,4394,0.08189,0.09884
1990,Agree,0.20494,896,4394,0.19300,0.21688
1990,Disagree,0.35643,1585,4394,0.34227,0.37060
1990,Disagree completely,0.34826,1562,4394,0.33417,0.36235
1991,Agree completely,0.09170,344,4135,0.08291,0.10050
1991,Agree,0.23958,950,4135,0.22657,0.25259
1991,Disagree,0.38774,1653,4135,0.37289,0.40260
1991,Disagree completely,0.28097,1188,4135,0.26727,0.29467
1992,Agree completely,0.05510,576,10933,0.05082,0.05938
1992,Agree,0.13954,1601,10933,0.13305,0.14604
1992,Disagree,0.30431,3498,10933,0.29569,0.31294
1992,Disagree completely,0.50105,5258,10933,0.49167,0.51042
1993,Agree completely,0.07655,932,12986,0.07197,0.08112
1993,Agree,0.16110,2147,12986,0.15478,0.16743
1993,Disagree,0.33939,4524,12986,0.33125,0.34753
1993,Disagree completely,0.42296,5383,12986,0.41446,0.43146
1995,Agree completely,0.06039,699,13173,0.05632,0.06446
1995,Agree,0.13477,1831,13173,0.12894,0.14060
1995,Disagree,0.34076,4620,13173,0.33267,0.34885
1995,Disagree completely,0.46408,6023,13173,0.45557,0.47260
1996,Agree completely,0.04741,590,12969,0.04375,0.05107
1996,Agree,0.13856,1802,12969,0.13262,0.14451
1996,Disagree,0.38097,5060,12969,0.37261,0.38933
1996,Disagree completely,0.43306,5517,12969,0.42453,0.44159
1997,Agree completely,0.05846,630,12738,0.05439,0.06254
1997,Agree,0.14259,1852,12738,0.13652,0.14867
1997,Disagree,0.36012,4809,12738,0.35179,0.36846
1997,Disagree completely,0.43882,5447,12738,0.43020,0.44744
2008,Agree completely,0.04812,846,19182,0.04509,0.05114
2008,Agree,0.14760,2617,19182,0.14258,0.15262
2008,Disagree,0.37642,7171,19182,0.36956,0.38327
2008,Disagree completely,0.42787,8548,19182,0.42087,0.43487
2013,Agree completely,0.04847,814,18735,0.04540,0.05155
2013,Agree,0.09950,1765,18735,0.09521,0.10378
2013,Disagree,0.32860,6090,18735,0.32187,0.33533
2013,Disagree completely,0.52343,10066,18735,0.51628,0.53059
2018,Agree completely,0.04536,1114,25400,0.04280,0.04792
2018,Agree,0.11495,2749,25400,0.11102,0.11887
2018,Disagree,0.35556,8956,25400,0.34967,0.36145
2018,Disagree completely,0.48413,12581,25400,0.47799,0.49028
