year,migback,pgisced97,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Lower Secondary Level,Agree completely,0.15529,60,493,0.12328,0.18729
1990,No migration background,Lower Secondary Level,Agree,0.23697,122,493,0.19939,0.27454
1990,No migration background,Lower Secondary Level,Disagree,0.35163,174,493,0.30944,0.39383
1990,No migration background,Lower Secondary Level,Disagree completely,0.25611,137,493,0.21754,0.29468
1990,No migration background,Upper Secondary Level,Agree completely,0.09077,201,2437,0.07936,0.10218
1990,No migration background,Upper Secondary Level,Agree,0.21048,511,2437,0.19429,0.22667
1990,No migration background,Upper Secondary Level,Disagree,0.34403,851,2437,0.32516,0.36290
1990,No migration background,Upper Secondary Level,Disagree completely,0.35472,874,2437,0.33572,0.37372
1990,No migration background,Post-secondary Non-tertiary Level,Disagree,0.39710,31,62,0.27431,0.51989
1990,No migration background,Post-secondary Non-tertiary Level,Disagree completely,0.43587,31,62,0.31143,0.56031
1990,No migration background,First Stage of Tertiary Education,Agree,0.18739,43,223,0.13606,0.23872
1990,No migration background,First Stage of Tertiary Education,Disagree,0.30509,75,223,0.24452,0.36566
1990,No migration background,First Stage of Tertiary Education,Disagree completely,0.42587,105,223,0.36082,0.49092
1990,No migration background,Second Stage of Tertiary Education,Agree completely,0.05201,50,954,0.03792,0.06611
1990,No migration background,Second Stage of Tertiary Education,Agree,0.18369,171,954,0.15910,0.20827
1990,No migration background,Second Stage of Tertiary Education,Disagree,0.39187,377,954,0.36088,0.42287
1990,No migration background,Second Stage of Tertiary Education,Disagree completely,0.37243,356,954,0.34173,0.40312
1991,No migration background,Lower Secondary Level,Agree completely,0.17156,70,434,0.13605,0.20707
1991,No migration background,Lower Secondary Level,Agree,0.26847,110,434,0.22673,0.31021
1991,No migration background,Lower Secondary Level,Disagree,0.35603,158,434,0.31093,0.40113
1991,No migration background,Lower Secondary Level,Disagree completely,0.20393,96,434,0.16598,0.24189
1991,No migration background,Upper Secondary Level,Agree completely,0.09100,195,2287,0.07921,0.10279
1991,No migration background,Upper Secondary Level,Agree,0.25041,558,2287,0.23265,0.26817
1991,No migration background,Upper Secondary Level,Disagree,0.38147,895,2287,0.36155,0.40138
1991,No migration background,Upper Secondary Level,Disagree completely,0.27713,639,2287,0.25878,0.29548
1991,No migration background,First Stage of Tertiary Education,Agree,0.22386,49,208,0.16708,0.28065
1991,No migration background,First Stage of Tertiary Education,Disagree,0.39737,95,208,0.33070,0.46403
1991,No migration background,First Stage of Tertiary Education,Disagree completely,0.28790,64,208,0.22621,0.34958
1991,No migration background,Second Stage of Tertiary Education,Agree completely,0.04150,39,914,0.02856,0.05443
1991,No migration background,Second Stage of Tertiary Education,Agree,0.20776,174,914,0.18145,0.23408
1991,No migration background,Second Stage of Tertiary Education,Disagree,0.42110,391,914,0.38907,0.45313
1991,No migration background,Second Stage of Tertiary Education,Disagree completely,0.32964,310,914,0.29915,0.36013
1992,No migration background,No answer / don't know,Disagree completely,0.67583,70,70,0.56538,0.78627
1992,No migration background,Pre-primary Level,Disagree,0.33734,50,116,0.25092,0.42375
1992,No migration background,Pre-primary Level,Disagree completely,0.62738,66,116,0.53901,0.71575
1992,No migration background,Primary Level,Disagree completely,0.47924,38,38,0.31827,0.64021
1992,No migration background,Lower Secondary Level,Agree completely,0.07497,128,1777,0.06272,0.08722
1992,No migration background,Lower Secondary Level,Agree,0.17835,318,1777,0.16055,0.19616
1992,No migration background,Lower Secondary Level,Disagree,0.31752,583,1777,0.29587,0.33917
1992,No migration background,Lower Secondary Level,Disagree completely,0.42915,748,1777,0.40613,0.45217
1992,No migration background,Upper Secondary Level,Agree completely,0.05610,314,5711,0.05014,0.06207
1992,No migration background,Upper Secondary Level,Agree,0.14512,893,5711,0.13598,0.15425
1992,No migration background,Upper Secondary Level,Disagree,0.30777,1808,5711,0.29579,0.31974
1992,No migration background,Upper Secondary Level,Disagree completely,0.49101,2696,5711,0.47805,0.50398
1992,No migration background,Post-secondary Non-tertiary Level,Disagree,0.27944,80,246,0.22325,0.33563
1992,No migration background,Post-secondary Non-tertiary Level,Disagree completely,0.61278,166,246,0.55179,0.67378
1992,No migration background,First Stage of Tertiary Education,Agree,0.10990,79,666,0.08613,0.13368
