year,plh0191,migback,sex,proportion,n,lower_confidence,upper_confidence
1990,Agree completely,No migration background,female,0.5677233429394812,18165,0.5605191118022522,0.5749275740767102
1990,Agree completely,No migration background,male,0.39481268011527376,18165,0.3877041660608367,0.40192119416971084
1990,Agree completely,Direct migration background,female,0.023054755043227664,18165,0.020872257627854867,0.02523725245860046
1990,Agree completely,Direct migration background,male,0.011527377521613832,18165,0.009975040728496903,0.013079714314730762
1990,Agree completely,Indirect migration background,female,0.002881844380403458,18165,0.002102289051117571,0.003661399709689345
1990,Agree,No migration background,female,0.546485260770975,18165,0.5392455152664622,0.5537250062754878
1990,Agree,No migration background,male,0.42403628117913833,18165,0.41684945001487556,0.4312231123434011
1990,Agree,Direct migration background,male,0.01927437641723356,18165,0.017274964393139254,0.021273788441327865
1990,Agree,Direct migration background,female,0.01020408163265306,18165,0.008742583846957072,0.011665579418349049
1990,Disagree,No migration background,female,0.5025706940874036,18165,0.4952995519484478,0.5098418362263594
1990,Disagree,No migration background,male,0.4601542416452442,18165,0.4529061290407686,0.4674023542497198
1990,Disagree,Direct migration background,female,0.021850899742930592,18165,0.019724839519390726,0.02397695996647046
1990,Disagree,Direct migration background,male,0.015424164524421594,18165,0.013632058164398643,0.017216270884444544
1990,Disagree completely,No migration background,male,0.4983755685510071,18165,0.4911043686823859,0.5056467684196283
1990,Disagree completely,No migration background,female,0.47173489278752434,18165,0.46447528206258826,0.4789945035124604
1990,Disagree completely,Direct migration background,female,0.017543859649122806,18165,0.015634632822229922,0.01945308647601569
1990,Disagree completely,Direct migration background,male,0.011695906432748537,18165,0.0101323966245383,0.013259416240958775
1990,Disagree completely,Indirect migration background,male,0.000649772579597141,18165,0.00027919604294059287,0.001020349116253689
1991,Agree completely,No migration background,female,0.5568513119533528,17756,0.5495445011750277,0.5641581227316779
1991,Agree completely,No migration background,male,0.3965014577259475,17756,0.3893062388417745,0.40369667661012054
1991,Agree completely,Direct migration background,female,0.029154518950437316,17756,0.026679881962880965,0.03162915593799367
1991,Agree completely,Direct migration background,male,0.014577259475218658,17756,0.012814338944840534,0.016340180005596783
1991,Agree completely,Indirect migration background,female,0.0029154518950437317,17756,0.002122398486312788,0.0037085053037746755
1991,Agree,No migration background,female,0.535752401280683,17756,0.528416720921981,0.543088081639385
1991,Agree,No migration background,male,0.4311632870864461,17756,0.4238788130559281,0.43844776111696404
1991,Agree,Direct migration background,male,0.017075773745997867,17756,0.015170165081905135,0.0189813824100906
1991,Agree,Direct migration background,female,0.016008537886873,17756,0.014162438821840827,0.01785463695190517
1991,Disagree,No migration background,female,0.49447174447174447,17756,0.48711768800123645,0.5018258009422525
1991,Disagree,No migration background,male,0.4692874692874693,17756,0.4619468508000303,0.4766280877749083
1991,Disagree,Direct migration background,female,0.020884520884520884,17756,0.018781165199401324,0.022987876569640443
1991,Disagree,Direct migration background,male,0.014127764127764128,17756,0.012391840801382793,0.015863687454145466
1991,Disagree,Indirect migration background,male,0.0012285012285012285,17756,0.0007132673982194695,0.0017437350587829873
1991,Disagree completely,No migration background,male,0.5072711719418306,17756,0.4999174436322298,0.5146249002514314
1991,Disagree completely,No migration background,female,0.4602224123182207,17756,0.45289121667405197,0.46755360796238943
1991,Disagree completely,Direct migration background,female,0.017964071856287425,17756,0.016010409162884705,0.019917734549690144
1991,Disagree completely,Direct migration background,male,0.01454234388366125,17756,0.012781504706831523,0.016303183060490976
1992,Agree completely,No migration background,female,0.5508771929824562,17350,0.5434757519608447,0.5582786340040676
1992,Agree completely,No migration background,male,0.3684210526315789,17350,0.3612432357610769,0.37559886950208093
1992,Agree completely,Direct migration background,female,0.0456140350877193,17350,0.042509349683540754,0.04871872049189785
1992,Agree completely,Direct migration background,male,0.03508771929824561,17350,0.03234975476132447,0.037825683835166754
1992,Agree,No migration background,female,0.5432722678458622,17350,0.5358601248155919,0.5506844108761326
1992,Agree,No migration background,male,0.40303221730890715,17350,0.39573341399528716,0.41033102062252713
1992,Agree,Direct migration background,female,0.03095388502842704,17350,0.028376756154576504,0.03353101390227757
1992,Agree,Direct migration background,male,0.01958307012002527,17350,0.017521243595642878,0.02164489664440766
1992,Agree,Indirect migration background,female,0.002526847757422615,17350,0.001779803248945423,0.003273892265899807
1992,Agree,Indirect migration background,male,0.0006317119393556538,17350,0.00025783501918410405,0.0010055888595272035
1992,Disagree,No migration background,female,0.4934725848563969,17350,0.4860331606263344,0.5009120090864594
1992,Disagree,No migration background,male,0.4537278793153467,17350,0.44631974952191955,0.46113600910877384
1992,Disagree,Direct migration background,female,0.027560197272991006,17350,0.025124188455206066,0.029996206090775947
1992,Disagree,Direct migration background,male,0.020017406440382943,17350,0.01793330230006849,0.022101510580697398
1992,Disagree,Indirect migration background,male,0.003191180736872643,17350,0.0023519372711692807,0.004030424202576005
1992,Disagree,Indirect migration background,female,0.0020307513780098638,17350,0.0013608771189590647,0.002700625637060663
1992,Disagree completely,No migration background,female,0.4722115013508298,17350,0.4647829424168207,0.47964006028483885
1992,Disagree completely,No migration background,male,0.4681590119644925,17350,0.4607340552183698,0.4755839687106152
1992,Disagree completely,Direct migration background,female,0.027016595908915475,17350,0.024604056803511302,0.029429135014319648
1992,Disagree completely,Direct migration background,male,0.026437668853724432,17350,0.024050408464688835,0.02882492924276003
1992,Disagree completely,Indirect migration background,female,0.0034735623311462757,17350,0.0025980983304385733,0.004349026331853978
1992,Disagree completely,Indirect migration background,male,0.002701659590891548,17350,0.0019292739462897738,0.003474045235493322
1993,Agree completely,No migration background,female,0.4398699891657638,16993,0.4324067453466122,0.4473332329849154
1993,Agree completely,No migration background,male,0.314192849404117,16993,0.30721341555169146,0.32117228325654257
1993,Agree completely,Direct migration background,female,0.12026002166847237,16993,0.11536945880585887,0.12515058453108588
1993,Agree completely,Direct migration background,male,0.10292524377031419,16993,0.09835650514908437,0.10749398239154401
1993,Agree completely,Indirect migration background,female,0.016251354279523293,16993,0.014350241437946817,0.018152467121099768
