year,age_gr,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,male,Agree completely,0.03108,42,1329,0.02175,0.04042
1992,17-29 y.,male,Agree,0.09132,124,1329,0.07582,0.10681
1992,17-29 y.,male,Disagree,0.32461,442,1329,0.29943,0.34980
1992,17-29 y.,male,Disagree completely,0.55298,721,1329,0.52624,0.57973
1992,17-29 y.,female,Agree completely,0.03125,44,1366,0.02202,0.04048
1992,17-29 y.,female,Agree,0.10535,152,1366,0.08907,0.12164
1992,17-29 y.,female,Disagree,0.32558,468,1366,0.30072,0.35044
1992,17-29 y.,female,Disagree completely,0.53782,702,1366,0.51137,0.56427
1992,30-45 y.,male,Agree completely,0.03118,53,1757,0.02305,0.03931
1992,30-45 y.,male,Agree,0.09185,172,1757,0.07834,0.10536
1992,30-45 y.,male,Disagree,0.31278,591,1757,0.29110,0.33447
1992,30-45 y.,male,Disagree completely,0.56418,941,1757,0.54099,0.58738
1992,30-45 y.,female,Agree completely,0.04997,78,1843,0.04002,0.05992
1992,30-45 y.,female,Agree,0.11020,254,1843,0.09590,0.12450
1992,30-45 y.,female,Disagree,0.27401,557,1843,0.25364,0.29438
1992,30-45 y.,female,Disagree completely,0.56581,954,1843,0.54318,0.58845
1992,46-65 y.,male,Agree completely,0.05902,97,1590,0.04743,0.07060
1992,46-65 y.,male,Agree,0.14276,263,1590,0.12556,0.15996
1992,46-65 y.,male,Disagree,0.30078,502,1590,0.27824,0.32333
1992,46-65 y.,male,Disagree completely,0.49744,728,1590,0.47286,0.52203
1992,46-65 y.,female,Agree completely,0.06476,121,1660,0.05291,0.07660
1992,46-65 y.,female,Agree,0.15921,307,1660,0.14160,0.17682
1992,46-65 y.,female,Disagree,0.32361,553,1660,0.30110,0.34613
1992,46-65 y.,female,Disagree completely,0.45242,679,1660,0.42847,0.47637
1992,66 and older,male,Agree completely,0.06608,41,524,0.04479,0.08737
1992,66 and older,male,Agree,0.20974,118,524,0.17484,0.24463
1992,66 and older,male,Disagree,0.26433,134,524,0.22654,0.30212
1992,66 and older,male,Disagree completely,0.45986,231,524,0.41714,0.50257
1992,66 and older,female,Agree completely,0.10882,100,864,0.08804,0.12960
1992,66 and older,female,Agree,0.23595,211,864,0.20762,0.26428
1992,66 and older,female,Disagree,0.29293,251,864,0.26256,0.32329
1992,66 and older,female,Disagree completely,0.36231,302,864,0.33024,0.39438
1993,17-29 y.,male,Agree completely,0.04463,77,1729,0.03489,0.05436
1993,17-29 y.,male,Agree,0.10055,195,1729,0.08637,0.11473
1993,17-29 y.,male,Disagree,0.35571,599,1729,0.33313,0.37828
1993,17-29 y.,male,Disagree completely,0.49912,858,1729,0.47554,0.52269
1993,17-29 y.,female,Agree completely,0.05519,91,1726,0.04442,0.06597
1993,17-29 y.,female,Agree,0.12628,233,1726,0.11060,0.14195
1993,17-29 y.,female,Disagree,0.35617,639,1726,0.33358,0.37877
1993,17-29 y.,female,Disagree completely,0.46235,763,1726,0.43883,0.48588
1993,30-45 y.,male,Agree completely,0.05954,105,2035,0.04926,0.06982
1993,30-45 y.,male,Agree,0.11496,237,2035,0.10110,0.12882
1993,30-45 y.,male,Disagree,0.34083,729,2035,0.32023,0.36143
1993,30-45 y.,male,Disagree completely,0.48467,964,2035,0.46295,0.50639
1993,30-45 y.,female,Agree completely,0.07146,141,2142,0.06055,0.08237
1993,30-45 y.,female,Agree,0.12213,305,2142,0.10826,0.13600
1993,30-45 y.,female,Disagree,0.34506,757,2142,0.32492,0.36520
1993,30-45 y.,female,Disagree completely,0.46135,939,2142,0.44024,0.48247
1993,46-65 y.,male,Agree completely,0.07217,150,1999,0.06082,0.08351
1993,46-65 y.,male,Agree,0.18276,400,1999,0.16581,0.19970
1993,46-65 y.,male,Disagree,0.33001,679,1999,0.30939,0.35063
1993,46-65 y.,male,Disagree completely,0.41507,770,1999,0.39347,0.43668
1993,46-65 y.,female,Agree completely,0.08299,181,1910,0.07061,0.09536
1993,46-65 y.,female,Agree,0.20293,405,1910,0.18489,0.22097
1993,46-65 y.,female,Disagree,0.34843,678,1910,0.32706,0.36981
1993,46-65 y.,female,Disagree completely,0.36565,646,1910,0.34404,0.38725
1993,66 and older,male,Agree completely,0.11337,63,547,0.08678,0.13997
1993,66 and older,male,Agree,0.22197,129,547,0.18711,0.25683
1993,66 and older,male,Disagree,0.32958,175,547,0.29015,0.36901
1993,66 and older,male,Disagree completely,0.33507,180,547,0.29548,0.37466
1993,66 and older,female,Agree completely,0.13277,124,898,0.11056,0.15497
1993,66 and older,female,Agree,0.23969,243,898,0.21175,0.26763
1993,66 and older,female,Disagree,0.30504,268,898,0.27491,0.33517
1993,66 and older,female,Disagree completely,0.32250,263,898,0.29191,0.35309
1995,17-29 y.,male,Agree completely,0.03278,51,1621,0.02411,0.04145
1995,17-29 y.,male,Agree,0.09307,161,1621,0.07893,0.10722
1995,17-29 y.,male,Disagree,0.34247,581,1621,0.31936,0.36558
1995,17-29 y.,male,Disagree completely,0.53168,828,1621,0.50738,0.55598
1995,17-29 y.,female,Agree completely,0.03045,52,1699,0.02228,0.03862
1995,17-29 y.,female,Agree,0.10752,198,1699,0.09278,0.12225
1995,17-29 y.,female,Disagree,0.36514,600,1699,0.34224,0.38804
1995,17-29 y.,female,Disagree completely,0.49689,849,1699,0.47311,0.52067
1995,30-45 y.,male,Agree completely,0.03261,66,2141,0.02508,0.04013
1995,30-45 y.,male,Agree,0.08111,192,2141,0.06955,0.09268
1995,30-45 y.,male,Disagree,0.36321,792,2141,0.34283,0.38358
1995,30-45 y.,male,Disagree completely,0.52307,1091,2141,0.50191,0.54423
1995,30-45 y.,female,Agree completely,0.04711,104,2274,0.03840,0.05582
1995,30-45 y.,female,Agree,0.09696,254,2274,0.08480,0.10913
1995,30-45 y.,female,Disagree,0.32911,770,2274,0.30980,0.34843
1995,30-45 y.,female,Disagree completely,0.52682,1146,2274,0.50629,0.54734
1995,46-65 y.,male,Agree completely,0.04817,101,2013,0.03881,0.05753
1995,46-65 y.,male,Agree,0.14265,325,2013,0.12737,0.15794
1995,46-65 y.,male,Disagree,0.35333,731,2013,0.33245,0.37422
1995,46-65 y.,male,Disagree completely,0.45584,856,2013,0.43408,0.47761
1995,46-65 y.,female,Agree completely,0.07834,143,1924,0.06633,0.09034
1995,46-65 y.,female,Agree,0.16843,363,1924,0.15170,0.18516
1995,46-65 y.,female,Disagree,0.36766,711,1924,0.34611,0.38921
1995,46-65 y.,female,Disagree completely,0.38558,707,1924,0.36382,0.40733
1995,66 and older,male,Agree completely,0.11608,66,582,0.09003,0.14212
1995,66 and older,male,Agree,0.19402,122,582,0.16186,0.22618
1995,66 and older,male,Disagree,0.28215,167,582,0.24555,0.31874
1995,66 and older,male,Disagree completely,0.40776,227,582,0.36780,0.44772
1995,66 and older,female,Agree completely,0.12186,116,919,0.10069,0.14302
1995,66 and older,female,Agree,0.22104,216,919,0.19419,0.24788
1995,66 and older,female,Disagree,0.28586,268,919,0.25663,0.31509
1995,66 and older,female,Disagree completely,0.37125,319,919,0.34000,0.40250
1996,17-29 y.,male,Agree completely,0.01837,31,1526,0.01163,0.02511
1996,17-29 y.,male,Agree,0.10396,164,1526,0.08864,0.11928
1996,17-29 y.,male,Disagree,0.40082,612,1526,0.37622,0.42541
1996,17-29 y.,male,Disagree completely,0.47685,719,1526,0.45179,0.50192
1996,17-29 y.,female,Agree completely,0.03571,55,1620,0.02667,0.04475
1996,17-29 y.,female,Agree,0.10649,169,1620,0.09146,0.12151
1996,17-29 y.,female,Disagree,0.39219,627,1620,0.36840,0.41597
1996,17-29 y.,female,Disagree completely,0.46561,769,1620,0.44132,0.48991
1996,30-45 y.,male,Agree completely,0.03117,66,2175,0.02386,0.03847
1996,30-45 y.,male,Agree,0.09142,209,2175,0.07930,0.10353
1996,30-45 y.,male,Disagree,0.40851,883,2175,0.38785,0.42918
1996,30-45 y.,male,Disagree completely,0.46890,1017,2175,0.44792,0.48988
1996,30-45 y.,female,Agree completely,0.04003,89,2246,0.03192,0.04814
1996,30-45 y.,female,Agree,0.08981,229,2246,0.07798,0.10163
1996,30-45 y.,female,Disagree,0.37446,862,2246,0.35444,0.39448
1996,30-45 y.,female,Disagree completely,0.49571,1066,2246,0.47502,0.51639
1996,46-65 y.,male,Agree completely,0.04288,97,1960,0.03391,0.05185
1996,46-65 y.,male,Agree,0.13768,302,1960,0.12242,0.15293
1996,46-65 y.,male,Disagree,0.38469,779,1960,0.36314,0.40623
1996,46-65 y.,male,Disagree completely,0.43476,782,1960,0.41281,0.45671
1996,46-65 y.,female,Agree completely,0.06232,119,1920,0.05150,0.07314
1996,46-65 y.,female,Agree,0.17023,367,1920,0.15341,0.18705
1996,46-65 y.,female,Disagree,0.39871,792,1920,0.37681,0.42062
1996,46-65 y.,female,Disagree completely,0.36874,642,1920,0.34715,0.39032
1996,66 and older,male,Agree completely,0.06731,47,590,0.04708,0.08755
1996,66 and older,male,Agree,0.20556,125,590,0.17292,0.23819
1996,66 and older,male,Disagree,0.35106,210,590,0.31251,0.38960
1996,66 and older,male,Disagree completely,0.37607,208,590,0.33695,0.41519
1996,66 and older,female,Agree completely,0.08566,86,932,0.06768,0.10363
1996,66 and older,female,Agree,0.23564,237,932,0.20837,0.26290
1996,66 and older,female,Disagree,0.31599,295,932,0.28613,0.34586
1996,66 and older,female,Disagree completely,0.36272,314,932,0.33183,0.39360
1997,17-29 y.,male,Agree completely,0.03929,46,1478,0.02938,0.04920
1997,17-29 y.,male,Agree,0.09807,175,1478,0.08290,0.11324
1997,17-29 y.,male,Disagree,0.39619,597,1478,0.37125,0.42113
1997,17-29 y.,male,Disagree completely,0.46645,660,1478,0.44100,0.49189
1997,17-29 y.,female,Agree completely,0.03727,47,1531,0.02778,0.04676
1997,17-29 y.,female,Agree,0.10442,182,1531,0.08910,0.11975
1997,17-29 y.,female,Disagree,0.38866,601,1531,0.36423,0.41308
1997,17-29 y.,female,Disagree completely,0.46965,701,1531,0.44464,0.49466
1997,30-45 y.,male,Agree completely,0.04340,80,2148,0.03478,0.05202
1997,30-45 y.,male,Agree,0.10568,222,2148,0.09267,0.11868
1997,30-45 y.,male,Disagree,0.35803,815,2148,0.33775,0.37831
1997,30-45 y.,male,Disagree completely,0.49289,1031,2148,0.47174,0.51404
1997,30-45 y.,female,Agree completely,0.04739,99,2202,0.03851,0.05627
1997,30-45 y.,female,Agree,0.10193,248,2202,0.08929,0.11457
1997,30-45 y.,female,Disagree,0.36856,852,2202,0.34841,0.38872
1997,30-45 y.,female,Disagree completely,0.48212,1003,2202,0.46125,0.50300
1997,46-65 y.,male,Agree completely,0.04274,82,1915,0.03368,0.05181
1997,46-65 y.,male,Agree,0.16423,323,1915,0.14763,0.18083
1997,46-65 y.,male,Disagree,0.36309,722,1915,0.34154,0.38463
1997,46-65 y.,male,Disagree completely,0.42994,788,1915,0.40776,0.45211
1997,46-65 y.,female,Agree completely,0.06311,121,1914,0.05221,0.07400
1997,46-65 y.,female,Agree,0.16561,347,1914,0.14895,0.18227
1997,46-65 y.,female,Disagree,0.37614,741,1914,0.35443,0.39785
1997,46-65 y.,female,Disagree completely,0.39514,705,1914,0.37324,0.41705
1997,66 and older,male,Agree completely,0.08282,43,625,0.06120,0.10445
1997,66 and older,male,Agree,0.19812,136,625,0.16685,0.22940
1997,66 and older,male,Disagree,0.31364,203,625,0.27724,0.35005
1997,66 and older,male,Disagree completely,0.40541,243,625,0.36689,0.44393
1997,66 and older,female,Agree completely,0.12515,112,925,0.10381,0.14648
1997,66 and older,female,Agree,0.21425,219,925,0.18779,0.24071
