year,bula_h,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Urban regions,Agree,0.16011,44,264,0.11579,0.20444
1990,Berlin,Urban regions,Disagree,0.36343,100,264,0.30530,0.42157
1990,Berlin,Urban regions,Disagree completely,0.41017,120,264,0.35072,0.46961
1990,Brandenburg,Rural regions,Agree completely,0.07998,46,652,0.05914,0.10081
1990,Brandenburg,Rural regions,Agree,0.23272,148,652,0.20026,0.26518
1990,Brandenburg,Rural regions,Disagree,0.31403,214,652,0.27838,0.34969
1990,Brandenburg,Rural regions,Disagree completely,0.37327,244,652,0.33612,0.41043
1990,Mecklenburg-Western Pomerania,Rural regions,Agree completely,0.07782,33,446,0.05293,0.10271
1990,Mecklenburg-Western Pomerania,Rural regions,Agree,0.24708,106,446,0.20701,0.28716
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree,0.37489,170,446,0.32991,0.41987
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree completely,0.30021,137,446,0.25762,0.34280
1990,Saxony,Urban regions,Agree completely,0.09731,58,689,0.07517,0.11946
1990,Saxony,Urban regions,Agree,0.20565,146,689,0.17545,0.23585
1990,Saxony,Urban regions,Disagree,0.34508,239,689,0.30956,0.38061
1990,Saxony,Urban regions,Disagree completely,0.35195,246,689,0.31626,0.38764
1990,Saxony,Rural regions,Agree completely,0.07851,42,612,0.05718,0.09983
1990,Saxony,Rural regions,Agree,0.17712,111,612,0.14684,0.20739
1990,Saxony,Rural regions,Disagree,0.38666,242,612,0.34804,0.42527
1990,Saxony,Rural regions,Disagree completely,0.35772,217,612,0.31971,0.39573
1990,Saxony-Anhalt,Urban regions,Agree,0.25079,41,144,0.17975,0.32184
1990,Saxony-Anhalt,Urban regions,Disagree,0.29343,55,144,0.21880,0.36806
1990,Saxony-Anhalt,Urban regions,Disagree completely,0.27137,48,144,0.19849,0.34425
1990,Saxony-Anhalt,Rural regions,Agree completely,0.09307,52,625,0.07028,0.11587
1990,Saxony-Anhalt,Rural regions,Agree,0.19703,124,625,0.16582,0.22824
1990,Saxony-Anhalt,Rural regions,Disagree,0.35488,218,625,0.31733,0.39242
1990,Saxony-Anhalt,Rural regions,Disagree completely,0.35502,231,625,0.31747,0.39257
1990,Thuringa,Urban regions,Agree,0.17600,35,182,0.12052,0.23148
1990,Thuringa,Urban regions,Disagree,0.40730,84,182,0.33572,0.47888
1990,Thuringa,Urban regions,Disagree completely,0.28866,63,182,0.22264,0.35467
1990,Thuringa,Rural regions,Agree completely,0.07404,36,517,0.05145,0.09663
1990,Thuringa,Rural regions,Agree,0.18283,95,517,0.14948,0.21618
1990,Thuringa,Rural regions,Disagree,0.38472,196,517,0.34274,0.42670
1990,Thuringa,Rural regions,Disagree completely,0.35841,190,517,0.31703,0.39978
1991,Berlin,Urban regions,Agree,0.20958,42,246,0.15861,0.26054
1991,Berlin,Urban regions,Disagree,0.37855,108,246,0.31782,0.43929
1991,Berlin,Urban regions,Disagree completely,0.36928,96,246,0.30885,0.42971
1991,Brandenburg,Rural regions,Agree completely,0.10284,64,624,0.07898,0.12669
1991,Brandenburg,Rural regions,Agree,0.21335,125,624,0.18118,0.24552
1991,Brandenburg,Rural regions,Disagree,0.42385,263,624,0.38504,0.46265
1991,Brandenburg,Rural regions,Disagree completely,0.25997,172,624,0.22553,0.29441
1991,Mecklenburg-Western Pomerania,Rural regions,Agree completely,0.08168,33,410,0.05513,0.10822
1991,Mecklenburg-Western Pomerania,Rural regions,Agree,0.26246,105,410,0.21982,0.30510
