year,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Agree completely,0.07537,142,2094,0.06406,0.08668
1990,male,Agree,0.19329,398,2094,0.17638,0.21021
1990,male,Disagree,0.35655,757,2094,0.33603,0.37707
1990,male,Disagree completely,0.37478,797,2094,0.35404,0.39552
1990,female,Agree completely,0.10383,209,2300,0.09136,0.11630
1990,female,Agree,0.21540,498,2300,0.19859,0.23220
1990,female,Disagree,0.35633,828,2300,0.33675,0.37590
1990,female,Disagree completely,0.32444,765,2300,0.30530,0.34358
1991,male,Agree completely,0.07718,142,1983,0.06543,0.08893
1991,male,Agree,0.22403,424,1983,0.20567,0.24239
1991,male,Disagree,0.39534,799,1983,0.37381,0.41686
1991,male,Disagree completely,0.30345,618,1983,0.28321,0.32369
1991,female,Agree completely,0.10507,202,2152,0.09211,0.11803
1991,female,Agree,0.25389,526,2152,0.23550,0.27228
1991,female,Disagree,0.38075,854,2152,0.36023,0.40128
1991,female,Disagree completely,0.26028,570,2152,0.24174,0.27883
1992,male,Agree completely,0.04508,233,5200,0.03944,0.05072
1992,male,Agree,0.12478,677,5200,0.11580,0.13376
1992,male,Disagree,0.30484,1669,5200,0.29233,0.31735
1992,male,Disagree completely,0.52530,2621,5200,0.51172,0.53887
1992,female,Agree completely,0.06420,343,5733,0.05785,0.07054
1992,female,Agree,0.15295,924,5733,0.14363,0.16227
1992,female,Disagree,0.30384,1829,5733,0.29193,0.31574
1992,female,Disagree completely,0.47902,2637,5733,0.46609,0.49195
1993,male,Agree completely,0.06728,395,6310,0.06109,0.07346
1993,male,Agree,0.14800,961,6310,0.13923,0.15676
1993,male,Disagree,0.33926,2182,6310,0.32758,0.35095
1993,male,Disagree completely,0.44546,2772,6310,0.43320,0.45773
1993,female,Agree completely,0.08519,537,6676,0.07849,0.09188
1993,female,Agree,0.17331,1186,6676,0.16423,0.18239
1993,female,Disagree,0.33951,2342,6676,0.32815,0.35087
1993,female,Disagree completely,0.40199,2611,6676,0.39023,0.41376
1995,male,Agree completely,0.04971,284,6357,0.04437,0.05505
1995,male,Agree,0.12006,800,6357,0.11207,0.12805
1995,male,Disagree,0.34400,2271,6357,0.33232,0.35567
1995,male,Disagree completely,0.48623,3002,6357,0.47395,0.49852
1995,female,Agree completely,0.07026,415,6816,0.06420,0.07633
1995,female,Agree,0.14836,1031,6816,0.13992,0.15680
1995,female,Disagree,0.33777,2349,6816,0.32654,0.34900
1995,female,Disagree completely,0.44360,3021,6816,0.43181,0.45540
1996,male,Agree completely,0.03777,241,6251,0.03304,0.04249
1996,male,Agree,0.12593,800,6251,0.11771,0.13416
1996,male,Disagree,0.39068,2484,6251,0.37859,0.40278
1996,male,Disagree completely,0.44562,2726,6251,0.43330,0.45794
1996,female,Agree completely,0.05634,349,6718,0.05083,0.06186
1996,female,Agree,0.15026,1002,6718,0.14172,0.15881
1996,female,Disagree,0.37197,2576,6718,0.36042,0.38353
1996,female,Disagree completely,0.42142,2791,6718,0.40961,0.43323
1997,male,Agree completely,0.04828,251,6166,0.04293,0.05364
1997,male,Agree,0.13752,856,6166,0.12892,0.14611
1997,male,Disagree,0.36044,2337,6166,0.34846,0.37243
1997,male,Disagree completely,0.45376,2722,6166,0.44133,0.46619
1997,female,Agree completely,0.06793,379,6572,0.06184,0.07401
1997,female,Agree,0.14732,996,6572,0.13875,0.15589
1997,female,Disagree,0.35983,2472,6572,0.34822,0.37143
1997,female,Disagree completely,0.42493,2725,6572,0.41298,0.43688
2008,male,Agree completely,0.04329,366,9154,0.03912,0.04746
2008,male,Agree,0.14024,1217,9154,0.13312,0.14735
2008,male,Disagree,0.38211,3449,9154,0.37215,0.39206
2008,male,Disagree completely,0.43437,4122,9154,0.42421,0.44452
2008,female,Agree completely,0.05270,480,10028,0.04833,0.05707
2008,female,Agree,0.15459,1400,10028,0.14751,0.16166
2008,female,Disagree,0.37101,3722,10028,0.36156,0.38047
2008,female,Disagree completely,0.42170,4426,10028,0.41204,0.43137
2013,male,Agree completely,0.04191,360,8782,0.03771,0.04610
2013,male,Agree,0.09561,802,8782,0.08946,0.10176
2013,male,Disagree,0.34257,2939,8782,0.33264,0.35250
2013,male,Disagree completely,0.51992,4681,8782,0.50947,0.53037
2013,female,Agree completely,0.05473,454,9953,0.05026,0.05920
2013,female,Agree,0.10320,963,9953,0.09722,0.10918
2013,female,Disagree,0.31529,3151,9953,0.30616,0.32442
2013,female,Disagree completely,0.52678,5385,9953,0.51697,0.53659
2018,male,Agree completely,0.04013,496,11696,0.03657,0.04369
2018,male,Agree,0.11447,1296,11696,0.10869,0.12024
2018,male,Disagree,0.36874,4221,11696,0.36000,0.37749
2018,male,Disagree completely,0.47666,5683,11696,0.46761,0.48571
2018,female,Agree completely,0.05039,618,13704,0.04673,0.05405
2018,female,Agree,0.11541,1453,13704,0.11006,0.12076
2018,female,Disagree,0.34288,4735,13704,0.33494,0.35083
2018,female,Disagree completely,0.49132,6898,13704,0.48295,0.49969
