year,age_gr,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Agree,0.18658,71,344,0.14535,0.22781
1990,17-29 y.,Urban regions,Disagree,0.41390,154,344,0.36178,0.46603
1990,17-29 y.,Urban regions,Disagree completely,0.32273,119,344,0.27325,0.37221
1990,17-29 y.,Rural regions,Agree completely,0.04811,36,741,0.03269,0.06353
1990,17-29 y.,Rural regions,Agree,0.20690,153,741,0.17772,0.23609
1990,17-29 y.,Rural regions,Disagree,0.37285,279,741,0.33801,0.40769
1990,17-29 y.,Rural regions,Disagree completely,0.37213,273,741,0.33731,0.40696
1990,30-45 y.,Urban regions,Agree completely,0.07145,33,495,0.04873,0.09416
1990,30-45 y.,Urban regions,Agree,0.18850,94,495,0.15401,0.22299
1990,30-45 y.,Urban regions,Disagree,0.35757,180,495,0.31531,0.39984
1990,30-45 y.,Urban regions,Disagree completely,0.38248,188,495,0.33963,0.42534
1990,30-45 y.,Rural regions,Agree completely,0.05087,50,974,0.03707,0.06468
1990,30-45 y.,Rural regions,Agree,0.17766,178,974,0.15364,0.20167
1990,30-45 y.,Rural regions,Disagree,0.36739,361,974,0.33710,0.39769
1990,30-45 y.,Rural regions,Disagree completely,0.40408,385,974,0.37324,0.43491
1990,46-65 y.,Urban regions,Agree completely,0.10530,48,464,0.07735,0.13326
1990,46-65 y.,Urban regions,Agree,0.22936,107,464,0.19106,0.26765
1990,46-65 y.,Urban regions,Disagree,0.30774,141,464,0.26570,0.34979
1990,46-65 y.,Urban regions,Disagree completely,0.35760,168,464,0.31394,0.40125
1990,46-65 y.,Rural regions,Agree completely,0.09318,80,849,0.07362,0.11275
1990,46-65 y.,Rural regions,Agree,0.22056,191,849,0.19266,0.24847
1990,46-65 y.,Rural regions,Disagree,0.37584,314,849,0.34324,0.40844
1990,46-65 y.,Rural regions,Disagree completely,0.31041,264,849,0.27927,0.34155
1990,66 and older,Urban regions,Disagree,0.30296,37,75,0.19826,0.40767
1990,66 and older,Urban regions,Disagree completely,0.25886,38,75,0.15906,0.35866
1990,66 and older,Rural regions,Agree completely,0.15979,43,288,0.11740,0.20218
1990,66 and older,Rural regions,Agree,0.22660,62,288,0.17817,0.27504
1990,66 and older,Rural regions,Disagree,0.29808,86,288,0.24516,0.35100
