"plh0191","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","kein Migrationshintergrund","192","","",""
"Stimmt ganz u.gar","1990","Hauptschule","direkter Migrationshintergrund","9","0.141558282535571","0.0651701052510361","0.217946459820105"
"Stimmt ganz u.gar","1990","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1990","Realschule","kein Migrationshintergrund","86","0.0583023217967711","0.0466109949247505","0.0699936486687917"
"Stimmt ganz u.gar","1990","Realschule","direkter Migrationshintergrund","3","","",""
"Stimmt ganz u.gar","1990","Realschule","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","kein Migrationshintergrund","5","0.0367064255964622","0.00374215548798051","0.0696706957049439"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","kein Migrationshintergrund","50","0.0520145419345709","0.0379236939233536","0.0661053899457882"
"Stimmt ganz u.gar","1990","AkademikerIn","direkter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
