year,quintil_oecd,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Agree completely,0.07437,212,2268,0.06357,0.08517
1992,1st Quintile,Agree,0.18253,588,2268,0.16663,0.19843
1992,1st Quintile,Disagree,0.22415,739,2268,0.20698,0.24131
1992,1st Quintile,Disagree completely,0.23690,729,2268,0.21939,0.25440
1992,2nd Quintile,Agree completely,0.03860,129,2275,0.03068,0.04652
1992,2nd Quintile,Agree,0.10937,375,2275,0.09654,0.12220
1992,2nd Quintile,Disagree,0.23879,827,2275,0.22126,0.25631
1992,2nd Quintile,Disagree completely,0.30509,944,2275,0.28617,0.32402
1992,3rd Quintile,Agree completely,0.02874,79,2101,0.02160,0.03589
1992,3rd Quintile,Agree,0.09943,278,2101,0.08663,0.11223
1992,3rd Quintile,Disagree,0.23931,718,2101,0.22106,0.25756
1992,3rd Quintile,Disagree completely,0.37714,1026,2101,0.35641,0.39787
1992,4th Quintile,Agree completely,0.03783,82,2094,0.02966,0.04601
1992,4th Quintile,Agree,0.08530,216,2094,0.07333,0.09727
1992,4th Quintile,Disagree,0.22503,612,2094,0.20713,0.24292
1992,4th Quintile,Disagree completely,0.45444,1184,2094,0.43310,0.47577
1992,5th Quintile,Agree completely,0.03147,74,2194,0.02417,0.03878
1992,5th Quintile,Agree,0.05775,143,2194,0.04799,0.06751
1992,5th Quintile,Disagree,0.23857,602,2194,0.22073,0.25641
1992,5th Quintile,Disagree completely,0.54616,1375,2194,0.52532,0.56699
1993,1st Quintile,Agree completely,0.08726,274,2556,0.07632,0.09820
1993,1st Quintile,Agree,0.18871,610,2556,0.17353,0.20388
1993,1st Quintile,Disagree,0.26040,906,2556,0.24339,0.27742
1993,1st Quintile,Disagree completely,0.22972,766,2556,0.21341,0.24603
1993,2nd Quintile,Agree completely,0.06168,219,2804,0.05277,0.07058
1993,2nd Quintile,Agree,0.14091,512,2804,0.12803,0.15379
1993,2nd Quintile,Disagree,0.27140,1028,2804,0.25494,0.28786
1993,2nd Quintile,Disagree completely,0.29259,1045,2804,0.27575,0.30943
1993,3rd Quintile,Agree completely,0.05538,165,2661,0.04669,0.06407
1993,3rd Quintile,Agree,0.11864,398,2661,0.10635,0.13092
1993,3rd Quintile,Disagree,0.27731,939,2661,0.26030,0.29432
1993,3rd Quintile,Disagree completely,0.34344,1159,2661,0.32539,0.36148
1993,4th Quintile,Agree completely,0.05560,149,2592,0.04677,0.06442
1993,4th Quintile,Agree,0.11915,383,2592,0.10667,0.13162
1993,4th Quintile,Disagree,0.29118,898,2592,0.27369,0.30868
1993,4th Quintile,Disagree completely,0.38359,1162,2592,0.36487,0.40231
1993,5th Quintile,Agree completely,0.05093,124,2371,0.04208,0.05978
1993,5th Quintile,Agree,0.08816,243,2371,0.07674,0.09957
1993,5th Quintile,Disagree,0.28233,753,2371,0.26421,0.30046
1993,5th Quintile,Disagree completely,0.47385,1251,2371,0.45374,0.49395
1995,1st Quintile,Agree completely,0.07309,217,2506,0.06290,0.08328
1995,1st Quintile,Agree,0.13976,497,2506,0.12618,0.15334
1995,1st Quintile,Disagree,0.25804,885,2506,0.24090,0.27517
1995,1st Quintile,Disagree completely,0.25959,907,2506,0.24242,0.27676
1995,2nd Quintile,Agree completely,0.05981,175,2860,0.05112,0.06850
1995,2nd Quintile,Agree,0.14052,493,2860,0.12779,0.15326
1995,2nd Quintile,Disagree,0.26967,1035,2860,0.25340,0.28594
1995,2nd Quintile,Disagree completely,0.31115,1157,2860,0.29418,0.32812
1995,3rd Quintile,Agree completely,0.04256,118,2703,0.03495,0.05017
1995,3rd Quintile,Agree,0.09584,340,2703,0.08474,0.10693
1995,3rd Quintile,Disagree,0.29241,985,2703,0.27526,0.30956
1995,3rd Quintile,Disagree completely,0.37452,1260,2703,0.35627,0.39277
1995,4th Quintile,Agree completely,0.03789,108,2646,0.03062,0.04517
1995,4th Quintile,Agree,0.09372,281,2646,0.08262,0.10483
