year,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Very concerned,0.52285,5970,11997,0.51391,0.53179
1984,Somewhat concerned,0.39641,4778,11997,0.38766,0.40517
1984,Not concerned at all,0.08073,1249,11997,0.07586,0.08561
1985,Very concerned,0.47070,4922,10870,0.46131,0.48008
1985,Somewhat concerned,0.45002,4884,10870,0.44066,0.45937
1985,Not concerned at all,0.07928,1064,10870,0.07420,0.08436
1986,Very concerned,0.43003,4367,10446,0.42054,0.43953
1986,Somewhat concerned,0.46669,4902,10446,0.45712,0.47626
1986,Not concerned at all,0.10328,1177,10446,0.09744,0.10911
1987,Very concerned,0.58262,5686,10331,0.57311,0.59213
1987,Somewhat concerned,0.36438,3901,10331,0.35510,0.37366
1987,Not concerned at all,0.05300,744,10331,0.04868,0.05732
1988,Very concerned,0.56200,5237,9865,0.55221,0.57179
1988,Somewhat concerned,0.38609,3946,9865,0.37648,0.39569
1988,Not concerned at all,0.05192,682,9865,0.04754,0.05629
1989,Very concerned,0.62667,5636,9567,0.61698,0.63637
1989,Somewhat concerned,0.32822,3317,9567,0.31881,0.33763
1989,Not concerned at all,0.04511,614,9567,0.04095,0.04927
1990,Very concerned,0.61491,8183,13786,0.60679,0.62303
1990,Somewhat concerned,0.34023,4919,13786,0.33232,0.34814
1990,Not concerned at all,0.04486,684,13786,0.04141,0.04832
1991,Very concerned,0.50935,6544,13504,0.50092,0.51779
1991,Somewhat concerned,0.43991,6160,13504,0.43153,0.44828
1991,Not concerned at all,0.05074,800,13504,0.04704,0.05444
1992,Very concerned,0.58179,7421,13215,0.57338,0.59020
1992,Somewhat concerned,0.37745,5178,13215,0.36918,0.38571
1992,Not concerned at all,0.04076,616,13215,0.03739,0.04413
1993,Very concerned,0.50812,6448,13005,0.49952,0.51671
1993,Somewhat concerned,0.45024,5949,13005,0.44169,0.45879
1993,Not concerned at all,0.04165,608,13005,0.03821,0.04508
1994,Very concerned,0.39242,4886,12786,0.38395,0.40088
1994,Somewhat concerned,0.54666,7059,12786,0.53803,0.55529
1994,Not concerned at all,0.06092,841,12786,0.05678,0.06507
