year,pgisced97,sampreg,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,West,Very concerned,0.67290,123,173,0.60278,0.74301
1984,Pre-primary Level,West,Somewhat concerned,0.27314,50,173,0.20655,0.33973
1984,Primary Level,West,Very concerned,0.30768,268,970,0.27862,0.33674
1984,Primary Level,West,Somewhat concerned,0.43414,422,970,0.40293,0.46535
1984,Primary Level,West,Not concerned at all,0.25818,280,970,0.23063,0.28574
1984,Lower Secondary Level,West,Very concerned,0.44270,1478,3401,0.42601,0.45940
1984,Lower Secondary Level,West,Somewhat concerned,0.44056,1477,3401,0.42388,0.45725
1984,Lower Secondary Level,West,Not concerned at all,0.11673,446,3401,0.10594,0.12752
1984,Upper Secondary Level,West,Very concerned,0.53262,2941,5639,0.51960,0.54565
1984,Upper Secondary Level,West,Somewhat concerned,0.40101,2273,5639,0.38821,0.41380
1984,Upper Secondary Level,West,Not concerned at all,0.06637,425,5639,0.05987,0.07287
1984,Post-secondary Non-tertiary Level,West,Very concerned,0.70903,200,290,0.65666,0.76140
1984,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.26954,90,290,0.21838,0.32070
1984,First Stage of Tertiary Education,West,Very concerned,0.61450,409,626,0.57634,0.65266
1984,First Stage of Tertiary Education,West,Somewhat concerned,0.33783,217,626,0.30075,0.37491
1984,Second Stage of Tertiary Education,West,Very concerned,0.66650,522,781,0.63341,0.69958
1984,Second Stage of Tertiary Education,West,Somewhat concerned,0.29526,226,781,0.26325,0.32727
1984,Second Stage of Tertiary Education,West,Not concerned at all,0.03824,33,781,0.02478,0.05170
1985,No answer / don't know,West,Very concerned,0.58789,47,86,0.48325,0.69253
1985,No answer / don't know,West,Somewhat concerned,0.26907,39,86,0.17479,0.36335
1985,Pre-primary Level,West,Very concerned,0.64972,115,178,0.57944,0.72001
1985,Pre-primary Level,West,Somewhat concerned,0.31523,63,178,0.24678,0.38368
1985,Primary Level,West,Very concerned,0.28771,215,804,0.25640,0.31902
1985,Primary Level,West,Somewhat concerned,0.47819,374,804,0.44364,0.51274
1985,Primary Level,West,Not concerned at all,0.23410,215,804,0.20481,0.26338
1985,Lower Secondary Level,West,Very concerned,0.40213,1192,3016,0.38463,0.41963
1985,Lower Secondary Level,West,Somewhat concerned,0.48515,1447,3016,0.46731,0.50299
1985,Lower Secondary Level,West,Not concerned at all,0.11272,377,3016,0.10143,0.12400
1985,Upper Secondary Level,West,Very concerned,0.47471,2403,5118,0.46103,0.48840
1985,Upper Secondary Level,West,Somewhat concerned,0.45703,2343,5118,0.44338,0.47068
1985,Upper Secondary Level,West,Not concerned at all,0.06826,372,5118,0.06135,0.07517
1985,Post-secondary Non-tertiary Level,West,Very concerned,0.67454,172,253,0.61669,0.73239
1985,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.29995,81,253,0.24337,0.35652
1985,First Stage of Tertiary Education,West,Very concerned,0.52351,327,588,0.48310,0.56391
1985,First Stage of Tertiary Education,West,Somewhat concerned,0.42583,261,588,0.38583,0.46583
1985,Second Stage of Tertiary Education,West,Very concerned,0.59193,451,727,0.55618,0.62768
1985,Second Stage of Tertiary Education,West,Somewhat concerned,0.37656,276,727,0.34132,0.41181
1986,No answer / don't know,West,Very concerned,0.44101,41,93,0.33955,0.54247
1986,No answer / don't know,West,Somewhat concerned,0.47475,52,93,0.37271,0.57679
1986,Pre-primary Level,West,Very concerned,0.52919,91,172,0.45438,0.60401
1986,Pre-primary Level,West,Somewhat concerned,0.41291,81,172,0.33911,0.48671
1986,Primary Level,West,Very concerned,0.30601,205,763,0.27329,0.33873
1986,Primary Level,West,Somewhat concerned,0.42780,361,763,0.39267,0.46293
1986,Primary Level,West,Not concerned at all,0.26619,197,763,0.23481,0.29757
1986,Lower Secondary Level,West,Very concerned,0.37143,1050,2856,0.35370,0.38915
1986,Lower Secondary Level,West,Somewhat concerned,0.48808,1407,2856,0.46974,0.50641
1986,Lower Secondary Level,West,Not concerned at all,0.14050,399,2856,0.12775,0.15324
1986,Upper Secondary Level,West,Very concerned,0.44013,2171,4940,0.42628,0.45397
1986,Upper Secondary Level,West,Somewhat concerned,0.46757,2312,4940,0.45366,0.48149
1986,Upper Secondary Level,West,Not concerned at all,0.09230,457,4940,0.08423,0.10037
1986,Post-secondary Non-tertiary Level,West,Very concerned,0.53437,137,248,0.47216,0.59658
1986,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.41008,111,248,0.34874,0.47142
1986,First Stage of Tertiary Education,West,Very concerned,0.46706,277,575,0.42625,0.50788
1986,First Stage of Tertiary Education,West,Somewhat concerned,0.45026,257,575,0.40956,0.49096
1986,First Stage of Tertiary Education,West,Not concerned at all,0.08268,41,575,0.06015,0.10521
1986,Second Stage of Tertiary Education,West,Very concerned,0.52233,395,716,0.48572,0.55895
1986,Second Stage of Tertiary Education,West,Somewhat concerned,0.43841,321,716,0.40204,0.47478
1987,No answer / don't know,West,Very concerned,0.61780,59,101,0.52256,0.71304
1987,No answer / don't know,West,Somewhat concerned,0.30572,42,101,0.21542,0.39602
1987,Pre-primary Level,West,Very concerned,0.76421,129,176,0.70132,0.82711
1987,Pre-primary Level,West,Somewhat concerned,0.19001,47,176,0.13189,0.24814
1987,Primary Level,West,Very concerned,0.40400,250,740,0.36862,0.43938
1987,Primary Level,West,Somewhat concerned,0.42699,344,740,0.39132,0.46265
1987,Primary Level,West,Not concerned at all,0.16901,146,740,0.14199,0.19603
1987,Lower Secondary Level,West,Very concerned,0.51527,1363,2793,0.49673,0.53381
1987,Lower Secondary Level,West,Somewhat concerned,0.40035,1154,2793,0.38218,0.41853
1987,Lower Secondary Level,West,Not concerned at all,0.08437,276,2793,0.07406,0.09468
1987,Upper Secondary Level,West,Very concerned,0.59259,2849,4922,0.57887,0.60632
1987,Upper Secondary Level,West,Somewhat concerned,0.36573,1827,4922,0.35228,0.37919
1987,Upper Secondary Level,West,Not concerned at all,0.04167,246,4922,0.03609,0.04726
1987,Post-secondary Non-tertiary Level,West,Very concerned,0.69663,170,252,0.63975,0.75350
1987,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.25832,82,252,0.20417,0.31247
1987,First Stage of Tertiary Education,West,Very concerned,0.62467,356,542,0.58387,0.66547
1987,First Stage of Tertiary Education,West,Somewhat concerned,0.34744,186,542,0.30732,0.38756
1987,Second Stage of Tertiary Education,West,Very concerned,0.68389,510,729,0.65011,0.71766
1987,Second Stage of Tertiary Education,West,Somewhat concerned,0.30176,219,729,0.26842,0.33511
1988,No answer / don't know,West,Very concerned,0.62424,76,126,0.53933,0.70914
1988,No answer / don't know,West,Somewhat concerned,0.31741,50,126,0.23581,0.39901
1988,Pre-primary Level,West,Very concerned,0.63892,95,148,0.56127,0.71657
1988,Pre-primary Level,West,Somewhat concerned,0.31440,53,148,0.23934,0.38945
