"plh0036","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1984","17-34","1627","0.341384403920986","0.327573162222772","0.355195645619199"
"Einige Sorgen","1984","35-65","2588","0.414594470361168","0.402346399581135","0.426842541141201"
"Einige Sorgen","1984","66 +","563","0.449307579727822","0.421776341475461","0.476838817980182"
"Grosse Sorgen","1984","17-34","2522","0.605895271253336","0.591662171721499","0.620128370785173"
"Grosse Sorgen","1984","35-65","2952","0.5153366869766","0.502911780500095","0.527761593453106"
"Grosse Sorgen","1984","66 +","496","0.386540691240417","0.359588764796774","0.413492617684059"
"Keine Sorgen","1984","17-34","379","0.0527203248256783","0.0462111935532979","0.0592294560980586"
"Keine Sorgen","1984","35-65","675","0.0700688426622314","0.0637226186767905","0.0764150666476724"
"Keine Sorgen","1984","66 +","195","0.164151729031762","0.143650222412064","0.184653235651459"
"Einige Sorgen","1985","17-34","1659","0.383204561933337","0.368361185702993","0.39804793816368"
"Einige Sorgen","1985","35-65","2682","0.478146298485149","0.465139674382876","0.491152922587422"
"Einige Sorgen","1985","66 +","543","0.499768447273334","0.469989878517217","0.529547016029452"
"Grosse Sorgen","1985","17-34","2137","0.564755316492715","0.5496181814569","0.579892451528529"
"Grosse Sorgen","1985","35-65","2422","0.452425928667236","0.439465929106113","0.465385928228359"
"Grosse Sorgen","1985","66 +","363","0.340315158426774","0.312096084184862","0.368534232668686"
"Keine Sorgen","1985","17-34","325","0.0520401215739487","0.0452588534961745","0.058821389651723"
"Keine Sorgen","1985","35-65","562","0.0694277728476147","0.0628093963924438","0.0760461493027857"
"Keine Sorgen","1985","66 +","177","0.159916394299892","0.138087003696881","0.181745784902903"
"Einige Sorgen","1986","17-34","1729","0.411230215278414","0.396064678618832","0.426395751937997"
"Einige Sorgen","1986","35-65","2688","0.502529037358344","0.489183452902805","0.515874621813882"
"Einige Sorgen","1986","66 +","485","0.473590043810753","0.442797133763839","0.504382953857667"
"Grosse Sorgen","1986","17-34","1961","0.524190687274198","0.508798383100055","0.539582991448342"
"Grosse Sorgen","1986","35-65","2101","0.409589162131374","0.396463399744876","0.422714924517872"
"Grosse Sorgen","1986","66 +","305","0.304289082715768","0.275913486279656","0.332664679151881"
"Keine Sorgen","1986","17-34","354","0.0645790974473872","0.0570039334718482","0.0721542614229262"
"Keine Sorgen","1986","35-65","603","0.0878818005102827","0.0803248220742354","0.09543877894633"
"Keine Sorgen","1986","66 +","220","0.222120873473478","0.196485588514224","0.247756158432732"
"Einige Sorgen","1987","17-34","1353","0.31005768295777","0.295701049474097","0.324414316441444"
"Einige Sorgen","1987","35-65","2113","0.387488764400418","0.374365474901046","0.40061205389979"
"Einige Sorgen","1987","66 +","435","0.402340713164004","0.372680295087486","0.432001131240523"
"Grosse Sorgen","1987","17-34","2398","0.657141775644775","0.642408076502005","0.671875474787545"
"Grosse Sorgen","1987","35-65","2794","0.568343737604894","0.555001438110658","0.58168603709913"
"Grosse Sorgen","1987","66 +","494","0.483486125754586","0.453259724357986","0.513712527151187"
"Keine Sorgen","1987","17-34","236","0.0328005413974545","0.0272718353267579","0.038329247468151"
"Keine Sorgen","1987","35-65","387","0.0441674979946874","0.0386327427739155","0.0497022532154594"
"Keine Sorgen","1987","66 +","121","0.114173161081409","0.0949373779795601","0.133408944183258"
"Einige Sorgen","1988","17-34","1380","0.332157972901945","0.317210528036417","0.347105417767474"
"Einige Sorgen","1988","35-65","2088","0.398348611768644","0.384816842871225","0.411880380666064"
"Einige Sorgen","1988","66 +","478","0.451420448004623","0.42092600567061","0.481914890338637"
"Grosse Sorgen","1988","17-34","2200","0.632288213156693","0.616985477885882","0.647590948427503"
"Grosse Sorgen","1988","35-65","2606","0.560069768909581","0.546349474658281","0.57379006316088"
"Grosse Sorgen","1988","66 +","431","0.439399390923595","0.40898586429425","0.469812917552939"
"Keine Sorgen","1988","17-34","234","0.0355538139413621","0.0296770283752138","0.0414305995075105"
"Keine Sorgen","1988","35-65","334","0.041581619321775","0.036063657102128","0.0470995815414219"
"Keine Sorgen","1988","66 +","114","0.109180161071782","0.0900694397425436","0.128290882401021"
"Einige Sorgen","1989","17-34","1126","0.26923443080314","0.255007367237976","0.283461494368305"
"Einige Sorgen","1989","35-65","1773","0.33921378521675","0.325863307508583","0.352564262924916"
"Einige Sorgen","1989","66 +","418","0.407107556790838","0.376687727699659","0.437527385882016"
"Grosse Sorgen","1989","17-34","2396","0.700808261118543","0.686121185210496","0.71549533702659"
"Grosse Sorgen","1989","35-65","2740","0.620377866057363","0.606693222727985","0.634062509386742"
"Grosse Sorgen","1989","66 +","500","0.507175956201246","0.476220336501803","0.538131575900688"
"Keine Sorgen","1989","17-34","212","0.0299573080783164","0.0244895693857124","0.0354250467709205"
"Keine Sorgen","1989","35-65","318","0.0404083487258869","0.034855595738473","0.0459611017133008"
"Keine Sorgen","1989","66 +","84","0.0857164870079168","0.0683829634018892","0.103050010613945"
"Einige Sorgen","1990","17-34","1761","0.295593785028903","0.283322831915668","0.307864738142138"
"Einige Sorgen","1990","35-65","2531","0.340191775833111","0.329119202896896","0.351264348769326"
"Einige Sorgen","1990","66 +","627","0.428169816113247","0.40262177168811","0.453717860538385"
"Grosse Sorgen","1990","17-34","3334","0.675993596943807","0.663408193402555","0.688579000485059"
"Grosse Sorgen","1990","35-65","4175","0.624274962804984","0.61295615178136","0.635593773828608"
"Grosse Sorgen","1990","66 +","674","0.467200567366131","0.441440341997793","0.49296079273447"
"Keine Sorgen","1990","17-34","217","0.0284126180272899","0.0239445927930056","0.0328806432615743"
"Keine Sorgen","1990","35-65","327","0.035533261361905","0.0312067390782306","0.0398597836455794"
"Keine Sorgen","1990","66 +","140","0.104629616520622","0.088826425855731","0.120432807185512"
"Einige Sorgen","1991","17-34","2099","0.366992013476532","0.353805266641622","0.380178760311441"
"Einige Sorgen","1991","35-65","3319","0.460928312637255","0.449197354013753","0.472659271260756"
"Einige Sorgen","1991","66 +","742","0.514251027583504","0.488400798245068","0.540101256921941"
"Grosse Sorgen","1991","17-34","2770","0.596475184180116","0.583052601706408","0.609897766653824"
"Grosse Sorgen","1991","35-65","3227","0.496890193974481","0.485123481187113","0.508656906761849"
"Grosse Sorgen","1991","66 +","547","0.384597394491472","0.359434899279883","0.40975988970306"
"Keine Sorgen","1991","17-34","263","0.0365328023433527","0.0313998796036133","0.0416657250830922"
"Keine Sorgen","1991","35-65","390","0.042181493388264","0.0374511122260001","0.0469118745505278"
"Keine Sorgen","1991","66 +","147","0.101151577925024","0.0855560373750847","0.116747118474963"
"Einige Sorgen","1992","17-34","1760","0.320696106077683","0.307692366616979","0.333699845538386"
"Einige Sorgen","1992","35-65","2785","0.391276645679803","0.379703327481435","0.40284996387817"
"Einige Sorgen","1992","66 +","633","0.438540907594299","0.412867338030033","0.464214477158566"
"Grosse Sorgen","1992","17-34","2985","0.651297857681571","0.638020657698295","0.664575057664846"
"Grosse Sorgen","1992","35-65","3743","0.573921443892498","0.562194711541279","0.585648176243718"
"Grosse Sorgen","1992","66 +","693","0.481152678993705","0.455301319687839","0.507004038299571"
"Keine Sorgen","1992","17-34","204","0.0280060362407469","0.0234093276620879","0.0326027448194058"
"Keine Sorgen","1992","35-65","303","0.0348019104276987","0.0304556502806518","0.0391481705747456"
"Keine Sorgen","1992","66 +","109","0.0803064134119958","0.0662453283800555","0.094367498443936"
"Einige Sorgen","1993","17-34","2023","0.393048418248493","0.379323596304485","0.4067732401925"
"Einige Sorgen","1993","35-65","3196","0.471150206788855","0.459186154790797","0.483114258786914"
"Einige Sorgen","1993","66 +","730","0.491723496087887","0.466018012336781","0.517428979838993"
"Grosse Sorgen","1993","17-34","2647","0.577900385896798","0.564021946333741","0.591778825459855"
"Grosse Sorgen","1993","35-65","3179","0.490853393066953","0.478871380932378","0.502835405201527"
"Grosse Sorgen","1993","66 +","622","0.434020224713614","0.408536041200228","0.459504408226999"
"Keine Sorgen","1993","17-34","195","0.029051195854709","0.0243317952761535","0.0337705964332645"
"Keine Sorgen","1993","35-65","312","0.0379964001441917","0.033414010610749","0.0425787896776344"
"Keine Sorgen","1993","66 +","101","0.0742562791984994","0.0607751191910594","0.0877374392059395"
"Einige Sorgen","1994","17-34","2462","0.502626771861173","0.488434759567063","0.516818784155282"
"Einige Sorgen","1994","35-65","3728","0.557343177105374","0.545318046602087","0.569368307608661"
"Einige Sorgen","1994","66 +","869","0.590979360612436","0.565794687328321","0.616164033896551"
"Grosse Sorgen","1994","17-34","2052","0.454689382858024","0.440555569530185","0.468823196185862"
"Grosse Sorgen","1994","35-65","2390","0.38711523683993","0.375322776684783","0.398907696995077"
"Grosse Sorgen","1994","66 +","444","0.302062936396088","0.278543094198745","0.325582778593431"
"Keine Sorgen","1994","17-34","254","0.0426838452808039","0.0369461242357649","0.048421566325843"
"Keine Sorgen","1994","35-65","436","0.0555415860546956","0.0499966641844848","0.0610865079249064"
"Keine Sorgen","1994","66 +","151","0.106957702991476","0.0911262928289779","0.122789113153974"
"Einige Sorgen","1995","17-34","2382","0.466306169033506","0.452329689901648","0.480282648165364"
"Einige Sorgen","1995","35-65","3609","0.517199423382654","0.505294384393296","0.529104462372012"
"Einige Sorgen","1995","66 +","799","0.528537892329784","0.503359901077215","0.553715883582352"
"Grosse Sorgen","1995","17-34","2278","0.495313009930847","0.481305303513122","0.509320716348572"
"Grosse Sorgen","1995","35-65","2759","0.431335270612918","0.4195360438305","0.443134497395336"
"Grosse Sorgen","1995","66 +","573","0.377514879753643","0.353064188501542","0.401965571005743"
"Keine Sorgen","1995","17-34","234","0.0383808210356476","0.0329984355680539","0.0437632065032413"
"Keine Sorgen","1995","35-65","400","0.051465306004428","0.0462014765983314","0.0567291354105245"
"Keine Sorgen","1995","66 +","138","0.0939472279165736","0.0792316152178819","0.108662840615265"
"Einige Sorgen","1996","17-34","2506","0.519208644774233","0.504980584994496","0.53343670455397"
"Einige Sorgen","1996","35-65","3930","0.573910934228979","0.562085950942556","0.585735917515401"
"Einige Sorgen","1996","66 +","890","0.57691115218042","0.552212035976502","0.601610268384338"
"Grosse Sorgen","1996","17-34","1896","0.425485777785647","0.411406210268496","0.439565345302797"
"Grosse Sorgen","1996","35-65","2296","0.361952280746917","0.350460685253128","0.373443876240707"
"Grosse Sorgen","1996","66 +","487","0.3216911536653","0.298338058080743","0.345044249249858"
"Keine Sorgen","1996","17-34","335","0.0553055774401202","0.0487963935657102","0.0618147613145301"
"Keine Sorgen","1996","35-65","492","0.0641367850241039","0.0582782656152625","0.0699953044329453"
"Keine Sorgen","1996","66 +","160","0.10139769415428","0.0863070089013864","0.116488379407173"
"Einige Sorgen","1997","17-34","2487","0.537356135325808","0.52293335615083","0.551778914500787"
"Einige Sorgen","1997","35-65","3939","0.581493887348313","0.569608640960636","0.593379133735989"
"Einige Sorgen","1997","66 +","884","0.56460990479122","0.540061283193838","0.589158526388602"
"Grosse Sorgen","1997","17-34","1743","0.398534458812294","0.384372192419739","0.412696725204849"
"Grosse Sorgen","1997","35-65","2102","0.34015072938593","0.328736600206434","0.351564858565425"
"Grosse Sorgen","1997","66 +","482","0.309253080474356","0.286369177993957","0.332136982954754"
"Keine Sorgen","1997","17-34","361","0.0641094058618977","0.0570239489402565","0.071194862783539"
"Keine Sorgen","1997","35-65","577","0.0783553832657575","0.071880963181532","0.084829803349983"
"Keine Sorgen","1997","66 +","201","0.126137014734424","0.109698728476719","0.14257530099213"
"Einige Sorgen","1998","17-34","2945","0.594996806652828","0.581181397132581","0.608812216173075"
"Einige Sorgen","1998","35-65","4498","0.588368569260529","0.577221924264025","0.599515214257034"
"Einige Sorgen","1998","66 +","1038","0.558435951475274","0.535697080647616","0.581174822302933"
"Grosse Sorgen","1998","17-34","1530","0.333349668247273","0.320082559617065","0.346616776877481"
"Grosse Sorgen","1998","35-65","2420","0.340264123930847","0.329532676450078","0.350995571411615"
"Grosse Sorgen","1998","66 +","597","0.328073674952465","0.306574000876427","0.349573349028502"
"Keine Sorgen","1998","17-34","375","0.071653525099899","0.0643949554486937","0.0789120947511044"
"Keine Sorgen","1998","35-65","570","0.071367306808624","0.0655363904489845","0.0771982231682634"
"Keine Sorgen","1998","66 +","197","0.113490373572261","0.0989656927678232","0.128015054376699"
"Einige Sorgen","1999","17-34","2846","0.626901732929559","0.612889206838825","0.640914259020294"
