year,pgisced97,regtyp,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,No answer / don't know,Very concerned,0.67290,123,173,0.60278,0.74301
1984,Pre-primary Level,No answer / don't know,Somewhat concerned,0.27314,50,173,0.20655,0.33973
1984,Primary Level,No answer / don't know,Very concerned,0.30768,268,970,0.27862,0.33674
1984,Primary Level,No answer / don't know,Somewhat concerned,0.43414,422,970,0.40293,0.46535
1984,Primary Level,No answer / don't know,Not concerned at all,0.25818,280,970,0.23063,0.28574
1984,Lower Secondary Level,No answer / don't know,Very concerned,0.44270,1478,3401,0.42601,0.45940
1984,Lower Secondary Level,No answer / don't know,Somewhat concerned,0.44056,1477,3401,0.42388,0.45725
1984,Lower Secondary Level,No answer / don't know,Not concerned at all,0.11673,446,3401,0.10594,0.12752
1984,Upper Secondary Level,No answer / don't know,Very concerned,0.53262,2941,5639,0.51960,0.54565
1984,Upper Secondary Level,No answer / don't know,Somewhat concerned,0.40101,2273,5639,0.38821,0.41380
1984,Upper Secondary Level,No answer / don't know,Not concerned at all,0.06637,425,5639,0.05987,0.07287
1984,Post-secondary Non-tertiary Level,No answer / don't know,Very concerned,0.70903,200,290,0.65666,0.76140
1984,Post-secondary Non-tertiary Level,No answer / don't know,Somewhat concerned,0.26954,90,290,0.21838,0.32070
1984,First Stage of Tertiary Education,No answer / don't know,Very concerned,0.61450,409,626,0.57634,0.65266
1984,First Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.33783,217,626,0.30075,0.37491
1984,Second Stage of Tertiary Education,No answer / don't know,Very concerned,0.66650,522,781,0.63341,0.69958
1984,Second Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.29526,226,781,0.26325,0.32727
1984,Second Stage of Tertiary Education,No answer / don't know,Not concerned at all,0.03824,33,781,0.02478,0.05170
1985,No answer / don't know,Urban regions,Very concerned,0.58580,40,72,0.47122,0.70038
1985,No answer / don't know,Urban regions,Somewhat concerned,0.26362,32,72,0.16113,0.36611
1985,Pre-primary Level,Urban regions,Very concerned,0.65218,93,141,0.57328,0.73107
1985,Pre-primary Level,Urban regions,Somewhat concerned,0.30257,48,141,0.22648,0.37867
1985,Primary Level,Urban regions,Very concerned,0.26571,183,703,0.23303,0.29838
1985,Primary Level,Urban regions,Somewhat concerned,0.49476,336,703,0.45778,0.53175
1985,Primary Level,Urban regions,Not concerned at all,0.23953,184,703,0.20796,0.27110
1985,Primary Level,Rural regions,Very concerned,0.36877,32,101,0.27420,0.46333
1985,Primary Level,Rural regions,Somewhat concerned,0.41715,38,101,0.32050,0.51379
1985,Primary Level,Rural regions,Not concerned at all,0.21408,31,101,0.13369,0.29448
