year,migback,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.53346,4696,8580,0.52291,0.54402
1984,No migration background,Somewhat concerned,0.39382,3326,8580,0.38348,0.40416
1984,No migration background,Not concerned at all,0.07272,558,8580,0.06722,0.07821
1984,Direct migration background,Very concerned,0.41483,1205,3294,0.39800,0.43166
1984,Direct migration background,Somewhat concerned,0.42511,1410,3294,0.40822,0.44199
1984,Direct migration background,Not concerned at all,0.16006,679,3294,0.14754,0.17258
1984,Indirect migration background,Very concerned,0.65236,69,111,0.56336,0.74135
1984,Indirect migration background,Somewhat concerned,0.30813,42,111,0.22185,0.39442
1985,No migration background,Very concerned,0.47685,3848,7889,0.46583,0.48787
1985,No migration background,Somewhat concerned,0.44881,3509,7889,0.43784,0.45979
1985,No migration background,Not concerned at all,0.07433,532,7889,0.06855,0.08012
1985,Direct migration background,Very concerned,0.40603,1004,2841,0.38797,0.42409
1985,Direct migration background,Somewhat concerned,0.46486,1322,2841,0.44651,0.48320
1985,Direct migration background,Not concerned at all,0.12911,515,2841,0.11678,0.14144
1985,Indirect migration background,Very concerned,0.56140,70,123,0.47334,0.64945
1985,Indirect migration background,Somewhat concerned,0.39188,53,123,0.30525,0.47850
1986,No migration background,Very concerned,0.43872,3394,7516,0.42750,0.44994
1986,No migration background,Somewhat concerned,0.46378,3470,7516,0.45251,0.47506
1986,No migration background,Not concerned at all,0.09749,652,7516,0.09079,0.10420
1986,Direct migration background,Very concerned,0.34644,902,2778,0.32874,0.36414
1986,Direct migration background,Somewhat concerned,0.49658,1373,2778,0.47798,0.51517
1986,Direct migration background,Not concerned at all,0.15699,503,2778,0.14346,0.17052
1986,Indirect migration background,Very concerned,0.51764,71,130,0.43141,0.60387
1986,Indirect migration background,Somewhat concerned,0.40289,59,130,0.31825,0.48753
1987,No migration background,Very concerned,0.59757,4494,7387,0.58639,0.60875
1987,No migration background,Somewhat concerned,0.35655,2592,7387,0.34563,0.36747
1987,No migration background,Not concerned at all,0.04588,301,7387,0.04111,0.05065
1987,Direct migration background,Very concerned,0.44705,1095,2772,0.42854,0.46556
1987,Direct migration background,Somewhat concerned,0.43793,1251,2772,0.41946,0.45641
1987,Direct migration background,Not concerned at all,0.11502,426,2772,0.10314,0.12690
1987,Indirect migration background,Very concerned,0.70182,97,155,0.62957,0.77407
