year,quintil_oecd,sex,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,male,Very concerned,0.48790,470,1075,0.45800,0.51779
1984,1st Quintile,male,Somewhat concerned,0.41009,450,1075,0.38068,0.43951
1984,1st Quintile,male,Not concerned at all,0.10201,155,1075,0.08391,0.12011
1984,1st Quintile,female,Very concerned,0.44626,583,1361,0.41984,0.47268
1984,1st Quintile,female,Somewhat concerned,0.40630,555,1361,0.38019,0.43240
1984,1st Quintile,female,Not concerned at all,0.14744,223,1361,0.12860,0.16629
1984,2nd Quintile,male,Very concerned,0.52137,543,1114,0.49202,0.55071
1984,2nd Quintile,male,Somewhat concerned,0.38945,445,1114,0.36080,0.41810
1984,2nd Quintile,male,Not concerned at all,0.08918,126,1114,0.07244,0.10593
1984,2nd Quintile,female,Very concerned,0.48231,589,1257,0.45468,0.50995
1984,2nd Quintile,female,Somewhat concerned,0.42936,532,1257,0.40198,0.45673
1984,2nd Quintile,female,Not concerned at all,0.08833,136,1257,0.07264,0.10403
1984,3rd Quintile,male,Very concerned,0.51856,593,1176,0.48999,0.54713
1984,3rd Quintile,male,Somewhat concerned,0.41709,478,1176,0.38889,0.44528
1984,3rd Quintile,male,Not concerned at all,0.06435,105,1176,0.05032,0.07838
1984,3rd Quintile,female,Very concerned,0.54143,603,1150,0.51262,0.57024
1984,3rd Quintile,female,Somewhat concerned,0.39346,448,1150,0.36521,0.42170
1984,3rd Quintile,female,Not concerned at all,0.06511,99,1150,0.05085,0.07938
1984,4th Quintile,male,Very concerned,0.55129,644,1249,0.52370,0.57889
1984,4th Quintile,male,Somewhat concerned,0.38160,491,1249,0.35465,0.40855
1984,4th Quintile,male,Not concerned at all,0.06711,114,1249,0.05323,0.08099
1984,4th Quintile,female,Very concerned,0.53369,609,1200,0.50545,0.56193
1984,4th Quintile,female,Somewhat concerned,0.40034,478,1200,0.37260,0.42807
1984,4th Quintile,female,Not concerned at all,0.06597,113,1200,0.05192,0.08002
1984,5th Quintile,male,Very concerned,0.55987,681,1257,0.53242,0.58732
1984,5th Quintile,male,Somewhat concerned,0.37949,478,1257,0.35265,0.40633
1984,5th Quintile,male,Not concerned at all,0.06064,98,1257,0.04744,0.07384
1984,5th Quintile,female,Very concerned,0.57729,642,1135,0.54854,0.60605
1984,5th Quintile,female,Somewhat concerned,0.36366,415,1135,0.33566,0.39166
1984,5th Quintile,female,Not concerned at all,0.05905,78,1135,0.04533,0.07276
1985,1st Quintile,male,Very concerned,0.44970,395,987,0.41864,0.48075
1985,1st Quintile,male,Somewhat concerned,0.45269,469,987,0.42162,0.48376
1985,1st Quintile,male,Not concerned at all,0.09762,123,987,0.07909,0.11614
1985,1st Quintile,female,Very concerned,0.44607,495,1233,0.41831,0.47382
1985,1st Quintile,female,Somewhat concerned,0.43683,555,1233,0.40913,0.46453
1985,1st Quintile,female,Not concerned at all,0.11711,183,1233,0.09915,0.13506
1985,2nd Quintile,male,Very concerned,0.45574,449,1013,0.42506,0.48643
1985,2nd Quintile,male,Somewhat concerned,0.46369,466,1013,0.43297,0.49442
1985,2nd Quintile,male,Not concerned at all,0.08057,98,1013,0.06380,0.09734
1985,2nd Quintile,female,Very concerned,0.42955,465,1108,0.40039,0.45871
1985,2nd Quintile,female,Somewhat concerned,0.47924,523,1108,0.44982,0.50867
1985,2nd Quintile,female,Not concerned at all,0.09120,120,1108,0.07424,0.10816
1985,3rd Quintile,male,Very concerned,0.49039,514,1095,0.46077,0.52001
1985,3rd Quintile,male,Somewhat concerned,0.44078,481,1095,0.41136,0.47020
1985,3rd Quintile,male,Not concerned at all,0.06883,100,1095,0.05382,0.08383
1985,3rd Quintile,female,Very concerned,0.47867,507,1082,0.44889,0.50845
1985,3rd Quintile,female,Somewhat concerned,0.44614,479,1082,0.41651,0.47577
1985,3rd Quintile,female,Not concerned at all,0.07519,96,1082,0.05947,0.09091
1985,4th Quintile,male,Very concerned,0.50376,553,1137,0.47468,0.53283
1985,4th Quintile,male,Somewhat concerned,0.43748,489,1137,0.40863,0.46633
1985,4th Quintile,male,Not concerned at all,0.05876,95,1137,0.04509,0.07244
1985,4th Quintile,female,Very concerned,0.48907,513,1053,0.45887,0.51928
1985,4th Quintile,female,Somewhat concerned,0.43822,452,1053,0.40824,0.46820
1985,4th Quintile,female,Not concerned at all,0.07271,88,1053,0.05701,0.08840
1985,5th Quintile,male,Very concerned,0.45994,510,1110,0.43061,0.48928
1985,5th Quintile,male,Somewhat concerned,0.46085,504,1110,0.43151,0.49019
1985,5th Quintile,male,Not concerned at all,0.07921,96,1110,0.06331,0.09510
1985,5th Quintile,female,Very concerned,0.49700,518,1045,0.46667,0.52733
1985,5th Quintile,female,Somewhat concerned,0.44764,462,1045,0.41747,0.47780
1985,5th Quintile,female,Not concerned at all,0.05537,65,1045,0.04149,0.06924
1986,1st Quintile,male,Very concerned,0.45267,363,899,0.42012,0.48523
1986,1st Quintile,male,Somewhat concerned,0.43535,423,899,0.40292,0.46778
1986,1st Quintile,male,Not concerned at all,0.11198,113,899,0.09135,0.13260
1986,1st Quintile,female,Very concerned,0.42334,439,1133,0.39456,0.45213
1986,1st Quintile,female,Somewhat concerned,0.43028,506,1133,0.40143,0.45912
1986,1st Quintile,female,Not concerned at all,0.14638,188,1133,0.12579,0.16697
1986,2nd Quintile,male,Very concerned,0.38630,387,1017,0.35636,0.41624
1986,2nd Quintile,male,Somewhat concerned,0.50350,506,1017,0.47275,0.53424
