year,age_gr,migback,plh0036,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,No migration background,Very concerned,0.6308089500860585,16099,0.623354233680925,0.638263666491192
1984,30-45 y.,No migration background,Somewhat concerned,0.3270223752151463,16099,0.31977558535555234,0.3342691650747403
1984,30-45 y.,No migration background,Not concerned at all,0.04216867469879518,16099,0.03906414288041966,0.0452732065171707
1984,30-45 y.,Direct migration background,Somewhat concerned,0.4244604316546763,16099,0.4168253652215504,0.4320954980878022
1984,30-45 y.,Direct migration background,Very concerned,0.3926002055498458,16099,0.3850567696759181,0.4001436414237735
1984,30-45 y.,Direct migration background,Not concerned at all,0.1829393627954779,16099,0.17696712149663912,0.18891160409431668
1984,30-45 y.,Indirect migration background,Very concerned,0.5340909090909091,16099,0.5263851610180593,0.5417966571637588
1984,30-45 y.,Indirect migration background,Somewhat concerned,0.36363636363636365,16099,0.3562054373759114,0.37106728989681587
1984,30-45 y.,Indirect migration background,Not concerned at all,0.10227272727272728,16099,0.09759204944687046,0.1069534050985841
1984,46-65 y.,No migration background,Very concerned,0.5753535353535354,16099,0.5677180302712383,0.5829890404358324
1984,46-65 y.,No migration background,Somewhat concerned,0.37656565656565655,16099,0.3690809920788499,0.3840503210524632
1984,46-65 y.,No migration background,Not concerned at all,0.04808080808080808,16099,0.04477602817247124,0.051385587989144915
1984,46-65 y.,Direct migration background,Somewhat concerned,0.42310522442972776,16099,0.41547338686840163,0.4307370619910539
1984,46-65 y.,Direct migration background,Very concerned,0.36423841059602646,16099,0.3568048542939834,0.37167196689806953
1984,46-65 y.,Direct migration background,Not concerned at all,0.21265636497424578,16099,0.20633547872754182,0.21897725122094974
1984,46-65 y.,Indirect migration background,Very concerned,0.5789473684210527,16099,0.5713205333264963,0.586574203515609
1984,46-65 y.,Indirect migration background,Somewhat concerned,0.2631578947368421,16099,0.25635565333721966,0.2699601361364645
1984,46-65 y.,Indirect migration background,Not concerned at all,0.15789473684210525,16099,0.15226194582265062,0.16352752786155988
1984,66 and older,No migration background,Very concerned,0.5159781761496492,16099,0.5082583990700281,0.5236979532292704
1984,66 and older,No migration background,Somewhat concerned,0.4232268121590023,16099,0.4155946825061882,0.43085894181181644
1984,66 and older,No migration background,Not concerned at all,0.060795011691348405,16099,0.05710378438796665,0.06448623899473016
1984,66 and older,Direct migration background,Somewhat concerned,0.4401294498381877,16099,0.43246129899457475,0.44779760068180063
1984,66 and older,Direct migration background,Very concerned,0.3419633225458468,16099,0.3346355591910797,0.349291085900614
1984,66 and older,Direct migration background,Not concerned at all,0.21790722761596548,16099,0.21153015187695573,0.22428430335497523
1984,66 and older,Indirect migration background,Very concerned,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,66 and older,Indirect migration background,Somewhat concerned,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,,No migration background,Somewhat concerned,0.4506578947368421,16099,0.4429718739140796,0.4583439155596046
1984,,No migration background,Very concerned,0.3972039473684211,16099,0.38964522143361635,0.4047626733032258
1984,,No migration background,Not concerned at all,0.15213815789473684,16099,0.1465901350193294,0.15768618077014426
1984,,Direct migration background,Somewhat concerned,0.4,16099,0.39243232901896025,0.4075676709810398
1984,,Direct migration background,Very concerned,0.3142857142857143,16099,0.30711453566258007,0.3214568929088485
1984,,Direct migration background,Not concerned at all,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,,Indirect migration background,Very concerned,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,,Indirect migration background,Somewhat concerned,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1985,30-45 y.,No migration background,Very concerned,0.5867276887871854,14443,0.5786967962943567,0.5947585812800141
1985,30-45 y.,No migration background,Somewhat concerned,0.3707093821510298,14443,0.36283222004616306,0.3785865442558965
1985,30-45 y.,No migration background,Not concerned at all,0.042562929061784896,14443,0.03927063787974286,0.04585522024382693
1985,30-45 y.,Direct migration background,Somewhat concerned,0.4721878862793572,14443,0.4640460106682004,0.480329761890514
1985,30-45 y.,Direct migration background,Very concerned,0.36341161928306553,14443,0.3555672844368741,0.371255954129257
