year,migback,sex,plh0036,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,male,Very concerned,0.5532957608429306,16099,0.5456160418433668,0.5609754798424945
1984,No migration background,male,Somewhat concerned,0.38740504778240625,16099,0.37987971056759423,0.3949303849972183
1984,No migration background,male,Not concerned at all,0.05929919137466307,16099,0.05565075509679066,0.06294762765253549
1984,No migration background,female,Very concerned,0.542,16099,0.5343035756767711,0.549696424323229
1984,No migration background,female,Somewhat concerned,0.3877777777777778,16099,0.3802511121204117,0.39530444343514387
1984,No migration background,female,Not concerned at all,0.07022222222222223,16099,0.06627507353265509,0.07416937091178936
1984,Direct migration background,male,Somewhat concerned,0.4289821736630247,16099,0.4213367584365657,0.4366275888894837
1984,Direct migration background,male,Very concerned,0.3691776883266245,16099,0.3617230278716648,0.3766323487815842
1984,Direct migration background,male,Not concerned at all,0.20184013801035078,16099,0.19563994326861317,0.20804033275208839
1984,Direct migration background,female,Somewhat concerned,0.4270096463022508,16099,0.41936866530693556,0.43465062729756604
1984,Direct migration background,female,Very concerned,0.36205787781350485,16099,0.35463390690648194,0.36948184872052775
1984,Direct migration background,female,Not concerned at all,0.21093247588424438,16099,0.2046303738401579,0.21723457792833087
1984,Indirect migration background,male,Very concerned,0.603448275862069,16099,0.5958916735332311,0.6110048781909068
1984,Indirect migration background,male,Somewhat concerned,0.29310344827586204,16099,0.2860719962719501,0.30013490027977396
1984,Indirect migration background,male,Not concerned at all,0.10344827586206896,16099,0.0987438576279345,0.10815269409620343
1984,Indirect migration background,female,Very concerned,0.515625,16099,0.5079050504177436,0.5233449495822564
1984,Indirect migration background,female,Somewhat concerned,0.390625,16099,0.383088339452193,0.398161660547807
1984,Indirect migration background,female,Not concerned at all,0.09375,16099,0.08924736991160706,0.09825263008839294
1985,No migration background,male,Very concerned,0.4879470198675497,14443,0.4797948888713389,0.49609915086376044
1985,No migration background,male,Somewhat concerned,0.4471523178807947,14443,0.4390434942322334,0.455261141529356
1985,No migration background,male,Not concerned at all,0.06490066225165562,14443,0.060882931726527194,0.06891839277678405
1985,No migration background,female,Very concerned,0.48772782503037665,14443,0.47957578101866,0.4958798690420933
1985,No migration background,female,Somewhat concerned,0.4425273390036452,14443,0.4344268878810809,0.4506277901262095
1985,No migration background,female,Not concerned at all,0.06974483596597812,14443,0.06559066430139233,0.07389900763056391
1985,Direct migration background,male,Somewhat concerned,0.46220159151193635,14443,0.45407042526935343,0.47033275775451927
1985,Direct migration background,male,Very concerned,0.3673740053050398,14443,0.3595116060452128,0.37523640456486673
1985,Direct migration background,male,Not concerned at all,0.17042440318302388,14443,0.16429213357281688,0.17655667279323087
1985,Direct migration background,female,Somewhat concerned,0.46886721680420107,14443,0.4607285390382054,0.47700589457019676
1985,Direct migration background,female,Very concerned,0.33758439609902474,14443,0.3298720976938291,0.3452966945042204
1985,Direct migration background,female,Not concerned at all,0.1935483870967742,14443,0.18710504334659317,0.1999917308469552
1985,Indirect migration background,male,Very concerned,0.41935483870967744,14443,0.4113071049451028,0.42740257247425206
1985,Indirect migration background,male,Somewhat concerned,0.41935483870967744,14443,0.4113071049451028,0.42740257247425206
1985,Indirect migration background,male,Not concerned at all,0.16129032258064516,14443,0.15529189599317542,0.1672887491681149
1985,Indirect migration background,female,Very concerned,0.5584415584415584,14443,0.5503429513978676,0.5665401654852492
1985,Indirect migration background,female,Somewhat concerned,0.35064935064935066,14443,0.3428671302757554,0.3584315710229459
1985,Indirect migration background,female,Not concerned at all,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1986,No migration background,male,Somewhat concerned,0.46807329261521374,13742,0.45973045235443977,0.4764161328759877
1986,No migration background,male,Very concerned,0.4416990560799556,13742,0.43339618076958353,0.4500019313903276
1986,No migration background,male,Not concerned at all,0.09022765130483065,13742,0.08543730079436865,0.09501800181529266
1986,No migration background,female,Very concerned,0.46039856923863054,13742,0.4520649313016457,0.46873220717561537
1986,No migration background,female,Somewhat concerned,0.45605518650996424,13742,0.44772763708659685,0.4643827359333316
1986,No migration background,female,Not concerned at all,0.08354624425140521,13742,0.0789197732688108,0.08817271523399961
1986,Direct migration background,male,Somewhat concerned,0.49195710455764075,13742,0.48359828579487224,0.5003159233204093
1986,Direct migration background,male,Very concerned,0.3378016085790885,13742,0.3298938023917772,0.34570941476639977
1986,Direct migration background,male,Not concerned at all,0.17024128686327078,13742,0.16395723939750387,0.1765253343290377
1986,Direct migration background,female,Somewhat concerned,0.4968895800933126,13742,0.4885298414481237,0.5052493187385014
1986,Direct migration background,female,Very concerned,0.3094867807153966,13742,0.30175751656732225,0.31721604486347094
1986,Direct migration background,female,Not concerned at all,0.19362363919129083,13742,0.1870170214022489,0.20023025698033275
1986,Indirect migration background,male,Very concerned,0.49295774647887325,13742,0.4845986753046654,0.5013168176530811
1986,Indirect migration background,male,Somewhat concerned,0.38028169014084506,13742,0.3721649625462844,0.38839841773540573
1986,Indirect migration background,male,Not concerned at all,0.1267605633802817,13742,0.12119780944031935,0.13232331732024402
1986,Indirect migration background,female,Very concerned,0.4567901234567901,13742,0.4484614989855711,0.4651187479280091
1986,Indirect migration background,female,Somewhat concerned,0.38271604938271603,13742,0.3745893923922361,0.39084270637319596
1986,Indirect migration background,female,Not concerned at all,0.16049382716049382,13742,0.15435659979474073,0.1666310545262469
1987,No migration background,male,Very concerned,0.5962890075906663,13496,0.5880111638205227,0.6045668513608099
1987,No migration background,male,Somewhat concerned,0.36182175991003657,13496,0.35371454149483933,0.3699289783252338
1987,No migration background,male,Not concerned at all,0.04188923249929716,13496,0.03850926442116565,0.04526920057742866
1987,No migration background,female,Very concerned,0.6195822454308094,13496,0.6113913117881334,0.6277731790734854
1987,No migration background,female,Somewhat concerned,0.34073107049608353,13496,0.3327347404781059,0.34872740051406115
1987,No migration background,female,Not concerned at all,0.03968668407310705,13496,0.036392996365121194,0.0429803717810929
1987,Direct migration background,male,Somewhat concerned,0.45185185185185184,13496,0.4434553082906209,0.46024839541308277
1987,Direct migration background,male,Very concerned,0.4053872053872054,13496,0.3971038617166241,0.4136705490577867
1987,Direct migration background,male,Not concerned at all,0.14276094276094276,13496,0.13685880672436102,0.1486630787975245
1987,Direct migration background,female,Somewhat concerned,0.4506604506604507,13496,0.4422658760519879,0.45905502526891345
1987,Direct migration background,female,Very concerned,0.38306138306138304,13496,0.3748595920195121,0.391263174103254
1987,Direct migration background,female,Not concerned at all,0.16627816627816627,13496,0.159996400528163,0.17255993202816955
1987,Indirect migration background,male,Very concerned,0.525,13496,0.5165748043843584,0.5334251956156416
1987,Indirect migration background,male,Somewhat concerned,0.35,13496,0.34195281034082153,0.3580471896591784
1987,Indirect migration background,male,Not concerned at all,0.125,13496,0.1194202778962401,0.1305797221037599
1987,Indirect migration background,female,Very concerned,0.5978260869565217,13496,0.5895533747543529,0.6060987991586906
1987,Indirect migration background,female,Somewhat concerned,0.32608695652173914,13496,0.31817794548963374,0.33399596755384453
1987,Indirect migration background,female,Not concerned at all,0.07608695652173914,13496,0.07161369600043878,0.08056021704303949
1988,No migration background,male,Very concerned,0.5654867256637168,12817,0.5569049805610368,0.5740684707663969
