year,migback,quintil_oecd,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,1st Quintile,Very concerned,0.47686,711,1424,0.45091,0.50281
1984,No migration background,1st Quintile,Somewhat concerned,0.40186,563,1424,0.37638,0.42733
1984,No migration background,1st Quintile,Not concerned at all,0.12129,150,1424,0.10432,0.13825
1984,No migration background,2nd Quintile,Very concerned,0.51019,829,1587,0.48559,0.53480
1984,No migration background,2nd Quintile,Somewhat concerned,0.41105,645,1587,0.38684,0.43527
1984,No migration background,2nd Quintile,Not concerned at all,0.07876,113,1587,0.06550,0.09201
1984,No migration background,3rd Quintile,Very concerned,0.53482,936,1708,0.51116,0.55848
1984,No migration background,3rd Quintile,Somewhat concerned,0.40692,682,1708,0.38361,0.43022
1984,No migration background,3rd Quintile,Not concerned at all,0.05826,90,1708,0.04715,0.06937
1984,No migration background,4th Quintile,Very concerned,0.55557,1039,1843,0.53288,0.57826
1984,No migration background,4th Quintile,Somewhat concerned,0.38491,698,1843,0.36269,0.40713
1984,No migration background,4th Quintile,Not concerned at all,0.05952,106,1843,0.04871,0.07032
1984,No migration background,5th Quintile,Very concerned,0.57458,1168,1999,0.55290,0.59625
1984,No migration background,5th Quintile,Somewhat concerned,0.37121,733,1999,0.35002,0.39239
1984,No migration background,5th Quintile,Not concerned at all,0.05422,98,1999,0.04429,0.06415
1984,Direct migration background,1st Quintile,Very concerned,0.35646,327,986,0.32655,0.38637
1984,Direct migration background,1st Quintile,Somewhat concerned,0.45512,434,986,0.42402,0.48622
1984,Direct migration background,1st Quintile,Not concerned at all,0.18842,225,986,0.16400,0.21284
1984,Direct migration background,2nd Quintile,Very concerned,0.41832,289,753,0.38306,0.45358
1984,Direct migration background,2nd Quintile,Somewhat concerned,0.41218,317,753,0.37700,0.44737
1984,Direct migration background,2nd Quintile,Not concerned at all,0.16949,147,753,0.14268,0.19631
1984,Direct migration background,3rd Quintile,Very concerned,0.47608,243,596,0.43595,0.51621
1984,Direct migration background,3rd Quintile,Somewhat concerned,0.39473,241,596,0.35545,0.43400
1984,Direct migration background,3rd Quintile,Not concerned at all,0.12920,112,596,0.10224,0.15615
1984,Direct migration background,4th Quintile,Very concerned,0.37734,199,575,0.33769,0.41700
1984,Direct migration background,4th Quintile,Somewhat concerned,0.46900,258,575,0.42817,0.50982
1984,Direct migration background,4th Quintile,Not concerned at all,0.15366,118,575,0.12416,0.18316
1984,Direct migration background,5th Quintile,Very concerned,0.47218,147,380,0.42192,0.52244
1984,Direct migration background,5th Quintile,Somewhat concerned,0.38587,157,380,0.33686,0.43488
1984,Direct migration background,5th Quintile,Not concerned at all,0.14195,76,380,0.10681,0.17709
1985,No migration background,1st Quintile,Very concerned,0.46396,617,1292,0.43675,0.49116
1985,No migration background,1st Quintile,Somewhat concerned,0.43481,557,1292,0.40776,0.46185
1985,No migration background,1st Quintile,Not concerned at all,0.10124,118,1292,0.08478,0.11769
1985,No migration background,2nd Quintile,Very concerned,0.44099,658,1448,0.41541,0.46657
1985,No migration background,2nd Quintile,Somewhat concerned,0.47784,685,1448,0.45211,0.50358
1985,No migration background,2nd Quintile,Not concerned at all,0.08117,105,1448,0.06709,0.09524
1985,No migration background,3rd Quintile,Very concerned,0.49259,808,1608,0.46814,0.51703
1985,No migration background,3rd Quintile,Somewhat concerned,0.44040,705,1608,0.41613,0.46467
1985,No migration background,3rd Quintile,Not concerned at all,0.06701,95,1608,0.05479,0.07924
1985,No migration background,4th Quintile,Very concerned,0.50050,863,1693,0.47667,0.52432
1985,No migration background,4th Quintile,Somewhat concerned,0.43679,729,1693,0.41316,0.46043
1985,No migration background,4th Quintile,Not concerned at all,0.06271,101,1693,0.05116,0.07426
1985,No migration background,5th Quintile,Very concerned,0.47996,900,1843,0.45714,0.50277
1985,No migration background,5th Quintile,Somewhat concerned,0.45484,830,1843,0.43210,0.47758
1985,No migration background,5th Quintile,Not concerned at all,0.06520,113,1843,0.05392,0.07647
1985,Direct migration background,1st Quintile,Very concerned,0.33394,258,893,0.30299,0.36489
1985,Direct migration background,1st Quintile,Somewhat concerned,0.49963,449,893,0.46682,0.53244
1985,Direct migration background,1st Quintile,Not concerned at all,0.16643,186,893,0.14199,0.19087
1985,Direct migration background,2nd Quintile,Very concerned,0.43662,237,635,0.39801,0.47523
