year,pgisced97,sex,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,male,Very concerned,0.65097,62,62,0.53135,0.77059
1984,Pre-primary Level,female,Very concerned,0.69565,61,61,0.57922,0.81208
1984,Primary Level,male,Very concerned,0.30372,107,401,0.25865,0.34878
1984,Primary Level,male,Somewhat concerned,0.46110,186,401,0.41224,0.50995
1984,Primary Level,male,Not concerned at all,0.23519,108,401,0.19362,0.27675
1984,Primary Level,female,Very concerned,0.31076,161,569,0.27270,0.34882
1984,Primary Level,female,Somewhat concerned,0.41312,236,569,0.37263,0.45362
1984,Primary Level,female,Not concerned at all,0.27611,172,569,0.23935,0.31288
1984,Lower Secondary Level,male,Very concerned,0.46283,495,1123,0.43366,0.49201
1984,Lower Secondary Level,male,Somewhat concerned,0.42614,468,1123,0.39720,0.45507
1984,Lower Secondary Level,male,Not concerned at all,0.11103,160,1123,0.09265,0.12941
1984,Lower Secondary Level,female,Very concerned,0.43562,983,2278,0.41526,0.45599
1984,Lower Secondary Level,female,Somewhat concerned,0.44564,1009,2278,0.42522,0.46605
1984,Lower Secondary Level,female,Not concerned at all,0.11874,286,2278,0.10545,0.13202
1984,Upper Secondary Level,male,Very concerned,0.52270,1578,3130,0.50520,0.54020
1984,Upper Secondary Level,male,Somewhat concerned,0.40592,1284,3130,0.38871,0.42313
1984,Upper Secondary Level,male,Not concerned at all,0.07138,268,3130,0.06236,0.08040
1984,Upper Secondary Level,female,Very concerned,0.54422,1363,2509,0.52472,0.56371
1984,Upper Secondary Level,female,Somewhat concerned,0.39527,989,2509,0.37613,0.41440
1984,Upper Secondary Level,female,Not concerned at all,0.06052,157,2509,0.05119,0.06985
1984,Post-secondary Non-tertiary Level,male,Very concerned,0.66061,118,177,0.59065,0.73056
1984,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.30738,59,177,0.23921,0.37555
1984,Post-secondary Non-tertiary Level,female,Very concerned,0.78192,82,113,0.70544,0.85840
1984,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.21259,31,113,0.13681,0.28836
1984,First Stage of Tertiary Education,male,Very concerned,0.57458,221,362,0.52358,0.62559
1984,First Stage of Tertiary Education,male,Somewhat concerned,0.37422,141,362,0.32430,0.42414
1984,First Stage of Tertiary Education,female,Very concerned,0.66948,188,264,0.61263,0.72634
1984,First Stage of Tertiary Education,female,Somewhat concerned,0.28771,76,264,0.23299,0.34242
1984,Second Stage of Tertiary Education,male,Very concerned,0.64779,340,505,0.60609,0.68950
1984,Second Stage of Tertiary Education,male,Somewhat concerned,0.31134,165,505,0.27092,0.35177
1984,Second Stage of Tertiary Education,female,Very concerned,0.70506,182,243,0.64760,0.76251
1984,Second Stage of Tertiary Education,female,Somewhat concerned,0.26210,61,243,0.20669,0.31751
1985,Pre-primary Level,male,Very concerned,0.64139,69,108,0.55052,0.73226
1985,Pre-primary Level,male,Somewhat concerned,0.32043,39,108,0.23201,0.40885
1985,Pre-primary Level,female,Very concerned,0.66260,46,46,0.52445,0.80075
1985,Primary Level,male,Very concerned,0.28678,95,337,0.23842,0.33514
1985,Primary Level,male,Somewhat concerned,0.49662,161,337,0.44316,0.55008
1985,Primary Level,male,Not concerned at all,0.21660,81,337,0.17255,0.26064
1985,Primary Level,female,Very concerned,0.28854,120,467,0.24740,0.32968
1985,Primary Level,female,Somewhat concerned,0.46173,213,467,0.41647,0.50700
1985,Primary Level,female,Not concerned at all,0.24973,134,467,0.21043,0.28903
1985,Lower Secondary Level,male,Very concerned,0.42220,403,1015,0.39180,0.45261
1985,Lower Secondary Level,male,Somewhat concerned,0.45986,468,1015,0.42919,0.49054
1985,Lower Secondary Level,male,Not concerned at all,0.11793,144,1015,0.09808,0.13778
1985,Lower Secondary Level,female,Very concerned,0.39503,789,2001,0.37360,0.41645
1985,Lower Secondary Level,female,Somewhat concerned,0.49411,979,2001,0.47219,0.51602
1985,Lower Secondary Level,female,Not concerned at all,0.11087,233,2001,0.09711,0.12463
1985,Upper Secondary Level,male,Very concerned,0.46615,1279,2804,0.44768,0.48461
1985,Upper Secondary Level,male,Somewhat concerned,0.46222,1299,2804,0.44376,0.48067
1985,Upper Secondary Level,male,Not concerned at all,0.07164,226,2804,0.06209,0.08118
1985,Upper Secondary Level,female,Very concerned,0.48445,1124,2314,0.46408,0.50481
1985,Upper Secondary Level,female,Somewhat concerned,0.45113,1044,2314,0.43086,0.47141
1985,Upper Secondary Level,female,Not concerned at all,0.06442,146,2314,0.05441,0.07443
1985,Post-secondary Non-tertiary Level,male,Very concerned,0.61631,99,153,0.53900,0.69362
1985,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.34502,54,153,0.26945,0.42059
1985,Post-secondary Non-tertiary Level,female,Very concerned,0.75930,73,73,0.66055,0.85805
1985,First Stage of Tertiary Education,male,Very concerned,0.46489,174,341,0.41187,0.51790
1985,First Stage of Tertiary Education,male,Somewhat concerned,0.47613,167,341,0.42304,0.52922
1985,First Stage of Tertiary Education,female,Very concerned,0.60400,153,247,0.54288,0.66511
1985,First Stage of Tertiary Education,female,Somewhat concerned,0.35677,94,247,0.29691,0.41664
1985,Second Stage of Tertiary Education,male,Very concerned,0.55623,281,485,0.51197,0.60050
1985,Second Stage of Tertiary Education,male,Somewhat concerned,0.40869,204,485,0.36489,0.45248
1985,Second Stage of Tertiary Education,female,Very concerned,0.66313,170,242,0.60345,0.72280
1985,Second Stage of Tertiary Education,female,Somewhat concerned,0.31249,72,242,0.25397,0.37101
1986,Pre-primary Level,male,Very concerned,0.49636,52,102,0.39885,0.59387
1986,Pre-primary Level,male,Somewhat concerned,0.44007,50,102,0.34326,0.53688
1986,Pre-primary Level,female,Very concerned,0.58216,39,70,0.46579,0.69853
